@relation ionosphere
@attribute f1 real [-2.8659, 0.347937]
@attribute f2 real [-3.2978, 0.720619]
@attribute f3 real [-2.36586, 2.16482]
@attribute f4 real [-3.0798, 0.767382]
@attribute f5 real [-2.42158, 1.9186]
@attribute f6 real [-3.14642, 0.913227]
@attribute f7 real [-2.14952, 1.6911]
@attribute f8 real [-2.98156, 0.9627]
@attribute f9 real [-2.44155, 1.69196]
@attribute f10 real [-2.61968, 0.929584]
@attribute f11 real [-2.33428, 1.70762]
@attribute f12 real [-2.25142, 0.963054]
@attribute f13 real [-2.20948, 1.83196]
@attribute f14 real [-2.05898, 1.00462]
@attribute f15 real [-2.33683, 2.02646]
@attribute f16 real [-2.23609, 1.00005]
@attribute f17 real [-2.00576, 2.02032]
@attribute f18 real [-2.17062, 1.0229]
@attribute f19 real [-1.88022, 1.97278]
@attribute f20 real [-2.19192, 1.08769]
@attribute f21 real [-1.94589, 1.91387]
@attribute f22 real [-2.25662, 1.05591]
@attribute f23 real [-1.78706, 2.00473]
@attribute f24 real [-2.41358, 1.04394]
@attribute f25 real [-1.82659, 2.10658]
@attribute f26 real [-2.98649, 0.887941]
@attribute f27 real [-1.69167, 1.94452]
@attribute f28 real [-2.39361, 1.0793]
@attribute f29 real [-1.91367, 2.02354]
@attribute f30 real [-2.36667, 1.13299]
@attribute f31 real [-1.93975, 1.95452]
@attribute f32 real [-2.58171, 1.24485]
@attribute f33 real [-2.16613, 2.1043]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33
@outputs clase
@data
0.347937, 0.711357, -0.233923, 0.483517, -0.201447, 0.576236, -0.953318, 0.9627, -0.297086, 0.667701, -0.672148, 0.316222, -1.09698, 0.400107, -0.989074, 0.746919, -0.768584, 0.355648, -0.573895, 0.382099, -0.588684, 0.0115682, -0.789002, 0.297303, -0.866328, -0.253506, -0.712953, -0.287879, -0.616159, 0.122762, -1.05355, -0.311776, -0.99817, 1
0.347937, 0.720619, -0.527058, 0.633404, -1.03611, -1.3372, -2.02656, 0.9627, -0.468813, 0.0577774, -1.68238, -0.0907786, -1.59735, -1.31889, -2.28261, -0.529042, -1.24557, -0.0451878, -1.88022, -0.767766, -0.890248, -0.899412, -0.568643, -1.03631, -0.382508, -1.44578, -0.208122, -0.987775, -0.173282, -0.907767, -0.115049, -0.931276, -0.0831668, 0
0.347937, 0.720619, -0.176746, 0.767382, -0.240965, 0.913227, -0.460836, 0.745075, -0.350036, 0.451888, -0.205289, 0.729089, -0.172052, 0.309041, -0.148662, 0.737518, -0.267378, 0.632255, -0.11824, 0.610294, -0.546767, 0.118215, -0.119847, 0.309698, -0.650967, 0.0933723, -0.276192, 0.0912591, -0.28691, 0.440689, -0.463431, 0.403867, -0.847381, 1
0.347937, 0.720619, -1.12357, 0.767382, 1.9186, 0.328963, -2.14952, -1.00943, -0.374796, -0.84505, -0.313329, -0.644182, -0.188763, -2.05898, 0.161502, 0.257259, -0.784446, -2.17062, -1.00302, -1.69957, 1.91387, -0.600356, 0.108835, 1.04394, 1.92359, -0.0494199, 1.94452, 1.0793, -0.340732, -0.167448, 1.95452, -1.28799, 2.1043, 0
0.347937, 0.720619, -0.154908, 0.654659, -0.109761, 0.752993, -0.675776, 0.512107, -0.713723, 0.0919214, -0.723076, 0.262444, -0.203151, -3.20368E-4, -0.754198, 0.238586, -0.431159, 0.146392, -0.296884, -0.454022, -0.702566, -0.562113, -0.893693, -0.628013, -1.1414, -0.791819, -0.840911, -0.61494, -1.16947, -0.716703, -1.15258, -0.756593, -1.43369, 1
0.347937, -1.24163, -0.113928, -1.3471, -0.510794, -1.13208, -0.456266, -0.71941, -0.237626, -0.777862, -0.440689, -0.644182, -0.188763, -0.597216, -0.494212, -0.62357, -0.197968, -0.758686, -0.0580171, -0.521976, 0.0547973, -0.575197, 0.125671, -0.624089, 0.109808, -1.11204, 0.294109, -0.793622, 0.0693482, -0.61684, 0.00738697, -0.669176, 0.225542, 0
0.347937, 0.672157, -0.340689, 0.663527, -0.702869, 0.767202, -0.773616, 0.686523, -0.939887, 0.570505, -1.28195, 0.613078, -1.21456, 0.615968, -1.4955, 0.31957, -1.36332, 0.0305467, -1.37241, 0.0435279, -1.49357, -0.0720401, -1.4032, -0.290802, -1.46541, -0.784671, -1.37369, -0.577172, -1.56709, -0.691418, -1.57599, -0.933074, -1.75991, 1
-2.8659, -1.28859, -0.100517, -1.15621, -0.25149, 0.913227, -2.14952, -1.00943, -0.374796, -2.61968, -2.33428, -0.644182, -0.188763, -0.527182, -0.155185, 1.00005, 2.02032, -2.17062, -1.88022, -0.552115, -0.0160101, -0.600356, 0.108835, 1.04394, 2.10658, 0.887941, 1.94452, -0.657153, 0.054938, 1.13299, 1.95452, -0.66843, -0.0309181, 0
0.347937, -1.32604, -0.292143, -1.15621, -0.25149, -1.1166, -0.229209, -0.783228, -0.928892, -1.6554, -1.08476, -0.644182, -0.188763, -1.04272, 0.686972, -1.21886, 0.309599, 0.443725, 0.472329, -0.552115, -0.0160101, -0.600356, 0.108835, -0.940728, 0.113918, -0.649337, 0.084719, -0.657153, 0.054938, -0.326455, 0.476375, -0.825471, 0.781851, 0
0.347937, 0.720619, 0.050241, 0.767382, -0.650526, 0.913227, -0.753837, 0.9627, -1.26571, 0.929584, -1.14897, 0.902493, -1.23699, 0.862327, -1.44272, 0.825783, -1.33087, 0.541894, -1.32147, 0.606326, -1.4889, 0.444434, -1.41819, 0.280984, -1.61279, -0.134696, -1.44623, 0.0426905, -1.59229, -0.0744619, -1.72738, -0.228471, -1.93463, 1
