@relation zoo
@attribute f1 real [-0.856761, 1.15563]
@attribute f2 real [-0.494438, 2.00247]
@attribute f3 real [-1.17934, 0.839533]
@attribute f4 real [-0.822537, 1.20371]
@attribute f5 real [-0.55552, 1.78229]
@attribute f6 real [-0.740515, 1.33704]
@attribute f7 real [-1.11001, 0.891973]
@attribute f8 real [-1.22878, 0.805758]
@attribute f9 real [-2.13669, 0.463379]
@attribute f10 real [-1.94211, 0.509805]
@attribute f11 real [-0.291839, 3.39262]
@attribute f12 real [-0.447635, 2.21184]
@attribute f13 real [-1.39747, 2.53686]
@attribute f14 real [-1.68999, 0.585862]
@attribute f15 real [-0.382446, 2.58886]
@attribute f16 real [-0.874235, 1.13253]
@attribute clase {0, 1, 2, 3, 4, 5, 6}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16
@outputs clase
@data
1.15563, -0.494438, -1.17934, 1.20371, -0.55552, -0.740515, -1.11001, 0.805758, 0.463379, 0.509805, -0.291839, -0.447635, 0.569698, 0.585862, 2.58886, 1.13253, 0
-0.856761, -0.494438, 0.839533, -0.822537, -0.55552, 1.33704, 0.891973, 0.805758, 0.463379, -1.94211, -0.291839, 2.21184, -1.39747, 0.585862, -0.382446, -0.874235, 3
-0.856761, -0.494438, 0.839533, -0.822537, -0.55552, 1.33704, 0.891973, -1.22878, -2.13669, -1.94211, -0.291839, -0.447635, 0.569698, -1.68999, -0.382446, -0.874235, 6
-0.856761, -0.494438, 0.839533, -0.822537, -0.55552, 1.33704, 0.891973, -1.22878, -2.13669, -1.94211, -0.291839, -0.447635, 1.55328, -1.68999, -0.382446, -0.874235, 6
-0.856761, -0.494438, 0.839533, -0.822537, -0.55552, 1.33704, 0.891973, 0.805758, 0.463379, -1.94211, -0.291839, 2.21184, -1.39747, 0.585862, -0.382446, 1.13253, 3
-0.856761, 2.00247, 0.839533, -0.822537, 1.78229, -0.740515, -1.11001, -1.22878, 0.463379, 0.509805, -0.291839, -0.447635, -0.413883, 0.585862, 2.58886, -0.874235, 1
-0.856761, -0.494438, 0.839533, -0.822537, -0.55552, 1.33704, 0.891973, 0.805758, 0.463379, 0.509805, -0.291839, -0.447635, 0.569698, -1.68999, -0.382446, -0.874235, 4
1.15563, -0.494438, -1.17934, 1.20371, -0.55552, -0.740515, -1.11001, 0.805758, 0.463379, 0.509805, -0.291839, -0.447635, 0.569698, 0.585862, -0.382446, 1.13253, 0
1.15563, -0.494438, -1.17934, 1.20371, -0.55552, -0.740515, -1.11001, 0.805758, 0.463379, 0.509805, -0.291839, -0.447635, 0.569698, 0.585862, 2.58886, 1.13253, 0
-0.856761, 2.00247, 0.839533, -0.822537, 1.78229, 1.33704, 0.891973, -1.22878, 0.463379, 0.509805, -0.291839, -0.447635, -0.413883, 0.585862, -0.382446, -0.874235, 1
1.15563, -0.494438, -1.17934, 1.20371, -0.55552, -0.740515, -1.11001, 0.805758, 0.463379, 0.509805, -0.291839, -0.447635, 0.569698, 0.585862, -0.382446, -0.874235, 0
-0.856761, 2.00247, 0.839533, -0.822537, 1.78229, -0.740515, 0.891973, -1.22878, 0.463379, 0.509805, -0.291839, -0.447635, -0.413883, 0.585862, -0.382446, -0.874235, 1
1.15563, -0.494438, 0.839533, -0.822537, 1.78229, -0.740515, -1.11001, -1.22878, -2.13669, 0.509805, 3.39262, -0.447635, 1.55328, -1.68999, 2.58886, -0.874235, 5
1.15563, -0.494438, -1.17934, 1.20371, -0.55552, -0.740515, 0.891973, 0.805758, 0.463379, 0.509805, -0.291839, -0.447635, 0.569698, 0.585862, -0.382446, 1.13253, 0
1.15563, -0.494438, -1.17934, 1.20371, -0.55552, -0.740515, -1.11001, 0.805758, 0.463379, 0.509805, -0.291839, -0.447635, 0.569698, 0.585862, -0.382446, 1.13253, 0
-0.856761, 2.00247, 0.839533, -0.822537, 1.78229, -0.740515, -1.11001, -1.22878, 0.463379, 0.509805, -0.291839, -0.447635, -0.413883, 0.585862, 2.58886, -0.874235, 1
1.15563, -0.494438, -1.17934, 1.20371, -0.55552, -0.740515, 0.891973, 0.805758, 0.463379, 0.509805, -0.291839, -0.447635, 0.569698, 0.585862, -0.382446, 1.13253, 0
-0.856761, -0.494438, -1.17934, 1.20371, -0.55552, 1.33704, 0.891973, 0.805758, 0.463379, 0.509805, -0.291839, 2.21184, -1.39747, 0.585862, -0.382446, 1.13253, 0
1.15563, -0.494438, -1.17934, 1.20371, -0.55552, -0.740515, 0.891973, 0.805758, 0.463379, 0.509805, -0.291839, -0.447635, 0.569698, 0.585862, 2.58886, 1.13253, 0
-0.856761, -0.494438, 0.839533, -0.822537, -0.55552, 1.33704, 0.891973, -1.22878, -2.13669, -1.94211, 3.39262, -0.447635, -1.39747, -1.68999, -0.382446, -0.874235, 6
-0.856761, -0.494438, 0.839533, -0.822537, -0.55552, 1.33704, -1.11001, 0.805758, 0.463379, -1.94211, -0.291839, 2.21184, -1.39747, 0.585862, -0.382446, -0.874235, 3
-0.856761, 2.00247, 0.839533, -0.822537, 1.78229, -0.740515, -1.11001, -1.22878, 0.463379, 0.509805, -0.291839, -0.447635, -0.413883, 0.585862, -0.382446, -0.874235, 1
1.15563, -0.494438, -1.17934, 1.20371, -0.55552, -0.740515, -1.11001, 0.805758, 0.463379, 0.509805, -0.291839, -0.447635, -0.413883, 0.585862, -0.382446, -0.874235, 0
-0.856761, -0.494438, 0.839533, -0.822537, -0.55552, -0.740515, -1.11001, -1.22878, -2.13669, 0.509805, -0.291839, -0.447635, 1.55328, -1.68999, -0.382446, -0.874235, 5
-0.856761, -0.494438, 0.839533, -0.822537, -0.55552, -0.740515, -1.11001, -1.22878, 0.463379, 0.509805, -0.291839, -0.447635, 0.569698, 0.585862, -0.382446, 1.13253, 2
