@relation ringnorm
@attribute f1 real [-4.49387, 3.8167]
@attribute f2 real [-4.68628, 4.22708]
@attribute f3 real [-4.89449, 4.55568]
@attribute f4 real [-4.34605, 4.36565]
@attribute f5 real [-4.70299, 4.03935]
@attribute f6 real [-4.45287, 4.06021]
@attribute f7 real [-4.97147, 3.94246]
@attribute f8 real [-4.51019, 3.86375]
@attribute f9 real [-4.56651, 4.4876]
@attribute f10 real [-4.7529, 4.45058]
@attribute f11 real [-5.04382, 4.3708]
@attribute f12 real [-4.77719, 4.12549]
@attribute f13 real [-4.57555, 3.86998]
@attribute f14 real [-4.86707, 4.46455]
@attribute f15 real [-4.72444, 4.4442]
@attribute f16 real [-4.57191, 4.15583]
@attribute f17 real [-4.97265, 4.38814]
@attribute f18 real [-5.51035, 4.1107]
@attribute f19 real [-4.97365, 3.52078]
@attribute f20 real [-4.42216, 4.70729]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20
@outputs clase
@data
0.328169, -0.358969, 0.421239, -1.25741, 1.13644, 0.561518, 0.423438, 0.703262, -0.434556, -0.254667, 0.466191, 0.566842, 0.238481, 0.165816, 1.11285, 0.74911, -0.35749, 0.362543, 0.576356, 0.0470651, 1
-1.06197, 0.515292, 1.14396, 1.15364, -0.686334, -0.622085, 1.50634, -0.388397, 0.466486, -0.379437, -0.0110347, 2.49663, -0.209294, -1.8406, -0.140995, 2.40829, 0.711177, -0.701607, -0.526916, 1.34869, 0
1.00998, 1.76447, -0.1384, 0.0939079, -0.0170395, -0.446273, 0.330833, -0.588778, 1.21719, 0.276712, 0.549481, 0.90661, 0.251307, 0.467748, 0.827152, -0.0941065, 0.25778, 0.190975, -0.115723, 0.387137, 1
0.305126, -0.15354, -2.27256, 0.862874, -0.315549, -1.18217, -1.03597, -0.751525, 1.37524, -1.71731, -0.228793, 1.23037, 0.0708078, 1.98754, 1.99395, -1.36127, 0.732217, -1.04106, 2.90009, -1.93814, 0
-0.565066, -1.24096, 2.62592, -0.340406, -2.88282, 1.0693, 1.10737, 0.267585, 0.60337, -0.338884, 1.12047, 0.682943, -1.39214, 0.998962, -0.976417, 0.762489, -1.03127, -1.89908, -1.10795, -0.0649773, 0
-0.52542, 0.396826, -0.775144, 0.37778, -1.34876, -0.778431, 0.392653, -1.27265, 0.167352, 1.19674, 0.152284, 0.461347, 0.451639, 0.36058, 0.609931, -0.436471, 0.578368, 0.0133303, -0.437615, -0.216276, 1
0.0665556, -0.182126, -2.02917, 1.39097, -0.782257, 0.283839, -0.886885, 0.141018, -0.0447631, 0.214201, -0.961973, 1.35419, -0.81248, -0.0112127, 1.37058, -0.217562, -1.2265, -0.475898, 1.52591, 2.12484, 0
0.645716, 0.168643, 1.6324, -0.972273, -3.36453, -0.162624, 1.80092, 0.106483, -2.26478, -0.482501, 1.44611, 0.689596, 0.641335, -0.368565, -1.91004, -0.0176315, 0.67371, -2.39224, 0.739477, 1.35779, 0
0.672673, -0.0307011, -0.373845, 0.447657, 0.00438251, -1.03061, -0.138838, 0.506549, 0.998409, -1.31584, 1.58622, -0.718552, -1.35623, 0.828963, 2.23896, -1.34191, 1.10847, 0.0803, -2.00876, -0.497304, 0
-0.714244, 0.697205, 0.258773, -0.133051, 0.184849, 0.573147, -1.11194, 0.00129557, -0.322852, -1.31298, 0.230369, -0.114701, 0.475914, 0.0286268, -0.134452, -0.0505487, 0.676932, 0.749567, 0.00543381, 0.311233, 1
