@relation ringnorm
@attribute f1 real [-4.49387, 3.8167]
@attribute f2 real [-4.68628, 4.22708]
@attribute f3 real [-4.89449, 4.55568]
@attribute f4 real [-4.34605, 4.36565]
@attribute f5 real [-4.70299, 4.03935]
@attribute f6 real [-4.45287, 4.06021]
@attribute f7 real [-4.97147, 3.94246]
@attribute f8 real [-4.51019, 3.86375]
@attribute f9 real [-4.56651, 4.4876]
@attribute f10 real [-4.7529, 4.45058]
@attribute f11 real [-5.04382, 4.3708]
@attribute f12 real [-4.77719, 4.12549]
@attribute f13 real [-4.57555, 3.86998]
@attribute f14 real [-4.86707, 4.46455]
@attribute f15 real [-4.72444, 4.4442]
@attribute f16 real [-4.57191, 4.15583]
@attribute f17 real [-4.97265, 4.38814]
@attribute f18 real [-5.51035, 4.1107]
@attribute f19 real [-4.97365, 3.52078]
@attribute f20 real [-4.42216, 4.70729]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20
@outputs clase
@data
-0.313554, -3.13641, -0.450952, 3.93551, -1.33033, -0.479359, -0.180424, 3.36729, -0.171341, 0.987567, 0.163197, 0.679178, -1.3409, -0.095642, -1.98226, -1.35616, -0.781823, -0.761763, 1.03207, -0.906218, 0
0.0798762, 1.82266, -2.92193, -0.966772, 1.84464, -0.350749, 0.610016, -0.161767, 0.397118, -1.37251, -0.190723, -0.294124, 0.916932, 0.990791, -1.75002, -1.39256, 0.729247, -0.502355, 2.54065, -1.62893, 0
0.244268, 1.23103, 0.480547, 1.03399, 0.323679, -0.363063, 0.860771, 0.351899, 0.304792, 0.587366, -0.0760738, 0.565838, -0.44047, -0.372365, -0.640117, 0.676929, 0.313697, -0.93155, 0.699689, -0.233836, 1
-2.1903, 0.990421, 0.467737, 1.26709, -0.145572, -0.151306, -0.239575, 0.193897, -0.208555, -1.27992, -2.52686, 1.73105, -0.777193, 0.279761, -1.15513, -2.49047, -0.399696, 1.49679, 3.21846, -0.558575, 0
1.46705, -1.07851, 0.795378, -1.43473, -0.789694, 1.3379, 0.203096, -1.39302, 2.4107, 1.58089, -1.11319, 1.82669, -1.08088, -0.97078, 0.29974, 1.17921, -1.79527, -1.72579, -0.444204, 0.287311, 0
-0.673777, -0.140673, 0.794823, -2.16746, -1.19633, 1.42148, -2.99615, -1.06215, -0.327974, -1.14385, -1.86437, -1.24835, 0.92275, -0.919667, 2.53669, -1.39088, 2.54966, -0.367065, -0.593827, -1.41483, 0
-0.544107, 0.426363, -0.0695457, 1.08079, -0.289678, 0.303615, 0.211537, -1.11339, 0.252889, 0.0263488, -0.168897, 0.611149, 0.321629, 0.471358, 0.148757, 1.08301, 0.0271645, -0.11177, 0.40799, 0.322113, 1
-1.98014, 1.54453, 0.943063, -1.83888, -1.45969, 0.258465, -1.48497, -1.27487, -0.778186, 1.43264, 0.657733, -0.387382, 1.31622, -0.987565, -1.61811, 0.716629, -0.175651, 0.574317, -1.34853, 0.866165, 0
0.570654, 0.23209, 0.579147, 1.21213, 0.415406, -0.180286, -0.0147635, -0.562149, 0.261344, -0.183969, 0.0140527, 0.242827, -0.578175, -0.10964, 0.623016, 0.201526, -0.0990108, 0.308034, -0.0241838, 0.365759, 1
-0.0585061, 0.0233023, 0.709526, -0.709585, 0.791085, -0.128544, 0.245799, -0.062968, 0.217156, 0.534755, -0.089621, 1.51222, -0.412254, -0.759992, 0.966357, 0.403697, -1.71838, 1.52006, 0.167659, 0.405334, 1
-0.334955, -0.574285, 0.834054, -1.44775, 2.29393, 0.151063, -0.834375, -0.496874, -2.47511, 1.11545, 0.894684, -1.71972, 2.29085, -0.550597, -1.0115, -1.4042, -0.753012, -1.20931, -1.39126, -2.23756, 0
0.0320232, 1.00709, -1.49879, 3.1226, 0.753454, -0.927439, 0.743773, -0.874422, -0.201273, -0.980309, -1.27143, -0.655857, -3.03703, 2.77932, 0.579148, -0.7952, 0.390463, -1.96194, -0.603998, 0.32224, 0
0.689718, -0.217495, 0.634082, -0.177254, 1.34602, 0.411267, 1.16149, 0.236655, 0.320838, 0.679261, 0.316795, 0.0492834, 0.809508, 0.3158, -0.584348, -0.605351, 0.00663023, -0.539738, 0.24391, 1.48752, 1
-0.427, 0.512693, -0.588167, 0.474407, 0.225341, 0.268727, 0.372977, 1.06133, 0.703348, -0.357732, -0.167706, 0.122835, 1.28469, 0.158976, 0.711936, 0.351988, 0.561877, 0.314847, 0.71728, 0.603905, 1
-0.737918, 0.772315, -3.14291, -1.52433, 0.0272666, 0.532848, -1.7258, -2.0843, -1.61572, 1.5475, 0.167839, -0.895652, -1.18787, 0.64294, 2.17939, 0.785637, 2.3574, 0.580271, 1.45567, -0.984285, 0
-0.818914, 0.787464, -0.586381, 0.631172, -0.321715, 0.0821562, -0.653694, 0.258034, 1.65765, 1.31085, -0.420336, -0.3218, 0.284841, 0.170313, -0.615753, -0.233056, 0.363548, 0.294591, 2.13598, 0.556632, 1
0.690602, -0.0440752, 0.412124, -1.31711, 0.132025, -0.150995, 0.0850423, 0.631091, 0.714519, 0.396277, -0.154409, 0.928512, -0.277802, 1.4529, 0.209574, 0.272152, -0.658238, -0.734815, 0.317794, -0.011851, 1
