@relation waveform-noise
@attribute f1 real [-3.5166, 3.36393]
@attribute f2 real [-3.41395, 3.77754]
@attribute f3 real [-3.15553, 3.45223]
@attribute f4 real [-3.00624, 3.29]
@attribute f5 real [-2.89012, 3.18105]
@attribute f6 real [-2.85825, 3.15837]
@attribute f7 real [-2.77248, 2.88509]
@attribute f8 real [-3.06762, 2.77598]
@attribute f9 real [-2.95765, 2.78832]
@attribute f10 real [-3.09332, 3.19039]
@attribute f11 real [-2.64477, 2.99947]
@attribute f12 real [-3.10454, 3.15052]
@attribute f13 real [-3.00511, 2.56241]
@attribute f14 real [-3.06718, 3.48496]
@attribute f15 real [-2.57277, 3.03302]
@attribute f16 real [-2.66924, 3.19974]
@attribute f17 real [-3.1813, 3.18346]
@attribute f18 real [-3.26465, 3.58013]
@attribute f19 real [-3.56234, 3.46517]
@attribute f20 real [-3.23225, 4.03394]
@attribute f21 real [-3.61205, 3.65249]
@attribute f22 real [-3.22234, 3.73672]
@attribute f23 real [-3.43529, 3.98954]
@attribute f24 real [-3.54489, 3.29085]
@attribute f25 real [-3.72527, 3.87955]
@attribute f26 real [-3.58542, 3.99701]
@attribute f27 real [-3.47614, 3.90117]
@attribute f28 real [-3.72142, 3.55608]
@attribute f29 real [-3.65813, 3.81846]
@attribute f30 real [-3.48826, 3.52859]
@attribute f31 real [-3.54407, 3.78065]
@attribute f32 real [-3.46811, 3.18499]
@attribute f33 real [-3.40144, 3.31504]
@attribute f34 real [-3.751, 3.99382]
@attribute f35 real [-3.48753, 3.52551]
@attribute f36 real [-3.56292, 3.33343]
@attribute f37 real [-3.39103, 3.37198]
@attribute f38 real [-3.29325, 3.74687]
@attribute f39 real [-3.46879, 3.30024]
@attribute f40 real [-3.7653, 3.4643]
@attribute clase integer [0, 2]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40
@outputs clase
@data
0.5689404740623178,0.48192750042063603,0.3543008523311985,0.3553079298120783,0.4925958258457595,0.4153848838716755,0.387825515194686,0.6348581353959887,0.4786241487512118,0.3194163957280014,0.2674549629356654,0.5699368191512152,0.5865805601057563,0.6704145515816207,0.5146921308147469,0.5888464435046635,0.5838042597050006,0.6394624808978521,0.6844600719173649,0.28589948790218805,0.447332246776809,0.2109034840912422,0.405517298039147,0.5838149198184835,0.3166886264237681,0.5282259117459706,0.48901130628914874,0.5245905462040537,0.3840972956922875,0.8395946899249663,0.5259558044539586,0.7106055823601026,0.7096767949878506,0.4800516474236974,0.47017085315355395,0.6175182524088829,0.5111776856754611,0.599144332767055,0.397660964717249,0.5475857585481908,0
0.5863571556260928,0.2663995917396812,0.38254219281571966,0.40000063529979796,0.5616974981758046,0.29140281420465314,0.4530429141840048,0.2570590047231158,0.4421277869532908,0.41649280441013353,0.6423197808739529,0.598120561593334,0.6699138934390896,0.5129756079693047,0.6740869707926983,0.5538747789224022,0.6789085527184057,0.4876034584018771,0.8054559865443094,0.47736103790294504,0.8207938837145917,0.28550838762706454,0.5531035727417328,0.5881502222144201,0.6254927795792669,0.690860317866436,0.6483514993947658,0.4658473376846445,0.43531021495093347,0.5057802432715535,0.6215841697703121,0.3378785829162345,0.42815194863976364,0.2985840858793361,0.0,0.7678830105780594,0.4500748926883148,0.4336664715942342,0.42105279486130215,0.5448270997012283,2
0.48911464669146126,0.39491287619116483,0.3350453103623618,0.59888330178011,0.21224080366716794,0.3728510359637139,0.44956474246010214,0.4712748990348415,0.4483843458980816,0.5490605072481066,0.5456497243207233,0.7181625755788115,0.8008664540046556,0.45674718488921184,0.6607293530439063,0.4470694055866607,0.5790961481658381,0.49586794608446144,0.4175565740923884,0.48512301495006327,0.49657995413336564,0.4634140142490509,0.35724144525867935,0.32948005629236926,0.6346922083625911,0.5416667216182675,0.5645606596442335,0.5532791480590862,0.3288410893201313,0.3916184612753586,0.4248627933900545,0.4424245840284979,0.5161284184572871,0.5534107958609755,0.4062503564787881,0.5766422817867423,0.5320420936831382,0.44079916251427537,0.6959062081273092,0.7765519530817749,2
0.5979681797768486,0.6572949416602122,0.2952513408477305,0.4055873028982377,0.3790715792837295,0.33755696720085365,0.33391243943954735,0.42648435895680736,0.4066742429911747,0.4185805837634137,0.7239522061428996,0.7724418310935466,0.7077926976463489,0.5501727679811481,0.5333920821150988,0.4820410020139786,0.5357817105436811,0.6415297496778568,0.6512463162628014,0.3324709373137779,0.22708526623846795,0.40028638925372106,0.5268966427514166,0.5491329395208128,0.7871231666232731,0.40860225547746565,0.5013739425346095,0.5000003710065271,0.41509458188826726,0.407514340480415,0.6256826199499776,0.360606333889465,0.25219906855972174,0.46846860223994874,0.5568185836669974,0.4656934465333111,0.2578245485368202,0.365192922847906,0.7251467344656473,0.8082756999004095,2
0.35994174867343065,0.2623823435755316,0.2824134048452123,0.4581011841988234,0.305033461425063,0.2615388706616007,0.34521676267372736,0.3982466287904715,0.4014605018821888,0.4937370184174636,0.6133187107564526,0.5709807739653976,0.5281389739057964,0.6444627251554453,0.6749771218686393,0.5406421558771711,0.6741998127187827,0.558884434561812,0.689205707284657,0.6041391705969703,0.5595075531279338,0.29555141067902846,0.36275860861460807,0.5043352292509663,0.3653092380884755,0.5685484732467032,0.4807695216820223,0.43032827207145313,0.4528303678548643,0.2904622444544204,0.6461748708483055,0.7878793344455968,0.5029319375625327,0.14157075309690864,0.22443191540330584,0.6,0.6244414838954844,0.519258478548661,0.7441524117931225,0.3820681642137878,2
0.5355587432944845,0.5662648491480903,0.37098880709953147,0.4413414990534033,0.5014802748069976,0.4588238080516968,0.40260818690709965,0.48003833253473877,0.5380611106566864,0.4718163314347734,0.2857142857142857,0.49269263604186053,0.585498211052677,0.5250863076796284,0.609082216779437,0.5491489151436877,0.5291904172348996,0.5464878345249957,0.48279973987941677,0.6390680673090023,0.831737453438208,0.36441832661307705,0.5462069838636037,0.4956646976040634,0.49671530687116855,0.5981184132263667,0.5027474784169298,0.5341533493644797,0.3935311418708261,0.3439306811460983,0.6133875424589609,0.4500004509176173,0.49120179022345034,0.26640903210145617,0.33522837457079957,0.616058349706729,0.48733269653600986,0.18972972051612758,0.38742700209631215,0.5724132732101361,0
0.5210450067073321,0.40562233973766215,0.36842152257345906,0.362011930930206,0.43534014036833096,0.5031677254006403,0.4173906818651824,0.5657247244849065,0.5912415136173701,0.4958246959200855,0.6820617124714753,0.7891435094147777,0.8658020087938616,0.7041516206918655,0.4176308780742768,0.37240014448848013,0.44067820310585154,0.49380184607832533,0.5966786244345437,0.43337652882734967,0.5034198999523714,0.4892389201989924,0.3820689497267951,0.8150280730396418,0.5453355897969973,0.23118314313485255,0.5357145084048252,0.47131185159738925,0.6415103676943633,0.38150281109044654,0.6543717712076367,0.6060609340006914,0.19354781075801608,0.3951095054500944,0.3877844700728928,0.7664228178674226,0.4038751975821417,0.5877321693380227,0.42690075239731545,0.5503444173951533,2
0.7402031529547869,0.6519413918395215,0.6803606668523069,0.40670463641792565,0.3810459927822808,0.5520363592847812,0.6591299798323308,0.4566693476623998,0.34828009892150497,0.2672242990208014,0.30719654018964465,0.4707719830025611,0.41883154438601033,0.40224888357086386,0.46215439750686343,0.43100129835167267,0.5941620736681351,0.5774794807137702,0.6275208430866694,0.5912025421851067,0.48837200979002104,0.292681770239084,0.7282766070064903,0.39450871449177416,0.5729308517492853,0.6317209654424768,0.41208828150098076,0.5478146341463415,0.5215635737682554,0.5693640308685521,0.46038196681920945,0.5196972990034721,0.5043982115631997,0.4543116560488171,0.5355118465030857,0.5532847085777259,0.2160960873930395,0.10841718607069196,0.40935687978927554,0.7531025229611598,0
0.4150943313959825,0.5314589883320424,0.34146382435197403,0.6815655057621691,0.48272413719266627,0.5493215459842902,0.3573907172160486,0.38071993291806416,0.5005219658299643,0.315240518738134,0.18045122106784967,0.422755337278939,0.6504334066155129,0.5821797153296481,0.5218160152271134,0.5642718155454611,0.5197741941565746,0.5599174845648801,0.5160143635512436,0.2302719857311741,0.4309164792264892,0.4906737404189646,0.15724131057546104,0.6184969001161543,0.5059137494378565,0.6317209654424768,0.5206046648439607,0.28415389900377885,0.31671122797960033,0.40317906182973845,0.40710334319946706,0.5757579173618312,0.4164216970794225,0.3861005162159999,0.41903454136865037,0.4204379128089497,0.5022358180750879,0.6818832633534655,0.6198830556224452,0.6455167644129689,0
0.45283023255475957,0.4672019428518986,0.7368427424724868,0.6960900473933649,0.5251722485122308,0.6343892418002135,0.5252168333754598,0.6173314395235813,0.7945777649378608,0.6826715427669323,0.506981630830723,0.42066758752114286,0.3733770152599362,0.49826972561636357,0.21193266247932938,0.34120920500666213,0.447269496414633,0.48553734378606767,0.5907473628639447,0.3596378569786917,0.46511616702502845,0.4935430934637724,0.4082758797171114,0.5708091589206143,0.3758216499535821,0.43951622369082205,0.6524722425924897,0.6133883888698042,0.3840972956922875,0.5245664365064096,0.4098355978112474,0.5742426838616584,0.30645070036685884,0.6190473116224781,0.4573868108552069,0.5576642716799467,0.47988114759552325,0.4935809332795464,0.5204679104687082,0.46482709970122826,1
