@relation pittsburg-bridges-rel-l
@attribute f1 real [-2.16609, 1.86597]
@attribute f2 real [-1.85069, 1.91295]
@attribute f3 real [-1.75664, 1.41764]
@attribute f4 real [-4.1739, 0.674728]
@attribute f5 real [-1.52136, 1.31057]
@attribute f6 real [-1.71065, 3.00891]
@attribute f7 real [-3.43353, 0.58526]
@attribute clase integer [0, 2]
@inputs f1, f2, f3, f4, f5, f6, f7
@outputs clase
@data
0.3333328373089687,0.4807690958752697,0.0,1.0,0.6666665489613091,0.33333340396138617,0.5000012441555792,0
0.3333328373089687,0.7499997342997736,0.0,0.3333334708292737,0.0,0.16666701980693116,0.5000012441555792,0
0.3333328373089687,0.5192305852844586,0.0,1.0,0.33333309792261817,0.33333340396138617,0.5000012441555792,0
0.3333328373089687,0.5576920215536024,0.0,1.0,0.6666665489613091,0.33333340396138617,0.5000012441555792,0
0.6666666666666667,0.11538563730856298,0.0,1.0,0.6666665489613091,0.33333340396138617,0.5000012441555792,0
1.0,0.8653829803062993,0.333332913290573,0.6666667354146368,0.0,0.33333340396138617,1.0,0
0.6666666666666667,0.19230850984685038,0.333332913290573,0.6666667354146368,0.0,0.33333340396138617,1.0,0
0.3333328373089687,0.4999998405798642,0.333332913290573,1.0,0.6666665489613091,0.33333340396138617,1.0,0
0.6666666666666667,0.3653845745076575,0.333332913290573,1.0,0.6666665489613091,0.0,1.0,2
0.3333328373089687,0.4807690958752697,0.6666667716773568,1.0,0.0,0.33333340396138617,1.0,2
0.6666666666666667,0.42307686176148623,0.6666667716773568,1.0,0.0,0.33333340396138617,1.0,2
0.6666666666666667,0.21153723522972442,0.6666667716773568,1.0,0.0,0.33333340396138617,1.0,2
0.6666666666666667,0.2884614362691438,0.6666667716773568,0.6666667354146368,1.0,0.33333340396138617,1.0,0
0.6666666666666667,0.25,0.6666667716773568,0.6666667354146368,0.0,0.33333340396138617,1.0,2
0.6666666666666667,0.07692287253828739,0.6666667716773568,0.6666667354146368,0.6666665489613091,0.33333340396138617,1.0,1
1.0,0.8269228725382874,0.6666667716773568,1.0,0.6666665489613091,0.33333340396138617,1.0,2
0.3333328373089687,0.5769228725382874,0.6666667716773568,0.0,0.0,0.0,1.0,2
0.3333328373089687,0.5769228725382874,0.6666667716773568,1.0,1.0,0.6666659603861377,1.0,2
1.0,0.8076914901531497,0.6666667716773568,1.0,0.6666665489613091,0.6666659603861377,0.5000012441555792,2
0.6666666666666667,0.21153723522972442,0.6666667716773568,1.0,0.6666665489613091,0.6666659603861377,0.5000012441555792,1
0.3333328373089687,0.7634603734682381,1.0,0.6666667354146368,0.33333309792261817,0.33333340396138617,1.0,1
1.0,0.9230771274617126,1.0,1.0,1.0,0.33333340396138617,1.0,2
0.0,0.9807686176148622,1.0,0.6666667354146368,0.0,0.0,1.0,2
0.6666666666666667,0.42307686176148623,1.0,1.0,0.33333309792261817,0.6666659603861377,1.0,2
0.3333328373089687,0.7115380323304036,1.0,1.0,1.0,0.6666659603861377,0.5000012441555792,2
0.3333328373089687,0.6346151597921161,1.0,1.0,0.33333309792261817,0.6666659603861377,1.0,1
