@relation iris
@attribute f1 real [-1.86378, 2.4837]
@attribute f2 real [-2.43084, 3.10428]
@attribute f3 real [-1.5635, 1.78038]
@attribute f4 real [-1.43963, 1.70519]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4
@outputs clase
@data
-1.1392, -0.12454, -1.33679, -1.30859, 0
-1.25996, 0.797981, -1.22344, -1.30859, 0
-0.0523308, 2.18176, -1.45015, -1.30859, 0
-0.173094, 3.10428, -1.28012, -1.04652, 0
-0.897674, 1.7205, -1.28012, -1.17756, 0
-0.776911, 1.02861, -1.28012, -1.30859, 0
-1.38073, 0.33672, -1.22344, -1.30859, 0
-0.414621, 1.02861, -1.39347, -1.30859, 0
-1.74302, -0.12454, -1.39347, -1.30859, 0
-0.897674, 0.797981, -1.28012, -1.30859, 0
-1.62225, -1.73895, -1.39347, -1.17756, 0
-0.897674, 1.7205, -1.22344, -1.30859, 0
-1.01844, 0.567351, -1.33679, -1.30859, 0
0.672249, 0.33672, 0.420157, 0.394849, 1
0.793012, -0.585801, 0.476833, 0.394849, 1
0.0684325, -0.12454, 0.250129, 0.394849, 1
-0.0523308, -0.816431, 0.193454, -0.260321, 1
0.309959, -0.585801, 0.136778, 0.132781, 1
1.1553, -0.585801, 0.590184, 0.263815, 1
0.189196, -0.355171, 0.420157, 0.394849, 1
0.189196, -0.816431, 0.760212, 0.525883, 1
1.03454, 0.10609, 0.533509, 0.394849, 1
-0.293857, -0.12454, 0.193454, 0.132781, 1
-0.414621, -1.04706, 0.363481, 0.00174712, 1
-0.0523308, -1.04706, 0.136778, 0.00174712, 1
0.551486, 0.567351, 1.27029, 1.70519, 2
-1.1392, -1.27769, 0.420157, 0.656917, 2
1.1553, -0.12454, 0.986915, 1.18105, 2
-0.173094, -1.27769, 0.703536, 1.05002, 2
-0.293857, -0.585801, 0.64686, 1.05002, 2
0.672249, -0.585801, 1.04359, 1.18105, 2
2.4837, 1.7205, 1.497, 1.05002, 2
0.551486, -0.585801, 0.760212, 0.394849, 2
0.309959, -1.04706, 1.04359, 0.263815, 2
2.24217, -0.12454, 1.32697, 1.44312, 2
-0.0523308, -0.816431, 0.760212, 0.918985, 2
0.551486, -1.27769, 0.703536, 0.918985, 2
0.0684325, -0.12454, 0.760212, 0.787951, 2
