@relation iris
@attribute f1 real [-1.86378, 2.4837]
@attribute f2 real [-2.43084, 3.10428]
@attribute f3 real [-1.5635, 1.78038]
@attribute f4 real [-1.43963, 1.70519]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4
@outputs clase
@data
-0.535384, 1.95113, -1.16677, -1.04652, 0
-1.50149, 0.797981, -1.33679, -1.17756, 0
-1.74302, -0.355171, -1.33679, -1.30859, 0
-1.1392, 0.10609, -1.28012, -1.43963, 0
-0.535384, 1.48987, -1.28012, -1.30859, 0
-1.25996, -0.12454, -1.33679, -1.43963, 0
-0.897674, 1.48987, -1.28012, -1.04652, 0
-0.897674, 0.567351, -1.16677, -0.915491, 0
-0.414621, 2.64302, -1.33679, -1.30859, 0
-1.1392, 0.10609, -1.28012, -1.43963, 0
-1.01844, 1.02861, -1.39347, -1.17756, 0
-1.74302, 0.33672, -1.39347, -1.30859, 0
-1.25996, -0.12454, -1.33679, -1.17756, 0
1.27607, 0.10609, 0.64686, 0.394849, 1
-0.414621, -1.73895, 0.136778, 0.132781, 1
-1.1392, -1.50832, -0.259953, -0.260321, 1
-0.776911, -0.816431, 0.0801018, 0.263815, 1
1.03454, 0.10609, 0.363481, 0.263815, 1
0.430722, -1.96958, 0.420157, 0.394849, 1
0.309959, -0.585801, 0.533509, 0.00174712, 1
1.03454, -0.12454, 0.703536, 0.656917, 1
-0.0523308, -0.816431, 0.0801018, 0.00174712, 1
0.309959, -0.12454, 0.476833, 0.263815, 1
0.430722, -0.355171, 0.306805, 0.132781, 1
-0.897674, -1.27769, -0.429981, -0.129287, 1
-0.0523308, -0.816431, 0.760212, 0.918985, 2
2.12141, -0.12454, 1.61035, 1.18105, 2
1.75912, -0.355171, 1.44032, 0.787951, 2
1.27607, 0.33672, 1.10027, 1.44312, 2
0.551486, -0.816431, 0.64686, 0.787951, 2
1.03454, 0.567351, 1.10027, 1.18105, 2
1.63836, 0.33672, 1.27029, 0.787951, 2
1.63836, -0.12454, 1.15694, 0.525883, 2
1.87988, -0.585801, 1.32697, 0.918985, 2
0.672249, 0.10609, 0.986915, 0.787951, 2
1.27607, 0.10609, 0.760212, 1.44312, 2
0.793012, -0.12454, 0.816888, 1.05002, 2
0.430722, 0.797981, 0.930239, 1.44312, 2
