@relation iris
@attribute f1 real [-1.86378, 2.4837]
@attribute f2 real [-2.43084, 3.10428]
@attribute f3 real [-1.5635, 1.78038]
@attribute f4 real [-1.43963, 1.70519]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4
@outputs clase
@data
-1.38073, 0.33672, -1.39347, -1.30859, 0
-1.50149, 0.10609, -1.28012, -1.30859, 0
-1.01844, 1.25924, -1.33679, -1.30859, 0
-0.535384, 1.95113, -1.39347, -1.04652, 0
-0.173094, 1.7205, -1.16677, -1.17756, 0
-1.50149, 1.25924, -1.5635, -1.30859, 0
-1.25996, 0.797981, -1.05341, -1.30859, 0
-1.25996, 0.10609, -1.22344, -1.30859, 0
-1.1392, 0.10609, -1.28012, -1.43963, 0
-0.897674, 1.7205, -1.05341, -1.04652, 0
-1.50149, 0.33672, -1.33679, -1.30859, 0
-0.656147, 1.48987, -1.28012, -1.30859, 0
1.39683, 0.33672, 0.533509, 0.263815, 1
-0.293857, -0.355171, -0.0899257, 0.132781, 1
-0.293857, -0.12454, 0.420157, 0.394849, 1
0.0684325, 0.33672, 0.590184, 0.787951, 1
0.551486, -1.27769, 0.64686, 0.394849, 1
0.913776, -0.12454, 0.363481, 0.263815, 1
-0.173094, -1.04706, -0.146601, -0.260321, 1
-0.414621, -1.50832, 0.023426, -0.129287, 1
-0.414621, -1.50832, -0.0332498, -0.260321, 1
-0.535384, -0.12454, 0.420157, 0.394849, 1
0.189196, 0.797981, 0.420157, 0.525883, 1
-0.414621, -1.27769, 0.136778, 0.132781, 1
-0.173094, -0.355171, 0.250129, 0.132781, 1
1.51759, -0.12454, 1.21362, 1.18105, 2
0.551486, -0.355171, 1.04359, 0.787951, 2
0.793012, 0.33672, 0.760212, 1.05002, 2
2.24217, 1.7205, 1.66703, 1.31209, 2
2.24217, -1.04706, 1.78038, 1.44312, 2
0.189196, -1.96958, 0.703536, 0.394849, 2
2.24217, -0.585801, 1.66703, 1.05002, 2
0.430722, -0.585801, 0.590184, 0.787951, 2
0.672249, -0.585801, 1.04359, 1.31209, 2
1.27607, 0.10609, 0.930239, 1.18105, 2
1.1553, 0.33672, 1.21362, 1.44312, 2
1.03454, -0.12454, 0.816888, 1.44312, 2
