@relation conn-bench-vowel-deterding
@attribute f1 real [-0.999053, 0.999053]
@attribute f2 real [-2.13401, 2.32336]
@attribute f3 real [-2.59209, 2.87575]
@attribute f4 real [-2.75034, 2.51024]
@attribute f5 real [-2.51375, 2.16546]
@attribute f6 real [-2.40678, 3.07514]
@attribute f7 real [-2.19099, 2.68606]
@attribute f8 real [-3.24353, 2.891]
@attribute f9 real [-2.87181, 2.10821]
@attribute f10 real [-2.17063, 2.54544]
@attribute f11 real [-2.84737, 2.64237]
@attribute clase {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11
@outputs clase
@data
-0.999053, -0.493029, -1.13469, -0.299446, 1.62995, 0.306478, 1.60673, -0.846059, 0.187391, -0.977895, -1.30182, 0
-0.999053, -0.167339, -1.06751, -0.331819, 1.09184, 0.172131, 2.07855, -0.793894, 0.155489, -0.569557, -0.720006, 1
-0.999053, 0.918295, 0.0634446, -1.41631, 0.633015, -0.919266, 0.732467, -1.21956, -0.306246, 0.285856, -1.26791, 3
-0.999053, 0.593649, 0.174559, -0.536847, 0.698004, -1.72258, 0.276063, 0.785643, -0.952675, 0.879803, -0.555813, 4
-0.999053, 0.328504, 0.153886, -0.4141, 0.389956, -1.66025, 0.416376, 0.416319, -1.11386, 0.816857, -0.500488, 5
-0.999053, -0.32914, 0.679309, 0.0202356, 0.679807, -2.22396, 0.488846, 0.635409, 0.0547468, 1.0412, -0.502272, 6
-0.999053, -0.808281, 0.490674, 0.771554, 1.61955, -1.97465, 0.0123966, -0.944128, 0.964784, 1.36077, -0.386267, 7
-0.999053, -0.723726, 0.327879, -0.662291, 0.211886, -0.395728, 1.68691, -1.10479, 0.857326, 0.163193, -0.623632, 8
-0.999053, -0.502424, 0.0660286, -1.25444, 1.36869, 0.629188, 1.52963, -1.00881, 0.477864, 0.529568, -1.34108, 9
-0.999053, 0.140605, 0.00315012, -0.934762, 0.275575, -0.615946, 1.23513, -1.23625, 0.439246, 0.403677, -1.31788, 10
-0.999053, -0.507643, -1.17345, -0.205025, 1.53376, 0.231687, 1.81951, -0.773028, 0.200823, -0.853618, -1.30003, 0
-0.999053, -0.0733898, -1.11919, -0.555731, 1.08924, 0.191521, 2.0508, -0.860665, 0.560137, -0.816496, -0.432669, 1
-0.999053, 1.07696, -0.673009, -1.59706, -0.525089, -0.435893, 1.5651, -1.34684, 0.496333, -1.0247, 0.102742, 2
-0.999053, 0.900549, 0.0419108, -1.4271, 0.592722, -0.791844, 0.340823, -0.649921, -0.704178, 0.624793, -1.20545, 3
-0.999053, 0.654194, 0.351996, -0.776945, 0.530332, -1.63117, 0.676959, 0.355808, -0.779734, 0.93145, -0.978788, 4
-0.999053, -0.433528, 0.550107, 0.121401, 0.827982, -2.16578, 0.05557, 0.670881, -0.104762, 1.10253, -0.311309, 6
-0.999053, -0.818719, 0.443299, 0.775601, 1.62085, -2.10069, -0.027693, -0.937868, 1.05377, 1.39789, -0.371989, 7
-0.999053, -0.643348, 0.205567, -1.01435, 0.105304, -0.361102, 1.41707, -0.316069, 0.185712, 1.06541, -0.884199, 8
-0.999053, -0.528521, 0.0651672, -1.29086, 1.42458, 0.600102, 1.52192, -0.981686, 0.550062, 0.326205, -1.15726, 9
-0.999053, 0.230379, -0.0743713, -0.969833, 0.341864, -0.719823, 1.10253, -1.20912, 0.813671, 0.31975, -1.35179, 10
-0.999053, -0.52017, -1.20446, -0.260329, 1.64554, 0.270467, 1.6977, -0.785548, 0.256231, -0.658326, -1.35001, 0
-0.999053, 0.00176945, -1.14331, -0.705455, 0.886472, 0.126425, 2.06005, -0.485081, 0.513124, -0.361352, -0.60757, 1
-0.999053, 0.892198, 0.00917957, -1.43249, 0.642113, -0.832009, 0.54898, -1.05472, -0.35158, 0.48599, -1.36071, 3
-0.999053, 0.555025, 0.35458, -0.918576, 0.501737, -1.40956, 0.786434, -0.184614, -0.502693, 0.657073, -1.07159, 4
-0.999053, -0.488854, 0.443299, 0.0728414, 0.633015, -1.80568, -0.721551, 1.3511, -0.22901, 0.986326, 0.145575, 6
-0.999053, -0.855255, 0.507901, 0.741879, 1.44018, -2.25027, -0.0138158, -0.754249, 0.983254, 1.34624, -0.286323, 7
-0.999053, -0.569232, 0.069474, -0.975228, 0.158595, -0.52315, 1.7162, -0.760509, 0.843894, 0.689352, -0.489779, 8
-0.999053, -0.598461, 0.0832556, -1.26254, 1.38039, 0.607027, 1.62986, -1.11314, 0.486259, 0.159965, -0.780686, 9
-0.999053, 0.321196, -0.093321, -0.933413, 0.317168, -0.773839, 1.2413, -1.3051, 0.904339, 0.103475, -1.14655, 10
-0.999053, -0.477371, -1.23202, -0.350703, 1.60265, 0.270467, 1.68074, -0.606102, 0.24112, -0.498541, -1.35358, 0
