@relation conn-bench-vowel-deterding
@attribute f1 real [-0.999053, 0.999053]
@attribute f2 real [-2.13401, 2.32336]
@attribute f3 real [-2.59209, 2.87575]
@attribute f4 real [-2.75034, 2.51024]
@attribute f5 real [-2.51375, 2.16546]
@attribute f6 real [-2.40678, 3.07514]
@attribute f7 real [-2.19099, 2.68606]
@attribute f8 real [-3.24353, 2.891]
@attribute f9 real [-2.87181, 2.10821]
@attribute f10 real [-2.17063, 2.54544]
@attribute f11 real [-2.84737, 2.64237]
@attribute clase {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11
@outputs clase
@data
-0.999053, -0.502424, 0.0660286, -1.25444, 1.36869, 0.629188, 1.52963, -1.00881, 0.477864, 0.529568, -1.34108, 9
-0.999053, 0.654194, 0.351996, -0.776945, 0.530332, -1.63117, 0.676959, 0.355808, -0.779734, 0.93145, -0.978788, 4
-0.999053, -0.433528, 0.550107, 0.121401, 0.827982, -2.16578, 0.05557, 0.670881, -0.104762, 1.10253, -0.311309, 6
-0.999053, -0.818719, 0.443299, 0.775601, 1.62085, -2.10069, -0.027693, -0.937868, 1.05377, 1.39789, -0.371989, 7
-0.999053, -0.643348, 0.205567, -1.01435, 0.105304, -0.361102, 1.41707, -0.316069, 0.185712, 1.06541, -0.884199, 8
-0.999053, 0.892198, 0.00917957, -1.43249, 0.642113, -0.832009, 0.54898, -1.05472, -0.35158, 0.48599, -1.36071, 3
-0.999053, 0.321196, -0.093321, -0.933413, 0.317168, -0.773839, 1.2413, -1.3051, 0.904339, 0.103475, -1.14655, 10
-0.999053, 1.13333, -0.590319, -1.79399, -0.148153, -0.178279, 1.34923, -1.23833, 0.533272, -0.964983, -0.15604, 2
-0.999053, -0.409519, 0.336492, 0.00404916, 0.686306, -1.9054, -0.363829, 1.1028, -0.161849, 1.14772, -0.0596659, 6
-0.999053, 0.125991, -1.16139, -0.967135, 0.539431, 0.00454329, 2.14794, -0.42457, 0.660879, -0.203182, -0.202442, 1
-0.999053, -1.087, 0.612985, 0.670389, 1.04764, -2.35276, 6.13259E-5, -0.140796, 0.67599, 1.4108, -0.388051, 7
-0.999053, -0.456493, -1.29232, -0.523358, 1.63904, 0.327253, 1.62986, -0.236779, 0.11855, -0.413, -1.63913, 0
-0.999053, -0.00449382, -1.07267, -0.917227, 0.501737, 0.00177325, 2.20345, -0.478821, 0.486259, -0.456578, -0.18281, 1
-0.999053, 0.902637, -0.762589, -1.61594, -0.0909624, -0.136729, 1.39703, -1.32388, 0.674311, -0.998877, 0.00815285, 2
-0.999053, 0.833741, -0.00718606, -1.49454, 0.827982, -0.595171, 0.54898, -1.22999, -0.121552, -0.0175735, -1.16261, 3
-0.999053, 0.106157, 0.548384, -0.74727, -0.0376715, -1.25444, 0.424086, 0.645842, -1.37915, 0.540866, -0.1257, 5
-0.999053, -1.11831, 0.604372, 0.652854, 0.822783, -2.40678, -0.0477378, 0.213921, 0.681027, 1.34463, -0.371989, 7
-0.999053, -0.976345, -1.31471, 1.16273, -0.132555, 1.90341, 1.30914, 1.34693, -0.640374, -0.832636, -1.04125, 0
-0.999053, 1.87344, -1.52058, -0.748619, -1.18668, -0.113184, 0.857362, 1.32815, 0.681027, 1.33333, 0.227671, 1
-0.999053, 0.0821481, -0.298322, 0.669041, -0.963115, 0.0834895, 0.501181, 0.0574282, -0.826747, 0.595741, -0.0882211, 10
-0.999053, 1.57594, -1.4465, -0.803922, -1.09829, 0.101495, 1.13491, 1.29477, 0.642409, 0.913696, -0.132839, 1
-0.999053, 1.52166, -1.07612, -0.681175, -1.13209, 0.566862, 0.309985, 0.266086, 0.246157, 0.0631258, -0.423745, 2
-0.999053, 0.51849, 0.827461, 0.292707, -0.718756, -0.86525, -0.152588, -0.322328, 0.0513887, 0.892714, -0.709298, 4
-0.999053, 0.757538, -0.275927, 1.12496, -1.11779, 0.280162, -1.02377, -0.0364676, -0.994651, 1.71101, 0.104527, 5
-0.999053, -1.14859, 1.09792, 0.8363, -0.645968, -0.606251, -0.0816598, 0.170103, -0.153454, 0.981484, 1.39308, 8
-0.999053, 0.815995, -0.425802, 0.971187, -0.734353, -0.419273, -0.655249, -0.163749, -1.01816, 1.63353, 0.307983, 5
-0.999053, 0.0779726, 1.10137, 0.190193, -0.703159, -0.784919, -0.601283, -0.51012, -0.0846133, 1.97893, -0.0132636, 6
-0.999053, 0.231423, -0.00977011, 0.183448, -0.99301, -0.079943, 1.19504, -0.00725559, -0.872081, 0.466622, -0.855643, 10
-0.999053, -1.19765, -1.58604, 2.01251, 0.866975, 1.49067, 0.274521, 0.293211, -1.02487, -1.73324, -0.646833, 0
-0.999053, 1.42249, -1.12349, -0.744572, -1.23737, 0.408969, 0.405583, 0.138805, 0.367048, -0.0111175, -0.230997, 2
-0.999053, -1.78848, 1.14444, 0.685227, -0.118258, -0.257226, 0.481137, 0.485176, -0.558101, 0.582829, 0.945122, 9
-0.999053, -1.0348, -1.78932, 1.81828, 0.734398, 1.31477, 0.570567, 0.787729, -1.25154, -2.02053, -0.737853, 0
-0.999053, 1.16465, -0.195821, -1.6092, -0.757749, 0.397889, -0.368455, -0.0802857, -0.517805, 0.195473, -0.380912, 3
-0.999053, -0.831246, 1.89726, 1.23287, -1.41544, -0.904031, -1.00064, 0.466397, 0.790165, 0.381081, 1.57512, 7
-0.999053, -1.85529, 1.36925, 0.624528, -0.57968, -0.282156, 0.712423, 0.666708, -0.203825, -0.298407, 0.813054, 9
-0.999053, 0.113465, -0.0493922, 0.130843, -1.01381, 0.591792, 0.165045, -0.397445, -0.321357, 0.758754, -0.9074, 10
