@relation oocytes_trisopterus_states_5b
@attribute f1 real [-0.914278, 7.79999]
@attribute f2 real [-2.78541, 2.24443]
@attribute f3 real [-1.0046, 4.31518]
@attribute f4 real [-0.960643, 5.4067]
@attribute f5 real [-1.37908, 4.14311]
@attribute f6 real [-2.96459, 2.91612]
@attribute f7 real [-2.97156, 2.92341]
@attribute f8 real [-2.94081, 2.90985]
@attribute f9 real [-1.17177, 5.66245]
@attribute f10 real [-0.98409, 4.41643]
@attribute f11 real [-0.877688, 4.62526]
@attribute f12 real [-3.39624, 3.39081]
@attribute f13 real [-1.11036, 4.88541]
@attribute f14 real [-6.51233, 3.55649]
@attribute f15 real [-0.686613, 7.41656]
@attribute f16 real [-3.23953, 2.48591]
@attribute f17 real [-3.53228, 2.50386]
@attribute f18 real [-0.945881, 5.20394]
@attribute f19 real [-7.37687, 4.76302]
@attribute f20 real [-0.615952, 6.40925]
@attribute f21 real [-2.42377, 2.17324]
@attribute f22 real [-3.20692, 2.03018]
@attribute f23 real [-0.925672, 5.91291]
@attribute f24 real [-10.1453, 3.03094]
@attribute f25 real [-0.574974, 12.6856]
@attribute f26 real [-2.19253, 2.54906]
@attribute f27 real [-4.2775, 1.26792]
@attribute f28 real [-2.76777, 2.14381]
@attribute f29 real [-1.94254, 2.71259]
@attribute f30 real [-1.68345, 2.96449]
@attribute f31 real [-1.585, 3.02258]
@attribute f32 real [-1.53668, 3.0813]
@attribute clase integer [0, 2]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32
@outputs clase
@data
0.0021331682707027228,0.943962432204603,0.738269251735974,0.42362457935751224,0.0,0.4298562588530977,0.41965998130609655,0.4036635183039179,0.48043668480089896,0.5106360128283942,0.740446393460378,0.5835525007182797,0.5800539380263084,0.557537328107961,0.3247558703238842,0.887626103845294,0.4559731881632964,0.4439610518745179,0.5983457840227546,0.26961815475199147,0.9097304552306826,0.33492581772354935,0.4255197934308603,0.7205710430289674,0.1493754342760728,0.87667217114934,1.0,1.0,0.9734722768214852,0.9398894994341579,0.922801123366279,0.8970112473419114,2
0.027556875689386653,0.6830561210694575,0.22164525600682736,0.0981927626641128,0.09537122047593438,0.5284110251993381,0.5273351687964485,0.5171525092895503,0.19973808276584598,0.3528260241606364,0.13300289226792622,0.6377054832364576,0.12987189301791097,0.6521082510165044,0.025690553564634504,0.6276453862061256,0.5922454913239256,0.11462171012782323,0.6161368018985345,0.026891184054209406,0.6336057567853888,0.465007924232877,0.09546014071338181,0.7938317759846512,0.012005664309855668,0.5436421116123494,0.9137859711257217,0.7732582997731889,0.6044991224734863,0.5150518294126,0.48801670291128957,0.4799732783598023,2
0.006255258617247032,0.887447712054459,0.6104857719680138,0.29342458856072307,0.029817880225055642,0.4236665300618463,0.41613511179870294,0.4091931508581938,0.535351510486932,0.6629454200706598,0.5595906048903242,0.5930507363287436,0.4249562608305522,0.5716772173899225,0.18605329048262947,0.8467541359266711,0.4573210694251625,0.33386516453080506,0.6005554580807568,0.1777237152753757,0.8531545504577976,0.33958106585705833,0.3113250670972432,0.7515279776324658,0.09185884411941744,0.8078007588171899,0.9759224729596676,0.9399948692681376,0.8955797152818503,0.8502067582628003,0.8187117749447648,0.7896742731670557,2
0.07742807542756316,0.5017899177707442,0.0822178736714676,0.05248295874747128,0.24756783087869125,0.3607001535528873,0.36049275908104705,0.35310888002379226,0.07066907415915788,0.05866027715849584,0.037511893625016994,0.43567396733485086,0.08227266889823993,0.6505021839699191,0.011568061054601696,0.544130756762799,0.48358006938208864,0.048044975617989524,0.622017497687376,0.006255478490155876,0.45283956310732415,0.23556357526111785,0.03561937255413477,0.7992597281166707,0.002394466483879205,0.34389898747044767,0.7840508563823839,0.5018560218911226,0.3167037225598426,0.2560381588402604,0.24249323940116063,0.2416296735802234,0
0.004381205627368824,0.9110965756366008,0.6881262007075482,0.324688492515638,0.01716348043077114,0.4956930710747512,0.4858767729097858,0.47240943756772746,0.7672038652545572,0.8278832408731011,0.4733077615852449,0.6327663712511327,0.4638269980336136,0.5511011220778602,0.21887512459625383,0.8474929437737536,0.533829566577316,0.36308715326836344,0.5451734735652465,0.20916181484888263,0.8635221589685469,0.39427736724523116,0.33679087272770875,0.7004852674207513,0.11499600243549035,0.8142078922892954,0.9859992570445519,0.9655854124334733,0.9291212060672849,0.8907903286186999,0.8599894087568745,0.8311751025340084,2
0.0027158907667287706,0.9340515801695481,0.6468538172631199,0.573962012098296,0.035056743791865214,0.5310945447063364,0.5249444865707543,0.5066175952798487,0.36503507349778025,0.5181963959026168,0.6891066388415809,0.6709041483413265,0.5614258051926608,0.5058249129490844,0.271634704084437,0.8455332690587972,0.537853164439526,0.6048681742118999,0.5183877283896311,0.4377400108922135,0.9519252731666887,0.3679154493899296,0.4469891565239694,0.6888133488764626,0.15155708945932506,0.8729877530533007,0.9677030774945811,0.9228170975531295,0.86788983336663,0.839802148908979,0.8322090989196063,0.814000926812156,2
0.062366798909558444,0.5566105681294038,0.12065705724672823,0.06420040509832751,0.2054608769346944,0.35485375065255725,0.36182542065523654,0.3650138616839809,0.13537389782594061,0.07501462822098612,0.09183295935196917,0.47620100043465124,0.09196600269856915,0.6574167578723227,0.014269225154146407,0.546852119662419,0.44973923732716603,0.0695654393843333,0.6097374852655172,0.012244914808143605,0.5101757664220874,0.22897214107043984,0.06024114355870851,0.7913278750235272,0.005850199244768741,0.43342950360533067,0.8210287047689805,0.5647279836630982,0.3827128350873123,0.31592877704961764,0.2926264980749113,0.28121841151325905,0
0.041175345995785304,0.6389159496127114,0.16752986025737907,0.12024952951333077,0.1885166935581717,0.39953134910580523,0.41244247214150365,0.4071620979513423,0.1479624595052544,0.08646834008576952,0.13980270211530255,0.49921753339079566,0.15066672003762652,0.6799214803720793,0.0349078071022302,0.6362443759780908,0.4931288870039463,0.13271800919083662,0.6168654740693696,0.03673887241961157,0.6509813987787715,0.2909969257795345,0.0944881555854708,0.7962309429700735,0.01125652630119933,0.537025765618706,0.8324804974194921,0.6032565895292349,0.43959309407041264,0.3754901741416627,0.3640347861567243,0.3561126293314393,0
0.018619005061584062,0.7411871948213065,0.2561598411964405,0.20510658841529347,0.09707960066567795,0.6304038117846315,0.6319228087674746,0.6338633590056507,0.2508950545929162,0.2126924814647478,0.17958501515914743,0.746726486470558,0.25785028445053765,0.5515657246827335,0.12437189728023826,0.7303688450145316,0.6640500386008278,0.20473750374197883,0.5686377718414252,0.0914475199431988,0.7336007535332749,0.45741058983024957,0.1654391217360558,0.7360692428188922,0.04906670706712997,0.6408767944929865,0.915107061322677,0.7724255738479265,0.6067620023500955,0.5359357048498905,0.522261143593817,0.5103335224492094,2
0.20083373612103733,0.3411241709477837,0.03850328397038974,0.04962933518737722,0.33425941519578284,0.40379716054694076,0.4030227465110085,0.3880977530740122,0.11089590326328388,0.035989682475020934,0.0399293251544445,0.49754909717771345,0.07919233059306811,0.681160255124235,0.019255913701953543,0.3996953945897608,0.5183827744220645,0.03753166149063524,0.6330725401959985,0.008938533013000913,0.277608706528809,0.2599893070592504,0.01893652806970802,0.8012789688105257,0.0011862985719924295,0.21527167047340662,0.702651737830498,0.3768589740979481,0.2041455340667178,0.1468456993851039,0.12531524140655179,0.11213777452479225,0
