@relation plant-texture
@attribute f1 real [-0.519535, 9.52031]
@attribute f2 real [-0.666631, 7.74014]
@attribute f3 real [-0.762104, 8.04011]
@attribute f4 real [-0.708388, 6.74471]
@attribute f5 real [-0.708872, 4.64285]
@attribute f6 real [-0.477533, 6.92505]
@attribute f7 real [-0.792218, 8.04991]
@attribute f8 real [-0.784428, 6.32807]
@attribute f9 real [-0.666987, 8.05504]
@attribute f10 real [-0.533921, 7.97763]
@attribute f11 real [-0.563569, 7.75883]
@attribute f12 real [-0.369926, 6.51301]
@attribute f13 real [-0.677217, 7.07858]
@attribute f14 real [-0.716032, 9.53273]
@attribute f15 real [-0.182183, 12.0421]
@attribute f16 real [-0.391958, 9.18253]
@attribute f17 real [-0.555526, 11.1377]
@attribute f18 real [-0.425194, 14.9075]
@attribute f19 real [-0.777353, 8.79551]
@attribute f20 real [-0.869917, 7.19783]
@attribute f21 real [-0.284531, 9.30172]
@attribute f22 real [-0.598826, 7.46936]
@attribute f23 real [-0.720303, 7.54069]
@attribute f24 real [-0.566447, 6.8421]
@attribute f25 real [-0.654772, 8.95164]
@attribute f26 real [-0.559444, 6.673]
@attribute f27 real [-0.660812, 6.44015]
@attribute f28 real [-0.533846, 8.57497]
@attribute f29 real [-0.821232, 7.4379]
@attribute f30 real [-0.911563, 5.90687]
@attribute f31 real [-0.869485, 9.45305]
@attribute f32 real [-0.397034, 7.96407]
@attribute f33 real [-0.390723, 7.75701]
@attribute f34 real [-0.631198, 7.70705]
@attribute f35 real [-0.881575, 6.35117]
@attribute f36 real [-0.26479, 8.88692]
@attribute f37 real [-0.355456, 9.10635]
@attribute f38 real [-0.872076, 7.16653]
@attribute f39 real [-0.80266, 6.05437]
@attribute f40 real [-0.750543, 5.72583]
@attribute f41 real [-0.389426, 9.78567]
@attribute f42 real [-0.546206, 6.23029]
@attribute f43 real [-0.78402, 9.00684]
@attribute f44 real [-0.575747, 8.53846]
@attribute f45 real [-0.762128, 5.61675]
@attribute f46 real [-0.829758, 5.83726]
@attribute f47 real [-1.16399, 4.96425]
@attribute f48 real [-0.552929, 7.74485]
@attribute f49 real [-0.864369, 7.61908]
@attribute f50 real [-0.678759, 7.53975]
@attribute f51 real [-0.401713, 11.4371]
@attribute f52 real [-0.523947, 8.11473]
@attribute f53 real [-0.674874, 7.12783]
@attribute f54 real [-0.801229, 9.66413]
@attribute f55 real [-0.574473, 6.1302]
@attribute f56 real [-0.237346, 19.4893]
@attribute f57 real [-0.682736, 6.89393]
@attribute f58 real [-0.464696, 7.59499]
@attribute f59 real [-1.0564, 5.98085]
@attribute f60 real [-0.224752, 10.386]
@attribute f61 real [-0.233691, 13.183]
@attribute f62 real [-0.535351, 9.53529]
@attribute f63 real [-0.664316, 5.71314]
@attribute f64 real [-0.871705, 5.64623]
@attribute clase integer [0, 99]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59, f60, f61, f62, f63, f64
@outputs clase
@data
0.011820600816048453,0.12583071431349802,0.02479694313271638,0.0,0.3446632691309451,0.0,0.07447030850492098,0.24861391876665553,0.13432668805083953,0.0,0.0,0.7788545469549621,0.0,0.0,0.0,0.0,0.10543369297745549,0.0,0.03571387159724316,0.2028938190550596,0.0,0.0,0.16500437659249925,0.007249329726868177,0.0,0.0,0.004293784419632143,0.0,0.13181905798333288,0.011368594514311431,0.0958899146382163,0.0,0.0,0.05248644559384658,0.04545134661874572,0.0,0.0,0.09417267123180312,0.0,0.005884775321001418,0.0,0.0,0.005527297908457488,0.009478059912398301,0.22694257516760788,0.08333140843477549,0.12870922157095677,0.14902011731090933,0.0,0.0504215545666495,0.0,0.0,0.0,0.04000073002751268,0.16363422943967584,0.0,0.10169521792302841,0.0,0.0458707591743934,0.0,0.0,0.0,0.0,0.019610352051685067,0
0.08510489952783136,0.15894473633217793,0.008268487905429245,0.0,0.3058258631520845,0.0,0.11702160384920915,0.3480588676439698,0.054725122955936734,0.006191585998838516,0.0,0.4384707340007229,0.0,0.0,0.0,0.0,0.07348331418549507,0.0,0.029220725293989894,0.13767895795443263,0.0,0.0,0.18500342513303186,0.0,0.0,0.0,0.004293784419632143,0.0,0.16363801910418674,0.0,0.1404088239952686,0.0,0.0,0.22099222762383655,0.034094386018033274,0.0,0.0,0.1793726424705975,0.013244217977754219,0.02941214164162564,0.0,0.0,0.005527297908457488,0.011848754367768916,0.14183732625079207,0.14444748761740256,0.21781718731642366,0.07843138507304183,0.0,0.05462085641081613,0.0,0.0,0.0,0.033334451307403784,0.24545611695007344,0.0,0.15254282028533395,0.0,0.027524103875803764,0.0,0.0,0.0,0.0,0.1503312015231818,0
0.0921978377156221,0.0993354047588545,0.03305691045457427,0.0060633846489070685,0.2330119165382656,0.0,0.1223432865934535,0.3038634246364638,0.0995007238569658,0.015480492333300941,0.0034261755534672205,0.15000095889312348,0.0,0.0,0.0,0.0,0.06389750783915404,0.0,0.022727578990736626,0.26085932045216587,0.0,0.0439542420068154,0.17000159666035308,0.0,0.0,0.0,0.06866914651845764,0.0,0.1500046251833728,0.0,0.17465622543299686,0.0,0.0,0.2071787742461006,0.0,0.0,0.0,0.08968632123529875,0.11258636756729956,0.041175824801937745,0.0,0.0,0.07182051423470462,0.14218044422295872,0.13474948102158407,0.1666685165691768,0.2079220134981659,0.05490316143633133,0.0,0.1512606483730808,0.0,0.0,0.0,0.07000036023608937,0.3499966366741525,0.0,0.01695112335689603,0.0,0.2201780525063057,0.0,0.0,0.0,0.0,0.10457790695979632,0
0.037824687532526644,0.15894473633217793,0.03305691045457427,0.0,0.4223335965507924,0.006669834029554275,0.042551295344288156,0.3149129883762357,0.1243771659959319,0.009288906334462424,0.0,0.4634615228152637,0.0,0.005293419829634062,0.0,0.0,0.07667960920279826,0.0,0.029220725293989894,0.3043411004336154,0.0,0.0,0.09000056046530969,0.0,0.03184841541253905,0.0,0.017166124815201095,0.0,0.1045475844192828,0.0909027044777004,0.1095875189573104,0.0,0.0,0.12430692874570294,0.06817701992811859,0.0,0.0,0.116595377357716,0.07284684477098687,0.10000010808518903,0.0,0.0,0.03314662859033834,0.03080487419256552,0.2056645384972091,0.13888942552727473,0.15841530357818887,0.06666928511834311,0.0,0.06302384045573231,0.0,0.0,0.0,0.016667273430371568,0.28180837454712554,0.0,0.11299402666027511,0.0,0.03669274219332836,0.0,0.0,0.0,0.0,0.08496755490811123,0
0.011820600816048453,0.41721857298123144,0.18182118726038698,0.0060633846489070685,0.22815516202074768,0.03999860589202445,0.03723515425246049,0.39778260746083866,0.32835566778227127,0.0030974378230242574,0.0,0.007691775718966438,0.21052729977331797,0.0687815172212995,0.0,0.04098544475694157,0.25559293902298647,0.0,0.016234537149440034,0.3405655878896549,0.0,0.0,0.10500238893798845,0.007249329726868177,0.006372306330396826,0.0,0.10300601524131518,0.03428327018571897,0.20909521726980512,0.19318588303206913,0.14383492039503865,0.0,0.0,0.033149529733344466,0.23863719791033697,0.0,0.0,0.08520444962721149,0.10596084602225746,0.02941214164162564,0.011877037818611247,0.10388982742703604,0.14364672766232997,0.08293897647924828,0.04254901880863689,0.09444747261819303,0.36633682753939145,0.1764716799519486,0.05982849664092989,0.06302384045573231,0.0,0.0,0.011833589996493527,0.02999963976391063,0.07500057049762157,0.0,0.01695112335689603,0.0,0.17430672492806137,0.0,0.0,0.0,0.4157325428823029,0.1372598530055915,1
0.0,0.41059890890331135,0.2644714159414892,0.0,0.5194107616202784,0.10666979350315964,0.0,0.5524779057934357,0.17910228895186864,0.0,0.0,0.009615809299984773,0.16666668815596902,0.06349355170897714,0.0,0.0,0.3354690998018853,0.051401925845516776,0.0,0.4854932857958981,0.0,0.0,0.3050024373583176,0.0,0.0,0.0,0.008583062407600548,0.02285544026797775,0.0,0.20454289130655096,0.02397240600298279,0.0,0.0,0.008288072026641575,0.28408785322861513,0.0,0.0,0.044845462011697056,0.0,0.0,0.0023763903554325167,0.025972419964536243,0.0,0.04502443273452095,0.17729842144653027,0.09999988000632366,0.11881388457371123,0.35294733687170987,0.01709257638019631,0.02941226930578284,0.0,0.0,0.0,0.0,0.24773661593936047,0.0,0.06779881810812302,0.0,0.06421741447298306,0.0,0.0,0.0,0.1910164491922798,0.006539034218659731,1
0.014183286694167088,0.4304697963106167,0.1652928456408808,0.0060633846489070685,0.18446585977373262,0.03999860589202445,0.026597330416388447,0.39778260746083866,0.2985071016175483,0.0,0.010275042088224804,0.044231095567356715,0.0701698355436585,0.14814979604365874,0.0,0.008200438498643473,0.17572019902805264,0.0,0.0,0.31883213491945145,0.0,0.10989136839433299,0.12500131642769824,0.0,0.08280073767396194,0.0,0.030043112468423283,0.04571099031970785,0.26364295909061636,0.4090856359518382,0.07191741175980514,0.0,0.0,0.01657338568006133,0.3409086038564888,0.0,0.0017551617524180882,0.07174987802611547,0.06622809000398132,0.041175824801937745,0.0047503237315893645,0.06493783808032942,0.060771678892354714,0.0142170350091895,0.0567320773339763,0.15555800209328968,0.38613859770505077,0.16470961687458777,0.10256435560583908,0.32353058200702833,0.0,0.07499794239326232,0.0,0.0033348115434931502,0.03408965657236378,0.0,0.04519534053632561,0.0,0.2660398593200469,0.0,0.0,0.0,0.17977544651033264,0.1503312015231818,1
0.0,0.3178831682223769,0.09917902473173225,0.0,0.5048472248745356,0.053331479025632,0.01595939348536913,0.41435906203418266,0.149253608134898,0.0,0.0,0.09038424881474998,0.16666668815596902,0.07936286353415173,0.0,0.024592959957754394,0.25559293902298647,0.0,0.0,0.36230647788037973,0.0,0.010988591487603287,0.2100041726218628,0.0,0.0,0.0,0.012876846827232691,0.03428327018571897,0.17727613507085252,0.19318588303206913,0.15410633143893435,0.0,0.0,0.00552442191693027,0.2159115246009641,0.0,0.0,0.044845462011697056,0.0,0.017648458481313536,0.0,0.06493783808032942,0.011048876196779444,0.04976340783131215,0.2411256336929473,0.03888950052332242,0.2079220134981659,0.2274559252542156,0.008550649623755624,0.07563028768356889,0.0,0.0,0.0,0.0,0.24773661593936047,0.0,0.07344523303521629,0.0,0.119257380368752,0.0,0.0,0.0,0.4269627262030502,0.013071317833025337,1
0.06382867464587352,0.0198698168416863,0.03305691045457427,0.018184116188999525,0.417477215744764,0.0,0.15425675810166964,0.22651619726290254,0.0,0.0,0.0136976129118539,0.236545276608703,0.0,0.0,0.0,0.0,0.009585720826741907,0.0,0.06168969513091328,0.028982688723382135,0.0,0.0,0.060002108705333616,0.0,0.0,0.032259911034223016,0.004293784419632143,0.051427748677764486,0.38637135234065767,0.0,0.3767005875979108,0.0,0.0,0.10773366299491212,0.0,0.0,0.0,0.1973135640681979,0.033114045001990666,0.06470303671514903,0.0,0.0,0.0220977523935589,0.007109779270977713,0.02836611705067882,0.23333700313993452,0.3762320013576492,0.2196128626708424,0.0,0.088236771414377,0.0,0.0,0.005919870855026665,0.18999911995374455,0.1931812334471793,0.0,0.04519534053632561,0.0,0.07338605279050765,0.0,0.0,0.054545495167586645,0.0,0.026142789088875528,2
0.1347502874795378,0.0,0.02479694313271638,0.05454604246448926,0.1407764454132707,0.0,0.17021626468198606,0.1104944423182966,0.0,0.04334403917687856,0.3082162967673144,0.005769776153664656,0.0,0.0,0.0,0.0,0.0,0.0,0.06168969513091328,0.021740642090040757,0.0,0.005497022502951706,0.009999524270266309,0.03623207087705592,0.03184841541253905,0.07096761482010784,0.12446158703567206,0.051427748677764486,0.113638091751046,0.0,0.10273871679776336,0.0,0.0021194852605012924,0.24309279359404998,0.0,0.0,0.0017551617524180882,0.2017953112766069,0.2781495778784693,0.10587884607634548,0.009500647463178724,0.0,0.1878425388576693,0.04502443273452095,0.021278193437780132,0.21666838157629095,0.3960337715233085,0.023528223636710498,0.0,0.1302512414356424,0.09249947608767874,0.0,0.041420256362409744,0.14000073958284662,0.1613628285823932,0.0,0.07909757405170031,0.0,0.03669274219332836,0.0,0.0,0.0961036144571135,0.0,0.2222274385982677,2
