@relation cylinder-bands
@attribute f1 real [-0.88764, 1.17346]
@attribute f2 real [-0.185139, 5.3908]
@attribute f3 real [-4.06686, 0.312177]
@attribute f4 real [-0.258424, 7.5247]
@attribute f5 real [-0.141001, 7.07827]
@attribute f6 real [-0.877564, 1.13729]
@attribute f7 real [-1.14449, 2.5409]
@attribute f8 real [-0.147265, 10.6241]
@attribute f9 real [-5.21327, 0.263873]
@attribute f10 real [-1.63512, 0.642925]
@attribute f11 real [-1.24747, 0.996225]
@attribute f12 real [-1.54663, 1.67237]
@attribute f13 real [-1.21047, 1.55084]
@attribute f14 real [-1.35789, 0.852732]
@attribute f15 real [-1.22016, 2.44927]
@attribute f16 real [-0.76937, 1.34846]
@attribute f17 real [-3.18873, 2.23032]
@attribute f18 real [-6.06198, 2.50661]
@attribute f19 real [-2.98137, 3.02579]
@attribute f20 real [-9.57133, 5.79063]
@attribute f21 real [-9.19459, 3.12291]
@attribute f22 real [-2.73368, 2.26596]
@attribute f23 real [-2.04664, 3.23236]
@attribute f24 real [-0.805486, 4.4716]
@attribute f25 real [-4.3217, 1.96657]
@attribute f26 real [-3.8199, 1.76515]
@attribute f27 real [-3.87252, 1.79948]
@attribute f28 real [-0.516206, 6.11974]
@attribute f29 real [-0.0893423, 14.7463]
@attribute f30 real [-4.12634, 1.22879]
@attribute f31 real [-2.68628, 5.69165]
@attribute f32 real [-3.68857, 3.02985]
@attribute f33 real [-7.53083, 1.27323]
@attribute f34 real [-7.85617, 1.27866]
@attribute f35 real [-15.3293, 0.111585]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35
@outputs clase
@data
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, 0.996225, -1.54663, -0.903656, 0.852732, -1.22016, 0.289548, 0.922276, -0.587603, 0.399771, -0.16605, 0.19017, 0.266108, -0.538358, 0.167385, 0.273572, 0.167348, 0.216845, -0.516206, -0.0893423, 0.192315, -0.731433, 0.118535, 0.294997, 0.28194, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 0.698209, -0.147265, 0.263873, 0.642925, -1.24747, 0.752658, -0.903656, 0.852732, 0.614558, -0.76937, 0.548548, -0.587603, 0.399771, 1.08799, 0.19017, 0.266108, 0.215785, -0.805486, 0.757285, 0.356179, 0.641715, 1.55753, -0.0893423, -0.153177, -1.0107, 0.230508, 0.294997, 0.411375, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, -1.24747, 0.752658, -0.903656, -1.35789, -1.22016, -0.76937, 0.548548, -1.30165, 0.027846, 0.962584, -0.279068, -0.983802, 0.0649564, 0.462194, -0.773667, 0.0874579, 0.12125, 1.55753, -0.0893423, 0.192315, -0.452169, 0.790377, 0.294997, 0.194359, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, 1.21252, -0.903656, 0.852732, 0.614558, 1.34846, 0.548548, -0.587603, 0.399771, 0.774478, -0.396378, 0.266108, 0.215785, -0.805486, 1.96657, 0.719317, 0.110628, 1.97227, -0.0893423, 0.192315, -1.0107, -0.32936, 0.294997, 0.411375, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, -5.21327, 0.642925, 0.248326, -1.08677, 0.630402, -1.35789, -1.22016, -0.76937, 0.548548, -0.706612, 1.15489, -2.04711, -0.982926, 0.266108, 2.47821, -0.805486, -0.331069, 0.552273, 0.354928, 0.105914, -0.0893423, 1.05605, 0.106361, 0.790377, 0.294997, 0.14398, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, -1.24747, 0.2928, -0.903656, -1.35789, -1.22016, 1.34846, 1.66973, -0.944628, 0.771696, 0.460969, -0.396378, 1.26604, 0.366613, 2.5406, -0.0892129, -0.51535, -0.494811, -0.516206, -0.0893423, 1.05605, 0.106361, 0.566429, 0.294997, 0.4106, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, 0.996225, -1.54663, -0.903656, 0.852732, -1.22016, 1.34846, 0.548548, -0.944628, 0.027846, 0.460969, -0.396378, 1.26604, -0.538358, 1.52351, -0.451998, -0.22484, -0.186781, -0.516206, -0.0893423, 0.192315, 0.106361, 0.566429, 0.294997, 0.14398, 0.111585, 1
0.142908, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, -1.63512, -0.499573, -0.626915, 1.24403, -1.35789, -1.22016, 1.34846, -3.18873, -0.706612, -0.35535, -0.16605, 1.01134, 1.26604, -2.04664, -0.805486, -0.935711, 0.719317, 0.110628, -0.516206, -0.0893423, 0.192315, 0.106361, 0.790377, 0.294997, 0.14398, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, -0.499573, -0.626915, -1.21047, -1.35789, 0.614558, 1.34846, 1.296, -1.53967, 0.771696, 0.774478, -1.45216, 0.266108, -2.04664, 0.182125, -0.935711, 0.261764, 0.0681409, -0.516206, -0.0893423, -2.22613, 1.22342, -0.105413, 0.294997, 0.14398, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, -1.56184, -1.63512, 0.996225, -0.167058, -0.903656, 0.852732, 0.614558, 1.34846, 0.548548, -0.706612, -0.35535, 0.460969, -0.982926, 0.51609, 0.215785, -0.805486, 1.48285, 0.450595, 0.503632, -0.516206, -0.0893423, -1.18966, 0.106361, -0.32936, 0.294997, 0.467954, 0.111585, 1
