@relation cylinder-bands
@attribute f1 real [-0.88764, 1.17346]
@attribute f2 real [-0.185139, 5.3908]
@attribute f3 real [-4.06686, 0.312177]
@attribute f4 real [-0.258424, 7.5247]
@attribute f5 real [-0.141001, 7.07827]
@attribute f6 real [-0.877564, 1.13729]
@attribute f7 real [-1.14449, 2.5409]
@attribute f8 real [-0.147265, 10.6241]
@attribute f9 real [-5.21327, 0.263873]
@attribute f10 real [-1.63512, 0.642925]
@attribute f11 real [-1.24747, 0.996225]
@attribute f12 real [-1.54663, 1.67237]
@attribute f13 real [-1.21047, 1.55084]
@attribute f14 real [-1.35789, 0.852732]
@attribute f15 real [-1.22016, 2.44927]
@attribute f16 real [-0.76937, 1.34846]
@attribute f17 real [-3.18873, 2.23032]
@attribute f18 real [-6.06198, 2.50661]
@attribute f19 real [-2.98137, 3.02579]
@attribute f20 real [-9.57133, 5.79063]
@attribute f21 real [-9.19459, 3.12291]
@attribute f22 real [-2.73368, 2.26596]
@attribute f23 real [-2.04664, 3.23236]
@attribute f24 real [-0.805486, 4.4716]
@attribute f25 real [-4.3217, 1.96657]
@attribute f26 real [-3.8199, 1.76515]
@attribute f27 real [-3.87252, 1.79948]
@attribute f28 real [-0.516206, 6.11974]
@attribute f29 real [-0.0893423, 14.7463]
@attribute f30 real [-4.12634, 1.22879]
@attribute f31 real [-2.68628, 5.69165]
@attribute f32 real [-3.68857, 3.02985]
@attribute f33 real [-7.53083, 1.27323]
@attribute f34 real [-7.85617, 1.27866]
@attribute f35 real [-15.3293, 0.111585]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35
@outputs clase
@data
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, 0.996225, -1.54663, 0.630402, 0.852732, -1.22016, 1.34846, 0.548548, -0.11157, 0.399771, -0.16605, -0.982926, 1.26604, 0.215785, 0.668561, -0.451998, -0.188526, 0.376171, -0.516206, -0.0893423, 0.710554, 0.106361, 0.566429, 0.294997, 0.4106, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, 0.996225, -1.54663, 0.630402, 0.852732, -1.22016, 1.34846, -0.198908, -0.706612, 0.399771, -0.479559, -0.982926, -0.233856, -0.161286, -0.805486, -0.693854, 0.501434, 0.42928, -0.516206, -0.0893423, -0.671416, 0.106361, 0.790377, 0.294997, -0.105589, 0.111585, 0
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, -1.63512, -0.499573, -0.626915, 0.0167788, -1.35789, 0.614558, 1.34846, -0.946364, -0.706612, -0.727275, -0.793068, -1.56947, -2.73368, -2.04664, -0.805486, -0.451998, 0.719317, 0.110628, -0.516206, -0.0893423, 0.192315, -0.452169, 0.00656096, 0.294997, -0.105589, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, 1.21252, 1.24403, 0.852732, 1.53192, 1.34846, -0.198908, -1.06364, -0.727275, -0.479559, -0.513688, 1.26604, -0.161286, 0.373752, 0.757285, 0.356179, -0.208024, -0.516206, -0.0893423, -0.153177, -0.731433, 0.230508, 0.294997, 0.467954, 0.111585, 0
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, 0.996225, -1.54663, -0.903656, 0.852732, 0.614558, 1.34846, 0.17482, -0.82562, 0.027846, -0.730366, -0.0444493, -0.233856, -0.387529, 0.31479, -0.669669, 0.123772, 0.163737, -0.516206, -0.0893423, 0.192315, -0.731433, 0.118535, 0.294997, 1.00119, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, -1.54663, 0.630402, 0.852732, 0.614558, 1.34846, -1.32009, -1.53967, -0.35535, -0.793068, -0.982926, -0.233856, -0.161286, -0.805486, -0.451998, 0.450595, 0.503632, 1.55753, -0.0893423, -1.18966, -0.172904, -0.32936, 0.294997, 0.136229, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, -1.24747, 0.2928, 1.24403, -0.252581, 0.614558, 1.34846, -0.198908, -1.89669, -0.35535, 1.71501, 0.776718, -0.233856, 0.215785, -0.805486, 0.515428, 0.719317, 0.110628, -0.516206, -0.0893423, 0.192315, -0.172904, -0.32936, 0.294997, 0.136617, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, 0.996225, 1.21252, 1.24403, 0.852732, -0.3028, -0.76937, -0.198908, -1.42066, -0.727275, -0.16605, 0.0728602, 0.266108, -0.538358, 0.93389, 0.515428, -0.261154, 0.291197, -0.516206, -0.0893423, 0.192315, 0.106361, 0.790377, 0.294997, 0.14398, 0.111585, 1
0.142908, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, 0.996225, 1.21252, -0.903656, 0.852732, -0.3028, -0.76937, -3.18873, -0.349587, -0.35535, -0.793068, 0.19017, 0.266108, 0.215785, -0.805486, 0.515428, 0.719317, 0.110628, -0.516206, -0.0893423, -4.12634, -2.68628, 0.790377, 0.294997, 0.643892, 0.111585, 0
0.142908, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, -1.63512, 0.996225, 1.21252, -0.903656, 0.852732, -0.3028, 1.34846, -3.18873, -1.30165, 0.027846, 0.711776, -0.748307, 1.26604, -0.0858721, -0.805486, 0.515428, 0.719317, 0.110628, -0.516206, -0.0893423, 0.192315, 0.106361, 0.790377, 0.294997, 0.394324, 0.111585, 0
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, -1.54663, 0.630402, 0.852732, 0.614558, 1.34846, -0.012044, -1.18264, 0.399771, -0.793068, -0.982926, -0.233856, -0.538358, -0.466455, -0.0892129, 0.356179, 0.376171, 1.14278, -0.0893423, 0.192315, -0.731433, 0.230508, 0.294997, -0.340431, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, 1.13729, 0.698209, -0.147265, 0.263873, 0.642925, 0.996225, 1.67237, 1.24403, 0.852732, 0.614558, -0.76937, -0.572636, -1.42066, -0.727275, 0.586373, 0.659408, 1.26604, 0.215785, -0.805486, 0.757285, 0.719317, 0.110628, 1.14278, -0.0893423, -0.671416, -0.172904, -0.32936, 0.294997, -0.561555, 0.111585, 1
-0.88764, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, -5.21327, 0.642925, 0.248326, -1.08677, -0.903656, -1.35789, -1.22016, -0.76937, 0.548548, -0.944628, 0.771696, -0.780528, -1.21754, 0.266108, 2.17656, 0.285309, 0.0317153, 0.0438814, 0.312441, -0.516206, 1.14696, 1.05605, 0.944154, 0.790377, 0.294997, 0.643892, 0.111585, 1
1.17346, -0.185139, 0.312177, -0.258424, -0.141001, -0.877564, -1.14449, -0.147265, 0.263873, 0.642925, -0.499573, -0.626915, 0.0167788, -1.35789, -1.22016, -0.76937, 0.735412, -1.65868, -0.35535, -0.793068, -0.630997, 0.266108, -2.04664, 0.609599, -0.451998, 0.0438814, 0.0787627, -0.516206, -0.0893423, -0.153177, 0.106361, 0.790377, 0.294997, 0.643892, 0.111585, 1
