@relation bank
@attribute f1 real [-2.09622, 4.3333]
@attribute f2 real [-1.72306, 1.40247]
@attribute f3 real [-0.741858, 1.55536]
@attribute f4 real [-1.81043, 1.37355]
@attribute f5 real [-7.64682, 0.130744]
@attribute f6 real [-1.5735, 23.1806]
@attribute f7 real [-0.875521, 1.14193]
@attribute f8 real [-2.35403, 0.424709]
@attribute f9 real [-1.49497, 0.723561]
@attribute f10 real [-1.80842, 1.82897]
@attribute f11 real [-2.17239, 2.4526]
@attribute f12 real [-1.0004, 10.6252]
@attribute f13 real [-0.576766, 15.1798]
@attribute f14 real [-0.407173, 8.30228]
@attribute f15 real [-0.320377, 14.4414]
@attribute f16 real [-0.441355, 3.38607]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16
@outputs clase
@data
0.3529409660441215,0.0,0.0,0.3333337520964328,1.0,0.04801297562827976,0.0,1.0,1.0,0.5333324169253228,0.2727268599499675,0.03608063239746766,0.020408253930456675,0.0,0.0,0.0,0
0.176470249723152,0.6363634327618035,0.0,0.3333337520964328,1.0,0.04930152984758081,0.0,0.0,1.0,0.9333313172357103,0.0,0.028136268235617948,0.0,0.2775229397299693,0.039999994580598254,0.6666662312128911,0
0.5294112157672735,0.6363634327618035,0.0,0.6666668760482163,1.0,0.05288538060361718,0.0,1.0,0.0,0.13333186708051653,0.3636362456999907,0.08043699249931187,0.0,0.0,0.0,0.0,0
0.176470249723152,0.9090906182311479,0.0,0.3333337520964328,1.0,0.0467646571679035,1.0,1.0,1.0,0.866665383695452,0.6363637543000092,0.025488060831268925,0.04081645074186851,0.0,0.0,0.0,0
0.058822431534546915,1.0,1.0,1.0,1.0,0.04934180600385391,0.0,1.0,0.0,0.9666656586178551,0.3636362456999907,0.0039720100467932765,0.34693955523049885,0.0,0.0,0.0,0
0.27941152683248516,0.27272654557786996,1.0,1.0,1.0,0.20515187383100172,0.0,1.0,0.0,0.5333324169253228,0.9090916953333952,0.20026493256262043,0.020408253930456675,0.11697244361959357,0.1200002547118819,0.6666662312128911,0
0.24999968893478833,0.27272654557786996,1.0,1.0,1.0,0.051892090603172805,1.0,1.0,1.0,0.33333214200291966,0.6363637543000092,0.033763504679328385,0.020408253930456675,0.0,0.0,0.0,0
0.48529439211636327,0.6363634327618035,0.0,0.3333337520964328,1.0,0.05946247288327994,0.0,1.0,1.0,0.39999890031038743,0.3636362456999907,0.11949705821635014,0.0,0.0,0.0,0.0,0
0.19117616867200043,0.9090906182311479,0.0,1.0,1.0,0.04978476292816139,0.0,1.0,1.0,0.39999890031038743,0.3636362456999907,0.06653428640242225,0.04081645074186851,0.0,0.0,0.0,0
0.19117616867200043,0.9090906182311479,1.0,1.0,1.0,0.07405290436735733,0.0,1.0,1.0,0.6666656586178551,0.9090916953333952,0.002316869666941916,0.06122469832576464,0.0,0.0,0.0,0
0.5147056078836367,0.9090906182311479,0.5000004353091435,0.3333337520964328,1.0,0.05499274867597691,0.0,0.0,0.0,0.4666656586178551,0.3636362456999907,0.19033512248830173,0.0,0.0,0.0,0.0,0
0.32352915925294584,0.6363634327618035,0.0,0.6666668760482163,1.0,0.03754327565938572,1.0,0.0,0.5000006761230742,0.23333214200291966,0.5454545847666697,0.1820594205890449,0.04081645074186851,0.0,0.0,0.0,0
0.5441168236509102,0.0,0.0,0.3333337520964328,1.0,0.2709498628510025,1.0,1.0,1.0,0.19999780062077474,0.8181812284999536,0.07249260253234242,0.0,0.0,0.0,0.0,0
0.47058800656969735,0.6363634327618035,0.5000004353091435,0.3333337520964328,1.0,0.04719416177522107,0.0,1.0,1.0,0.23333214200291966,0.3636362456999907,0.043032015551885495,0.0,0.1961010639818597,0.20000010838803486,0.6666662312128911,0
0.176470249723152,1.0,0.0,0.3333337520964328,1.0,0.049006225231375815,0.0,1.0,1.0,0.8999997250775968,0.0,0.04998339870630333,0.0,0.0,0.0,0.0,0
0.14705918948848437,0.9090906182311479,0.0,0.3333337520964328,1.0,0.05042901983913776,0.0,1.0,1.0,0.6666656586178551,0.5454545847666697,0.04170795485824388,0.06122469832576464,0.0,0.0,0.0,0
0.32352915925294584,1.0,0.0,1.0,1.0,0.04999951523182018,0.0,1.0,0.0,0.06666593354025822,0.45454537198999345,0.049652405037159376,0.08163288879061593,0.0,0.0,0.0,0
0.5147056078836367,0.27272654557786996,0.5000004353091435,1.0,1.0,0.08771718624389496,1.0,1.0,1.0,0.4333324169253228,0.6363637543000092,0.020853891412056152,0.020408253930456675,0.0,0.0,0.0,0
0.3088232091975762,0.18181876353770401,0.0,0.3333337520964328,1.0,0.04740895447622818,0.0,1.0,1.0,0.5333324169253228,0.9090916953333952,0.0662032067162125,0.020408253930456675,0.22591694334879586,0.039999994580598254,0.6666662312128911,0
0.22058785103709144,0.6363634327618035,0.0,0.3333337520964328,1.0,0.06904625900355901,0.0,1.0,0.0,0.6333324169253228,0.3636362456999907,0.06587221304706854,0.020408253930456675,0.0,0.0,0.0,0
0.32352915925294584,0.09090938176885201,1.0,1.0,1.0,0.06550268440379574,1.0,1.0,1.0,0.0,0.5454545847666697,0.09500172034131572,0.020408253930456675,0.0,0.0,0.0,0
0.176470249723152,0.18181876353770401,1.0,0.6666668760482163,1.0,0.04991896291927398,1.0,1.0,1.0,0.0999975256983716,0.09090830466660467,0.2423049132947977,0.0,0.0,0.0,0.0,1
0.5441168236509102,0.18181876353770401,0.0,0.6666668760482163,1.0,0.08998561854399878,1.0,1.0,1.0,0.6666656586178551,0.2727268599499675,0.07911292320396367,0.0,0.0,0.0,0.0,1
0.20588208762084886,0.6363634327618035,1.0,0.3333337520964328,1.0,0.04476466524737316,1.0,1.0,1.0,0.9666656586178551,0.0,0.023833006468483343,0.020408253930456675,0.23853197209974036,0.039999994580598254,0.6666662312128911,0
