@relation libras
@attribute f1 real [-2.39149, 1.8384]
@attribute f2 real [-2.1752, 1.76336]
@attribute f3 real [-2.42691, 1.83552]
@attribute f4 real [-2.1745, 1.7799]
@attribute f5 real [-2.42862, 1.8531]
@attribute f6 real [-2.17251, 1.76252]
@attribute f7 real [-2.42841, 1.87496]
@attribute f8 real [-2.1792, 1.76191]
@attribute f9 real [-2.44074, 1.91629]
@attribute f10 real [-2.16647, 1.75589]
@attribute f11 real [-2.43196, 1.97321]
@attribute f12 real [-2.16619, 1.80094]
@attribute f13 real [-2.42903, 2.05263]
@attribute f14 real [-2.17115, 1.85423]
@attribute f15 real [-2.38663, 2.16384]
@attribute f16 real [-2.19445, 1.90673]
@attribute f17 real [-2.2853, 2.22223]
@attribute f18 real [-2.21555, 1.99919]
@attribute f19 real [-2.16616, 2.24628]
@attribute f20 real [-2.25738, 2.06421]
@attribute f21 real [-2.06891, 2.24491]
@attribute f22 real [-2.23517, 2.01999]
@attribute f23 real [-2.13021, 2.25864]
@attribute f24 real [-2.21324, 1.98899]
@attribute f25 real [-2.42629, 2.26706]
@attribute f26 real [-2.40271, 2.90323]
@attribute f27 real [-2.53848, 2.24865]
@attribute f28 real [-2.82885, 1.98517]
@attribute f29 real [-2.5529, 2.24448]
@attribute f30 real [-2.86957, 2.01583]
@attribute f31 real [-2.58666, 2.29337]
@attribute f32 real [-2.70512, 2.09187]
@attribute f33 real [-2.53981, 2.25206]
@attribute f34 real [-2.43258, 2.17969]
@attribute f35 real [-2.32849, 2.33678]
@attribute f36 real [-2.35881, 2.27135]
@attribute f37 real [-2.22649, 2.39425]
@attribute f38 real [-2.444, 2.33496]
@attribute f39 real [-2.13127, 2.39491]
@attribute f40 real [-2.59646, 2.35193]
@attribute f41 real [-2.21229, 2.32088]
@attribute f42 real [-2.60693, 2.3303]
@attribute f43 real [-2.39317, 2.2502]
@attribute f44 real [-2.52776, 2.30444]
@attribute f45 real [-2.46995, 2.16677]
@attribute f46 real [-2.61951, 2.2776]
@attribute f47 real [-2.45136, 2.09865]
@attribute f48 real [-2.6941, 2.47182]
@attribute f49 real [-2.47953, 2.08511]
@attribute f50 real [-2.73244, 3.0394]
@attribute f51 real [-2.56134, 2.10015]
@attribute f52 real [-2.73784, 3.17647]
@attribute f53 real [-2.58679, 2.11624]
@attribute f54 real [-2.75308, 2.26756]
@attribute f55 real [-2.63835, 2.11464]
@attribute f56 real [-2.75096, 2.39908]
@attribute f57 real [-2.61734, 2.19575]
@attribute f58 real [-2.74137, 2.43072]
@attribute f59 real [-2.53724, 2.1914]
@attribute f60 real [-2.79144, 2.36238]
@attribute f61 real [-2.40785, 2.2496]
@attribute f62 real [-2.79368, 2.31601]
@attribute f63 real [-2.31263, 2.26198]
@attribute f64 real [-3.15661, 2.18488]
@attribute f65 real [-2.23253, 2.27485]
@attribute f66 real [-3.37187, 2.08399]
@attribute f67 real [-2.09688, 2.151]
@attribute f68 real [-3.25631, 2.05065]
@attribute f69 real [-2.1561, 2.1005]
@attribute f70 real [-2.93506, 2.03176]
@attribute f71 real [-2.10777, 2.10421]
@attribute f72 real [-2.47638, 1.97981]
@attribute f73 real [-2.28872, 2.09056]
@attribute f74 real [-2.24664, 2.21446]
@attribute f75 real [-2.33631, 2.09061]
@attribute f76 real [-2.26616, 2.82722]
@attribute f77 real [-2.301, 2.10884]
@attribute f78 real [-2.25891, 2.78107]
@attribute f79 real [-2.21068, 2.19062]
@attribute f80 real [-2.29599, 2.12689]
@attribute f81 real [-2.04717, 2.27451]
@attribute f82 real [-2.30723, 2.06275]
@attribute f83 real [-2.03577, 2.30494]
@attribute f84 real [-2.39448, 2.00521]
@attribute f85 real [-2.15201, 2.29801]
@attribute f86 real [-2.43416, 2.01068]
@attribute f87 real [-2.18811, 2.27714]
@attribute f88 real [-2.46497, 2.21782]
@attribute f89 real [-2.15769, 2.25103]
@attribute f90 real [-2.39386, 2.20349]
@attribute clase {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59, f60, f61, f62, f63, f64, f65, f66, f67, f68, f69, f70, f71, f72, f73, f74, f75, f76, f77, f78, f79, f80, f81, f82, f83, f84, f85, f86, f87, f88, f89, f90
@outputs clase
@data
0.749347, 0.66455, 0.743061, 0.667744, 0.728885, 0.723047, 0.749781, 0.696098, 0.791916, 0.585425, 0.815567, 0.608272, 0.75721, 0.251773, 0.56588, -0.0387207, 0.35995, -0.13517, 0.0609533, -0.0344356, -0.339265, 0.0656637, -0.768841, 0.211662, -0.949478, 0.791688, -1.27817, 1.33427, -1.47761, 1.79562, -1.55539, 1.92054, -1.55259, 1.6887, -1.49502, 1.0015, -1.17573, 0.630446, -0.960504, 0.320975, -0.382279, -0.0415006, 0.250116, -0.160276, 0.670321, -0.401007, 1.00532, -0.209822, 1.23941, 0.267588, 1.41433, 0.60713, 1.51629, 0.745186, 1.48666, 0.601408, 1.29671, 0.239479, 0.945238, -0.405427, 0.511366, -0.278164, 0.0347356, -0.119883, -0.532991, 0.0610548, -0.843921, 0.430285, -1.01312, 0.543147, -1.13134, 1.08584, -1.22905, 1.47539, -1.262, 1.57384, -1.2286, 1.47442, -1.14512, 1.14553, -0.887931, 0.789277, -0.634927, 0.613767, -0.366548, 0.326069, 0.00475786, 0.121213, 0.295396, 0.104979, 0
0.895188, 0.158323, 0.899133, 0.185788, 0.91467, 0.153837, 0.868218, 0.0268524, 0.771829, -0.410751, 0.518489, -0.596922, 0.203558, -0.466133, -0.23838, -0.433036, -0.68757, -0.256787, -0.88008, 0.131261, -1.09085, 0.315171, -1.24634, 1.01078, -1.33384, 1.25188, -1.29851, 1.28002, -1.25016, 1.01124, -1.03441, 0.549986, -0.798305, 0.0371681, -0.256294, -0.25282, 0.197308, -0.197898, 0.64482, -0.194789, 0.945368, -0.251232, 1.20922, 0.293719, 1.33919, 0.732881, 1.34767, 0.875956, 1.30449, 0.821993, 1.21073, 0.477847, 1.00209, -0.210331, 0.653028, -0.499864, 0.112618, -0.59836, -0.512264, -0.484933, -1.07081, -0.341057, -1.47197, 0.0980869, -1.59915, 0.85798, -1.67925, 1.45605, -1.67331, 1.77416, -1.60041, 1.69099, -1.46351, 1.38136, -1.28977, 0.760524, -1.02518, 0.234419, -0.579892, -0.0912522, -0.0810921, -0.0954548, 0.360355, -0.075344, 0.630378, -0.0627259, 0.800542, 0.0961019, 0.990186, 0.396074, 0
-1.3899, -1.31092, -1.36374, -1.33418, -1.33375, -1.38054, -1.24401, -1.46037, -1.04529, -1.58121, -0.690375, -1.68915, -0.130761, -1.70966, 0.55532, -1.57663, 1.15354, -1.20241, 1.60846, -0.586697, 1.88455, 0.0795552, 1.9539, 0.680084, 1.97374, 0.872908, 1.93358, 0.981666, 1.93434, 1.03876, 1.91058, 1.00682, 1.7751, 0.543072, 1.46859, -0.144379, 1.0809, -0.819174, 0.548223, -1.40367, -0.0473682, -1.84858, -0.650452, -2.02508, -1.26828, -1.89646, -1.70039, -1.52602, -1.85069, -1.34653, -1.84336, -1.3643, -1.794, -1.47362, -1.63147, -1.60107, -1.21398, -1.88738, -0.601251, -2.09155, 0.165967, -2.11762, 0.962762, -1.7706, 1.52538, -1.13437, 1.81484, -0.40218, 1.88369, 0.213937, 1.81702, 0.535651, 1.76234, 0.696101, 1.6183, 0.573841, 1.44323, 0.127745, 1.19914, -0.44081, 0.883394, -0.993564, 0.517016, -1.38733, 0.0503377, -1.57889, -0.410825, -1.5234, -0.793882, -1.26576, 0
-1.7497, -1.11341, -1.75389, -1.12411, -1.73453, -1.12069, -1.69801, -1.13812, -1.50707, -1.23259, -1.1821, -1.29996, -0.715793, -1.26096, -0.23838, -1.02456, 0.127186, -0.526922, 0.447843, 0.0898069, 0.710872, 0.647848, 0.907462, 1.02453, 0.972352, 1.17066, 0.957843, 1.19865, 0.910756, 1.1488, 0.804876, 0.764123, 0.588238, 0.156204, 0.195157, -0.438593, -0.304118, -0.946553, -0.83982, -1.24254, -1.39895, -1.17094, -1.94873, -0.987288, -2.16385, -0.910447, -2.16424, -0.81856, -2.15428, -0.841081, -2.11128, -0.847169, -2.08328, -0.987785, -1.9671, -1.08286, -1.63059, -1.25898, -1.14645, -1.45523, -0.569418, -1.5202, 0.0237851, -1.24115, 0.480343, -0.65927, 0.77575, 0.0735507, 0.996912, 0.686295, 1.0512, 1.01704, 0.984023, 1.04543, 0.90516, 0.880505, 0.777563, 0.501047, 0.624667, -0.0509476, 0.326978, -0.564633, -0.0543578, -0.936718, -0.502526, -1.0994, -0.897173, -0.920799, -1.1713, -0.562208, 0
0.282566, 0.516378, 0.29441, 0.507056, 0.308545, 0.500345, 0.246383, 0.435842, -0.0514038, 0.286556, -0.403518, 0.219087, -0.694891, 0.251773, -0.958001, 0.39506, -1.18488, 0.594295, -1.32968, 0.821603, -1.44087, 0.980465, -1.46983, 1.03833, -1.4856, 1.13007, -1.41033, 1.0495, -1.33286, 0.997444, -1.24708, 0.864037, -1.16435, 0.691867, -1.03196, 0.475022, -0.901101, 0.311894, -0.731181, 0.143692, -0.454072, -0.0415006, -0.100726, -0.192709, 0.239534, -0.269529, 0.486265, -0.226311, 0.762323, 0.071986, 0.964246, 0.494042, 1.09851, 0.648004, 1.07525, 0.617639, 1.07741, 0.626136, 0.934136, 0.358094, 0.63395, 0.0834375, 0.296757, -0.0265056, -0.00520374, -0.0309058, -0.314213, 0.103284, -0.559896, 0.299826, -0.738876, 0.535651, -0.872715, 0.790138, -0.965613, 1.02721, -1.03445, 1.22104, -1.03393, 1.19931, -0.971405, 1.09758, -0.856148, 0.971575, -0.720036, 0.844406, -0.534618, 0.635954, -0.287823, 0.420337, 0
0.107567, 0.899129, 0.10909, 0.914861, 0.113056, 0.896302, 0.118097, 0.906777, 0.129322, 0.921626, -0.00400662, 0.784046, -0.245694, 0.482546, -0.62995, 0.263602, -1.06847, 0.175524, -1.48655, 0.200271, -1.8321, 0.259725, -2.13021, 0.61122, -2.42629, 1.19773, -2.53848, 1.37493, -2.5529, 1.35528, -2.58666, 1.17815, -2.53981, 0.587678, -2.31694, -0.175353, -1.98766, -0.723588, -1.57603, -0.710622, -1.06404, -0.719137, -0.428227, -0.581908, 0.0468219, -0.220261, 0.431054, 0.184987, 0.697299, 0.968712, 0.749896, 1.07575, 0.712857, 1.0205, 0.642169, 0.779531, 0.507297, 0.158876, 0.210907, -0.182713, -0.268547, -0.561115, -0.718591, -0.633793, -1.07137, -0.490642, -1.39401, -0.119683, -1.72257, 0.299826, -2.03118, 0.59067, -2.28872, 1.04543, -2.33631, 1.20053, -2.301, 1.10106, -2.21068, 0.876638, -2.01935, 0.561406, -1.74084, -0.0621194, -1.33634, -0.568075, -0.879482, -0.644582, -0.373629, -0.501526, 0
0.739594, -0.792368, 0.704081, -0.778124, 0.728885, -0.774231, 0.779377, -0.766338, 0.822019, -0.746952, 0.774626, -0.735003, 0.485596, -0.773831, 0.110844, -0.801116, -0.21143, -0.837675, -0.461837, -0.821463, -0.67902, -0.7798, -0.829769, -0.72524, -0.919147, -0.629572, -0.902097, -0.577779, -0.826223, -0.598918, -0.641019, -0.663541, -0.332416, -0.781109, 0.0562442, -0.856701, 0.483917, -0.914691, 0.886186, -0.936229, 1.25635, -0.945039, 1.56012, -0.922422, 1.7586, -0.943316, 1.84463, -0.933769, 1.749, -0.955259, 1.50004, -0.992648, 1.13064, -1.03634, 0.685493, -1.06663, 0.211302, -1.03339, -0.222984, -0.978051, -0.580535, -0.907027, -0.827814, -0.85183, -0.965819, -0.75123, -1.01708, -0.65488, -0.993403, -0.587631, -0.872896, -0.578393, -0.675784, -0.553554, -0.40995, -0.532835, -0.109923, -0.525606, 0.198461, -0.508004, 0.484625, -0.484197, 0.765872, -0.433153, 1.01104, -0.360774, 1.18957, -0.305615, 1.30751, -0.258955, 1
1.29385, 0.0348461, 1.29902, 0.0374853, 1.30565, 0.0424856, 1.31237, 0.0516413, 1.35408, 0.074884, 1.3995, 0.118645, 1.4676, 0.162, 1.5183, 0.197902, 1.4921, 0.229562, 1.31568, 0.186493, 1.00943, 0.107278, 0.683972, 0.0738738, 0.405948, 0.101349, 0.11426, 0.181616, -0.216209, 0.213055, -0.534713, 0.292984, -0.731782, 0.498401, -0.75413, 0.598916, -0.626529, 0.518963, -0.465603, 0.417693, -0.214824, 0.34576, 0.144839, 0.19642, 0.534286, 0.0919633, 0.883823, 0.0204533, 1.1852, 0.0230327, 1.48935, 0.122387, 1.81627, 0.307902, 2.04966, 0.471838, 2.19575, 0.545603, 2.1914, 0.564934, 2.0156, 0.507932, 1.68335, 0.300583, 1.31429, 0.107002, 0.918368, 0.0289188, 0.54369, 0.0707889, 0.20882, 0.136793, -0.13192, 0.239206, -0.400661, 0.347184, -0.562939, 0.487742, -0.681833, 0.701889, -0.646809, 0.789277, -0.552023, 0.706511, -0.384681, 0.55929, -0.172108, 0.384848, 0.123871, 0.201976, 1
1.16746, 0.368206, 1.18198, 0.358807, 1.17859, 0.376592, 1.18409, 0.386264, 1.1734, 0.26165, 1.1127, -0.245376, 0.861665, -0.209718, 0.576494, -0.143886, 0.285881, -0.0946704, -0.0226737, 0.0760287, -0.370138, 0.135001, -0.677397, 0.184105, -1.01019, 0.155495, -1.32899, 0.195148, -1.37423, 0.18553, -1.24708, 0.207317, -0.898147, 0.245481, -0.487856, 0.382102, -0.0892385, 0.423377, 0.294751, 0.320975, 0.706181, 0.281217, 1.09227, 0.261286, 1.36187, 0.25631, 1.34767, 0.2508, 1.337, 0.186093, 1.14641, 0.170834, 0.830664, 0.162165, 0.458124, 0.196538, 0.134554, 0.207252, -0.156258, 0.167265, -0.469127, 0.177777, -0.729542, 0.175991, -0.986939, 0.183669, -1.16987, 0.25195, -1.18061, 0.285542, -1.06433, 0.260616, -0.853953, 0.292958, -0.530323, 0.360547, -0.211634, 0.434405, 0.152137, 0.47336, 0.456816, 0.507782, 0.738237, 0.547472, 0.929466, 0.58521, 1.12767, 0.610844, 1.16171, 0.602278, 1
1.35222, 0.29412, 1.35757, 0.296988, 1.35457, 0.30234, 1.34197, 0.311898, 1.38423, -0.111882, 1.18441, -0.0821846, 0.987021, -0.145642, 0.618786, -0.0650122, 0.296493, -0.027151, -0.043594, 0.0484126, -0.328992, 0.0795552, -0.535162, 0.101432, -0.706726, 0.114914, -0.841143, 0.154492, -0.784903, 0.158004, -0.534713, 0.178761, -0.188245, 0.200875, 0.206708, 0.258208, 0.603301, 0.232205, 1.06721, 0.175931, 1.39987, 0.184402, 1.63027, 0.147805, 1.73598, 0.0755641, 1.679, 0.05336, 1.59721, -0.00957936, 1.43572, -0.103859, 1.1092, -0.113219, 0.685493, -0.0302092, 0.320926, 0.0783425, 0.0551942, 0.103633, -0.201725, 0.130641, -0.369248, 0.207139, -0.501338, 0.26027, -0.670757, 0.266784, -0.816078, 0.228283, -0.959059, 0.191812, -0.975883, 0.239206, -0.863769, 0.240508, -0.627655, 0.274393, -0.33898, 0.352389, -0.0903457, 0.400535, 0.176059, 0.428222, 0.394735, 0.44268, 0.676749, 0.359737, 0.955863, 0.311183, 1
