@relation wall-following
@attribute f1 real [-1.33485, 4.39509]
@attribute f2 real [-1.34032, 1.91325]
@attribute f3 real [-1.6188, 2.0359]
@attribute f4 real [-1.49958, 1.69586]
@attribute f5 real [-1.37285, 1.52435]
@attribute f6 real [-1.38711, 1.64663]
@attribute f7 real [-1.5768, 1.17203]
@attribute f8 real [-1.51265, 2.29103]
@attribute f9 real [-1.68731, 1.3813]
@attribute f10 real [-1.54635, 1.67422]
@attribute f11 real [-1.27812, 1.78694]
@attribute f12 real [-1.0404, 2.33909]
@attribute f13 real [-0.963479, 2.04469]
@attribute f14 real [-0.909703, 1.7817]
@attribute f15 real [-0.997282, 1.62887]
@attribute f16 real [-0.708296, 3.45713]
@attribute f17 real [-0.654758, 4.25674]
@attribute f18 real [-0.625359, 4.59764]
@attribute f19 real [-0.627373, 3.44381]
@attribute f20 real [-0.631907, 3.43731]
@attribute f21 real [-0.716582, 4.48941]
@attribute f22 real [-0.895875, 2.05001]
@attribute f23 real [-0.919933, 2.66751]
@attribute f24 real [-1.04435, 2.97397]
@attribute clase {0, 1, 2, 3}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24
@outputs clase
@data
-1.28751, -1.29706, 0.910391, 0.648021, 1.52435, 0.0194352, 1.16637, -0.170389, -0.58485, -0.144808, -0.616049, -0.312796, -0.303999, -0.300269, -0.269187, -0.554459, -0.517827, -0.469096, -0.484095, -0.553063, -0.659113, -0.848792, -0.863407, -0.999155, 1
-1.28876, -1.29493, 0.910391, 0.633511, 1.52435, 0.0194352, 1.16637, -0.16859, -0.583376, -0.145573, -0.592895, -0.312796, -0.306131, -0.300269, -0.269187, -0.554459, -0.517827, -0.469096, -0.484095, -0.549559, -0.659113, -0.848792, -0.86031, -0.999155, 1
-1.24392, -1.27224, 0.932035, 0.671697, 1.52435, 0.0248929, 1.16637, 0.0599191, -0.601063, -0.1601, -0.637033, -0.341612, -0.331714, -0.321196, -0.860873, -0.568113, -0.524195, -0.475841, -0.489337, -0.532038, -0.633196, -0.834158, -0.835532, -0.967864, 2
-1.23271, -1.28146, 0.95849, 0.662532, -0.00489242, 0.0264523, 1.16637, 0.396385, -0.603274, -0.384898, -0.650781, -0.350417, -0.342374, -0.58501, -0.844551, -0.609076, -0.528441, -0.481462, -0.494579, -0.493492, -0.627562, -0.829704, -0.828563, -0.960041, 2
-1.23395, -1.28004, 0.956085, 0.660241, -0.00265232, 0.0264523, -0.278783, 0.399084, -1.0506, -0.160865, -0.650057, -0.349617, -0.341663, -0.582473, -0.842219, -0.611807, -0.528441, -0.481462, -0.494579, -0.493492, -0.624181, -0.822069, -0.830111, -0.96091, 2
-1.23395, -1.28997, 2.02949, 0.659477, -0.00339902, 0.0334694, -0.286564, 0.38289, -1.04691, -0.397132, -0.647887, -0.348016, -0.343084, -0.583741, -0.301249, -0.477086, -0.52738, -0.487083, -0.502442, -0.507509, -0.618547, -0.839248, -0.835532, -0.96091, 1
-1.23271, -1.27508, -1.57792, 0.663296, -0.00190562, 0.0365882, -0.290808, 0.0779119, -1.04617, -0.397896, -0.646439, -0.350417, -0.348769, -0.340221, -0.262191, -0.579037, -0.460506, -0.489331, -0.508557, -0.503129, -0.623054, -0.839248, -0.841726, -0.957434, 1
-1.22025, -1.2694, -1.5691, 0.669406, -0.00190562, 0.0381475, -0.289393, 0.838109, -1.04765, -0.404013, -0.652952, -0.358421, -0.356587, -0.345295, -0.269187, -0.615448, -0.472183, -0.490455, -0.511178, -0.517145, -0.61404, -0.837339, -0.83708, -0.947872, 1
-1.21776, -1.26798, -1.56429, 0.672461, -0.00190562, 0.0381475, -0.291515, 0.461159, -1.05428, -0.408601, -0.654399, -0.363224, -0.36085, -0.349734, -0.248201, -0.615448, -0.488105, -0.490455, -0.511178, -0.468087, -0.608405, -0.834158, -0.833983, -0.93918, 1
-1.19907, -1.26302, 2.0351, 0.680098, 1.52435, 0.0397069, -0.289393, 0.380191, -0.395457, -0.417776, -0.662358, -0.37443, -0.367246, -0.361149, -0.316988, -0.615448, -0.476429, -0.487083, -0.512052, -0.515393, -0.59601, -0.827795, -0.82624, -0.926142, 1
