@relation wall-following
@attribute f1 real [-1.33485, 4.39509]
@attribute f2 real [-1.34032, 1.91325]
@attribute f3 real [-1.6188, 2.0359]
@attribute f4 real [-1.49958, 1.69586]
@attribute f5 real [-1.37285, 1.52435]
@attribute f6 real [-1.38711, 1.64663]
@attribute f7 real [-1.5768, 1.17203]
@attribute f8 real [-1.51265, 2.29103]
@attribute f9 real [-1.68731, 1.3813]
@attribute f10 real [-1.54635, 1.67422]
@attribute f11 real [-1.27812, 1.78694]
@attribute f12 real [-1.0404, 2.33909]
@attribute f13 real [-0.963479, 2.04469]
@attribute f14 real [-0.909703, 1.7817]
@attribute f15 real [-0.997282, 1.62887]
@attribute f16 real [-0.708296, 3.45713]
@attribute f17 real [-0.654758, 4.25674]
@attribute f18 real [-0.625359, 4.59764]
@attribute f19 real [-0.627373, 3.44381]
@attribute f20 real [-0.631907, 3.43731]
@attribute f21 real [-0.716582, 4.48941]
@attribute f22 real [-0.895875, 2.05001]
@attribute f23 real [-0.919933, 2.66751]
@attribute f24 real [-1.04435, 2.97397]
@attribute clase {0, 1, 2, 3}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24
@outputs clase
@data
-1.28751, -1.29706, 0.910391, 0.635802, 1.52435, 0.0194352, 1.16637, 0.0869084, -0.583376, -0.144808, -0.617496, -0.312796, -0.306131, -0.300269, -0.269187, -0.554459, -0.517827, -0.469096, -0.484095, -0.549559, -0.659113, -0.848792, -0.858761, -0.999155, 1
-1.25388, -1.27791, 0.927225, 0.667115, 1.52435, 0.0233336, 1.16637, 0.0635177, -0.597378, -0.153983, -0.633415, -0.336009, -0.326739, -0.31866, -0.857376, -0.554459, -0.525257, -0.474717, -0.490211, -0.53379, -0.63883, -0.837339, -0.840952, -0.974818, 2
-1.23021, -1.27295, 0.945663, 0.661005, -0.0101193, 0.0256726, 1.16637, -0.19288, -0.60401, -0.162394, -0.652228, -0.351217, -0.340952, -0.583741, -0.842802, -0.609076, -0.52738, -0.480338, -0.492832, -0.498749, -0.625308, -0.83034, -0.827788, -0.958303, 2
-1.23395, -1.285, 2.02708, 0.662532, -0.00190562, 0.0264523, -0.285857, 0.407181, -1.05281, -0.160865, -0.650057, -0.349617, -0.341663, -0.584376, -0.839888, -0.555369, -0.531626, -0.481462, -0.491958, -0.477724, -0.624181, -0.813798, -0.830111, -0.96091, 2
-1.23644, 1.89552, 2.02869, 0.661005, -0.0101193, 0.029571, -0.289393, 0.410779, -1.0506, -0.397132, -0.647887, -0.348816, -0.342374, -0.583741, -0.756527, -0.533523, -0.530564, -0.485959, -0.4972, -0.502253, -0.626435, -0.838612, -0.833983, -0.96091, 1
-1.23644, -1.28075, -1.57872, 0.661769, -0.00339902, 0.0350288, -0.290101, 0.374793, -1.04175, -0.396367, -0.643545, -0.348016, -0.346638, -0.336416, -0.261025, -0.467983, -0.483859, -0.489331, -0.509431, -0.514517, -0.625308, -0.841157, -0.844049, -0.960041, 1
-1.2352, -1.25735, -1.57792, 0.662532, -0.00339902, 0.0350288, -0.290101, 0.0824102, -1.03954, -0.397132, -0.643545, -0.348016, -0.347348, -0.338953, -0.259277, -0.468893, -0.463691, -0.489331, -0.510305, -0.45407, -0.624181, -0.843066, -0.844049, -0.958303, 1
-1.23271, -1.27578, -1.57551, 0.663296, -0.00414572, 0.0342491, -0.290808, 0.0797112, -1.04617, -0.397896, -0.645716, -0.350417, -0.348769, -0.340221, -0.262191, -0.579037, -0.467937, -0.489331, -0.508557, -0.500501, -0.621927, -0.839248, -0.841726, -0.957434, 1
-1.23271, -1.28713, -1.57551, 0.663296, -0.00414572, 0.0365882, -0.290808, 0.0797112, -1.04396, -0.398661, -0.643545, -0.350417, -0.348769, -0.340221, -0.262774, -0.581767, -0.472183, -0.489331, -0.509431, -0.518021, -0.621927, -0.839248, -0.841726, -0.956564, 1
-1.22648, -1.27224, -1.57471, 0.666351, -0.00265232, 0.0373678, -0.292223, 0.375693, -1.0447, -0.401719, -0.649334, -0.354419, -0.353033, -0.344026, -0.266272, -0.607255, -0.476429, -0.490455, -0.510305, -0.48298, -0.61742, -0.839248, -0.839403, -0.952218, 1
