@relation wall-following
@attribute f1 real [-1.33485, 4.39509]
@attribute f2 real [-1.34032, 1.91325]
@attribute f3 real [-1.6188, 2.0359]
@attribute f4 real [-1.49958, 1.69586]
@attribute f5 real [-1.37285, 1.52435]
@attribute f6 real [-1.38711, 1.64663]
@attribute f7 real [-1.5768, 1.17203]
@attribute f8 real [-1.51265, 2.29103]
@attribute f9 real [-1.68731, 1.3813]
@attribute f10 real [-1.54635, 1.67422]
@attribute f11 real [-1.27812, 1.78694]
@attribute f12 real [-1.0404, 2.33909]
@attribute f13 real [-0.963479, 2.04469]
@attribute f14 real [-0.909703, 1.7817]
@attribute f15 real [-0.997282, 1.62887]
@attribute f16 real [-0.708296, 3.45713]
@attribute f17 real [-0.654758, 4.25674]
@attribute f18 real [-0.625359, 4.59764]
@attribute f19 real [-0.627373, 3.44381]
@attribute f20 real [-0.631907, 3.43731]
@attribute f21 real [-0.716582, 4.48941]
@attribute f22 real [-0.895875, 2.05001]
@attribute f23 real [-0.919933, 2.66751]
@attribute f24 real [-1.04435, 2.97397]
@attribute clase {0, 1, 2, 3}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24
@outputs clase
@data
-1.28751, -1.29706, 0.911192, 0.635802, 1.52435, 0.0194352, 1.16637, 0.0896073, -0.583376, -0.147866, -0.617496, -0.312796, -0.306131, -0.300269, -0.269187, -0.555369, -0.517827, -0.469096, -0.484095, -0.549559, -0.659113, -0.848792, -0.862633, -0.999155, 1
-1.28627, -1.29706, 0.911192, 0.635802, 1.52435, 0.0194352, 1.16637, 0.0833098, -0.583376, -0.143279, -0.610984, -0.313596, -0.306841, -0.299001, -0.269187, -0.5581, -0.517827, -0.469096, -0.484095, -0.552187, -0.659113, -0.848792, -0.86031, -0.998286, 1
-1.28502, 1.89552, 0.911994, 0.635038, 1.52435, 0.0202148, -0.22856, -0.174887, -0.586324, -0.148631, -0.595066, -0.315197, -0.308263, -0.302171, -0.268604, -0.559011, -0.518888, -0.47022, -0.484095, -0.547807, -0.656859, -0.847519, -0.86031, -0.996548, 1
-1.28004, 1.91041, 0.915201, 0.63962, 1.52435, 0.0202148, 1.16637, 0.0770123, -0.588535, -0.148631, -0.616049, -0.318399, -0.311105, -0.305342, -0.271518, -0.552639, -0.51995, -0.471344, -0.484969, -0.546055, -0.653479, -0.846247, -0.86031, -0.993071, 1
-1.27132, 1.91325, 0.918407, 0.643439, 1.52435, 0.0209945, -0.229267, 0.0716145, -0.591483, -0.153219, -0.610261, -0.324002, -0.31608, -0.309147, -0.846883, -0.552639, -0.521011, -0.471344, -0.485843, -0.542551, -0.648971, -0.843066, -0.852567, -0.987856, 2
-1.2626, 1.91112, 0.922416, 0.647258, 1.52435, 0.0225539, 1.16637, -0.174887, -0.592956, -0.156277, -0.623285, -0.329605, -0.321054, -0.313586, -0.852129, -0.55719, -0.524195, -0.472468, -0.489337, -0.53817, -0.644464, -0.839884, -0.847147, -0.981771, 2
-1.23395, -1.26444, 0.936845, 0.673224, 1.52435, 0.0256726, 1.16637, 0.0590195, -0.606221, -0.163159, -0.637756, -0.348016, -0.337399, -0.580571, -0.864371, -0.565383, -0.525257, -0.476965, -0.490211, -0.52503, -0.627562, -0.830977, -0.829337, -0.96178, 2
-1.23644, 1.89552, 0.967308, 0.660241, -0.00414572, 0.0264523, -0.287979, 0.407181, -1.04912, -0.160865, -0.651504, -0.348816, -0.341663, -0.584376, -0.812489, -0.559011, -0.531626, -0.482586, -0.495453, -0.49612, -0.624181, -0.82525, -0.830111, -0.96091, 2
-1.23395, -1.28784, 2.03109, 0.663296, -0.00339902, 0.0342491, -0.290101, 0.0779119, -1.04544, -0.397896, -0.643545, -0.349617, -0.348059, -0.339587, -0.262191, -0.468893, -0.472183, -0.489331, -0.509431, -0.501377, -0.623054, -0.839884, -0.840178, -0.957434, 1
-1.09693, -1.22544, 2.01265, 0.157709, 0.621589, 0.0521818, -0.288686, 0.376593, -0.435252, -0.465183, -0.721691, -0.437666, -0.429073, -0.419492, -0.610208, -0.430662, -0.488105, -0.487083, -0.512926, -0.522402, -0.518258, -0.787075, -0.776683, -0.850522, 1
