@relation letter
@attribute f1 real [-2.10303, 5.73719]
@attribute f2 real [-2.12903, 2.41016]
@attribute f3 real [-2.5424, 4.90335]
@attribute f4 real [-2.37573, 4.25736]
@attribute f5 real [-1.60051, 5.24737]
@attribute f6 real [-3.40448, 3.99914]
@attribute f7 real [-3.22551, 3.22512]
@attribute f8 real [-1.71432, 3.8413]
@attribute f9 real [-2.17515, 4.12519]
@attribute f10 real [-3.32816, 2.69963]
@attribute f11 real [-2.45299, 3.24811]
@attribute f12 real [-3.81089, 3.39851]
@attribute f13 real [-1.30591, 5.12484]
@attribute f14 real [-5.3913, 4.30662]
@attribute f15 real [-1.43812, 4.40512]
@attribute f16 real [-4.82309, 4.45065]
@attribute clase integer [0, 25]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16
@outputs clase
@data
0.3333327381119407,0.7999995593927552,0.2,0.4666666666666666,0.1333333820101988,0.6666671168968693,0.3333333333333333,0.3333339933256774,0.2666665608522714,0.8666658924746881,0.19999999999999996,0.6000001387077981,0.13333265948761808,0.5333333333333333,0.2666667807586202,0.6666673855424025,8
0.06666649660341165,0.06666607919034019,0.2,0.1333330318147349,0.0666673481427829,0.533333288310313,0.13333271323886192,0.13333399332567744,0.1333324868181717,0.5333326144407818,0.13333216396835695,0.5333334951590978,0.06666594098666562,0.4000002062297895,0.13333373265517076,0.46666706204832137,0
0.13333299320682326,0.13333215838068027,0.26666662189839846,0.2666668174259659,0.1333333820101988,0.6666671168968693,0.4000001550236178,0.13333399332567744,0.39999999999999997,0.7999996682034378,0.2666660819841784,0.5333334951590978,0.06666594098666562,0.4000002062297895,0.06666678075862023,0.46666706204832137,9
0.39999897962046976,0.8666656385830953,0.26666662189839846,0.4666666666666666,0.2666667640203976,0.39999986493093914,0.46666682169028445,0.4000007199916481,0.19999984127840717,0.6666660583729692,0.46666608198417847,0.6000001387077981,0.33333281499047546,0.6,0.33333339037931015,0.5333336927712012,14
0.06666649660341165,0.20000044060724498,0.13333378101601587,0.1333330318147349,0.0666673481427829,0.533333288310313,0.533333643380569,0.13333399332567744,0.33333326455397644,0.9333321167459385,0.3333326901825963,0.5333334951590978,0.0,0.466666563551772,0.0,0.46666706204832137,9
0.39999897962046976,0.7333334802024151,0.4666664875935937,0.5333336348519317,0.20000014603059635,0.4666665901275322,0.533333643380569,0.4666674466576188,0.7333334391477285,0.2666665560678126,0.46666608198417847,0.9333328709740061,0.06666594098666562,0.466666563551772,0.2666667807586202,0.5333336927712012,2
0.46666547622388144,0.7333334802024151,0.7333324379679683,0.5333336348519317,0.6000002920611928,0.19999945972375677,0.533333643380569,0.26666726665970675,0.33333326455397644,0.6666660583729692,0.7333321639683569,0.6666667129025994,0.6666671850095245,0.6,0.33333339037931015,0.46666706204832137,12
0.5333332483017058,0.7999995593927552,0.5333324379679684,0.39999999999999997,0.2666667640203976,0.19999945972375677,0.6666666666666666,0.26666726665970675,0.46666671957386424,0.7999996682034378,0.7333321639683569,0.6000001387077981,0.19999939353885626,0.466666563551772,0.20000034227586067,0.266666954216961,23
0.2666661012063437,0.46666636558504937,0.3333332035053554,0.3333333333333333,0.20000014603059635,0.4666665901275322,0.46666682169028445,0.5333338133277654,0.39999999999999997,0.46666605837296926,0.39999947378576056,0.5333334951590978,0.19999939353885626,0.5333333333333333,0.20000034227586067,0.5333336927712012,14
0.2666661012063437,0.5999995593927552,0.3333332035053554,0.39999999999999997,0.3999997079388074,0.533333288310313,0.3333333333333333,0.26666726665970675,0.19999984127840717,0.46666605837296926,0.3333326901825963,0.733332870974006,0.39999999999999997,0.5333333333333333,0.33333339037931015,0.7333341240966428,6
