@relation page-blocks
@attribute f1 real [-0.499628, 41.8514]
@attribute f2 real [-0.772027, 4.03962]
@attribute f3 real [-0.245682, 29.446]
@attribute f4 real [-0.44773, 17.0418]
@attribute f5 real [-1.78132, 3.55181]
@attribute f6 real [-4.23677, 1.2595]
@attribute f7 real [-0.0755552, 71.6394]
@attribute f8 real [-0.282549, 25.7028]
@attribute f9 real [-0.390171, 24.1253]
@attribute f10 real [-0.631546, 18.5606]
@attribute clase {0, 1, 2, 3, 4}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10
@outputs clase
@data
-0.235923, -0.719726, -0.238465, -0.409949, 0.339552, 0.562209, -0.0379171, -0.273889, -0.374226, -0.607638, 0
-0.235923, -0.623842, -0.224855, -0.35025, -0.459293, -0.258129, -0.0259019, -0.263656, -0.351372, -0.595684, 0
-0.288664, -0.719726, -0.239908, -0.402361, 0.339552, 0.591507, -0.0538409, -0.276251, -0.377415, -0.601661, 0
-0.183182, -0.641275, -0.22403, -0.373504, -0.26802, -0.832366, -0.0528276, -0.25972, -0.355624, -0.553845, 0
0.0277823, -0.711009, -0.228979, -0.42428, 1.18903, 1.2595, -0.0162029, -0.247912, -0.34712, -0.577753, 0
0.0277823, -0.475657, -0.167734, -0.344322, 0.0751452, -0.750332, -0.00129241, -0.172341, -0.259424, -0.494075, 0
-0.394146, -0.266456, -0.210626, 0.192583, 0.598332, -1.81677, 1.12597, -0.221935, -0.349246, -0.631546, 1
-0.0249588, -0.449507, -0.168765, -0.324194, 0.322675, 0.94894, -0.0448657, -0.160533, -0.202555, -0.326719, 0
-0.0776998, 0.0037635, -0.0800939, -0.122264, -0.611186, 0.00555122, -0.0584733, -0.121961, -0.0553324, -0.057755, 0
-0.0776998, 0.021197, -0.0763821, -0.115034, -0.464919, 0.585648, -0.0620923, -0.101494, -0.00430941, 0.0976467, 0
-0.0776998, -0.676142, -0.224855, -0.404543, 0.423936, 1.14817, -0.0652771, -0.250274, -0.337553, -0.470167, 0
0.0277823, 0.0822142, -0.0225608, -0.154834, -0.779956, -1.07847, -0.0590523, -0.0912601, -0.0462971, 0.0617848, 0
-0.0776998, 0.021197, -0.0763821, -0.115034, -0.431165, 0.339546, -0.0603552, -0.0975577, -0.0229115, 0.0677618, 0
-0.0249588, -0.0572537, -0.0759697, -0.177632, -0.577432, 0.245793, -0.0596314, -0.114089, -0.0292894, -0.00993908, 0
-0.0249588, -0.745876, -0.238877, -0.43493, 0.0357656, -2.25624, 0.127111, -0.276251, -0.385387, -0.631546, 0
