@relation nursery
@attribute f1 real [-1.2247, 1.2247]
@attribute f2 real [-1.41416, 1.41416]
@attribute f3 real [-1.34159, 1.34159]
@attribute f4 real [-1.34159, 1.34159]
@attribute f5 real [-1.2247, 1.2247]
@attribute f6 real [-0.999961, 0.999961]
@attribute f7 real [-1.33625, 1.069]
@attribute f8 real [-1.2247, 1.2247]
@attribute clase integer [0, 4]
@inputs f1, f2, f3, f4, f5, f6, f7, f8
@outputs clase
@data
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.6666670824238646,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.6666670824238646,0.5,3
0.0,0.0,0.0,0.0,0.0,0.0,0.6666670824238646,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,1.0,0.6666670824238646,0.5,3
0.0,0.0,0.0,0.0,0.0,1.0,0.6666670824238646,1.0,0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,3
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,3
0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0.5,0.0,0.6666670824238646,0.5,3
0.0,0.0,0.0,0.0,0.5,0.0,0.6666670824238646,1.0,0
0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,3
0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,3
0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0
0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,3
0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0.5,1.0,0.6666670824238646,0.0,2
0.0,0.0,0.0,0.0,0.5,1.0,0.6666670824238646,0.5,3
0.0,0.0,0.0,0.0,0.5,1.0,0.6666670824238646,1.0,0
0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,3
0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,3
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,3
0.0,0.0,0.0,0.0,1.0,0.0,0.6666670824238646,0.0,2
0.0,0.0,0.0,0.0,1.0,0.0,0.6666670824238646,0.5,3
0.0,0.0,0.0,0.0,1.0,0.0,0.6666670824238646,1.0,0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,3
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1.0,1.0,0.6666670824238646,0.0,2
0.0,0.0,0.0,0.0,1.0,1.0,0.6666670824238646,0.5,3
0.0,0.0,0.0,0.0,1.0,1.0,0.6666670824238646,1.0,0
0.0,0.0,0.0,0.33333358179473616,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.33333358179473616,0.0,0.0,0.0,0.5,3
0.0,0.0,0.0,0.33333358179473616,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.33333358179473616,0.0,0.0,0.6666670824238646,0.0,2
0.0,0.0,0.0,0.33333358179473616,0.0,0.0,0.6666670824238646,0.5,3
0.0,0.0,0.0,0.33333358179473616,0.0,0.0,1.0,0.0,3
0.0,0.0,0.0,0.33333358179473616,0.0,0.0,1.0,0.5,3
0.0,0.0,0.0,0.33333358179473616,0.0,1.0,0.0,0.0,2
0.0,0.0,0.0,0.33333358179473616,0.0,1.0,0.0,0.5,3
0.0,0.0,0.0,0.33333358179473616,0.0,1.0,0.0,1.0,0
0.0,0.0,0.0,0.33333358179473616,0.0,1.0,0.6666670824238646,0.0,2
0.0,0.0,0.0,0.33333358179473616,0.0,1.0,0.6666670824238646,0.5,3
0.0,0.0,0.0,0.33333358179473616,0.0,1.0,1.0,0.0,3
0.0,0.0,0.0,0.33333358179473616,0.0,1.0,1.0,0.5,3
0.0,0.0,0.0,0.33333358179473616,0.0,1.0,1.0,1.0,0
0.0,0.0,0.0,0.33333358179473616,0.5,0.0,0.0,0.0,2
0.0,0.0,0.0,0.33333358179473616,0.5,0.0,0.6666670824238646,0.5,3
0.0,0.0,0.0,0.33333358179473616,0.5,0.0,1.0,0.0,3
0.0,0.0,0.0,0.33333358179473616,0.5,0.0,1.0,0.5,3
0.0,0.0,0.0,0.33333358179473616,0.5,0.0,1.0,1.0,0
0.0,0.0,0.0,0.33333358179473616,0.5,1.0,0.0,0.0,2
0.0,0.0,0.0,0.33333358179473616,0.5,1.0,0.0,0.5,3
0.0,0.0,0.0,0.33333358179473616,0.5,1.0,0.6666670824238646,0.0,2
0.0,0.0,0.0,0.33333358179473616,0.5,1.0,1.0,0.0,3
0.0,0.0,0.0,0.33333358179473616,0.5,1.0,1.0,0.5,3
0.0,0.0,0.0,0.33333358179473616,0.5,1.0,1.0,1.0,0
0.0,0.0,0.0,0.33333358179473616,1.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.33333358179473616,1.0,0.0,0.0,0.5,3
0.0,0.0,0.0,0.33333358179473616,1.0,0.0,0.6666670824238646,0.0,3
0.0,0.0,0.0,0.33333358179473616,1.0,0.0,0.6666670824238646,0.5,3
0.0,0.0,0.0,0.33333358179473616,1.0,0.0,0.6666670824238646,1.0,0
0.0,0.0,0.0,0.33333358179473616,1.0,0.0,1.0,0.5,3
0.0,0.0,0.0,0.33333358179473616,1.0,0.0,1.0,1.0,0
0.0,0.0,0.0,0.33333358179473616,1.0,1.0,0.0,0.0,3
0.0,0.0,0.0,0.33333358179473616,1.0,1.0,0.0,0.5,3
0.0,0.0,0.0,0.33333358179473616,1.0,1.0,0.0,1.0,0
0.0,0.0,0.0,0.33333358179473616,1.0,1.0,0.6666670824238646,0.5,3
0.0,0.0,0.0,0.33333358179473616,1.0,1.0,1.0,0.0,3
