@relation page-blocks
@attribute f1 real [-0.499628, 41.8514]
@attribute f2 real [-0.772027, 4.03962]
@attribute f3 real [-0.245682, 29.446]
@attribute f4 real [-0.44773, 17.0418]
@attribute f5 real [-1.78132, 3.55181]
@attribute f6 real [-4.23677, 1.2595]
@attribute f7 real [-0.0755552, 71.6394]
@attribute f8 real [-0.282549, 25.7028]
@attribute f9 real [-0.390171, 24.1253]
@attribute f10 real [-0.631546, 18.5606]
@attribute clase integer [0, 4]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10
@outputs clase
@data
0.00498131946171413,0.010869666872902363,1.94465237772653E-4,0.0025940662785106285,0.336497122702803,0.7260123683880159,6.721847607038595E-4,1.8179474903338825E-4,4.119031610691876E-4,6.228589549079097E-4,0
0.00498131946171413,0.009058021089244507,1.5974170813226496E-4,0.0022216148747279106,0.2964128007380281,0.2889122987043941,0.0018167145142412363,9.089737451669306E-5,6.506095681376112E-5,0.0,0
0.00498131946171413,0.010869666872902363,1.94465237772653E-4,0.0025940662785106285,0.45780507881862986,0.9083150936908122,0.0015139282970645992,3.029399374239688E-4,5.419842841281734E-4,3.1142947745395485E-4,0
0.00498131946171413,0.0018116457836578565,2.081391010452043E-5,7.318664366623937E-4,0.7890282067003804,1.0,0.00141299955800572,3.032478032140384E-5,6.506095681376112E-5,0.0,0
0.00498131946171413,0.010869666872902363,1.94465237772653E-4,0.0025940662785106285,0.3976786614989696,0.84754751858988,8.074285180617391E-4,2.4236734322867745E-4,4.986239097751788E-4,6.228589549079097E-4,0
0.006226649327142662,0.010869666872902363,2.4306470748272196E-4,0.0021602067065267056,0.37236219630873424,0.8731337798179493,6.560361066780671E-4,3.029399374239688E-4,6.50405615294929E-4,9.342884323618645E-4,0
0.00498131946171413,0.01268131265656022,2.2918876741304198E-4,0.0029665176822933504,0.34071653981808053,0.440298602506791,0.002825996327192854,2.4236734322867745E-4,2.601622461179716E-4,0.0,0
0.00498131946171413,0.03260879278966224,6.111475934573199E-4,0.007063425946837911,0.18987255139102177,0.3603407401747003,9.083572571206181E-4,4.544099061359532E-4,6.720654071871591E-4,9.342884323618645E-4,0
0.006226649327142662,0.010869666872902363,2.4306470748272196E-4,0.0021602067065267056,0.321729190925404,0.5181241096234356,0.0013120722133561343,2.4236734322867745E-4,3.4688299482396286E-4,3.1142947745395485E-4,0
0.00498131946171413,0.005434937350973592,9.029464885148698E-5,0.0014767692442278334,0.472573141851033,0.786779961683105,0.0018167145142412363,9.089737451669306E-5,1.9514207987274694E-4,0.0,0
0.014943958385142387,0.04347825183351978,0.0022085309953137726,0.003568020409925255,0.1919823818283072,0.2388055899728361,0.0019903114992115343,0.0020902932648701393,0.0018644553066102616,0.001868576864723729,0
0.01245330573793864,0.01268131265656022,5.625481237472509E-4,0.0013408021827916489,0.5801677438952358,1.0,9.870815620338003E-4,0.0013935160155055064,0.0017560747660120423,0.0024914358196316388,0
0.002490659730857065,0.20289850855642566,0.002305763614200099,0.07013115847023906,0.3776363973876504,0.43710006968362186,0.0026039505913265917,0.00399879178070689,0.003317007452151338,0.002802865297085594,1
0.009962643645863804,0.03623187652793316,0.001263990366056056,0.004331505763734074,0.3976786614989696,0.7569292265481863,4.0371495623551623E-4,0.0022417632335821236,0.0030134848316803694,0.008097166413802814,0
0.009962643645863804,0.06521737775027968,0.0022641021145248697,0.007642572441912392,0.5063283662689639,0.9072489160830891,4.4812270899947525E-4,0.005149978936207476,0.006438913614998464,0.016817191782513535,0
0.011207973511292336,0.1757245284203101,0.006757586181880839,0.01823673935205806,0.3449359381826432,0.8240934306356856,2.4626523088171713E-4,0.011026963309209355,0.01758229323842075,0.05169718904806164,0
0.0012453298654285332,0.03804352231159101,2.569743270185905E-4,0.020471379162275944,0.736286195911219,0.7334750658173634,0.00645942256685674,7.876746238813259E-4,5.636848665889377E-4,0.0,1
0.0012453298654285332,0.03079714700600439,2.0140320780749347E-4,0.01674693373692718,0.7953584480408314,0.8219612573618108,0.0056520038096600535,6.66490952266986E-4,4.986239097751788E-4,0.0,1
0.009962643645863804,0.148550652198717,0.005139375398133391,0.01716038109657607,0.24472495513891465,0.8390186435528095,1.8368971943525677E-4,0.00621023023396761,0.0135932163000254,0.03425717999435811,0
0.009962643645863804,0.11413035910572825,0.00395174648576662,0.013229229144522469,0.26054774588281177,0.9680164911840211,1.6350425050533961E-4,0.004998508967495491,0.011967234894242906,0.02927431877602432,0
0.013698635603367173,0.019927687962146844,9.51478599292556E-4,0.0018492206480105549,0.2679317773990133,0.9776120896535286,1.392819666712976E-4,0.0011209008584029414,0.00290510429108215,0.007785736936348859,0
0.009962643645863804,0.09601452475628407,0.003326689272773432,0.011160277034317106,0.25316371436661017,0.9541580016993344,9.689192415475426E-5,0.0040896891552235845,0.009929321773993248,0.02958574825347827,0
0.013698635603367173,0.01811604217848899,8.681219204759105E-4,0.0016946138632656224,0.336497122702803,1.0,1.2717012754963003E-4,0.0012723708271149248,0.002709962211209403,0.00903145484616468,0
0.009962643645863804,0.05615935666103518,0.001951556668295182,0.006609039808388219,0.23101180732515425,0.5671646407472704,2.482843355384262E-4,0.0021508658590654295,0.0035554691158085428,0.01058860223343445,0
0.0,0.021739125916759902,4.166149967522944E-5,0.024195818869918177,1.0,1.0,0.002422285554185217,1.8179474903338825E-4,1.300811230589858E-4,0.0,1
0.008717309057999726,0.003623291567315736,1.1804652899084694E-4,6.853243054558926E-4,0.38502042890385196,0.37846394009027945,0.0018167145142412363,9.089737451669306E-5,6.506095681376112E-5,0.0,0
0.002490659730857065,0.20289850855642566,0.002305763614200099,0.07013115847023906,0.321729190925404,0.3368866522205059,0.005904322171284017,0.003453522983278,0.002623241462503412,9.342884323618645E-4,1
0.0012453298654285332,0.0851448578833817,6.18119242958348E-4,0.04468021724997756,0.6044292938668286,0.6556499225838613,0.005853858498959225,0.0016055970616365392,0.0012574508562368635,3.1142947745395485E-4,1
0.01245330573793864,0.1159420048893861,0.004917131336648426,0.01099080421257747,0.3565394055648371,0.8688694332701995,3.249907907632633E-4,0.008239931663030579,0.01344145906884677,0.033011467295007035,0
0.009962643645863804,0.05615935666103518,0.001951556668295182,0.006609039808388219,0.2637123040315912,0.7665240972514087,2.1598702748684147E-4,0.0024235194993917535,0.004726199223339417,0.012768608575612128,0
0.011207973511292336,0.2264490724277986,0.008702218351927653,0.023450927497765808,0.39345918813154745,0.8528780427453528,3.391203401323467E-4,0.016025453419925204,0.02339245287190281,0.06197436180404213,0
0.009962643645863804,0.13405783923883027,0.004639312788005745,0.015504819168954229,0.21518901658125714,0.5799569526242342,2.4021070573017672E-4,0.005028795264593136,0.008715272082677914,0.02429144713676105,0
