@relation libras
@attribute f1 real [-2.39149, 1.8384]
@attribute f2 real [-2.1752, 1.76336]
@attribute f3 real [-2.42691, 1.83552]
@attribute f4 real [-2.1745, 1.7799]
@attribute f5 real [-2.42862, 1.8531]
@attribute f6 real [-2.17251, 1.76252]
@attribute f7 real [-2.42841, 1.87496]
@attribute f8 real [-2.1792, 1.76191]
@attribute f9 real [-2.44074, 1.91629]
@attribute f10 real [-2.16647, 1.75589]
@attribute f11 real [-2.43196, 1.97321]
@attribute f12 real [-2.16619, 1.80094]
@attribute f13 real [-2.42903, 2.05263]
@attribute f14 real [-2.17115, 1.85423]
@attribute f15 real [-2.38663, 2.16384]
@attribute f16 real [-2.19445, 1.90673]
@attribute f17 real [-2.2853, 2.22223]
@attribute f18 real [-2.21555, 1.99919]
@attribute f19 real [-2.16616, 2.24628]
@attribute f20 real [-2.25738, 2.06421]
@attribute f21 real [-2.06891, 2.24491]
@attribute f22 real [-2.23517, 2.01999]
@attribute f23 real [-2.13021, 2.25864]
@attribute f24 real [-2.21324, 1.98899]
@attribute f25 real [-2.42629, 2.26706]
@attribute f26 real [-2.40271, 2.90323]
@attribute f27 real [-2.53848, 2.24865]
@attribute f28 real [-2.82885, 1.98517]
@attribute f29 real [-2.5529, 2.24448]
@attribute f30 real [-2.86957, 2.01583]
@attribute f31 real [-2.58666, 2.29337]
@attribute f32 real [-2.70512, 2.09187]
@attribute f33 real [-2.53981, 2.25206]
@attribute f34 real [-2.43258, 2.17969]
@attribute f35 real [-2.32849, 2.33678]
@attribute f36 real [-2.35881, 2.27135]
@attribute f37 real [-2.22649, 2.39425]
@attribute f38 real [-2.444, 2.33496]
@attribute f39 real [-2.13127, 2.39491]
@attribute f40 real [-2.59646, 2.35193]
@attribute f41 real [-2.21229, 2.32088]
@attribute f42 real [-2.60693, 2.3303]
@attribute f43 real [-2.39317, 2.2502]
@attribute f44 real [-2.52776, 2.30444]
@attribute f45 real [-2.46995, 2.16677]
@attribute f46 real [-2.61951, 2.2776]
@attribute f47 real [-2.45136, 2.09865]
@attribute f48 real [-2.6941, 2.47182]
@attribute f49 real [-2.47953, 2.08511]
@attribute f50 real [-2.73244, 3.0394]
@attribute f51 real [-2.56134, 2.10015]
@attribute f52 real [-2.73784, 3.17647]
@attribute f53 real [-2.58679, 2.11624]
@attribute f54 real [-2.75308, 2.26756]
@attribute f55 real [-2.63835, 2.11464]
@attribute f56 real [-2.75096, 2.39908]
@attribute f57 real [-2.61734, 2.19575]
@attribute f58 real [-2.74137, 2.43072]
@attribute f59 real [-2.53724, 2.1914]
@attribute f60 real [-2.79144, 2.36238]
@attribute f61 real [-2.40785, 2.2496]
@attribute f62 real [-2.79368, 2.31601]
@attribute f63 real [-2.31263, 2.26198]
@attribute f64 real [-3.15661, 2.18488]
@attribute f65 real [-2.23253, 2.27485]
@attribute f66 real [-3.37187, 2.08399]
@attribute f67 real [-2.09688, 2.151]
@attribute f68 real [-3.25631, 2.05065]
@attribute f69 real [-2.1561, 2.1005]
@attribute f70 real [-2.93506, 2.03176]
@attribute f71 real [-2.10777, 2.10421]
@attribute f72 real [-2.47638, 1.97981]
@attribute f73 real [-2.28872, 2.09056]
@attribute f74 real [-2.24664, 2.21446]
@attribute f75 real [-2.33631, 2.09061]
@attribute f76 real [-2.26616, 2.82722]
@attribute f77 real [-2.301, 2.10884]
@attribute f78 real [-2.25891, 2.78107]
@attribute f79 real [-2.21068, 2.19062]
@attribute f80 real [-2.29599, 2.12689]
@attribute f81 real [-2.04717, 2.27451]
@attribute f82 real [-2.30723, 2.06275]
@attribute f83 real [-2.03577, 2.30494]
@attribute f84 real [-2.39448, 2.00521]
@attribute f85 real [-2.15201, 2.29801]
@attribute f86 real [-2.43416, 2.01068]
@attribute f87 real [-2.18811, 2.27714]
@attribute f88 real [-2.46497, 2.21782]
@attribute f89 real [-2.15769, 2.25103]
@attribute f90 real [-2.39386, 2.20349]
@attribute clase integer [0, 14]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59, f60, f61, f62, f63, f64, f65, f66, f67, f68, f69, f70, f71, f72, f73, f74, f75, f76, f77, f78, f79, f80, f81, f82, f83, f84, f85, f86, f87, f88, f89, f90
@outputs clase
@data
0.8390880141091138,0.3166083543223919,0.8421064979366228,0.30936576977544006,0.8424675130555012,0.31131249317031884,0.8371578553552216,0.31446470664355974,0.8133682806866145,0.28572084153417837,0.762793717382076,0.24999936982150822,0.6876438641039259,0.21656340519404374,0.5813977457273644,0.2115391180099386,0.4577478131038506,0.25320185824036595,0.3530778888778091,0.3418579735699129,0.26729858918545507,0.45276840353829234,0.21759458628114428,0.6262282169229194,0.25000266334281485,0.6989769955936178,0.26963546007733236,0.9830972866751695,0.2737139855504463,0.9746387194497892,0.2788609906086643,0.8541627145355734,0.2824074943602393,0.6741875475633473,0.2853528305971573,0.5183847426438827,0.33075979172167236,0.403340894253143,0.4026669288450747,0.33875987947595076,0.5356163567657952,0.2777772151591075,0.6624636847806658,0.23824965854062327,0.7530538829172345,0.2516770095015224,0.8155366691501776,0.27070299191625113,0.8503518349749378,0.2824853079780451,0.8620634174909737,0.28688891857207344,0.8405432242618057,0.32581304375537784,0.785875838156613,0.2610037980287532,0.6833718048073067,0.23053349806364545,0.5741151789943831,0.26234715220942917,0.4401831474304609,0.33230391667596276,0.3293528847267854,0.4781371864404876,0.24824177238218217,0.6460732130223283,0.2254206804335339,0.7843145605016808,0.2661983742893389,0.8904933136292436,0.2886340865816076,1.0,0.32762623079593,1.0,0.3305458422560155,0.8350721917469343,0.31446877891261366,0.7380922146516454,0.3031620203121805,0.7051758130448939,0.3111620943707077,0.579754827253214,0.3715458991731767,0.4879600608224671,0.4684360070291819,0.41690972003491694,0.5603950506690555,0.3512038763215946,0.6361896423451705,0.32717478547424056,0
0.829889193335997,0.5297797672245693,0.8306552834885265,0.5437536415132511,0.8287627402072064,0.5283044601947126,0.8279790025026897,0.559754079434474,0.8225878637512251,0.5047652433738872,0.7930204736707097,0.4303735950170526,0.7365958149435701,0.37579905499605004,0.6441831283361938,0.3557734603211759,0.5399089967232609,0.3750053384075886,0.42179474395119254,0.4121508518855328,0.3532147841124571,0.4625482943062071,0.3032468642127209,0.5508199218034233,0.31249896129630217,0.5382667350177349,0.3014896190410538,0.7774660263148054,0.2995739341056993,0.8084476194375076,0.2962973588277122,0.7559467499411089,0.27777673434379485,0.5516108120296513,0.3399526715495566,0.38460938714860826,0.4780444474261699,0.31334160570500696,0.6213367563817612,0.35830522654843294,0.7361404932971849,0.2581670288805667,0.8135922831908722,0.4026844915359463,0.8508536206628823,0.5335524687009277,0.8907782620257978,0.5891728869204325,0.9049870307406499,0.5678026417918722,0.9034471810515521,0.5519161153202994,0.8906641037799036,0.6225839733579783,0.8564882316184127,0.45283376439794637,0.7813192772210783,0.3302301390733726,0.6894121777086011,0.30246690804102594,0.5406634531771677,0.31692529292383687,0.4105060322082101,0.39066627476602966,0.29742422427219367,0.4522546399651018,0.22301477442865617,0.515410140645492,0.21064464596156554,0.6023099286867654,0.19545676855065783,0.7067871881584942,0.2205522368973896,0.7590302840106701,0.22384637626159953,0.7146551013276057,0.22013043557135864,0.719578252294652,0.2021016517847,0.811548131534204,0.1866936006367894,0.7331278404020156,0.2144372694789562,0.6114451245428656,0.31365117460146247,0.5335251887582007,0.4356490678013549,0.46916346878677023,0.5291787639042624,0.4564666601411683,0
0.8873540446678282,0.6050213783717907,0.8901518617314536,0.5999946894598422,0.8926926562222658,0.5943408309466509,0.8899118597750135,0.5849133873451895,0.877884705866152,0.5555625949683354,0.8604707650329045,0.5126587734709979,0.8135199903607147,0.4681562982873666,0.7209277283445447,0.37500573005817844,0.6478834306149931,0.4390984971789481,0.5687229741367588,0.44090022422302894,0.48209535863805164,0.4625482943062071,0.4189853834147898,0.49835682482872184,0.4116430694493272,0.48724222286720165,0.3927831498204561,0.6788729585668527,0.37284580333432,0.7352147214148279,0.34422390845957923,0.7946462260709319,0.3240795347119183,0.8032162037348203,0.2878416468928915,0.7224070010539593,0.3152497219060151,0.623328088119591,0.38933515679889,0.51465515046308,0.5250579616471475,0.48366594223886683,0.6523841520275145,0.4664403377343653,0.7383784226780999,0.46979565498835035,0.8131037074643791,0.4426777805308639,0.8812370745557152,0.4717491545157177,0.9149392147146083,0.5191269987538698,0.9293859490583731,0.6580639121705599,0.9339447379439046,0.6509401868723349,0.9157152681541381,0.6137060646663148,0.8894121777086011,0.5493867655447805,0.8181730346004789,0.4738400959745111,0.7279265336280033,0.4839685181475581,0.6370104140320986,0.5365194488128362,0.5395618520297183,0.5322060087130862,0.4537055396325706,0.5331399164857998,0.3749963200205128,0.5401210899894304,0.35760558813320914,0.5722949496760888,0.3284583864176448,0.5575867105929658,0.2914051303448652,0.6164010571470522,0.25684002453820465,0.7690034547625078,0.22317246996538384,0.8098137748914183,0.24628113833911966,0.7801208721523563,0.3217904638630838,0.7113767874659157,0.3980258664128548,0.5576361528063398,0.5077846404398555,0.5171517504649418,0
0.1402329611408335,0.15359928501787448,0.15331630079555558,0.1406155168925754,0.16210541558065453,0.1540801467841414,0.20412606863922925,0.13208715311168676,0.2903262084493336,0.12699242292905288,0.40465634697412367,0.1518982236528674,0.5151421571471286,0.21656340519404374,0.5883710913378178,0.33332918818486384,0.6314511495209127,0.47756255427381045,0.6469221111221909,0.6070328281951781,0.6515464252101385,0.719876103366266,0.6620353851236658,0.7803309195355799,0.6831919630967219,0.6581585920685119,0.6879013103884791,0.783100402574148,0.6702664787863375,0.7042203299627462,0.6230873580695202,0.5744041576071661,0.5601888198135592,0.37418364492972006,0.4317563613681524,0.19398033761252312,0.30233144474694534,0.08999866079649128,0.1600091025986594,0.04234104425883973,0.06068821597248723,0.022885302082341793,0.02518429502710317,0.036923140598485074,0.0,0.10402870264298743,0.0,0.0987278161489145,0.03562822040730486,0.07627203803293232,0.09194914072539037,0.038254673833464904,0.15262500983408572,0.03226082730488546,0.21184138826296708,0.040889002803861756,0.31434899409734707,0.04361679707816375,0.43529196555457805,0.09877333705872543,0.545449977992249,0.18769827523783245,0.6372342123153668,0.36443202177669526,0.6885288127470949,0.516860953176951,0.724218198254188,0.6162462690504544,0.7384252689940328,0.6829959611985132,0.7113623521479209,0.7067871881584942,0.6959235308087175,0.6385521508148215,0.6778243112592954,0.5183224106585411,0.6415130707690075,0.444447497807531,0.5621075591302569,0.3860197427920269,0.4484989633660984,0.28220495288307956,0.3269591840966109,0.24698785596257924,0.23421692486775345,0.24197946382771934,0.1762364929175298,0.23324342966479383,0.14008147489520767,0.24010353790770772,0
0.1908040161800898,0.19436037536561582,0.20137339498830475,0.19686931013554526,0.20091458572723112,0.19497182994792922,0.20183716482663583,0.18554417410323482,0.25806799585956486,0.16825839545579702,0.3441912570910998,0.14872464476838418,0.456874461694997,0.1719738260735632,0.5674506149914185,0.2596130869652149,0.6572768234487624,0.37179304061460494,0.7085333738249132,0.5303498943675823,0.7446323675999462,0.6579891237932298,0.7777868917825855,0.7409841917267735,0.7844865607721564,0.6683622506096941,0.7876890746647783,0.8281623258731787,0.7887972184817545,0.8253510459737177,0.7908475972483776,0.7618994411078613,0.7847249612364274,0.6903249376120651,0.7270533109552073,0.548494652452615,0.6382475534221792,0.4000002092505483,0.511994883102307,0.2833871218719624,0.3746651901428801,0.20589075250697259,0.25188386882802793,0.1845701750755349,0.14913990924619125,0.22148164938096143,0.10194043529574663,0.23248327500232296,0.10213948964211854,0.22033355047956976,0.11953474103773684,0.20765397823245646,0.12756457007503677,0.25484002039580617,0.157172642904782,0.23270693043160828,0.200455424685597,0.20873186661485005,0.2870656256344319,0.1851869099037219,0.41147623699663977,0.18154330301838273,0.5632499819656758,0.2827937523050685,0.6955512958747655,0.41572914260996435,0.8033560270064125,0.5490141248473702,0.858795752478504,0.6628275234455849,0.8636294569299948,0.7283870301760025,0.856524360168795,0.6897543206832396,0.841004581063132,0.6177950594693504,0.8239051756979845,0.62962372866559,0.7810533251539317,0.6717317675360851,0.7188801577164436,0.5644094480981607,0.6433044363710084,0.4367441797035701,0.5641603857960189,0.3381919259185933,0.47524844073680084,0.2734566358944133,0.3754869894209657,0.25593439698957005,0
0.6275933889533771,0.7523495896977574,0.6315815157081758,0.7499936779283835,0.6301432601851593,0.7578623288767811,0.6261467175725072,0.7610147902494474,0.6198134968086059,0.7523753556532291,0.5953454690738382,0.7278528810500285,0.5524408589674362,0.6655972852252457,0.47674701734106584,0.6057632193661336,0.38028343682682086,0.5673123371785684,0.27487875189237704,0.5686913844210116,0.18138216244535005,0.6123830831273089,0.1296330473814325,0.6590177120243299,0.1228461546656439,0.604587500047117,0.06157133815041582,0.8563342071698913,0.03879409177509395,0.9408461947844599,0.05010829851455834,0.8988011232043427,0.050927925841059964,0.8032162037348203,0.04217976665873571,0.668891139831021,0.09303271770322503,0.5566709074777777,0.16532926220344754,0.4755641733978122,0.2691242552121363,0.40850436378293103,0.4231717481053631,0.4093963412110425,0.5598940630445659,0.473158863084554,0.6601866809083936,0.5414052095270543,0.7220849837007957,0.6412430004989743,0.7402294116258964,0.6612013912020167,0.7289341126890537,0.7677507250071705,0.7061468675507416,0.7201274164860855,0.6696988836693267,0.6573230550899153,0.6258882046423495,0.6049334280203811,0.545449977992249,0.556916564409974,0.4797152106955566,0.6034924337591197,0.4145184120264988,0.6348363594373756,0.345321901748637,0.6246442407706106,0.30555960155993045,0.6167141148662525,0.24773147070973742,0.6203741312646005,0.2398248113845199,0.6204783573558091,0.21757339188419944,0.6125590472338606,0.17819467372965916,0.6746058516105223,0.143153159293845,0.8176278804760699,0.11802123248366374,0.8190106133208848,0.14437499856014335,0.783139266630149,0.21995856198399114,0.6967920105110645,0.2811936621689715,0.5790855451557725,0.3346300059881326,0.5277066570959357,0
0.8459818104016888,0.4451395941663958,0.8466743148861094,0.44687740238721424,0.8470357706715993,0.44968856654205935,0.8348689515426281,0.45284069716399683,0.788017525699846,0.45714926727786337,0.7279142462152426,0.4778527550143302,0.6619986790608837,0.5350340092115526,0.5860506716888585,0.548080723108959,0.51642571430473,0.5512786079331109,0.44312398582190354,0.5495206625339284,0.38424737239847745,0.5211706257814043,0.3495375781810725,0.5147585448678439,0.34052180212428224,0.43367207318590106,0.31847056587140943,0.569011387572133,0.32758589063196997,0.569010664428706,0.3834437493212132,0.5535756380563644,0.4699050683762289,0.5322543346334885,0.5310138534318486,0.511695254591634,0.6098192064474522,0.5066745065872073,0.6879951747389631,0.51465515046308,0.7889181301385123,0.5098115137435365,0.8639759485029191,0.48993915814742756,0.8924153280767438,0.4966437347741832,0.8956353942079249,0.47452748010035,0.8646092572470118,0.4322100058213672,0.7999995709526352,0.43168924185577007,0.7243766252819991,0.5161304136524427,0.6788129156594059,0.5094278879387344,0.6287042211967779,0.5109013570916205,0.5858786035731204,0.5370400984124397,0.5263162245434734,0.556916564409974,0.474940158833212,0.6034924337591197,0.42388970976487456,0.6235994508656747,0.37889582568245805,0.6162462690504544,0.36342244984259736,0.5936574307101928,0.32273253909087884,0.5401210899894304,0.3404682961582726,0.5030190244558518,0.3702944710995455,0.4554902638326612,0.4255753043194311,0.4656016888955909,0.4694722013950424,0.5592670386716347,0.497846670739157,0.5858903244408442,0.5520122284142456,0.6084394582345576,0.6272958323782815,0.6064114793783354,0.6950508930071104,0.5710362839247543,0.7412491607541418,0.5646374541855634,1
0.8827652728557953,0.5078409367890803,0.8832895789490971,0.5125010115314587,0.8858449408181758,0.5125732205345321,0.88303585329637,0.5157252652171596,0.889404020628731,0.5142827277455408,0.8837229891241427,0.5189885383135918,0.8811154795321376,0.5222941188161117,0.8697760890633276,0.5256363534397418,0.866199448478435,0.5192251479332058,0.829377849897109,0.5111791262012361,0.763719858501282,0.5179200782109251,0.6967652118436493,0.5311461771487995,0.6508681432239232,0.4693892316912743,0.5944791555692033,0.6197194860013044,0.5301747745644497,0.6337982560281655,0.4596867232373572,0.6130913343575867,0.3796332120863045,0.5870905215869843,0.25806652133745744,0.5785901567116472,0.165386929366292,0.583339471349415,0.1333309766734863,0.5928370641764291,0.1952585056373354,0.5947705494781488,0.3148618352618895,0.5872544596664044,0.42053218654566155,0.5973237276679512,0.5194176496315394,0.5796109889429182,0.615197474499632,0.5254199700615402,0.7034452503384111,0.5081972368712495,0.7630995337048668,0.5999944230217661,0.8245967275336156,0.5849047774386218,0.8519308801622242,0.5856732964816931,0.8588177573255735,0.5926000520002639,0.8229589152862617,0.6030804217085576,0.7804271839566652,0.6326491297372081,0.6791572931503447,0.6601133460169433,0.5851245797903896,0.6582602846073835,0.5277726589296622,0.6426590856926564,0.46818527153500245,0.6265473420118981,0.4261216455673079,0.5662704265764049,0.39121240049515243,0.5026143739520711,0.33752244979409685,0.4947100980559447,0.28842478358666757,0.5714260843613211,0.25536851409636996,0.5950869340363114,0.29511600636762186,0.6325379742663689,0.38492591044534635,0.6355684344093376,0.4693105873131404,0.616621928380303,0.5505829356366473,0.604223955104571,1
0.0666660362326207,0.448281351559961,0.10755601851526002,0.44687740238721424,0.16210541558065453,0.455978480469018,0.22477035439667048,0.48742790736619884,0.31566456967246037,0.49523373683190736,0.40930928885831874,0.49366998308600923,0.4941731412021439,0.49999229886370966,0.555812036998376,0.5096165006168957,0.6032833946751325,0.5160267299999526,0.639804280624779,0.5207714012666633,0.6682534273567279,0.5244352550785399,0.687502420907527,0.5311461771487995,0.6961281387495073,0.4591843481079696,0.6772868085888623,0.5971825833710703,0.6271571149252301,0.5943586604986286,0.5468329907807945,0.5595284751479573,0.4398184842243216,0.5193500380506778,0.2878416468928915,0.505020215284137,0.15504659426845055,0.5066745065872073,0.05600086607249387,0.5016247708850758,0.0,0.5065362561598307,0.0,0.5033629609701584,0.012226315153815559,0.50671886071581,0.029123012916455204,0.48726732121287214,0.045133898839777094,0.4322100058213672,0.06666966999821941,0.4371541227970802,0.12756457007503677,0.5000069712227924,0.20728215291847865,0.4905721120612655,0.27334207338736655,0.5109013570916205,0.35764469276578464,0.5308667745478113,0.4306223362569646,0.5384536635294901,0.50357877283528,0.58892033870699,0.5573776783852261,0.6207841476870741,0.6115076226258745,0.6218489493043098,0.6620363670535169,0.6023099286867654,0.681811167194526,0.5678943222797951,0.7023556383697778,0.5180739279549886,0.6924692562775022,0.46072627606815125,0.6540858625256245,0.4656016888955909,0.5789453116124782,0.5379951072604277,0.4785424649673276,0.5582874521164857,0.3927746843258361,0.5873466085110542,0.32383337602977064,0.5976705573203985,0.2574323946027658,0.5603232261109296,0.19260692445879982,0.5488163833512784,1
0.08506367777885476,0.2445081451088722,0.09153698711767698,0.24999241351406032,0.08903898433339873,0.25471724484946745,0.08257249550933338,0.2610076856520117,0.0760334448007014,0.26349187733915297,0.06977256269338075,0.27214636273578124,0.07692239036428462,0.28344156328098213,0.09767782229088419,0.35256121408960345,0.17605872839448652,0.3910250691620361,0.263031338669761,0.421729270939631,0.3699217862590465,0.43648746463117727,0.4838019458400265,0.4491798402276886,0.6034576581759298,0.39795493352732975,0.6794054057441515,0.538029131578182,0.7306019118768994,0.5436627502353952,0.7647043153423237,0.5148757866912376,0.7916658840911794,0.4709659235040446,0.7568286508605075,0.45150426767109564,0.6847641286893442,0.44999644274068,0.5840026247299047,0.4495035759105487,0.4670152895214607,0.4477085329223067,0.35515412297533905,0.4395927320889035,0.25428320019324,0.4429477794045876,0.18203916035349374,0.41400602409638554,0.14251726313575663,0.36158850557188005,0.11494607947244329,0.3579195206203259,0.0933993616881032,0.41612901940788427,0.09567451225439147,0.4056675287958928,0.08427849884377811,0.4081100676902374,0.07294274886648171,0.4228401457559636,0.08851410106388685,0.439998121216747,0.15752162479424475,0.4897998498546286,0.2388837861462757,0.558993265956238,0.35011982447715095,0.5546167674148664,0.4652781562749612,0.5273756649123584,0.5318230380960972,0.48148126538590136,0.6017126102921029,0.4307242608325301,0.6443491185745395,0.37696146763053223,0.6708640222774522,0.3862420088968608,0.6799938654488447,0.455927811742575,0.6781075877899335,0.47239094915766205,0.679406594773666,0.5000093188383727,0.6700668761039277,0.5102120661261149,0.6257418957505179,0.48793753296645803,0.552534295668584,0.47493208043764346,1
