@relation waveform
@attribute f1 real [-3.3116, 3.89539]
@attribute f2 real [-3.40599, 3.36092]
@attribute f3 real [-4.10148, 3.40713]
@attribute f4 real [-3.41399, 3.36225]
@attribute f5 real [-2.85462, 3.0919]
@attribute f6 real [-2.62228, 3.09929]
@attribute f7 real [-2.9675, 3.02524]
@attribute f8 real [-3.53894, 2.96711]
@attribute f9 real [-3.63865, 3.14314]
@attribute f10 real [-3.12024, 3.03057]
@attribute f11 real [-2.85237, 3.38937]
@attribute f12 real [-3.10993, 2.90019]
@attribute f13 real [-3.20232, 2.91906]
@attribute f14 real [-3.10698, 2.89832]
@attribute f15 real [-2.57963, 3.00794]
@attribute f16 real [-2.75614, 3.23607]
@attribute f17 real [-2.93125, 3.23661]
@attribute f18 real [-3.5961, 3.68015]
@attribute f19 real [-3.47565, 3.85736]
@attribute f20 real [-3.63189, 3.96981]
@attribute f21 real [-3.86998, 4.04325]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21
@outputs clase
@data
-1.22276, -1.80205, -2.03914, -0.898513, -0.423578, 0.122751, -0.898814, -1.40271, -1.72676, -1.37033, -1.33635, 0.784415, 0.127812, 2.89832, 0.962137, 0.634841, 2.26652, 1.64167, 0.449767, -0.108477, -0.540208, 2
0.846283, -0.0462636, 1.27744, -0.714798, -0.107781, 0.282603, -0.144761, 1.59832, 1.67015, 1.20883, 0.777788, 0.685238, -0.0598866, -0.709404, -0.697291, -0.326122, -0.158707, -1.72041, 1.81949, -1.42167, 1.14474, 1
1.14327, 0.0296624, -0.229331, -1.11756, 0.80386, -0.549726, 0.0139867, 0.802244, 1.60401, 0.353464, 0.878461, 1.17451, 0.981535, -0.45942, -0.454568, -0.988855, -0.907233, -0.616232, -0.727857, -1.07025, -0.660561, 1
-0.00509241, 0.409293, 0.5451, -0.495754, -1.54377, -0.63792, -0.526749, -0.635272, 0.155064, 1.15659, 1.31076, 0.850533, 1.33877, 0.0916805, -0.137543, 0.927548, -1.38629, -0.21986, 0.207561, -1.99503, 0.412589, 2
-1.10396, -1.40344, -1.31522, -0.700666, -0.465287, -0.858404, -1.20143, -0.291643, -0.620514, -0.808791, 0.345486, 1.76296, 0.430551, 0.904128, 0.575763, 1.41355, 1.10481, 0.360541, 1.8696, -0.200955, -0.0989124, 2
1.30167, -0.701126, -1.14686, 2.24583, 1.3997, 1.10391, 1.27901, 0.699155, -0.301866, -0.763084, 0.185593, -1.32475, -0.52005, -0.862804, -1.3462, -0.961241, -0.500035, 0.268526, 0.491527, -1.56963, 0.553002, 0
1.83625, 0.0296624, -0.86066, -0.177786, -0.280576, -0.985183, -0.343196, -0.652454, -0.494257, -0.390902, 0.345486, 0.493495, 0.357893, -0.590094, 0.214156, 0.430498, 0.146692, 0.480868, 1.62739, -1.17198, -0.249354, 2
1.14327, -1.4509, -2.46845, -0.255512, -0.590415, -0.268608, -0.273744, -0.0453751, -0.98726, -0.639023, 0.416549, 1.01583, 1.79893, 0.0519103, 0.23397, 0.369748, 0.404185, 2.20792, -1.22897, -0.26569, -0.941386, 2
-0.945565, -1.53631, 0.00636548, -0.91971, -1.40076, -0.0756846, -1.38498, -1.43135, -2.2378, -2.10817, -1.10539, -0.471827, 0.939152, 1.16548, 2.35407, 2.30824, 0.997017, 2.00973, 1.39354, 0.853296, 0.101677, 2
0.95518, 0.361839, -1.10477, -1.3154, -0.387828, -0.659968, -1.55365, -1.20799, -1.26382, -1.75557, -0.809295, -0.352815, 0.273126, -0.0674002, 1.83396, 1.7891, 1.8174, 1.96018, -0.159925, 1.75033, -0.279442, 0
-1.55935, 0.845867, 1.14276, 0.761984, 1.53079, 1.49527, 0.88214, 0.630429, 1.3996, 0.980298, 0.150061, -0.637122, -0.513995, -1.14119, -1.41555, -0.668534, -1.64977, -1.22495, -2.25626, 2.12025, -0.239325, 1
-0.955465, -0.198116, -0.456609, -1.19528, 0.940905, -0.406411, 0.405896, 0.974059, -1.2518, -0.403961, -0.779686, -0.26025, 0.0430446, -0.02763, 0.50146, 0.585136, 0.0448924, 0.0632623, 0.491527, -0.598611, -0.389766, 0
-0.470379, 0.115079, 3.22194, 1.48978, 1.23883, 1.53936, 1.86935, 0.596067, 0.852482, -0.625964, -1.46071, -0.815641, -2.09429, -2.57292, -2.34681, -0.944673, -0.793457, -0.665778, -1.18721, 1.05675, 0.522913, 0
0.331498, 0.99772, -1.1637, -0.721864, -1.7106, -0.494605, -1.3701, -0.978902, -1.05941, -1.32462, -0.0631292, -0.29992, 0.133866, 1.71658, 1.10579, 2.40213, 0.458079, 0.728601, -0.9116, 1.2417, 1.93706, 2
0.915581, 1.08314, 0.28415, -0.912644, -0.215033, -0.698553, -1.18654, 0.573158, 0.209174, 0.575468, -0.436212, 0.0901757, 1.19345, 0.693915, 0.357808, -0.701671, 0.763477, 0.820615, 1.20144, 1.38967, -0.00864739, 2
-0.668373, 0.143551, -0.103065, -1.46379, -0.280576, 1.41259, -0.229096, 1.05997, 1.37555, 0.94765, 0.937681, 0.705073, -0.689584, -0.192392, 0.0308763, 0.088086, 0.15268, 0.339307, 0.165801, -0.459894, 2.05742, 1
-0.77727, -0.302514, 1.54681, 1.28486, 0.631066, 0.646402, 0.936709, 0.779336, 0.11899, 0.0204583, -1.11724, -1.13962, -0.883337, -0.811671, -1.90595, -0.602261, -0.595846, -0.934745, 0.67527, -0.598611, 0.703443, 1
0.0741053, 1.78545, 1.31111, -0.410962, -0.906212, 0.150312, -0.93354, -1.45998, 0.431626, -1.57927, -2.08252, 1.31336, 0.84833, 0.784818, 2.042, 1.5958, 1.75153, 2.5689, 0.93418, 1.39892, -0.0788535, 2
0.450294, -2.44743, -0.574457, -0.220182, -0.179282, 0.24953, -0.174527, -1.22517, -0.764807, 0.346934, -0.2171, -0.756135, 1.8171, 2.11996, 0.907648, 1.63446, -0.404223, 0.643664, 0.182505, 0.0857272, -0.199207, 2
