@relation waveform
@attribute f1 real [-3.3116, 3.89539]
@attribute f2 real [-3.40599, 3.36092]
@attribute f3 real [-4.10148, 3.40713]
@attribute f4 real [-3.41399, 3.36225]
@attribute f5 real [-2.85462, 3.0919]
@attribute f6 real [-2.62228, 3.09929]
@attribute f7 real [-2.9675, 3.02524]
@attribute f8 real [-3.53894, 2.96711]
@attribute f9 real [-3.63865, 3.14314]
@attribute f10 real [-3.12024, 3.03057]
@attribute f11 real [-2.85237, 3.38937]
@attribute f12 real [-3.10993, 2.90019]
@attribute f13 real [-3.20232, 2.91906]
@attribute f14 real [-3.10698, 2.89832]
@attribute f15 real [-2.57963, 3.00794]
@attribute f16 real [-2.75614, 3.23607]
@attribute f17 real [-2.93125, 3.23661]
@attribute f18 real [-3.5961, 3.68015]
@attribute f19 real [-3.47565, 3.85736]
@attribute f20 real [-3.63189, 3.96981]
@attribute f21 real [-3.86998, 4.04325]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21
@outputs clase
@data
-0.123889, -1.21363, 0.519847, 1.12941, 0.660858, 0.855862, 1.13018, 0.338344, -0.464196, -0.599846, -1.6739, -1.03383, -0.108325, -1.43663, -0.613081, 0.430498, -0.4162, -0.269407, -0.560818, -1.061, -0.0989124, 0
0.856183, 0.694015, -1.11319, 0.330962, -0.280576, 0.387333, 0.500152, 0.160803, 0.68414, 1.44389, 2.85639, 0.182741, 0.945207, -0.124215, -1.11339, -0.221189, -0.368294, -0.241094, -0.510706, -0.552372, 0.693414, 1
-1.05446, 0.238459, 0.28415, 1.65229, 0.440395, 0.662938, 1.01112, 0.888152, 1.23726, -0.501903, -0.394759, -0.147849, -0.38079, -2.37407, -2.07437, -0.900491, -0.853339, 0.027872, -0.619282, -0.580115, 0.492825, 1
0.301799, -0.644181, -1.67718, -1.57684, -1.54377, -1.11196, -2.21345, -1.45998, 0.371504, 0.418759, -0.00983163, 0.486884, 1.96846, 1.56886, 1.13551, 1.7394, 0.440114, 1.85401, 0.750437, -0.284185, -0.289472, 2
-1.06436, 0.798414, -0.75123, 0.0977856, -0.775126, -0.919037, -0.943462, -0.835723, -0.139535, -0.436608, 0.534988, 0.156294, 1.27216, 0.87004, 0.313227, 0.502294, -0.823398, 1.11082, 0.207561, 1.01976, 0.412589, 2
-0.727771, -0.615709, -2.14857, -1.6899, -0.506997, -0.307193, 0.356287, 0.155075, 1.44168, 1.97279, 1.75491, 0.262082, 1.11474, 1.14275, -0.786454, -0.745853, -0.625787, 0.183589, -1.42107, -0.996267, -0.69065, 2
-0.836668, 0.589617, 1.39529, 2.73338, 2.20409, 1.96931, 1.96361, 1.11151, 0.449663, -0.084014, -1.79234, -1.64212, -1.50092, -2.51043, -1.51462, -1.30365, -0.464105, -0.814418, -0.335316, -1.15348, 0.883973, 0
-1.83654, -0.274042, 0.486176, 0.444017, -0.459329, -0.979671, -1.29568, -1.6318, -1.41413, 0.425289, -0.844827, 0.0108341, 0.0551542, 1.45523, 1.11074, 0.717682, 2.60186, 1.83278, 0.266025, 1.01976, -0.68062, 2
-2.77701, 0.675034, -0.414521, 1.03756, -0.0720304, 0.77318, 0.773, 0.498705, 1.01481, 1.05212, 0.558676, 0.361259, -0.532159, -1.93092, -1.31153, 0.170928, -0.206612, -0.779028, 0.691974, -0.987019, 1.61612, 1
1.88575, 1.25397, 0.789214, 1.9208, -0.0303213, 1.5118, 0.946631, -0.00528502, 1.27935, 0.314287, -1.135, -0.174296, -1.42221, -0.436695, -0.504103, -0.320599, -0.128766, -0.134924, -1.63822, 0.45564, -1.96439, 0
-0.589175, -0.217097, -1.32363, 1.15061, 2.28751, 0.453478, 2.0033, 1.16306, 1.49579, 0.196755, -0.0453633, -1.17268, -0.622981, -0.374199, -1.93072, 0.325565, -0.38027, 0.686132, -0.0847572, -0.802063, 1.92704, 1
-1.40095, 1.35837, 1.05016, 1.88547, 0.851528, -0.0591482, 0.247148, 0.177984, -0.223707, 0.431818, -0.400681, -1.54294, -0.235475, -0.754856, -0.286149, 0.397361, 0.062857, -0.0995332, -0.552466, -1.21821, -0.159089, 0
0.489893, -1.02381, 0.0147832, 0.154313, -1.06113, -0.406411, -0.65077, -1.33971, -0.536343, -0.6782, 0.00793423, 0.896815, 0.690906, -0.34011, 1.30393, 0.358702, 1.02097, 0.47379, 1.48541, 0.150462, 0.553002, 2
0.519592, 0.105588, -0.667052, -0.545215, -1.07901, -0.593823, -0.313431, 0.0290779, 1.11702, -0.260311, 2.12799, 1.02244, -0.217311, 1.10866, -0.637848, -0.138348, -0.655728, -0.609154, 1.53552, -1.16273, 0.0816176, 2
0.450294, 0.826886, -0.0188877, 0.0412581, 1.88234, 1.35746, 1.20956, -0.0625566, 0.936654, 0.510172, -0.827061, -1.10656, -1.01049, -1.02757, -1.03908, -0.127302, 0.356279, 0.856006, 0.700326, 0.91803, 0.111706, 0
-0.698072, -1.50784, 2.22023, 0.882105, 1.9598, 0.370796, 1.43776, -0.400459, -0.458184, -1.05038, -0.371071, -0.213967, -0.79857, -0.0958075, -1.19264, 0.231678, -0.170683, -0.0216745, -0.452243, 0.104223, -1.65348, 0
0.371097, 0.295404, 1.81618, 0.528808, 0.756193, 0.988153, 0.99624, 1.23751, 1.33346, 0.725647, -0.7027, -0.544557, -0.653255, -0.26057, -0.0533335, -0.861831, -1.09287, -0.892277, -0.251796, -0.968523, 0.76362, 0
-1.27226, 0.0960977, -0.330343, -0.912644, 0.654899, -1.54742, -0.859127, -1.23662, -0.494257, -0.95244, -1.21791, 0.777803, -0.126489, 0.0632732, 1.40795, 0.706637, 0.997017, 0.282682, 1.44365, 1.55613, -0.610414, 0
-0.282284, -0.425894, -0.717559, -0.184852, -1.22201, -0.373339, -1.10717, -1.55162, -0.668612, -0.234193, -0.649403, -0.352815, 0.382112, 0.671189, 2.21538, 0.933071, 1.26649, 0.119887, 0.575047, 0.316923, 1.94709, 2
0.648289, 0.466237, 0.519847, -1.11756, 0.0530969, -0.919037, 0.197539, 0.99124, 1.47775, 0.438348, 1.25747, -0.233802, 1.53858, 1.10298, -0.162311, -1.27052, -0.00301327, 0.820615, 1.25991, -0.284185, -0.209236, 1
-1.35145, 0.0486439, -1.1637, 0.359226, 1.62017, 1.44015, 1.77014, 0.200893, 0.57592, 0.359993, 0.398783, -1.53633, -0.840953, -1.03325, -0.692337, -1.49143, 0.314362, -0.340187, -1.07864, 1.42666, -0.349649, 0
0.479994, -0.435385, -0.919584, -0.319105, 0.368894, 0.541672, 0.495191, 1.2146, -0.524318, -0.573728, -0.00390967, -0.577616, -0.0175032, -1.02757, 0.253784, 0.386316, 0.643713, 0.211902, 0.0906336, 0.566613, 0.282207, 0
-1.73754, -1.05228, -0.776483, 0.260302, -1.19818, -0.682017, 0.0883998, -0.864359, -0.307878, -3.10718, -0.122349, -1.64873, 0.666687, 1.08025, 1.69526, 1.46326, 1.75153, 2.95819, 0.115689, 1.09374, 0.352413, 2
-2.49982, -0.217097, -0.246166, 0.698391, -1.17434, -0.516653, -1.16174, -0.41764, 0.335431, -0.312547, 0.32772, 0.995992, 0.103592, 0.71664, 0.298366, 0.629318, 0.847312, 1.50719, 1.02605, 1.93529, 0.984268, 2
-0.826769, 1.03568, -1.90446, -0.17072, -0.60829, -0.731626, -0.457296, 0.733518, 1.41763, 2.27314, 1.45881, 1.63734, -0.187037, 0.6371, 0.12004, 0.77291, 0.0808216, -1.5293, -0.853136, -0.367416, -0.349649, 1
0.697787, 2.2505, 0.965986, 2.17517, 2.16238, 1.12596, 1.51217, 1.95913, 0.533834, 0.438348, 0.517222, -1.62889, -1.42221, -2.02182, -1.45518, -1.39202, -0.691657, -0.382656, -0.978415, 0.131966, -0.550237, 1
0.2721, 0.276422, 0.789214, -1.39313, -0.858545, -0.53319, -2.02989, -0.606637, 0.491749, 0.235932, 0.990978, 0.136458, 1.34482, 1.46091, 0.496507, 0.524385, 1.39224, 1.06127, 0.382952, -0.228698, -0.580326, 2
-0.153588, 1.70953, 1.31953, 0.747853, 1.13753, 2.5591, 0.644018, 2.10804, 1.50782, 0.144519, -0.453978, -0.670181, -2.20328, -1.75479, -0.201939, -0.955718, -2.50608, -0.432202, -0.577522, 0.187453, -0.259384, 1
-0.856468, -1.00483, -1.09636, -0.6936, -0.936004, -1.71278, -1.31057, -1.06481, -1.72075, -1.96452, -1.69167, 0.427377, 0.430551, 1.15411, 1.3386, 1.86642, 0.961088, 0.756913, -0.635986, 0.048736, -1.51306, 0
0.351297, 0.38082, -1.23946, 0.0977856, -0.709584, -0.296169, -0.119957, 0.538795, 0.798372, 0.627704, 1.15679, 1.02905, -0.701693, -1.2321, -0.360451, 0.0494266, 0.230527, -0.948901, -0.961712, 0.548118, -0.51012, 1
-0.509978, 0.153042, 1.16801, 0.330962, -0.834711, -0.0150514, 0.232265, 0.418525, 2.06094, 1.09783, 0.155983, -0.379262, -0.36868, -0.69236, -0.23166, -0.718239, -0.907233, -2.3999, 0.516583, 0.816304, -1.11189, 1
0.410696, -1.4509, -0.321926, 0.882105, 1.08987, -0.0756846, 0.554722, 0.0978038, 0.149052, 1.22189, 1.00282, -0.167684, -0.671419, -1.19233, -1.35611, 0.0383811, -0.523987, -1.27449, -0.435539, -0.0807334, -0.0387357, 1
