@relation flags
@attribute f1 real [-1.65624, 1.5633]
@attribute f2 real [-0.925907, 1.36719]
@attribute f3 real [-0.322464, 9.99663]
@attribute f4 real [-0.253095, 10.7113]
@attribute f5 real [-1.24129, 1.3327]
@attribute f6 real [-0.43686, 4.37852]
@attribute f7 real [-0.66647, 5.34726]
@attribute f8 real [-1.8951, 3.48888]
@attribute f9 real [-1.92678, 0.516326]
@attribute f10 real [-0.937519, 1.06115]
@attribute f11 real [-1.0182, 0.977062]
@attribute f12 real [-0.937519, 1.06115]
@attribute f13 real [-1.73954, 0.571902]
@attribute f14 real [-0.603581, 1.64824]
@attribute f15 real [-0.392383, 2.5354]
@attribute f16 real [-0.968392, 3.1541]
@attribute f17 real [-0.367334, 8.27058]
@attribute f18 real [-0.387882, 4.80171]
@attribute f19 real [-0.318976, 3.11887]
@attribute f20 real [-0.342965, 8.8343]
@attribute f21 real [-0.315409, 11.0581]
@attribute f22 real [-0.244539, 4.06824]
@attribute f23 real [-0.401053, 2.48059]
@attribute f24 real [-0.579818, 1.71579]
@attribute f25 real [-0.500316, 1.98843]
@attribute f26 real [-0.299039, 3.32681]
@attribute f27 real [-1.12457, 2.28429]
@attribute f28 real [-0.946807, 3.42654]
@attribute clase integer [0, 7]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28
@outputs clase
@data
0.0,1.0,0.0,0.0,0.0,0.0,0.07142854767340735,0.28571484292289345,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5714291258782309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666656888226563,0.285714351045092,1
0.0,1.0,0.0,0.0,0.0,0.0,0.07142854767340735,0.5714285714285714,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01999994900430465,0.0,1.0,0.0,0.0,0.0,0.8333313776453126,0.0,1
0.20000062120675624,0.6666669573943014,0.12396204550515773,0.02777774788303413,0.1111096002703973,0.0,0.2142858093063706,0.14285714285714285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28571456293911546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333263906408594,0.285714351045092,0
0.40000093181013435,0.0,0.0037496508898940137,0.007936507212664265,0.33333152032447677,0.0,0.2142858093063706,0.14285714285714285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8000006212067563,0.0,4.467446463807668E-5,0.0,0.7777761374364313,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666656888226563,0.0,2
0.8000006212067563,0.0,0.00638331233342772,0.08928554653494335,0.555553828880454,0.0,0.0,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285728146955773,0.2499994790408888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666598217585943,0.14285717552254598,2
0.0,1.0,0.0,0.0,0.0,0.6000004153358613,0.0,0.28571484292289345,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.28571456293911546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33333263906408594,0.285714351045092,1
0.20000062120675624,0.6666669573943014,0.37996591561235904,0.11805530537708647,0.555553828880454,0.0,0.0,0.4285718000438337,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14285728146955773,0.2499994790408888,0.0,0.0,0.0,0.4399995638988811,0.0,0.0,0.0,0.0,1.0,0.16666598217585943,0.14285717552254598,0
0.6000006212067562,0.0,0.021158834293010607,0.007936507212664265,0.22222075454838594,0.6000004153358613,0.0,0.28571484292289345,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.42857184440867313,0.0,0.0,0.0,0.0,0.01999994900430465,0.0,0.0,0.0,0.0,0.0,0.16666598217585943,0.42857129790981596,1
0.0,1.0,0.44531758311340125,0.023809501573046208,0.0,0.39999958466413865,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.6000006212067562,0.0,0.05731627214559728,0.003968299208483461,0.22222075454838594,0.6000004153358613,0.0,0.28571484292289345,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.42857184440867313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333263906408594,0.0,5
0.6000006212067562,0.0,9.820629601784785E-4,0.0,0.22222075454838594,0.0,0.0,0.4285718000438337,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.28571456293911546,0.0,0.0,0.0,0.0,0.01999994900430465,0.0,1.0,0.0,0.0,0.0,0.6666656888226563,0.14285717552254598,2
0.40000093181013435,0.0,0.024417444012042138,0.05357140088440812,0.22222075454838594,0.6000004153358613,0.0,0.28571484292289345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5714291258782309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333263906408594,0.0,0
0.20000062120675624,1.0,0.004062081419163348,0.0,0.22222075454838594,0.6000004153358613,0.0,0.28571484292289345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5714291258782309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333263906408594,0.0,0
0.6000006212067562,0.3333334786971507,0.011963162657496867,9.921204042721945E-4,1.0,0.0,0.2142858093063706,0.28571484292289345,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.14285728146955773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666598217585943,0.285714351045092,5
0.6000006212067562,1.0,0.010668669168049053,0.0138888648210868,0.0,0.0,0.2142858093063706,0.4285718000438337,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01999994900430465,0.0,0.0,0.0,0.0,0.0,0.0,0.14285717552254598,5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.28571456293911546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
0.0,1.0,0.0012499159325421365,0.0059523576084225364,0.22222075454838594,0.39999958466413865,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7142868924912407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333313776453126,0.0,0
0.40000093181013435,0.0,0.004151430348439501,0.010912686016875534,0.8888884572201133,0.0,0.2142858093063706,0.28571484292289345,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285717552254598,6
0.8000006212067563,0.0,0.019417886880379223,0.0138888648210868,0.7777761374364313,0.0,0.2142858093063706,0.4285718000438337,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059999864597636496,0.0,0.0,0.0,0.0,0.0,0.0,0.714285191639264,2
0.40000093181013435,0.0,0.013436257097764588,0.056547579688619384,0.555553828880454,0.6000004153358613,0.0,0.28571484292289345,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5714291258782309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666598217585943,0.0,0
0.6000006212067562,0.0,0.02602443586617197,0.016865070986588866,1.0,0.0,0.3571427383670367,0.4285718000438337,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2499994790408888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8333313776453126,0.14285717552254598,5
0.8000006212067563,0.0,4.463570154511626E-4,0.0029761788042112695,0.7777761374364313,0.0,0.14285709534681468,0.4285718000438337,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
0.40000093181013435,0.0,0.0,0.0,0.33333152032447677,0.0,0.14285709534681468,0.28571484292289345,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33333263906408594,0.0,0
0.6000006212067562,0.3333334786971507,0.02620299805389891,0.008928536412633803,1.0,0.20000020766793067,0.14285709534681468,0.28571484292289345,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666656888226563,0.14285717552254598,1
0.8000006212067563,0.0,0.014864677073394231,0.012896835621117266,1.0,0.0,1.0,0.4285718000438337,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24999986379384273,0.01999994900430465,1.0,0.0,0.0,0.0,0.0,0.33333263906408594,0.5714289307480059,2
0.8000006212067563,0.0,0.0,0.0,1.0,0.0,0.0,0.28571484292289345,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.6000006212067562,0.3333334786971507,8.925202154374692E-5,9.921204042721945E-4,0.0,0.0,0.28571452326592645,0.4285718000438337,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285717552254598,4
1.0,0.0,4.467446463807668E-5,0.0,1.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28571456293911546,0.0,0.0,0.0,0.0,0.07999984877138622,0.0,0.0,0.0,0.0,0.0,0.33333263906408594,0.285714351045092,1
0.40000093181013435,0.0,0.001830199434175128,0.0138888648210868,0.555553828880454,0.0,0.2142858093063706,0.28571484292289345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714351045092,1
0.40000093181013435,0.0,0.014462994522581145,0.003968299208483461,0.555553828880454,0.0,0.0,0.28571484292289345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4999992292264979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.3333334786971507,0.020667802812921368,0.0029761788042112695,0.0,0.0,0.0,0.4285718000438337,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7142868924912407,0.0,0.0,0.0,0.0,0.09999983294513592,0.0,1.0,0.0,1.0,0.0,0.0,0.714285191639264,5
0.40000093181013435,0.0,0.0105794171465053,0.021825381154181332,0.555553828880454,0.6000004153358613,0.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.039999968347499436,0.0,0.0,1.0,1.0,1.0,0.33333263906408594,0.0,6
0.6000006212067562,1.0,0.008749217712330169,0.0059523576084225364,0.22222075454838594,0.6000004153358613,0.0,0.28571484292289345,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.14285728146955773,0.0,0.0,0.0,0.0,0.01999994900430465,0.0,0.0,0.0,0.0,0.0,0.16666598217585943,0.0,2
0.6000006212067562,0.3333334786971507,0.0,0.0,0.0,0.0,0.0,0.28571484292289345,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285717552254598,1
0.8000006212067563,0.0,4.467446463807668E-5,0.0029761788042112695,0.6666649831584427,0.0,0.14285709534681468,0.14285714285714285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5714291258782309,0.0,0.0,0.0,0.0,0.09999983294513592,1.0,0.0,0.0,0.0,0.0,0.0,0.5714289307480059,3
1.0,0.3333334786971507,0.0013391679540858887,0.0,0.0,0.0,0.0,0.4285718000438337,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14285728146955773,0.0,0.0,0.0,0.0,0.09999983294513592,0.0,1.0,0.0,0.0,0.0,0.33333263906408594,0.14285717552254598,1
0.8000006212067563,0.0,0.004419186413070758,0.038690415659049134,1.0,0.0,0.0,0.4285718000438337,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5714291258782309,0.2499994790408888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666656888226563,0.5714289307480059,7
0.40000093181013435,1.0,0.022542608876321892,0.0376983864590796,0.1111096002703973,0.0,0.2142858093063706,0.14285714285714285,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
