@relation planning
@attribute f1 real [-4.19496, 2.09113]
@attribute f2 real [-2.60906, 2.61352]
@attribute f3 real [-2.63521, 2.9369]
@attribute f4 real [-2.65019, 2.44913]
@attribute f5 real [-2.25643, 2.10161]
@attribute f6 real [-2.6417, 2.48619]
@attribute f7 real [-3.58515, 2.19912]
@attribute f8 real [-2.6495, 2.57925]
@attribute f9 real [-3.7885, 2.05201]
@attribute f10 real [-3.73124, 2.34885]
@attribute f11 real [-2.57878, 2.89543]
@attribute f12 real [-3.24096, 3.00556]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12
@outputs clase
@data
-0.252349, 1.35837, 1.28402, 0.992193, 0.0945408, 1.40564, -0.0116999, -0.166989, -1.78916, -0.0797855, 0.243928, 1.90172, 1
-0.821941, 0.308253, 0.23645, 0.19895, -0.0607753, 0.388551, -0.400461, -1.5044, -0.19603, 0.37324, -0.381211, 0.564927, 0
0.603789, 0.230077, 1.2825, 0.841517, 1.0436, 0.03913, 0.905636, -0.876154, -0.501445, -1.71704, 1.87061, -1.54721, 0
2.01666, -1.44306E-4, -2.50897, -1.8099, -1.64211, -0.523604, 1.86634, 1.28325, 0.205108, 0.356759, -0.385747, 0.184453, 0
1.71569, 0.874457, -1.70865, -1.82209, -1.36553, 0.339595, 1.60745, 1.16506, 0.526584, -0.26813, 0.289585, -0.979072, 0
0.00670542, -2.34941, -1.60742, -2.42661, 0.690457, -2.58703, -0.124529, 0.628415, 0.767122, -0.145008, 0.129299, -1.05195, 0
1.13757, 1.81467, 0.413264, 1.78143, -1.43441, 2.06238, 0.8414, -0.681769, 0.470498, -0.247843, 0.212181, -0.722387, 0
0.76205, 0.914052, 0.14892, 0.200956, -0.38453, 0.777428, 0.945063, -0.739002, 2.05201, 2.00875, -2.20886, -0.38477, 0
-1.56187, 0.180089, -0.00900695, 0.679589, -0.56261, 0.602953, -1.63881, -0.287959, -0.698175, -0.757311, 0.782702, 0.311984, 0
0.943303, 1.01002, 0.456277, 1.5745, -0.5727, 1.03163, 0.430588, 2.57925, 1.61566, 1.53227, -1.69591, -0.184511, 1
-0.575353, 1.08394, -1.90658, -1.92108, -1.85085, 0.80788, -0.123918, -0.0921911, 0.708956, 0.83436, -0.840747, -0.10163, 0
2.02639, 0.233258, -0.327574, 0.661998, -0.407309, -0.0119394, 1.75091, 0.639268, 0.546959, 1.08897, -1.17599, 0.616408, 0
0.245964, 0.718084, -1.05897, 0.773886, -1.84804, 0.968576, -0.142013, 0.347935, 0.241911, 0.251541, -0.239347, 0.0355608, 1
2.03907, 2.07668, -0.563097, 0.868908, -1.89173, 1.79581, 2.19912, -0.832073, -0.886502, 0.524636, -0.448114, 1.41618, 0
-1.92313, 0.294473, 1.83057, 0.844179, 1.41314, 0.406807, -1.63453, 0.549658, 1.14794, -0.232411, 0.134114, -1.29412, 0
-0.289201, 0.578669, 0.0832175, -0.224928, -0.142791, 0.476938, 0.0857556, -0.611978, 0.186963, 0.76904, -0.853831, 0.59821, 0
-0.23932, -2.30465, 0.139668, -1.72068, 1.67638, -2.1202, -0.710316, 1.05496, -0.4826, 0.306379, -0.20644, 0.735651, 0
-0.525452, -0.0792505, 0.604928, 0.682469, 0.504783, -0.0805265, -0.363347, 0.511391, -1.11786, -0.811332, 0.895893, 0.497733, 1
-0.0625983, 0.405781, -0.825896, -0.220331, -0.816811, 0.160948, 0.470998, -0.590273, 0.793513, 0.618625, -0.683711, -0.457532, 0
1.47078, -0.630088, 0.431273, -0.0121109, 0.997452, -0.9532, 1.54708, 0.0338637, -0.88434, -1.11097, 1.10832, 0.20057, 0
-1.04709, 0.234769, -1.11032, -1.52609, -0.804771, 0.238919, -1.06961, 0.683297, -0.627608, -0.734222, 0.736763, 0.221764, 0
-0.530941, 1.52152, 0.764974, 0.946557, -0.338027, 1.38424, 0.484111, -2.28556, -1.4697, 0.537149, -0.538015, 2.15975, 0
-0.99553, 1.51136, 0.551686, 0.513644, -0.41421, 1.36552, 0.0565572, -2.06425, -2.87338, -0.0473563, 0.213434, 3.00556, 0
-0.221836, -0.20344, -1.06946, 0.0387053, -1.11877, 0.0635362, -0.618632, 0.397287, 0.362935, 0.284294, -0.314774, -0.0836536, 1
0.0629079, -0.68664, -0.745698, -1.03812, 0.109595, -0.92344, 0.32878, 0.0444085, 0.421326, 0.115787, -0.176437, -0.368638, 1
-1.38621, -0.0872059, -0.519326, 0.365146, -0.801436, 0.335983, -1.44924, -1.14395, -0.836616, -0.516059, 0.599266, 0.449365, 0
-0.86509, -1.18671, -0.662819, 0.316122, -0.428683, -0.660033, -1.53225, 1.32066, -1.21488, -0.245905, 0.421965, 1.07129, 1
0.610252, 0.881594, -0.162385, -0.703695, -0.175424, 0.553131, 0.648693, 0.0602968, 0.818905, 0.55118, -0.498414, -0.695988, 0
0.955504, 0.908738, -0.547477, 0.50399, -1.18833, 0.765381, 1.0129, 0.628364, 1.91065, 2.34885, -2.57878, 0.0700759, 0
0.139646, -0.614641, 0.326247, -0.0164591, 0.919549, -0.854422, 0.606386, -0.805046, 0.964872, 1.58445, -1.8437, 0.786683, 1
-2.14296, 0.302236, 0.231618, 0.878297, -0.204905, 0.445596, -1.29095, -1.73977, 0.0827669, 0.517049, -0.636522, 0.640352, 0
0.851558, 1.36491, -0.977199, 0.341771, -1.97465, 1.49114, 0.427599, -0.210773, -1.51652, -2.81517, 2.89543, -0.746392, 0
-0.202841, -0.622195, 0.0775932, 0.428252, 0.318543, -0.563135, -0.254971, 0.715931, -0.541582, 0.0998883, -0.0294313, 0.647326, 0
-0.789978, 0.935412, -0.506999, -0.0380116, -1.00769, 0.973079, -0.756027, 0.447363, 1.36951, 0.56388, -0.603812, -1.02364, 0
0.384089, 0.035053, -0.358348, 0.093815, -0.404016, -1.64703E-4, 0.297928, 0.628906, 0.122957, -0.0199884, 0.124373, -0.414402, 0
0.830864, -0.321093, 0.507712, 0.716514, 0.276256, -0.133045, 0.205401, 1.28059, -0.349054, -0.942207, 0.948635, -0.220945, 0
-0.947389, -0.152983, -1.02808, -0.606252, -0.83808, 0.0213255, -0.87564, -1.03031, -0.550944, 0.187417, -0.150461, 0.745828, 1
-0.217735, 1.15597, -0.376678, 0.460023, -1.3129, 1.25868, -0.0654187, -0.368318, 0.472068, 0.0182667, -0.077546, -0.512095, 0
0.0205287, -0.929105, 0.227154, 0.940823, 0.412743, -0.793369, -0.0589537, 0.428242, -0.0203011, -0.0415246, 0.0571774, -0.0785624, 0
-0.604685, -0.340109, -0.842215, -1.23468, -0.117885, -0.637101, 0.107047, -0.540999, 0.427913, 0.51329, -0.602707, -0.0436633, 0
0.26152, 1.91455, 1.08338, 1.0996, -0.411252, 1.87697, 1.02167, -0.368085, 1.70213, 2.04692, -1.5221, 0.129775, 0
0.025962, -0.26949, -0.932875, -0.734256, -0.33809, -0.453324, 0.141388, 0.310391, -1.78733, -0.220155, 0.339682, 1.93365, 1
-1.30248, 0.991444, -2.00648, -1.19766, -2.04007, 0.906658, -0.521296, -0.380229, -0.630647, -0.330532, 0.277147, 0.0965854, 1
-0.283773, -0.263759, 0.811163, 1.05348, 0.452428, -0.119152, -0.154245, -0.723498, 0.505761, 0.460319, -0.381793, -0.292464, 1
-1.60436, 0.671821, -2.02006, -0.6945, -1.7963, 0.533143, -1.13932, 1.33524, -0.605847, 0.0610367, -0.0729114, 1.99971, 0
0.638549, -0.459284, 0.118493, -2.14595, 1.13738, -0.882697, 0.405365, 1.83832, -0.187664, -0.945499, 0.705566, -1.15228, 1
