@relation cardiotocography-3clases
@attribute f1 real [-2.77454, 2.71279]
@attribute f2 real [-0.822195, 4.09297]
@attribute f3 real [-0.203162, 10.1042]
@attribute f4 real [-1.48212, 3.60941]
@attribute f5 real [-0.638287, 4.42892]
@attribute f6 real [-0.0574621, 17.3946]
@attribute f7 real [-0.268691, 8.20664]
@attribute f8 real [-2.03516, 2.32713]
@attribute f9 real [-1.28253, 6.41638]
@attribute f10 real [-0.535235, 4.41126]
@attribute f11 real [-1.45474, 7.5534]
@attribute f12 real [-1.73135, 2.81227]
@attribute f13 real [-1.47426, 2.21313]
@attribute f14 real [-2.34201, 4.12248]
@attribute f15 real [-1.37934, 4.72363]
@attribute f16 real [-0.458336, 13.7048]
@attribute f17 real [-4.72808, 3.02467]
@attribute f18 real [-3.95102, 3.03903]
@attribute f19 real [-4.22286, 3.31175]
@attribute f20 real [-0.649055, 8.63397]
@attribute f21 real [-2.16152, 1.11272]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21
@outputs clase
@data
-0.132494, 0.988654, -0.203162, 1.23337, -0.638287, -0.0574621, -0.268691, -1.8025, 1.20829, -0.535235, 2.081, 1.19505, -1.37277, 0.332955, 1.67214, -0.458336, -0.0275938, 0.0891048, -0.00624269, -0.269452, 1.11272, 0
0.0707402, -0.563502, -0.203162, 1.91224, 2.40204, -0.0574621, 3.12144, -1.22087, 5.17097, -0.535235, -1.45474, 2.04217, -1.47426, 2.00481, 0.315929, 3.7906, -3.75135, -1.77063, -2.14911, 5.21754, -0.524402, 2
-1.14867, -0.822195, -0.203162, -1.48212, -0.638287, -0.0574621, -0.268691, 2.09447, -0.942873, -0.209093, 1.31699, -0.0627869, -1.06831, -1.89618, -1.37934, -0.458336, -0.943273, -0.8087, -1.04311, -0.545527, 1.11272, 2
-0.234112, 0.471268, 1.33972, 1.23337, 0.375155, -0.0574621, -0.268691, -1.10454, 0.0761009, -0.535235, 0.837272, -0.114127, -0.18875, -0.558699, 0.315929, -0.458336, -0.149684, -0.039153, -0.0753675, -0.40749, 1.11272, 0
-0.335729, 0.729961, 9.247, 0.215061, 1.05078, -0.0574621, -0.268691, -1.33719, 0.868636, -0.535235, 0.481921, 1.40041, -1.37277, 0.778782, 0.315929, -0.458336, 0.338678, -0.423926, -0.00624269, 1.7666, 1.11272, 0
-0.132494, -0.822195, 2.11116, -0.803245, 2.73985, -0.0574621, -0.268691, -1.22087, 3.5859, -0.535235, 0.766201, 2.0165, -1.47426, 1.94908, 1.67214, -0.458336, -0.271775, -0.936957, -0.83574, 1.28347, -0.524402, 0
-0.132494, -0.822195, 2.19688, -0.124374, 4.09111, -0.0574621, -0.268691, -1.45352, 6.30316, -0.535235, -0.335385, 2.0165, -1.47426, 1.94908, 2.0112, -0.458336, -0.882227, -1.44999, -1.59611, 1.62856, -0.524402, 0
-0.132494, -0.822195, 1.70401, -1.14268, 2.73985, -0.0574621, -0.268691, -1.04637, 1.77439, -0.535235, 1.22816, 1.88815, -1.47426, 1.67044, 2.35025, 0.957976, -0.271775, -0.680442, -0.559241, 0.558773, -0.524402, 0
-1.3519, 0.729961, 2.13259, 0.893932, -0.638287, -0.0574621, -0.268691, -1.1627, 2.68015, -0.535235, 2.845, 1.88815, -1.44043, 1.72616, 2.35025, -0.458336, -0.760137, -0.680442, -0.83574, 0.17917, -0.524402, 0
-1.96161, 0.471268, -0.203162, 0.215061, 0.375155, -0.0574621, -0.268691, -1.33719, 2.11405, -0.535235, 1.4236, 1.63145, -1.4066, 1.22461, 1.33309, -0.458336, -1.2485, -1.2576, -1.45786, 0.00662268, -0.524402, 0
