@relation cylinder-bands
@attribute f1 real [-0.88764, 1.17346]
@attribute f2 real [-0.185139, 5.3908]
@attribute f3 real [-4.06686, 0.312177]
@attribute f4 real [-0.258424, 7.5247]
@attribute f5 real [-0.141001, 7.07827]
@attribute f6 real [-0.877564, 1.13729]
@attribute f7 real [-1.14449, 2.5409]
@attribute f8 real [-0.147265, 10.6241]
@attribute f9 real [-5.21327, 0.263873]
@attribute f10 real [-1.63512, 0.642925]
@attribute f11 real [-1.24747, 0.996225]
@attribute f12 real [-1.54663, 1.67237]
@attribute f13 real [-1.21047, 1.55084]
@attribute f14 real [-1.35789, 0.852732]
@attribute f15 real [-1.22016, 2.44927]
@attribute f16 real [-0.76937, 1.34846]
@attribute f17 real [-3.18873, 2.23032]
@attribute f18 real [-6.06198, 2.50661]
@attribute f19 real [-2.98137, 3.02579]
@attribute f20 real [-9.57133, 5.79063]
@attribute f21 real [-9.19459, 3.12291]
@attribute f22 real [-2.73368, 2.26596]
@attribute f23 real [-2.04664, 3.23236]
@attribute f24 real [-0.805486, 4.4716]
@attribute f25 real [-4.3217, 1.96657]
@attribute f26 real [-3.8199, 1.76515]
@attribute f27 real [-3.87252, 1.79948]
@attribute f28 real [-0.516206, 6.11974]
@attribute f29 real [-0.0893423, 14.7463]
@attribute f30 real [-4.12634, 1.22879]
@attribute f31 real [-2.68628, 5.69165]
@attribute f32 real [-3.68857, 3.02985]
@attribute f33 real [-7.53083, 1.27323]
@attribute f34 real [-7.85617, 1.27866]
@attribute f35 real [-15.3293, 0.111585]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35
@outputs clase
@data
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6666661838040641,1.0,0.0,1.0,0.6896555669351638,0.6944444768625876,0.562851830149355,0.6122447916802283,0.6666664501725188,0.8000016001152083,0.4285707520363705,0.2793297285661064,0.6153841994698065,0.6501954324491276,0.7490639985895626,0.0,0.0,0.9032262522104972,0.333333054823805,0.6333332837184933,0.8888884219326084,0.9049725063301671,1.0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6666661838040641,1.0,0.0,1.0,0.5517243797344553,0.6249999124710134,0.562851830149355,0.5918366536561741,0.6666664501725188,0.5000008000576042,0.3571422617920061,0.0,0.5769227466377875,0.7737323748220697,0.7584273624823694,0.0,0.0,0.6451615553684038,0.333333054823805,0.6666667162815066,0.8888884219326084,0.848464722386733,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.5000010853668133,0.0,1.0,0.0,0.3333327390754982,0.2857145076110593,0.44444441225360426,0.0,0.500000817565671,1.0,0.4137931925337467,0.6249999124710134,0.37523471990091817,0.5714285156321198,0.6190476963669577,0.0,0.0,0.0,0.6153841994698065,0.8127442010366962,0.7022475317348378,0.0,0.0,0.8064519442105046,0.26666622900883635,0.5499999940462191,0.8888884219326084,0.848464722386733,1.0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.5000010853668133,0.0,1.0,1.0,1.0,0.8571450761105934,0.8888896936598933,1.0,0.7500020439141775,1.0,0.5517243797344553,0.5833328470611852,0.37523471990091817,0.5918366536561741,0.704761680535823,0.8000016001152083,0.3571422617920061,0.2234638586522941,0.8076919407086527,0.7477245503621274,0.646067700987306,0.0,0.0,0.7419358633683963,0.2333329354625785,0.5833332837184934,0.8888884219326084,0.9112511125001779,1.0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.11111175492791463,1.0,0.500000817565671,1.0,0.6206899733348096,0.6111110462748247,0.5009382137316135,0.5755101562561027,0.7428569677288411,0.5000008000576042,0.3142850918734609,0.21229064676982715,0.5807687965052392,0.7061122102756466,0.7116108956276445,0.0,0.0,0.8064519442105046,0.2333329354625785,0.5666667162815067,0.8888884219326084,0.9696250504935506,1.0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.5000010853668133,0.0,1.0,1.0,1.0,0.0,0.6666661838040641,1.0,0.500000817565671,1.0,0.3448279680017715,0.5277776156870617,0.4371483363186597,0.5714285156321198,0.6666664501725188,0.5000008000576042,0.3571422617920061,0.0,0.6153841994698065,0.7646296810234466,0.7715359661495063,0.31250043324644294,0.0,0.5483863136842616,0.29999964191632067,0.5,0.8888884219326084,0.8749368078004737,1.0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.5000010853668133,0.0,1.0,1.0,0.0,0.5714290152221186,0.8888896936598933,0.4999990952772569,0.500000817565671,1.0,0.5517243797344553,0.48611148391975817,0.4371483363186597,0.7346940103997146,0.8095236858128679,0.5000008000576042,0.4285707520363705,0.0,0.7692303288503833,0.8127442010366962,0.7022475317348378,0.0,0.0,0.8064519442105046,0.29999964191632067,0.5,0.8888884219326084,0.8749792825920133,1.0,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8571450761105934,0.8888896936598933,1.0,0.2500006813047258,0.0,0.5517243797344553,0.5416667152938816,0.37523471990091817,0.6122447916802283,0.7523807753196671,0.6000008000576041,0.2857135821178253,0.3296091820372077,0.7692303288503833,0.6371914306944433,0.7340826868829337,0.0,0.0,0.8064519442105046,0.333333054823805,0.6666667162815066,0.8888884219326084,0.8757853183912564,1.0,1
0.4999990296443647,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8571450761105934,0.11111175492791463,1.0,0.2500006813047258,0.0,0.0,0.6666666277648948,0.4371483363186597,0.5714285156321198,0.7619046072660849,0.6000008000576041,0.4285707520363705,0.0,0.7692303288503833,0.8127442010366962,0.7022475317348378,0.0,0.0,0.0,0.0,0.6666667162815066,0.8888884219326084,0.9305112410411579,1.0,0
0.4999990296443647,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8571450761105934,0.11111175492791463,1.0,0.2500006813047258,1.0,0.0,0.5555558149007013,0.5009382137316135,0.6693876302242683,0.6857140653541709,0.8000016001152083,0.37142790301193407,0.0,0.7692303288503833,0.8127442010366962,0.7022475317348378,0.0,0.0,0.8064519442105046,0.333333054823805,0.6666667162815066,0.8888884219326084,0.9031907545077468,1.0,0
