@relation oocytes_trisopterus_states_5b
@attribute f1 real [-0.914278, 7.79999]
@attribute f2 real [-2.78541, 2.24443]
@attribute f3 real [-1.0046, 4.31518]
@attribute f4 real [-0.960643, 5.4067]
@attribute f5 real [-1.37908, 4.14311]
@attribute f6 real [-2.96459, 2.91612]
@attribute f7 real [-2.97156, 2.92341]
@attribute f8 real [-2.94081, 2.90985]
@attribute f9 real [-1.17177, 5.66245]
@attribute f10 real [-0.98409, 4.41643]
@attribute f11 real [-0.877688, 4.62526]
@attribute f12 real [-3.39624, 3.39081]
@attribute f13 real [-1.11036, 4.88541]
@attribute f14 real [-6.51233, 3.55649]
@attribute f15 real [-0.686613, 7.41656]
@attribute f16 real [-3.23953, 2.48591]
@attribute f17 real [-3.53228, 2.50386]
@attribute f18 real [-0.945881, 5.20394]
@attribute f19 real [-7.37687, 4.76302]
@attribute f20 real [-0.615952, 6.40925]
@attribute f21 real [-2.42377, 2.17324]
@attribute f22 real [-3.20692, 2.03018]
@attribute f23 real [-0.925672, 5.91291]
@attribute f24 real [-10.1453, 3.03094]
@attribute f25 real [-0.574974, 12.6856]
@attribute f26 real [-2.19253, 2.54906]
@attribute f27 real [-4.2775, 1.26792]
@attribute f28 real [-2.76777, 2.14381]
@attribute f29 real [-1.94254, 2.71259]
@attribute f30 real [-1.68345, 2.96449]
@attribute f31 real [-1.585, 3.02258]
@attribute f32 real [-1.53668, 3.0813]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32
@outputs clase
@data
-0.895689, 1.96257, 2.92283, 1.73672, -1.37908, -0.43673, -0.497677, -0.579112, 2.11164, 1.77361, 3.19695, 0.56436, 2.36751, -0.898587, 1.94494, 1.84252, -0.779962, 1.7844, -0.113018, 1.27817, 1.75827, -1.45288, 1.98428, -0.650883, 1.40583, 1.96429, 1.26792, 2.14381, 2.5891, 2.6851, 2.66688, 2.6057, 2
-0.67414, 0.650253, 0.174504, -0.335416, -0.852422, 0.142842, 0.137065, 0.0848735, 0.193284, 0.921354, -0.14578, 0.931899, -0.331678, 0.0536306, -0.478438, 0.354016, 0.0425967, -0.240978, 0.102963, -0.427036, 0.488922, -0.771627, -0.27286, 0.314418, -0.415772, 0.385198, 0.789827, 1.03015, 0.871482, 0.71048, 0.663576, 0.679827, 2
-0.859768, 1.67831, 2.24305, 0.907692, -1.21442, -0.47313, -0.518456, -0.54676, 2.48694, 2.59616, 2.20171, 0.628825, 1.43758, -0.756215, 0.821009, 1.60851, -0.771826, 1.10733, -0.0861928, 0.632593, 1.49819, -1.4285, 1.20335, -0.242987, 0.643127, 1.63773, 1.1344, 1.84909, 2.2265, 2.26826, 2.18728, 2.11002, 2
-0.239549, -0.261487, -0.567219, -0.626466, -0.0119634, -0.843417, -0.846466, -0.87489, -0.688802, -0.667294, -0.671262, -0.439299, -0.617072, 0.0374594, -0.592875, -0.124142, -0.613323, -0.650413, 0.174354, -0.572006, -0.342062, -1.97325, -0.682086, 0.385938, -0.543222, -0.561902, 0.0703913, -0.302864, -0.468243, -0.4934, -0.467693, -0.420839, 0
-0.876099, 1.79726, 2.65608, 1.10676, -1.2843, -0.0495628, -0.107331, -0.176903, 4.07147, 3.48691, 1.7269, 0.898377, 1.67064, -0.963392, 1.08697, 1.61274, -0.31001, 1.28704, -0.758524, 0.853452, 1.54585, -1.14205, 1.3775, -0.915538, 0.949939, 1.66811, 1.19028, 1.97478, 2.38264, 2.45689, 2.37747, 2.30167, 2
-0.890611, 1.91272, 2.43652, 2.69397, -1.18549, 0.158623, 0.122972, 0.0232373, 1.32296, 1.81444, 2.91443, 1.15722, 2.25582, -1.41927, 1.51449, 1.60152, -0.285723, 2.77395, -1.0837, 2.45926, 1.95224, -1.28011, 2.1311, -1.06933, 1.43476, 1.94682, 1.08882, 1.76472, 2.0976, 2.2199, 2.24947, 2.22236, 2
-0.370797, 0.0142521, -0.362731, -0.551857, -0.244486, -0.877798, -0.83861, -0.805238, -0.246595, -0.578972, -0.372336, -0.16424, -0.558953, 0.107081, -0.570987, -0.108561, -0.817591, -0.518066, 0.025276, -0.529929, -0.0784869, -2.00777, -0.513708, 0.281426, -0.497397, -0.137385, 0.275449, 0.00593667, -0.160962, -0.215032, -0.2367, -0.238019, 0
-0.555465, 0.428235, -0.113378, -0.194973, -0.338055, -0.615062, -0.540224, -0.558643, -0.160562, -0.517116, -0.108361, -0.00802564, -0.206997, 0.333677, -0.403749, 0.403249, -0.555685, -0.129689, 0.111809, -0.357854, 0.568798, -1.68294, -0.279507, 0.34603, -0.425706, 0.353826, 0.338954, 0.195173, 0.103823, 0.0618058, 0.0923194, 0.107841, 0
-0.752027, 0.942643, 0.358114, 0.345341, -0.842988, 0.742632, 0.753606, 0.767709, 0.542902, 0.16456, 0.110559, 1.67183, 0.435651, -0.958714, 0.321194, 0.942153, 0.476019, 0.313218, -0.47367, 0.0264853, 0.9486, -0.811415, 0.205697, -0.446675, 0.0756787, 0.846245, 0.797153, 1.02606, 0.882016, 0.807547, 0.82136, 0.82003, 2
0.835841, -1.06961, -0.799771, -0.644636, 0.466764, -0.589976, -0.595753, -0.670182, -0.413883, -0.789727, -0.657959, -0.0193494, -0.635541, 0.34615, -0.530579, -0.951098, -0.403249, -0.715068, 0.308561, -0.553157, -1.1476, -1.84533, -0.796173, 0.412544, -0.559243, -1.1718, -0.381001, -0.916797, -0.992216, -1.00092, -1.0076, -1.01883, 0
