@relation oocytes_trisopterus_states_5b
@attribute f1 real [-0.914278, 7.79999]
@attribute f2 real [-2.78541, 2.24443]
@attribute f3 real [-1.0046, 4.31518]
@attribute f4 real [-0.960643, 5.4067]
@attribute f5 real [-1.37908, 4.14311]
@attribute f6 real [-2.96459, 2.91612]
@attribute f7 real [-2.97156, 2.92341]
@attribute f8 real [-2.94081, 2.90985]
@attribute f9 real [-1.17177, 5.66245]
@attribute f10 real [-0.98409, 4.41643]
@attribute f11 real [-0.877688, 4.62526]
@attribute f12 real [-3.39624, 3.39081]
@attribute f13 real [-1.11036, 4.88541]
@attribute f14 real [-6.51233, 3.55649]
@attribute f15 real [-0.686613, 7.41656]
@attribute f16 real [-3.23953, 2.48591]
@attribute f17 real [-3.53228, 2.50386]
@attribute f18 real [-0.945881, 5.20394]
@attribute f19 real [-7.37687, 4.76302]
@attribute f20 real [-0.615952, 6.40925]
@attribute f21 real [-2.42377, 2.17324]
@attribute f22 real [-3.20692, 2.03018]
@attribute f23 real [-0.925672, 5.91291]
@attribute f24 real [-10.1453, 3.03094]
@attribute f25 real [-0.574974, 12.6856]
@attribute f26 real [-2.19253, 2.54906]
@attribute f27 real [-4.2775, 1.26792]
@attribute f28 real [-2.76777, 2.14381]
@attribute f29 real [-1.94254, 2.71259]
@attribute f30 real [-1.68345, 2.96449]
@attribute f31 real [-1.585, 3.02258]
@attribute f32 real [-1.53668, 3.0813]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32
@outputs clase
@data
0.531289, -1.04285, -0.774275, -0.813104, 0.314138, 0.329869, 0.338384, 0.316706, -0.62, -0.574795, -0.468303, 0.712939, -0.812214, 0.098466, -0.596083, -0.924243, 0.45618, -0.842368, 0.120094, -0.590406, -1.33993, -0.672401, -0.834472, 0.358263, -0.553146, -1.39264, -0.185129, -0.793804, -0.919985, -0.922804, -0.927451, -0.930379, 0
-0.636291, 0.825897, 0.760543, 0.423318, -0.559353, 0.135146, 0.134106, 0.1648, -0.0333817, 0.128769, 0.270312, 0.691231, 0.438749, -0.295698, 0.448294, 0.867894, 0.0837041, 0.518355, -1.43324, 0.705193, 0.74686, -0.945901, 0.614093, -1.5323, 0.880447, 0.750328, 0.522124, 0.597562, 0.573415, 0.571536, 0.579962, 0.607756, 2
0.374265, -0.590976, -0.585918, -0.202439, 0.511659, 2.64675, 2.66964, 2.67827, -0.62031, -0.512189, -0.606237, 3.39081, -0.590576, -0.977984, -0.0350409, -3.23953, 1.96686, -0.133897, -1.02569, 0.150167, -0.158053, 0.395943, -0.412394, -0.45504, -0.101444, -0.667214, -0.503144, -0.896038, -0.924563, -0.913999, -0.909761, -0.905303, 1
1.15959, -1.37251, -0.744261, -0.890901, 0.380601, 0.578682, 0.551417, 0.577473, -0.386508, -0.762072, -0.585988, 1.08157, -0.991056, -0.0660638, -0.63756, -1.65386, 0.60078, -0.860418, 0.021598, -0.574385, -1.74368, -0.307571, -0.844947, 0.295768, -0.543012, -1.6606, -0.289131, -0.859818, -0.974305, -0.963442, -0.982781, -1.00223, 0
-0.860908, 1.65377, 1.88765, 1.16164, -1.16096, -0.572736, -0.609206, -0.666714, 0.173345, 1.60485, 2.03847, 0.573355, 1.94229, -0.805258, 1.34458, 1.79802, -0.934057, 1.10919, 0.197462, 0.552727, 1.51009, -1.619, 1.25806, -0.0938984, 0.600891, 1.6795, 1.08249, 1.72543, 1.97914, 2.01055, 1.99607, 1.98988, 2
0.386708, -0.561082, -0.323932, -0.0707312, 0.0867924, -0.0871622, -0.0388188, 0.206307, 0.0452251, -0.545231, -0.298676, 0.335836, -0.0164211, 0.228595, 0.262796, -0.621869, 0.0136926, -0.162731, -0.129789, 0.101884, -0.749579, -1.06773, -0.288102, -0.0677128, -0.0940782, -0.562691, -0.0528811, -0.434472, -0.536686, -0.527121, -0.557524, -0.595523, 0
-0.0988058, -0.357844, -0.453591, -0.680217, 0.0449654, -0.477898, -0.497947, -0.537625, -0.324612, -0.721224, -0.51109, -0.00275853, -0.680597, 0.116496, -0.58441, -0.387977, -0.225756, -0.670382, 0.160582, -0.560743, -0.495778, -1.59528, -0.684165, 0.376224, -0.523772, -0.658919, 0.0246764, -0.378932, -0.505793, -0.522783, -0.527341, -0.519975, 0
-0.821829, 1.3107, 1.09378, 0.380621, -1.09557, -0.0943482, -0.0830345, -0.0814952, 2.82989, 1.65198, 0.303663, 0.852082, 0.484014, 0.0482335, -0.058498, 1.12829, -0.293689, 0.548759, -0.0788668, 0.0390484, 1.2119, -1.20734, 0.49237, -0.0597472, 0.00540723, 1.19584, 1.02324, 1.52398, 1.58888, 1.46036, 1.38185, 1.37599, 2
-0.847015, 1.60889, 1.42756, 2.99356, -0.815453, 0.329259, 0.305542, 0.248644, 1.42956, 0.438709, 1.26593, 1.20604, 2.78626, -3.61002, 3.02319, 1.74432, -0.0402578, 2.69366, -2.85713, 2.7289, 1.82165, -1.33969, 1.87307, -1.87244, 1.47027, 1.76266, 0.76537, 1.09507, 1.23904, 1.3459, 1.41587, 1.47038, 2
-0.65592, 0.713918, 0.1825, 0.0639749, -0.561942, 0.463416, 0.451222, 0.433042, -0.0767679, 0.541043, 0.300425, 1.84044, 0.151497, -0.953237, 0.00494714, 0.628385, 0.0978564, 0.0616261, -0.311569, -0.160862, 0.757035, -1.00849, -0.143362, 0.0182, -0.27285, 0.488302, 0.551357, 0.62021, 0.544501, 0.487272, 0.482955, 0.488162, 2
-0.890631, 2.0326, 3.41007, 3.56031, -1.10178, 0.431603, 0.366439, 0.284004, 1.60273, 3.39182, 4.2226, 1.27786, 3.87161, -4.39924, 4.4902, 1.5382, -0.0775574, 3.44222, -2.46748, 3.76511, 1.99717, -1.07855, 2.95469, -2.5753, 2.92733, 2.12831, 1.00726, 1.6949, 2.1642, 2.40454, 2.46383, 2.45675, 2
0.324232, -0.645946, -0.466514, -0.622049, 0.253101, -0.289071, -0.305592, -0.365309, -0.175913, -0.617781, -0.493849, 0.194153, -0.569648, 0.432783, -0.4204, -0.595933, -0.0988757, -0.640279, 0.320664, -0.488252, -0.863586, -1.24143, -0.670372, 0.424217, -0.484984, -0.92903, -0.174664, -0.603939, -0.671701, -0.671832, -0.672221, -0.673081, 0
1.6611, -1.53012, -0.859508, -0.839969, 0.617371, -0.69234, -0.675939, -0.590356, -0.788797, -0.780682, -0.779642, -0.326871, -0.918586, 0.135746, -0.624368, -1.79191, -0.453631, -0.861577, 0.16324, -0.602739, -1.66513, -1.62972, -0.877459, 0.377863, -0.570727, -1.69134, -0.481676, -1.13355, -1.21197, -1.20046, -1.22386, -1.24337, 0
0.714358, -0.977344, -0.557994, -0.782611, 0.338304, -0.494299, -0.501735, -0.52806, -0.321334, -0.597232, -0.609256, 0.153416, -0.741233, 0.276328, -0.512409, -1.02399, -0.368278, -0.777294, 0.188157, -0.563241, -1.29364, -1.41937, -0.72934, 0.411344, -0.499476, -1.17626, -0.244696, -0.744941, -0.825667, -0.848265, -0.876849, -0.898927, 0
0.0975365, -0.478737, -0.584079, -0.47334, 0.312778, 2.03254, 2.04243, 2.0305, -0.197502, -0.568258, -0.47413, 3.15536, -0.617022, -0.475809, -0.500965, -1.58808, 1.46148, -0.416112, -0.296677, -0.315977, -0.332657, -0.0450253, -0.546121, 0.00852536, -0.386248, -0.595753, -0.25497, -0.704573, -0.795693, -0.805438, -0.822689, -0.841508, 1
2.50685, -2.01801, -0.897767, -0.960643, 0.763591, -0.415242, -0.412534, -0.424997, -0.67362, -0.69213, -0.715228, 0.122523, -1.11036, -0.0447155, -0.686613, -2.36413, -0.29157, -0.945881, 0.115497, -0.615952, -2.42377, -1.10603, -0.925672, 0.368078, -0.574974, -2.19253, -0.653102, -1.27016, -1.28308, -1.28373, -1.2971, -1.3228, 0
-0.824198, 1.44645, 0.986909, 2.52968, -0.717277, -0.00926492, -0.0230075, -0.0784369, 1.04847, 0.0974565, 0.930579, 0.923193, 2.13524, -2.42228, 1.76564, 1.7059, -0.317726, 2.28651, -2.22973, 1.91055, 1.70897, -1.63551, 1.49119, -1.30456, 0.903704, 1.60436, 0.667104, 0.917626, 0.996104, 1.06497, 1.13007, 1.18529, 2
-0.85624, 1.61474, 1.3403, 2.12328, -0.951688, -0.413943, -0.436031, -0.508151, 0.288672, 0.575964, 1.52661, 0.612994, 1.8868, -1.48727, 1.21772, 1.75136, -0.741353, 2.04319, -0.977794, 1.46884, 1.75994, -1.84606, 1.44304, -0.641968, 0.69242, 1.68323, 0.890371, 1.33534, 1.51246, 1.55173, 1.56933, 1.57659, 2
0.792695, -1.14657, -0.755715, -0.87499, 0.266664, -0.217061, -0.147559, -0.198261, -0.460138, -0.712579, -0.760663, 0.378542, -0.979892, -0.0279647, -0.662936, -1.4731, -0.147609, -0.864726, 0.130308, -0.606827, -1.44635, -1.02051, -0.842848, 0.380911, -0.566019, -1.4045, -0.157564, -0.722623, -0.864496, -0.877639, -0.921564, -0.937845, 0
0.289861, -0.314557, 0.0210486, -0.458698, 0.0968169, -0.72883, -0.706482, -0.678688, -0.0717207, 0.233302, 0.103763, -0.192404, -0.500416, 0.0906902, -0.361142, -0.628565, -0.610525, -0.348129, -0.403499, -0.276249, -0.527491, -1.70129, -0.360093, -0.137025, -0.271411, -0.465045, -0.0689522, -0.302514, -0.257849, -0.239339, -0.240668, -0.251902, 0
-0.18239, -0.0981662, -0.414143, -0.392774, -0.00248859, -0.0498526, 0.0014991, 0.123442, -0.078407, -0.468813, -0.470772, 0.553606, -0.297227, 0.404838, -0.38296, -0.00137933, -0.0319124, -0.457209, 0.197651, -0.464116, -0.0751687, -0.989747, -0.520914, 0.340473, -0.480356, -0.211364, 0.0309629, -0.275979, -0.393544, -0.430024, -0.463166, -0.495348, 0
-0.315977, -0.103823, -0.395973, -0.572336, -0.234481, -0.45562, -0.531838, -0.641518, -0.307991, -0.667494, -0.445685, 0.235471, -0.442088, 0.234381, -0.532158, -0.00658647, -0.370617, -0.594474, 0.183189, -0.561632, -0.281456, -1.32328, -0.592745, 0.403199, -0.523083, -0.363151, 0.294418, -0.0508022, -0.257769, -0.321334, -0.337585, -0.336066, 0
-0.794654, 1.16045, 0.716677, 0.334487, -1.05419, -0.0388087, 0.00196884, 0.169977, 0.389646, 1.0457, 0.324822, 1.07669, 0.30925, -0.0607467, -0.0945283, 0.918396, -0.301704, 0.463106, 0.353216, 0.0161509, 1.14097, -1.0898, 0.524782, 0.30916, 0.0358805, 1.22943, 1.00642, 1.34292, 1.26537, 1.13054, 1.04995, 1.04403, 2
0.76568, -1.29025, -0.809895, -0.899037, 0.394094, 1.44174, 1.43541, 1.44102, -0.571077, -0.521094, -0.781661, 0.989897, -0.969678, -0.00391787, -0.667044, -1.32154, 1.42762, -0.899477, 0.117365, -0.612664, -1.6604, 1.67008, -0.877539, 0.369947, -0.571456, -1.64302, -0.25594, -0.908042, -1.03232, -1.0532, -1.0803, -1.11791, 0
-0.683775, 0.849724, 0.362571, 0.51018, -0.552137, 1.27053, 1.27099, 1.25039, 0.790796, 0.308061, 1.11652, 1.80855, 0.120973, -0.390616, -0.223867, 0.670702, 0.859388, 0.736506, 0.0852931, 0.271191, 1.13493, 0.660368, 0.435541, 0.0323623, -0.0164508, 0.989587, 0.54633, 0.562451, 0.590526, 0.596173, 0.586688, 0.586148, 2
-0.703794, 0.80111, 0.313658, 0.144581, -0.683385, 1.2849, 1.30031, 1.30155, 0.76472, 0.0919495, -0.0719406, 1.53427, -0.0476939, 0.193464, -0.348839, 0.283354, 1.02543, 0.347569, 0.567049, -0.0838342, 0.817462, 0.852802, 0.212243, 0.319485, -0.251342, 0.662866, 0.541223, 0.880737, 0.835801, 0.813383, 0.822559, 0.845406, 2
-0.536985, 0.331588, -0.158463, -0.36498, -0.503564, 1.8851, 1.90113, 1.92402, 0.631383, -0.0677529, -0.366659, 2.00413, -0.312089, -0.0722704, -0.504833, 0.242187, 1.46364, -0.297357, 0.00923481, -0.441338, 0.334567, 1.67414, -0.331808, 0.0694819, -0.432163, -0.0874821, 0.482185, 0.500455, 0.317366, 0.204567, 0.169117, 0.156804, 2
-0.630594, 0.726182, 0.181601, 0.886923, -0.287482, 1.93851, 1.95012, 1.9451, -0.0038779, 0.416931, 0.298886, 2.47289, 0.212243, -1.26887, 0.138784, 0.0999051, 1.30213, 1.074, -0.471691, 0.700535, 0.968819, 1.12491, 0.549738, -0.405078, 0.167918, 0.523563, 0.202469, 0.263225, 0.240208, 0.216571, 0.203358, 0.189706, 2
0.449284, -0.940444, -0.742332, -0.803409, 0.161441, 0.0148918, 0.00675622, -0.0173904, -0.631583, -0.569527, -0.72913, -0.052871, -0.813074, 0.0945881, -0.617601, -0.886054, 0.280986, -0.817941, 0.154435, -0.595853, -1.17173, -0.223797, -0.788468, 0.394044, -0.557144, -1.06885, -0.063845, -0.593474, -0.753916, -0.786359, -0.796263, -0.809586, 2
-0.330639, 0.184089, -0.179431, -0.177483, -0.278627, 0.380061, 0.422278, 0.454671, -0.282505, -0.376803, -0.472831, 0.453331, -0.229884, 0.228045, -0.271461, -0.0182101, 0.443886, -0.147669, -0.087732, -0.224157, 0.253151, 0.155565, -0.225157, 0.0541103, -0.271521, 0.240078, 0.326681, 0.10936, -0.0517616, -0.117036, -0.168368, -0.169567, 0
0.370177, -0.816722, -0.707641, -0.660078, 0.23624, 1.71335, 1.77204, 1.80952, -0.269032, -0.751618, -0.808147, 1.54995, -0.456839, 0.192894, -0.535646, -0.417181, 1.48115, -0.721854, 0.0893009, -0.573665, -0.862087, 1.62934, -0.65605, 0.209445, -0.47365, -0.726451, -0.155415, -0.682525, -0.8197, -0.840739, -0.851213, -0.863296, 0
