@relation oocytes_trisopterus_states_5b
@attribute f1 real [-0.914278, 7.79999]
@attribute f2 real [-2.78541, 2.24443]
@attribute f3 real [-1.0046, 4.31518]
@attribute f4 real [-0.960643, 5.4067]
@attribute f5 real [-1.37908, 4.14311]
@attribute f6 real [-2.96459, 2.91612]
@attribute f7 real [-2.97156, 2.92341]
@attribute f8 real [-2.94081, 2.90985]
@attribute f9 real [-1.17177, 5.66245]
@attribute f10 real [-0.98409, 4.41643]
@attribute f11 real [-0.877688, 4.62526]
@attribute f12 real [-3.39624, 3.39081]
@attribute f13 real [-1.11036, 4.88541]
@attribute f14 real [-6.51233, 3.55649]
@attribute f15 real [-0.686613, 7.41656]
@attribute f16 real [-3.23953, 2.48591]
@attribute f17 real [-3.53228, 2.50386]
@attribute f18 real [-0.945881, 5.20394]
@attribute f19 real [-7.37687, 4.76302]
@attribute f20 real [-0.615952, 6.40925]
@attribute f21 real [-2.42377, 2.17324]
@attribute f22 real [-3.20692, 2.03018]
@attribute f23 real [-0.925672, 5.91291]
@attribute f24 real [-10.1453, 3.03094]
@attribute f25 real [-0.574974, 12.6856]
@attribute f26 real [-2.19253, 2.54906]
@attribute f27 real [-4.2775, 1.26792]
@attribute f28 real [-2.76777, 2.14381]
@attribute f29 real [-1.94254, 2.71259]
@attribute f30 real [-1.68345, 2.96449]
@attribute f31 real [-1.585, 3.02258]
@attribute f32 real [-1.53668, 3.0813]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32
@outputs clase
@data
-0.0603269, -0.36465, -0.662696, 0.0260657, 0.325392, 1.15577, 1.17321, 1.19531, -0.700076, -0.719535, -0.793405, 2.16953, -0.0564591, -1.22487, 0.117615, 0.165409, 0.889682, -0.12772, -1.26713, 0.0681124, -0.306852, -0.886554, -0.27392, -0.34592, -0.238559, -0.100345, -0.23744, -0.763201, -0.861188, -0.874121, -0.882776, -0.887593, 1
0.421689, -0.791496, -0.678138, -0.72833, 0.215702, -0.581821, -0.487443, -0.340313, -0.349568, -0.745641, -0.644466, 0.0499326, -0.724393, 0.155864, -0.541583, -0.78408, -0.516946, -0.709541, 0.155335, -0.568258, -0.790476, -1.52995, -0.753807, 0.379172, -0.549728, -0.960983, -0.120484, -0.65694, -0.811525, -0.836541, -0.855251, -0.871742, 0
-0.860368, 1.8683, 3.22285, 1.95987, -1.11464, -0.112039, -0.187297, -0.265005, 1.46656, 3.30185, 4.12443, 0.909801, 3.09775, -3.2848, 3.60618, 1.80226, -0.525132, 1.99495, -0.65643, 1.9284, 1.74768, -1.2859, 2.14154, -1.4139, 2.07216, 1.94735, 1.04421, 1.7186, 2.19127, 2.39905, 2.43909, 2.38732, 2
-0.879797, 1.81287, 2.1928, 1.57229, -1.26982, -0.570677, -0.612534, -0.69257, 1.85802, 1.50856, 2.51852, 0.465475, 1.6764, -0.813694, 1.12013, 1.76625, -0.880617, 1.74288, -0.129299, 1.27851, 1.76067, -1.7627, 1.51619, -0.169417, 0.829585, 1.79539, 1.17976, 1.92955, 2.27919, 2.33714, 2.30214, 2.2529, 2
-0.65565, 0.740973, 0.256749, 0.067423, -0.72956, -0.0953977, -0.0777274, -3.99452E-5, 1.13482, 0.2006, 0.203298, 0.749899, -0.171156, -0.0247864, -0.265165, 0.449463, -0.219949, 0.212703, -0.760343, 0.037879, 0.738085, -1.08801, 0.211064, -0.575864, 0.0455752, 0.678977, 0.708731, 0.835981, 0.698097, 0.598291, 0.591566, 0.584249, 2
-0.173645, -0.208895, -0.412114, -0.561612, -0.158853, 0.113558, 0.187727, 0.234981, -0.602979, -0.448474, -0.281715, 0.608166, -0.502215, 0.117885, -0.395253, -0.241228, 0.172915, -0.570917, 0.0445554, -0.424387, -0.368688, -0.771777, -0.576984, 0.223917, -0.403888, -0.450303, 0.195493, -0.089361, -0.241098, -0.295728, -0.308131, -0.297017, 0
1.1197, -1.23225, -0.7289, -0.849514, 0.448754, -0.776754, -0.736276, -0.662786, -0.427326, -0.780342, -0.645296, -0.301625, -0.859818, 0.153186, -0.596953, -1.31187, -0.591155, -0.858889, 0.165409, -0.60182, -1.59025, -1.732, -0.826317, 0.384039, -0.558493, -1.39878, -0.362841, -0.854561, -0.942063, -0.935177, -0.961902, -1.00202, 0
-0.787458, 1.12269, 0.886564, 0.00772579, -1.08135, 0.021788, 0.0123232, -0.0753886, 1.36287, 1.19036, 0.0794663, 0.868204, -0.0291141, -0.0395583, -0.340333, 0.72824, -0.108021, 0.213942, -0.0526712, -0.184179, 0.958314, -0.937506, 0.165109, 0.100445, -0.193953, 0.909361, 1.00902, 1.52155, 1.54132, 1.38861, 1.32292, 1.30699, 2
-0.895409, 1.98321, 2.9515, 2.3401, -1.26054, -0.283434, -0.349119, -0.438479, 1.71441, 2.78968, 3.35254, 0.570147, 2.60613, -1.41517, 2.03256, 1.97037, -0.590526, 2.45234, -0.717866, 2.06934, 1.88549, -1.75532, 1.96041, -0.751737, 1.30082, 1.92337, 1.14877, 1.98012, 2.48048, 2.63915, 2.6314, 2.58131, 2
-0.881986, 1.9049, 2.72454, 2.61019, -1.09617, 0.191415, 0.134766, 0.0480337, 1.50689, 2.59891, 3.09686, 1.17849, 2.71448, -2.63248, 2.44392, 1.68512, -0.232922, 2.63676, -1.67126, 2.55813, 1.90344, -1.34356, 2.13687, -1.54569, 1.77956, 1.95622, 1.00923, 1.6378, 2.00755, 2.17537, 2.22731, 2.22031, 2
-0.877569, 1.84744, 2.37432, 2.60702, -1.09292, 0.443447, 0.429794, 0.38231, 3.21677, 2.03076, 2.63318, 1.46618, 2.49217, -2.2496, 2.10752, 1.2025, -0.0480136, 2.61189, -0.734097, 2.46584, 1.87481, -0.956815, 2.06578, -0.950888, 1.60273, 1.95459, 1.01677, 1.61537, 1.92751, 2.02903, 2.05036, 2.0517, 2
-0.756825, 1.0533, 0.80141, 0.0616462, -0.898667, -0.213523, -0.247244, -0.285543, 2.04384, 1.62719, 0.139913, 0.755735, 0.328859, 0.0448953, -0.102344, 0.967919, -0.371036, 0.142302, -0.113998, -0.18291, 0.862407, -1.12336, 0.168507, 0.0124932, -0.141612, 0.870432, 0.844317, 1.22831, 1.27321, 1.1801, 1.10024, 1.05052, 2
1.74828, -1.64183, -0.824357, -0.934557, 0.566159, -0.577873, -0.597952, -0.603559, -0.629215, -0.730609, -0.729929, 0.0205787, -1.04443, -0.0148319, -0.67455, -1.88758, -0.447065, -0.91126, 0.100265, -0.611565, -1.98472, -1.41478, -0.882306, 0.348149, -0.568388, -1.79266, -0.476499, -1.05002, -1.12524, -1.13795, -1.16056, -1.19184, 0
-0.830195, 1.40355, 1.5061, 0.298126, -1.22799, -0.303803, -0.341263, -0.398062, 0.992465, 3.39058, 0.755126, 0.729959, 0.416122, -0.21855, -0.0323024, 1.0944, -0.554626, 0.533247, -0.202339, 0.0919593, 1.17324, -1.13525, 0.604538, -0.177223, 0.123842, 1.24611, 1.14682, 1.8109, 1.98556, 1.91391, 1.81495, 1.76483, 2
-0.866774, 1.70622, 1.67287, 2.12831, -1.01996, -0.257509, -0.296927, -0.373135, 0.793195, 0.872101, 2.09595, 0.842428, 1.88071, -1.2108, 1.13606, 1.73144, -0.636001, 2.1457, -0.608916, 1.65121, 1.81134, -1.705, 1.51152, -0.502204, 0.771547, 1.74392, 0.938595, 1.48521, 1.72233, 1.791, 1.81853, 1.82723, 2
-0.82046, 1.44155, 1.26255, 1.26037, -0.868613, -0.0260257, -0.0137225, 0.0156814, 0.982491, 0.925692, 1.35943, 1.30216, 1.51462, -1.55121, 1.04671, 1.41526, -0.465035, 1.16251, -0.191295, 0.730189, 1.48234, -1.2874, 0.938765, -0.192294, 0.475299, 1.48169, 0.797402, 1.19106, 1.32596, 1.35508, 1.33085, 1.32218, 2
0.607467, -0.841698, -0.695688, -0.536146, 0.206667, 1.76412, 1.76874, 1.76143, -0.204918, -0.680337, -0.581271, 2.5143, -0.909881, -0.177423, -0.640189, -1.3591, 1.4914, -0.473051, -0.376084, -0.439599, -0.753447, -0.593684, -0.669763, 0.161891, -0.501745, -0.876769, -0.122273, -0.640079, -0.807557, -0.861228, -0.905213, -0.932948, 1
-0.730919, 0.868014, 0.242557, 0.197462, -0.760613, 0.606097, 0.590056, 0.557664, 0.340713, 0.771946, 0.258718, 1.82409, -0.103773, -0.376503, -0.34682, 0.563461, 0.280306, 0.325581, 0.0940483, -0.106252, 0.98408, -0.974006, -0.0606169, 0.148818, -0.296187, 0.654681, 0.751827, 0.896088, 0.790586, 0.678398, 0.646895, 0.659868, 2
0.812224, -1.16249, -0.790586, -0.774775, 0.391605, 0.847075, 0.855441, 0.860108, -0.407037, -0.826317, -0.808406, 0.706432, -0.640479, 0.240398, -0.567279, -0.904544, 0.919905, -0.841099, 0.148818, -0.605868, -1.41904, 0.847975, -0.817442, 0.377643, -0.562641, -1.23975, -0.316916, -0.878208, -0.987348, -0.996274, -1.01242, -1.03851, 0
-0.83922, 1.47216, 1.73988, 0.36551, -1.31466, 0.839779, 0.785009, 0.726271, 1.27975, 3.1159, 1.58473, 1.26572, 0.301045, -0.395823, -0.0678229, 0.937405, 0.538485, 0.727411, -0.487742, 0.310389, 1.21567, 0.670752, 0.799381, -0.585299, 0.262106, 1.14143, 1.19195, 1.97581, 2.22604, 2.18997, 2.10595, 2.02124, 2
0.833903, -1.17884, -0.812584, -0.699426, 0.387847, 1.80468, 1.80723, 1.80269, -0.598182, -0.572906, -0.720914, 1.45546, -0.518156, 0.331578, -0.539154, -0.924873, 1.63604, -0.806158, 0.167288, -0.60196, -1.38405, 1.75522, -0.813164, 0.385648, -0.5651, -1.30617, -0.271171, -0.87486, -0.992775, -0.997153, -1.02083, -1.03706, 0
0.0126831, -0.414113, -0.516546, -0.523103, 0.0550798, 1.39432, 1.40172, 1.5367, -0.415862, -0.129199, -0.497737, 1.12666, -0.326151, 0.349728, -0.508151, -0.388267, 1.3507, -0.612344, 0.234881, -0.555575, -0.475879, 1.18305, -0.623348, 0.372765, -0.5277, -0.462216, -0.00561698, -0.383839, -0.505183, -0.561782, -0.605898, -0.633312, 0
-0.799222, 1.33183, 1.46436, 0.469013, -1.00944, 1.19437, 1.16971, 1.16738, 2.20404, 2.00513, 1.25082, 1.53159, 0.450093, -0.651882, 0.114547, 0.89234, 0.843747, 0.740653, -0.641818, 0.449803, 1.12348, 0.900946, 0.789996, -0.949359, 0.439069, 0.941373, 0.845856, 1.53105, 1.71452, 1.68873, 1.6418, 1.60673, 2
-0.797612, 1.25538, 0.808187, 1.08197, -0.691401, 1.25562, 1.24988, 1.24036, -0.212803, 0.189096, 1.05554, 1.72788, 0.821289, -1.00909, 0.421998, 0.980112, 0.796913, 1.10106, -0.449703, 0.549378, 1.36874, 0.846615, 1.07944, -0.87431, 0.464575, 1.11898, 0.578263, 0.91147, 0.974256, 0.974015, 0.979663, 0.972976, 2
0.165179, -0.704444, -0.719165, -0.63854, 0.132957, 1.35294, 1.36887, 1.42867, -0.285793, -0.770867, -0.761612, 1.39549, -0.40157, 0.16424, -0.54695, -0.076618, 1.16554, -0.706962, 0.174604, -0.586958, -0.672751, 1.35467, -0.670232, 0.349748, -0.542252, -0.571457, -0.056619, -0.556005, -0.745381, -0.769528, -0.788767, -0.80115, 2
0.355575, -0.877669, -0.72845, -0.69333, 0.294489, 1.47399, 1.46941, 1.48689, -0.444276, -0.261137, -0.581791, 1.11394, -0.481936, 0.286833, -0.556995, -0.649014, 1.46318, -0.790616, 0.14537, -0.600591, -1.0436, 1.36041, -0.778623, 0.370267, -0.556205, -1.01088, -0.183459, -0.752587, -0.883165, -0.91163, -0.941793, -0.971477, 0
0.159483, -0.591396, -0.631044, -0.550938, 0.259987, 1.26995, 1.25538, 1.25531, -0.229414, -0.476608, -0.434012, 0.950449, -0.518086, 0.463226, -0.443217, -0.625247, 1.27437, -0.581321, 0.341542, -0.49181, -0.63849, 1.2888, -0.665455, 0.371356, -0.522413, -0.839619, -0.204658, -0.644626, -0.771527, -0.829175, -0.858239, -0.887843, 0
-0.787808, 1.22544, 0.828645, 0.736346, -0.904284, 1.41744, 1.38811, 1.33792, 0.697487, 0.6374, 0.830624, 1.61188, 0.63702, -1.05278, 0.584439, 0.845676, 1.03212, 0.778593, -0.757255, 0.605038, 1.1347, 1.28354, 0.670672, -1.3401, 0.599691, 0.525611, 0.789927, 1.28642, 1.36324, 1.34717, 1.3197, 1.31398, 2
-0.864496, 1.80106, 2.56201, 3.09561, -0.835462, 1.33713, 1.28305, 1.20118, 1.36299, 2.50043, 3.07863, 1.61097, 2.38435, -3.18054, 2.59667, 1.27086, 0.789037, 3.22107, -3.06202, 3.64124, 1.68221, 0.659458, 2.61424, -3.03835, 2.449, 1.31946, 0.584299, 1.35652, 1.76115, 1.97676, 2.0678, 2.08483, 2
0.767389, -1.02769, -0.663496, -0.663226, 0.249703, 1.31535, 1.44364, 1.58699, -0.661487, -0.489381, -0.555715, 0.834732, -0.623538, 0.512159, -0.431024, -1.30128, 1.32781, -0.705183, 0.396372, -0.525092, -1.38446, 1.59046, -0.800601, 0.404028, -0.560922, -1.41174, -0.228225, -0.614183, -0.684794, -0.71193, -0.759164, -0.824388, 0
1.08813, -1.29317, -0.795593, -0.85671, 0.333977, 0.72884, 0.790116, 0.937635, -0.567299, -0.757854, -0.840709, 0.592675, -0.870652, 0.112838, -0.636561, -1.40703, 0.818231, -0.863596, 0.14497, -0.608246, -1.4936, 0.778103, -0.843797, 0.379472, -0.568498, -1.37134, -0.203768, -0.832853, -0.978103, -1.02018, -1.04227, -1.06699, 0
-0.578353, 0.468643, 0.161172, -0.279147, -0.502694, 1.7508, 1.68384, 1.58947, 0.191905, 0.589786, -0.132777, 1.58285, -0.244936, 0.264795, -0.440029, -0.0175804, 1.50839, -0.173515, 0.441887, -0.361782, 0.139374, 1.55569, -0.378293, 0.275129, -0.468023, -0.329889, 0.275929, 0.831624, 0.734997, 0.63715, 0.606287, 0.605028, 2
-0.102224, -0.436371, -0.633182, -0.501375, -0.0105941, 1.74834, 1.76177, 1.75152, -0.156804, -0.58394, -0.6007, 1.51442, -0.173335, 0.297927, -0.443527, -0.00194902, 1.52916, -0.636451, 0.197202, -0.569498, -0.508721, 1.71678, -0.685344, 0.362351, -0.54678, -0.733737, 0.0676728, -0.322023, -0.506832, -0.558574, -0.573375, -0.592675, 2
0.800601, -1.10106, -0.795683, -0.69286, 0.411964, 1.60205, 1.62, 1.66229, -0.498976, -0.672051, -0.754456, 1.20781, -0.541183, 0.300175, -0.556775, -0.951158, 1.52738, -0.789397, 0.16471, -0.599221, -1.20758, 1.56646, -0.796493, 0.375884, -0.560452, -1.17049, -0.316057, -0.885244, -0.977424, -0.994405, -1.01307, -1.029, 0
-0.281795, 0.34604, -0.102204, 2.49549, -0.141652, 0.738155, 0.722923, 0.758164, -0.342412, -0.0944282, -0.104463, 0.491061, 1.85938, -3.86676, 3.22874, 0.797862, 0.578153, 1.85788, -5.76629, 3.43478, 0.518855, 0.67442, 2.43599, -7.54794, 5.3369, 0.65521, 0.205517, -0.0636751, -0.161002, -0.177343, -0.186638, -0.212553, 0
-0.541363, 0.873371, 0.925013, 3.33251, -0.3277, 2.33861, 2.33993, 2.29343, -0.170936, 0.344211, 1.0404, 2.13797, 2.70754, -6.51233, 5.22919, 0.556355, 1.71275, 2.89825, -6.02003, 4.25873, 0.94728, 1.22327, 2.44077, -5.37449, 3.66712, 0.688892, 0.235681, 0.358623, 0.479907, 0.548919, 0.579782, 0.596793, 2
-0.124652, -0.049293, -0.228015, -0.194054, -0.152606, 0.504293, 0.49166, 0.514048, 0.0190695, -0.722783, -0.323912, 1.28107, -0.0355906, -0.56598, -0.202919, 0.467493, 0.230554, -0.174804, -0.277588, -0.242417, 0.0452352, 0.221668, -0.125721, -0.157863, -0.215092, 0.172445, 0.125241, -0.0481736, -0.192494, -0.272461, -0.303044, -0.380481, 2
