@relation cardiotocography-10clases
@attribute f1 real [-2.77454, 2.71279]
@attribute f2 real [-0.822195, 4.09297]
@attribute f3 real [-0.203162, 10.1042]
@attribute f4 real [-1.48212, 3.60941]
@attribute f5 real [-0.638287, 4.42892]
@attribute f6 real [-0.0574621, 17.3946]
@attribute f7 real [-0.268691, 8.20664]
@attribute f8 real [-2.03516, 2.32713]
@attribute f9 real [-1.28253, 6.41638]
@attribute f10 real [-0.535235, 4.41126]
@attribute f11 real [-1.45474, 7.5534]
@attribute f12 real [-1.73135, 2.81227]
@attribute f13 real [-1.47426, 2.21313]
@attribute f14 real [-2.34201, 4.12248]
@attribute f15 real [-1.37934, 4.72363]
@attribute f16 real [-0.458336, 13.7048]
@attribute f17 real [-4.72808, 3.02467]
@attribute f18 real [-3.95102, 3.03903]
@attribute f19 real [-4.22286, 3.31175]
@attribute f20 real [-0.649055, 8.63397]
@attribute f21 real [-2.16152, 1.11272]
@attribute clase {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21
@outputs clase
@data
0.0707402, -0.0461169, -0.203162, 1.23337, 0.375155, -0.0574621, -0.268691, -1.8025, 1.20829, -0.535235, 2.63179, 1.19505, -1.37277, 0.332955, 2.35025, -0.458336, -0.0275938, -0.039153, -0.0753675, -0.200434, 1.11272, 5
0.0707402, -0.563502, -0.203162, 1.91224, 2.40204, -0.0574621, 3.12144, -1.22087, 5.17097, -0.535235, -1.45474, 2.04217, -1.47426, 2.00481, 0.315929, 3.7906, -3.75135, -1.77063, -2.14911, 5.21754, -0.524402, 7
1.69662, -0.822195, -0.203162, -1.14268, -0.300473, -0.0574621, -0.268691, 0.98936, 0.755417, -0.100379, 3.78668, 1.52876, -1.27129, 1.22461, 0.315929, -0.458336, 0.765994, 0.858651, 0.89238, -0.303962, 1.11272, 9
-0.234112, 1.50604, 4.55406, 0.554496, 0.0373407, -0.0574621, -0.268691, -1.10454, 0.18932, -0.535235, -0.495293, 0.424947, -0.763847, -0.335786, -0.701232, -0.458336, 0.216587, 0.153234, 0.201132, -0.303962, 1.11272, 1
-0.335729, 0.729961, 8.53985, -0.124374, 1.05078, -0.0574621, 1.42637, -1.51169, 1.09507, -0.535235, -0.0511046, 0.93835, -0.899164, 0.555868, 0.994036, -0.458336, 0.338678, -0.616313, -0.213617, 1.97366, -0.524402, 5
-0.538964, -0.822195, -0.203162, -0.46381, -0.638287, -0.0574621, -0.268691, 2.26896, -1.16931, 3.75897, -0.939481, -1.39764, 0.690811, -1.89618, -1.37934, -0.458336, -0.577001, -0.552184, -0.628366, -0.649055, 1.11272, 8
-0.132494, -0.822195, 2.11116, -0.803245, 2.73985, -0.0574621, -0.268691, -1.22087, 3.5859, -0.535235, 0.766201, 2.0165, -1.47426, 1.94908, 1.67214, -0.458336, -0.271775, -0.936957, -0.83574, 1.28347, -0.524402, 6
-1.3519, 1.24735, 2.00402, -1.14268, -0.300473, -0.0574621, -0.268691, -1.10454, 2.34049, -0.535235, 2.40081, 1.42608, -1.30512, 0.945967, 3.02836, -0.458336, -1.00432, -0.680442, -0.83574, 0.213679, -0.524402, 1
-1.3519, 1.50604, 1.6183, -0.803245, 0.0373407, -0.0574621, -0.268691, -1.10454, 2.11405, -0.535235, 0.748434, 1.47742, -1.37277, 0.945967, 1.67214, 0.957976, -0.515956, -0.616313, -0.766615, 0.213679, -0.524402, 1
-1.3519, 0.729961, 2.13259, 0.893932, -0.638287, -0.0574621, -0.268691, -1.1627, 2.68015, -0.535235, 2.845, 1.88815, -1.44043, 1.72616, 2.35025, -0.458336, -0.760137, -0.680442, -0.83574, 0.17917, -0.524402, 1
