@relation cardiotocography-10clases
@attribute f1 real [-2.77454, 2.71279]
@attribute f2 real [-0.822195, 4.09297]
@attribute f3 real [-0.203162, 10.1042]
@attribute f4 real [-1.48212, 3.60941]
@attribute f5 real [-0.638287, 4.42892]
@attribute f6 real [-0.0574621, 17.3946]
@attribute f7 real [-0.268691, 8.20664]
@attribute f8 real [-2.03516, 2.32713]
@attribute f9 real [-1.28253, 6.41638]
@attribute f10 real [-0.535235, 4.41126]
@attribute f11 real [-1.45474, 7.5534]
@attribute f12 real [-1.73135, 2.81227]
@attribute f13 real [-1.47426, 2.21313]
@attribute f14 real [-2.34201, 4.12248]
@attribute f15 real [-1.37934, 4.72363]
@attribute f16 real [-0.458336, 13.7048]
@attribute f17 real [-4.72808, 3.02467]
@attribute f18 real [-3.95102, 3.03903]
@attribute f19 real [-4.22286, 3.31175]
@attribute f20 real [-0.649055, 8.63397]
@attribute f21 real [-2.16152, 1.11272]
@attribute clase {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21
@outputs clase
@data
0.0707402, -0.563502, -0.203162, 2.93054, 2.06422, -0.0574621, 4.81651, -1.04637, 5.62385, -0.535235, -1.45474, 2.04217, -1.47426, 2.00481, 0.654983, 3.7906, -4.05658, -1.77063, -2.21824, 6.77046, -0.524402, 7
-1.14867, -0.822195, -0.203162, -0.803245, -0.638287, -0.0574621, -0.268691, 2.15264, -0.942873, -0.26345, 0.961644, -0.0627869, -1.06831, -1.89618, -1.37934, -0.458336, -0.943273, -0.8087, -1.04311, -0.545527, 1.11272, 8
-0.335729, 0.729961, 7.93984, -0.124374, 0.712969, -0.0574621, 1.42637, -1.62801, 1.09507, -0.535235, 0.0910356, 0.93835, -0.899164, 0.555868, -0.362178, -0.458336, -0.21073, -0.488055, -0.351867, 0.834848, -0.524402, 5
-0.335729, -0.0461169, 9.46129, 0.554496, 0.712969, -0.0574621, 1.42637, -1.39536, 0.642198, -0.535235, 0.108803, 0.732989, -1.1698, -0.335786, 0.654983, -0.458336, -0.271775, -0.680442, -0.628366, 0.593282, 1.11272, 5
-0.538964, 0.471268, 8.90414, -0.46381, 0.375155, -0.0574621, 3.12144, -1.22087, 0.415759, -0.535235, -0.264315, 1.81114, -1.23746, 1.89335, 1.67214, -0.458336, -0.515956, -0.616313, -0.420991, 0.524263, -0.524402, 5
-0.945433, -0.822195, -0.203162, -1.48212, -0.638287, -0.0574621, -0.268691, 2.26896, -1.05609, 0.225763, -0.601898, -1.19228, 0.961445, -1.00453, -1.04029, -0.458336, -0.699092, -0.552184, -0.766615, -0.649055, -2.16152, 8
-0.945433, -0.822195, -0.203162, -1.48212, -0.638287, -0.0574621, -0.268691, 2.32713, -1.28253, 3.32411, -0.850643, -1.55166, 0.826128, -2.00764, -1.37934, -0.458336, -0.821182, -0.744571, -0.904865, -0.649055, -0.524402, 8
-0.132494, -0.822195, 1.70401, -1.14268, 2.73985, -0.0574621, -0.268691, -1.04637, 1.77439, -0.535235, 1.22816, 1.88815, -1.47426, 1.67044, 2.35025, 0.957976, -0.271775, -0.680442, -0.559241, 0.558773, -0.524402, 6
-1.85999, 1.50604, 0.97543, 0.215061, -0.638287, -0.0574621, -0.268691, -1.1627, 1.09507, -0.535235, 0.748434, 1.50309, -1.37277, 1.0017, 0.994036, -0.458336, -1.12641, -0.936957, -1.25049, -0.165924, -0.524402, 1
-1.96161, 1.24735, 1.03972, 0.893932, -0.300473, -0.0574621, -0.268691, -1.10454, 0.981856, -0.535235, 0.712899, 0.707319, -1.30512, -0.614428, 0.994036, 0.957976, -1.12641, -1.00109, -1.25049, -0.200434, -0.524402, 1
-1.75837, -0.30481, 0.611138, 0.215061, -0.638287, -0.0574621, -0.268691, -0.406572, 0.30254, -0.480878, 0.908342, 0.578968, -1.30512, -0.893069, 0.654983, -0.458336, -0.638046, -0.680442, -0.766615, -0.338471, 1.11272, 0
-1.75837, 0.212576, 0.0539856, 0.215061, -0.638287, -0.0574621, -0.268691, -0.406572, 0.528978, -0.480878, 0.570759, 1.83681, -1.4066, 1.67044, 3.02836, 0.957976, -0.760137, -0.8087, -0.904865, -0.338471, -0.524402, 1
-1.14867, -0.30481, -0.138875, 0.554496, 0.0373407, -0.0574621, -0.268691, -1.56985, 4.152, -0.535235, 2.29421, 1.99083, -1.47426, 1.89335, 2.35025, -0.458336, -0.638046, -0.680442, -0.766615, 0.317207, -0.524402, 5
-1.14867, -0.0461169, -0.0745881, 0.554496, 1.3886, -0.0574621, -0.268691, -1.45352, 6.41638, -0.535235, 1.49467, 2.0165, -1.47426, 1.94908, 0.994036, -0.458336, -0.515956, -1.06522, -0.97399, 1.93915, -0.524402, 5
2.50956, 0.471268, -0.203162, 1.23337, -0.638287, -0.0574621, -0.268691, -1.04637, -0.0371185, -0.535235, 0.819504, -0.396499, 1.63803, 1.83762, -0.0231245, -0.458336, 1.9869, 2.33362, 2.344, -0.338471, -0.524402, 1
2.30632, -0.822195, -0.203162, 2.59111, 2.06422, -0.0574621, -0.268691, -0.232081, 3.13302, -0.535235, 2.48965, 2.04217, -1.47426, 2.00481, 0.994036, 0.957976, 0.82704, 0.473878, 0.961504, 1.83562, 1.11272, 6
1.69662, -0.822195, -0.181733, -1.48212, -0.300473, -0.0574621, -0.268691, 0.814868, -0.942873, 1.63905, -0.353152, -1.01258, 1.23208, -0.168601, -0.701232, -0.458336, 1.01018, 1.11517, 1.09975, -0.614546, 1.11272, 9
1.595, -0.822195, -0.203162, -1.48212, -0.300473, -0.0574621, -0.268691, 0.640377, -0.0371185, 2.34569, 0.890574, 1.42608, -1.20363, 1.11315, 2.6893, 0.957976, 0.765994, 0.858651, 0.89238, -0.37298, 1.11272, 9
1.29015, -0.822195, -0.203162, 0.554496, -0.638287, -0.0574621, -0.268691, -0.464736, -0.603215, 1.53033, -0.477525, -1.3463, 1.84101, 0.110041, -1.04029, -0.458336, 1.01018, 1.30755, 1.238, -0.614546, -0.524402, 0
1.49338, -0.822195, -0.203162, 0.215061, -0.638287, -0.0574621, -0.268691, -0.348408, -0.603215, 1.04112, -0.317617, -1.29496, 1.67186, -0.0571439, -1.04029, -0.458336, 1.01018, 1.1793, 1.09975, -0.649055, -0.524402, 0
1.29015, 0.471268, -0.203162, 0.215061, -0.638287, -0.0574621, -0.268691, -0.464736, -0.603215, 0.606263, -0.530828, -1.08959, 1.67186, 0.388683, -0.701232, -0.458336, 1.01018, 1.1793, 1.09975, -0.614546, -0.524402, 1
0.273975, -0.0461169, -0.203162, 0.215061, -0.638287, -0.0574621, -0.268691, -1.33719, 0.18932, -0.535235, 0.535224, 1.04103, -0.66236, 1.16888, 2.35025, -0.458336, 0.155542, 0.34562, 0.201132, -0.580037, -0.524402, 2
1.08691, -0.563502, -0.203162, 0.215061, -0.638287, -0.0574621, -0.268691, -0.115753, -0.603215, -0.426521, 0.588526, -1.03825, 1.50271, 0.221498, -0.362178, -0.458336, 1.49854, 1.43581, 1.5145, -0.476509, 1.11272, 4
0.680444, 1.24735, -0.096017, -1.48212, -0.638287, -0.0574621, -0.268691, 0.349558, 0.18932, -0.535235, 0.837272, 0.86134, -0.865335, 0.444411, -0.701232, -0.458336, 0.521813, 0.794523, 0.61588, -0.234943, 1.11272, 1
0.680444, 1.24735, -0.117446, -0.124374, -0.638287, -0.0574621, -0.268691, 0.291394, 0.642198, -0.535235, 1.69011, 0.964021, -0.865335, 0.667325, -0.701232, -0.458336, 0.399723, 0.794523, 0.61588, -0.0278867, 1.11272, 1
1.18853, 0.471268, 0.0111277, 0.215061, -0.638287, -0.0574621, -0.268691, -0.697392, 0.642198, -0.535235, 2.32974, 1.78547, -1.27129, 1.78189, 0.315929, -0.458336, 0.643904, 0.986909, 0.89238, -0.234943, 1.11272, 1
1.18853, -0.30481, -0.0317302, -0.46381, -0.638287, -0.0574621, -0.268691, -0.406572, 0.0761009, -0.535235, 1.81449, 1.78547, -1.27129, 1.78189, 1.67214, 0.957976, 0.643904, 0.858651, 0.75413, -0.40749, -0.524402, 0
1.18853, 3.0582, -0.0317302, -0.803245, -0.638287, -0.0574621, -0.268691, -0.232081, 0.18932, -0.535235, -1.45474, 0.989691, -1.03448, 0.444411, 0.315929, -0.458336, 1.13227, 1.37168, 1.37625, -0.269452, 1.11272, 3
0.578827, -0.822195, -0.0103012, -1.48212, -0.638287, -0.0574621, -0.268691, 0.873032, -0.716435, 0.932405, 0.588526, 1.04103, -0.696189, 1.11315, -0.0231245, -0.458336, 0.643904, 0.794523, 0.685005, -0.580037, 1.11272, 0
0.578827, -0.30481, -0.138875, -1.48212, 0.375155, -0.0574621, -0.268691, 0.23323, 0.981856, -0.535235, -0.193245, 1.99083, -1.4066, 2.00481, 2.6893, 5.20691, 0.582859, 0.153234, 0.477631, 1.24896, -0.524402, 6
1.49338, -0.822195, -0.203162, -1.48212, -0.638287, -0.0574621, -0.268691, 0.931196, -1.05609, 1.09548, 0.108803, -0.909903, 0.927615, -0.447242, -0.362178, 0.957976, 0.765994, 0.92278, 0.89238, -0.614546, 1.11272, 9
-0.843816, 1.76473, -0.0531591, -0.803245, -0.638287, -0.0574621, -0.268691, -1.62801, 0.642198, -0.535235, -0.246547, 0.655978, 0.25103, 1.83762, 1.33309, 0.957976, -0.271775, -0.23154, -0.351867, -0.476509, -2.16152, 1
-0.843816, -0.0461169, -0.138875, -1.48212, -0.638287, -0.0574621, -0.268691, -1.04637, -0.263557, -0.535235, 0.499689, -1.06392, 0.792298, -1.00453, -1.37934, -0.458336, -0.393865, -0.295669, -0.420991, -0.614546, -0.524402, 2
-0.843816, 0.212576, 0.418278, -0.46381, 0.712969, -0.0574621, -0.268691, -1.45352, 1.66117, -0.535235, 1.60128, 1.47742, -1.27129, 1.11315, 0.315929, 0.957976, -0.760137, -0.744571, -0.83574, -0.0969054, -0.524402, 5
-0.843816, 0.729961, 0.932573, 0.554496, 1.05078, -0.0574621, -0.268691, -1.56985, 1.32151, -0.535235, -0.193245, 1.63145, -1.03448, 1.83762, 1.33309, 0.957976, -0.760137, -0.616313, -0.766615, -0.0969054, -0.524402, 5
-0.437346, -0.822195, 0.0325567, 0.893932, 4.42892, -0.0574621, -0.268691, -1.45352, 3.92556, -0.535235, -1.45474, 1.73413, -1.47426, 1.33607, 0.994036, 2.37429, -0.515956, -1.32173, -1.25049, 1.42151, -0.524402, 6
-1.04705, -0.822195, -0.203162, 0.893932, 0.0373407, -0.0574621, 3.12144, -1.22087, 3.35946, -0.535235, 1.99216, 1.93949, -1.47426, 1.78189, 1.33309, 0.957976, -0.699092, -1.89889, -1.73436, 3.38854, -0.524402, 7
2.50956, -0.822195, -0.203162, -1.48212, -0.638287, -0.0574621, -0.268691, 0.582213, -0.942873, 2.61747, -0.690735, -1.52599, 2.21313, 0.332955, -1.37934, -0.458336, 1.68167, 1.94884, 1.92925, -0.649055, -0.524402, 0
2.61117, -0.30481, -0.203162, 1.91224, -0.638287, -0.0574621, -0.268691, 0.640377, -0.942873, -0.535235, -0.0511046, -0.678871, 1.33357, 0.723053, -0.0231245, -0.458336, 1.55958, 1.88471, 1.92925, -0.580037, 1.11272, 0
2.10309, -0.0461169, -0.203162, -0.803245, -0.300473, -0.0574621, -0.268691, -0.173917, 0.755417, -0.535235, 3.21812, 1.96516, -1.47426, 1.83762, 2.0112, 13.7048, 0.94913, 1.49994, 1.65275, 0.282698, 1.11272, 1
0.985296, -0.563502, -0.203162, -1.14268, -0.638287, -0.0574621, -0.268691, 0.23323, -0.263557, 0.00833509, 1.74342, 0.758659, -0.730018, 0.444411, 1.33309, 0.957976, 0.582859, 0.730394, 0.61588, -0.511018, 1.11272, 0
1.595, -0.0461169, -0.203162, -1.48212, -0.638287, -0.0574621, -0.268691, 0.23323, -0.489996, -0.046022, 0.428619, 0.604638, -0.560872, 0.388683, -0.0231245, 0.957976, 0.94913, 1.24342, 1.09975, -0.476509, 1.11272, 1
1.49338, -0.822195, -0.203162, -0.124374, -0.638287, -0.0574621, -0.268691, 0.465885, -0.829654, 0.171406, 0.393083, -0.627531, 0.72464, -0.168601, 0.315929, -0.458336, 0.82704, 1.11517, 1.03063, -0.614546, 1.11272, 0
-0.843816, 0.212576, -0.203162, 0.554496, -0.638287, -0.0574621, -0.268691, -0.930047, -0.0371185, -0.535235, 0.552991, 0.373606, 0.690811, 1.94908, -0.362178, -0.458336, -0.699092, -0.23154, -0.420991, -0.338471, -2.16152, 1
-1.04705, 0.988654, -0.203162, 0.554496, -0.638287, -0.0574621, -0.268691, -0.755555, -0.489996, 0.0626921, -0.868411, -1.01258, 0.758469, -0.948798, -1.04029, -0.458336, -0.699092, -0.423926, -0.697491, -0.545527, -2.16152, 1
-1.75837, -0.822195, -0.203162, 0.215061, -0.638287, -0.0574621, -0.268691, 0.0587384, -0.829654, 0.878048, -0.477525, -1.50032, 0.690811, -2.11909, -1.04029, -0.458336, -1.06536, -0.936957, -1.11224, -0.649055, -0.524402, 0
-1.45352, -0.30481, -0.203162, -0.124374, -0.638287, -0.0574621, -0.268691, -0.930047, -0.0371185, -0.372164, 0.552991, 0.476287, -0.560872, 0.110041, 0.654983, -0.458336, -1.00432, -0.8087, -1.04311, -0.580037, -0.524402, 0
-0.132494, 2.54081, -0.203162, -0.46381, 0.375155, -0.0574621, -0.268691, -0.930047, 3.92556, -0.535235, -0.495293, 1.96516, -1.4066, 1.94908, 1.67214, 0.957976, -0.271775, 1.24342, 1.72188, 4.07873, 1.11272, 3
0.477209, -0.563502, -0.203162, -0.124374, -0.638287, -0.0574621, -0.268691, -0.232081, -0.263557, 0.551906, 0.552991, -0.678871, 1.19825, 0.50014, 1.33309, 2.37429, 1.49854, 1.30755, 1.44538, -0.37298, 1.11272, 4
1.08691, -0.563502, -0.203162, -0.124374, -0.638287, -0.0574621, -0.268691, -0.173917, -0.603215, -0.426521, 0.659596, -0.961244, 1.40122, 0.221498, -0.0231245, -0.458336, 1.49854, 1.43581, 1.5145, -0.476509, 1.11272, 4
1.69662, -0.822195, -0.203162, 0.893932, -0.638287, -0.0574621, -0.268691, 0.407721, -0.942873, 0.171406, -0.0866397, -1.39764, 1.80718, -0.0571439, -0.701232, -0.458336, 0.94913, 1.30755, 1.30713, -0.580037, -0.524402, 0
1.69662, -0.822195, -0.203162, 0.215061, -0.638287, -0.0574621, -0.268691, 0.582213, -0.942873, 0.497548, -0.0866397, -1.29496, 1.80718, 0.16577, -0.362178, -0.458336, 1.68167, 1.43581, 1.44538, -0.40749, -0.524402, 4
-1.3519, -0.822195, 0.0754146, -1.48212, -0.638287, -0.0574621, -0.268691, 0.23323, -0.603215, -0.535235, 1.17485, 0.168245, -1.27129, -1.72899, 0.315929, -0.458336, -0.882227, -0.8087, -0.97399, -0.580037, 1.11272, 2
-1.3519, -0.822195, -0.0317302, -1.48212, -0.638287, -0.0574621, -0.268691, 0.407721, -0.829654, 0.117049, 0.073268, -1.19228, 0.521664, -1.72899, -1.37934, 0.957976, -0.882227, -0.8087, -0.97399, -0.614546, -0.524402, 0
-0.945433, 0.471268, 0.118272, -0.803245, -0.638287, -0.0574621, -0.268691, -0.0575893, -0.603215, -0.535235, -0.122175, -0.47351, -0.121092, -1.22744, -0.0231245, -0.458336, -0.515956, -0.295669, -0.490116, -0.580037, 1.11272, 1
-0.843816, 1.76473, 0.0111277, -0.803245, -0.638287, -0.0574621, -0.268691, 0.175066, -0.489996, -0.535235, -1.01055, 1.22072, -1.23746, 0.611597, 1.33309, -0.458336, -0.271775, -0.167411, -0.351867, -0.511018, -0.524402, 1
-0.843816, 0.471268, 0.246846, -1.48212, -0.638287, -0.0574621, -0.268691, 5.74525E-4, -0.603215, -0.535235, -0.37092, 0.116904, -0.865335, -1.17171, -0.362178, -0.458336, -0.271775, -0.167411, -0.351867, -0.580037, 1.11272, 1
-0.640581, -0.30481, -0.0745881, -1.14268, -0.638287, -0.0574621, -0.268691, 0.814868, -0.942873, -0.372164, 0.428619, 0.322266, -1.06831, -1.06025, -0.0231245, -0.458336, -0.515956, -0.23154, -0.420991, -0.511018, 1.11272, 1
-0.640581, -0.0461169, -0.096017, -0.803245, -0.638287, -0.0574621, -0.268691, 0.640377, -0.942873, -0.535235, 0.0199655, -0.832893, 0.656981, -0.725884, -0.362178, -0.458336, -0.515956, -0.039153, -0.144492, -0.441999, -0.524402, 1
-0.437346, -0.0461169, 0.139701, -1.48212, -0.638287, -0.0574621, -0.268691, 0.291394, -0.716435, -0.535235, 0.588526, 0.245255, -0.865335, -0.893069, 2.0112, -0.458336, -0.271775, -0.039153, -0.282742, -0.545527, 1.11272, 1
-1.04705, -0.0461169, -0.096017, -1.48212, -0.638287, -0.0574621, -0.268691, 0.465885, -0.716435, -0.535235, 0.126571, 0.0142237, -0.425555, -0.670156, -0.0231245, -0.458336, -0.515956, -0.359797, -0.559241, -0.545527, 1.11272, 1
-1.04705, -0.822195, -0.203162, -1.48212, -0.638287, -0.0574621, -0.268691, 0.175066, -0.603215, -0.154736, 0.997179, 0.0912342, -1.03448, -1.50608, -0.701232, -0.458336, -0.515956, -0.488055, -0.628366, -0.580037, 1.11272, 0
-1.25028, 0.471268, -0.138875, -1.48212, -0.638287, -0.0574621, -0.268691, 0.640377, -0.942873, -0.317807, -0.139942, -1.24362, 0.792298, -1.39462, -1.37934, -0.458336, -0.760137, -0.423926, -0.628366, -0.545527, -0.524402, 1
-0.843816, -0.822195, -0.096017, -1.14268, -0.638287, -0.0574621, -0.268691, 1.16385, -1.16931, 2.56312, -0.58413, -1.44898, 0.72464, -1.95191, -1.04029, -0.458336, -0.760137, -0.680442, -0.83574, -0.649055, 1.11272, 9
-0.843816, -0.822195, -0.117446, -0.803245, -0.638287, -0.0574621, -0.268691, 1.10569, -1.05609, 0.551906, -0.264315, -1.24362, 0.521664, -1.84045, -1.04029, -0.458336, -1.06536, -0.872829, -1.11224, -0.614546, -0.524402, 9
-1.04705, -0.822195, -0.203162, -1.48212, -0.638287, -0.0574621, -0.268691, 1.33834, -0.942873, 1.25855, 0.0199655, 0.0142237, -0.154921, -0.224329, 0.315929, -0.458336, -0.882227, -0.680442, -0.83574, -0.614546, -0.524402, 9
1.79823, 1.76473, -0.0103012, -0.46381, -0.638287, -0.0574621, -0.268691, 0.175066, -0.716435, -0.535235, -1.29483, -0.858563, 1.6042, 0.778782, -0.701232, -0.458336, 1.43749, 1.75646, 1.72188, -0.511018, -0.524402, 1
1.49338, -0.0461169, 0.0111277, -0.46381, -0.638287, -0.0574621, -0.268691, 0.814868, -0.942873, 0.878048, -0.139942, -1.14093, 1.53654, 0.0543129, -0.701232, -0.458336, 0.94913, 1.11517, 1.09975, -0.580037, -0.524402, 9
-0.640581, 2.28212, -0.203162, 1.23337, 0.712969, -0.0574621, -0.268691, -1.977, 2.79336, -0.535235, -1.22376, 1.73413, -1.37277, 1.50325, 2.6893, 0.957976, -0.271775, -0.552184, -0.490116, 0.765829, -0.524402, 5
-1.04705, -0.30481, -0.203162, -1.14268, -0.638287, -0.0574621, -0.268691, -0.348408, -0.263557, 0.225763, 0.926109, 0.424947, -1.20363, -1.06025, 2.35025, 0.957976, -0.638046, -0.552184, -0.766615, -0.511018, 1.11272, 1
