@relation waveform-noise
@attribute f1 real [-3.5166, 3.36393]
@attribute f2 real [-3.41395, 3.77754]
@attribute f3 real [-3.15553, 3.45223]
@attribute f4 real [-3.00624, 3.29]
@attribute f5 real [-2.89012, 3.18105]
@attribute f6 real [-2.85825, 3.15837]
@attribute f7 real [-2.77248, 2.88509]
@attribute f8 real [-3.06762, 2.77598]
@attribute f9 real [-2.95765, 2.78832]
@attribute f10 real [-3.09332, 3.19039]
@attribute f11 real [-2.64477, 2.99947]
@attribute f12 real [-3.10454, 3.15052]
@attribute f13 real [-3.00511, 2.56241]
@attribute f14 real [-3.06718, 3.48496]
@attribute f15 real [-2.57277, 3.03302]
@attribute f16 real [-2.66924, 3.19974]
@attribute f17 real [-3.1813, 3.18346]
@attribute f18 real [-3.26465, 3.58013]
@attribute f19 real [-3.56234, 3.46517]
@attribute f20 real [-3.23225, 4.03394]
@attribute f21 real [-3.61205, 3.65249]
@attribute f22 real [-3.22234, 3.73672]
@attribute f23 real [-3.43529, 3.98954]
@attribute f24 real [-3.54489, 3.29085]
@attribute f25 real [-3.72527, 3.87955]
@attribute f26 real [-3.58542, 3.99701]
@attribute f27 real [-3.47614, 3.90117]
@attribute f28 real [-3.72142, 3.55608]
@attribute f29 real [-3.65813, 3.81846]
@attribute f30 real [-3.48826, 3.52859]
@attribute f31 real [-3.54407, 3.78065]
@attribute f32 real [-3.46811, 3.18499]
@attribute f33 real [-3.40144, 3.31504]
@attribute f34 real [-3.751, 3.99382]
@attribute f35 real [-3.48753, 3.52551]
@attribute f36 real [-3.56292, 3.33343]
@attribute f37 real [-3.39103, 3.37198]
@attribute f38 real [-3.29325, 3.74687]
@attribute f39 real [-3.46879, 3.30024]
@attribute f40 real [-3.7653, 3.4643]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40
@outputs clase
@data
0.417985, 0.340641, -0.322418, 0.27203, -0.193157, -1.26834, -1.91647, -1.81014, -1.53763, -1.39449, -1.24432, 0.924029, 0.519784, 1.25179, 1.00635, 2.0681, 0.82814, -0.0261063, 1.07265, 0.132946, -0.461765, 1.23066, 1.13226, 0.564456, 1.12143, 0.134456, 0.101047, 0.185765, 3.1232, -0.334734, 1.17897, 0.402786, -0.309106, -0.10286, -0.997101, -0.774177, 1.14452, 1.36669, -1.60829, 0.0738636, 0
0.607724, 0.427286, -1.06887, -0.00233137, 0.268324, 0.038441, -0.248715, 0.517058, 0.841044, 0.41585, 0.574446, 0.937087, 0.483631, -0.114184, 0.497183, -1.02171, -0.843957, -0.471583, -1.45325, -0.337053, -0.183506, -0.476661, -1.26417, -0.413489, -1.26694, -0.619711, 0.344255, -0.589706, 2.24656, -0.649073, -0.151888, 1.20922, -0.299258, -1.64784, 0.17838, -1.06614, 0.459151, -1.81693, -1.12338, -0.255208, 1
-0.21115, -0.7376, 0.330724, -0.438495, -0.49282, -1.61136, -0.834151, -0.632316, -0.716778, 1.23575, 0.835136, 1.13297, 1.64654, 1.12143, 0.117806, -0.705521, -1.22752, -0.45037, 0.0139383, -0.261853, 0.859965, 0.302115, 0.343693, -2.00388, -1.04709, -0.293585, -0.729914, -0.748778, -0.675553, -0.344874, 2.21964, -1.00848, 0.754501, 0.0566219, -0.708211, 1.10848, -0.296774, -0.420959, -0.33168, -1.06293, 2
1.87598, 0.947152, 0.525818, 0.384588, 0.741791, 0.441364, 0.548265, 1.25675, 0.954885, 0.422409, 1.38077, 0.133985, -0.968504, -1.49716, -1.06525, 0.148755, -1.23951, 0.440583, -0.136115, -2.06665, -1.27667, -1.37525, 1.8389, -0.788861, 0.991521, 1.21475, -1.63181, 1.15013, 1.63191, -0.436134, -1.05247, -1.21009, -0.476525, 0.714483, -2.19251, 0.0715066, -0.94183, -0.370744, 1.12307, -1.55155, 1
-0.510737, 2.04465, -0.738054, 1.94634, 0.969535, 0.272572, 1.03039, 1.04054, 0.211924, -0.502436, -1.09276, -0.545061, -0.781715, -0.573287, -0.436283, -0.211816, -0.196694, 0.532507, -0.127779, -1.80345, -1.1276, 0.322084, -0.0761941, -1.10496, 1.15141, -0.0184159, -0.0712255, -1.84239, -0.0306722, 0.608282, 0.578583, 0.0197295, 1.44388, 0.00678395, 1.0849, 0.605093, -0.548749, -0.631861, -0.678049, 0.80181, 0
0.807449, 0.408032, -0.169736, 0.110227, 0.0705466, -0.124906, -0.0912867, -0.0234893, -1.08227, -1.98481, -1.7657, -0.218597, -0.136991, -0.114184, -0.311488, 0.292983, 0.756222, 0.0870305, 0.539126, -0.224254, 0.333261, 0.441895, 0.0569408, 1.86838, -1.51677, 1.73451, 1.29682, -0.70901, 2.49847, -1.37915, -1.38268, 2.85234, -0.831061, -0.162665, 0.52704, 0.454078, -1.34499, -1.8571, -0.757218, -2.23961, 0
-1.01005, 0.735355, 0.0423236, -0.80431, -0.9543, -0.0323427, -1.13425, -2.65795, -1.32792, -0.607383, -1.43832, -0.571178, 0.899387, 1.08742, 0.786707, 2.25116, 1.33157, 1.30325, 2.37311, -0.675453, 0.61152, -0.965891, 1.55215, 0.327378, 0.182072, -0.629902, 0.668532, 1.24955, -0.947613, -0.162355, 0.118286, -1.24033, 1.07949, -1.32887, 0.855776, -2.17358, 0.57002, -1.51564, 0.35116, 0.712063, 0
-1.44945, 2.77631, -0.203665, -0.248553, -0.576725, 0.91507, -0.31267, 0.471538, 0.990835, 1.35381, 2.28409, 0.277629, -0.239424, -0.114184, 0.0579048, -0.822013, -0.676148, -1.54638, -1.42824, -1.36165, 1.3171, -2.21393, -1.23344, -1.43095, -0.337574, 1.14341, -0.0813591, -0.102551, -1.12899, -0.0102555, -0.732262, -0.776626, -1.92421, 1.39228, -0.319705, -0.592959, 0.862311, -1.10388, 0.173028, -2.37921, 1
-0.251095, -1.60404, -0.97556, -1.24047, -0.726557, -1.02876, -1.80824, 0.11307, -1.18412, -0.699212, -0.868441, 0.878324, 1.54411, 0.214556, 0.317478, -0.833107, 0.420604, 0.313304, 1.05598, 1.14814, 0.760587, -0.0673042, 1.41901, -1.3618, -1.15702, 1.19437, -0.375235, 1.14019, -1.4212, -0.365154, 1.0689, 1.34027, 0.00603695, -1.33884, -1.70438, 0.27286, 1.75934, 0.312178, -1.28172, 0.5924, 2
0.467916, -0.853126, 0.203489, -1.03646, 0.33425, -0.299143, 0.174373, 0.943806, 1.24847, 0.802842, 2.18102, 1.16561, -0.396086, 0.310911, -0.471226, -0.993977, -1.76691, -0.902917, -1.51161, -0.196054, -1.56486, -0.975876, 1.55215, 0.771898, -1.06708, 1.04149, 0.587463, -0.341158, 0.110396, 0.405483, -0.642204, 0.0499708, -2.19011, -0.122795, -0.538862, 0.44401, -0.518512, -0.210057, -0.579086, -0.115602, 1
