@relation waveform-noise
@attribute f1 real [-3.5166, 3.36393]
@attribute f2 real [-3.41395, 3.77754]
@attribute f3 real [-3.15553, 3.45223]
@attribute f4 real [-3.00624, 3.29]
@attribute f5 real [-2.89012, 3.18105]
@attribute f6 real [-2.85825, 3.15837]
@attribute f7 real [-2.77248, 2.88509]
@attribute f8 real [-3.06762, 2.77598]
@attribute f9 real [-2.95765, 2.78832]
@attribute f10 real [-3.09332, 3.19039]
@attribute f11 real [-2.64477, 2.99947]
@attribute f12 real [-3.10454, 3.15052]
@attribute f13 real [-3.00511, 2.56241]
@attribute f14 real [-3.06718, 3.48496]
@attribute f15 real [-2.57277, 3.03302]
@attribute f16 real [-2.66924, 3.19974]
@attribute f17 real [-3.1813, 3.18346]
@attribute f18 real [-3.26465, 3.58013]
@attribute f19 real [-3.56234, 3.46517]
@attribute f20 real [-3.23225, 4.03394]
@attribute f21 real [-3.61205, 3.65249]
@attribute f22 real [-3.22234, 3.73672]
@attribute f23 real [-3.43529, 3.98954]
@attribute f24 real [-3.54489, 3.29085]
@attribute f25 real [-3.72527, 3.87955]
@attribute f26 real [-3.58542, 3.99701]
@attribute f27 real [-3.47614, 3.90117]
@attribute f28 real [-3.72142, 3.55608]
@attribute f29 real [-3.65813, 3.81846]
@attribute f30 real [-3.48826, 3.52859]
@attribute f31 real [-3.54407, 3.78065]
@attribute f32 real [-3.46811, 3.18499]
@attribute f33 real [-3.40144, 3.31504]
@attribute f34 real [-3.751, 3.99382]
@attribute f35 real [-3.48753, 3.52551]
@attribute f36 real [-3.56292, 3.33343]
@attribute f37 real [-3.39103, 3.37198]
@attribute f38 real [-3.29325, 3.74687]
@attribute f39 real [-3.46879, 3.30024]
@attribute f40 real [-3.7653, 3.4643]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40
@outputs clase
@data
-0.21115, -1.47889, 0.466442, 0.159471, -0.870395, -1.02876, -0.086367, -0.848535, -0.800661, -1.5847, -1.27463, -0.453651, 1.20669, 1.78458, 1.13114, 0.653554, 0.546461, 2.13764, 0.138983, 1.83434, 1.00903, 0.112413, 1.23467, -0.225802, -0.13771, 1.14341, 0.0199775, -1.32541, -0.111282, -0.466553, -0.632198, -0.897591, -0.703034, 0.475261, 0.327806, -0.149982, -0.851119, 0.573295, -0.519709, 0.263329, 2
-0.131259, -0.188852, 1.37406, 0.97552, 1.58684, 2.24907, 1.32557, 0.795866, 0.679271, 0.586389, -0.522876, -0.793174, -2.45679, -1.11741, -0.780717, -0.0453986, -1.40132, -0.917059, -0.236151, 0.913145, -0.173568, 0.302115, -0.639457, 1.21642, -0.187676, -2.07709, 0.141581, 1.50804, -1.17937, 0.861781, 0.398467, 0.221338, -0.78182, -0.152698, -0.359552, 0.423875, 0.338203, -0.441045, -0.222822, 0.243385, 0
0.29815, 0.619829, -1.40816, -2.35199, -1.94319, -0.800074, -1.28676, -0.359198, -0.177532, 0.435527, -0.140935, 1.38761, 0.899387, 0.582973, 0.621978, 1.04186, 2.14065, 1.21133, 1.27272, 0.790945, -0.0940654, 0.381989, 0.179835, -0.9074, -0.827241, -1.15986, 0.293586, 0.155939, -0.867003, 0.800941, 0.908796, -0.151638, 1.48327, -1.54816, -0.170279, -0.431877, -0.458038, -0.360701, 0.796491, 1.27049, 2
-1.06997, -0.7376, 0.42403, -0.586228, 0.448122, 0.958629, -0.130644, 1.41038, 1.47016, 0.435527, -0.547126, -0.107599, -0.980555, -0.800005, -0.880553, -1.0439, -1.13163, -0.966557, 0.255691, -1.34285, 0.939468, -0.84608, 1.38829, -0.156655, 3.17004, -0.252819, 0.131448, 0.0664619, 1.26917, 1.61214, 1.32907, -0.272604, 0.744653, 0.913835, -0.439245, -0.0694407, 0.791758, 0.452779, -0.687945, 1.05111, 1
-1.17982, -1.31523, -0.602336, 0.166506, -1.65551, -0.930751, -0.70624, 0.295149, 0.511505, 0.166601, 1.58083, 1.27008, 1.89359, 0.45261, -0.341439, 0.720121, -0.831971, 0.136528, -2.12016, -0.0926538, 0.313385, -2.35371, -0.526805, -1.29265, -0.687336, 0.603262, 1.03334, -1.81257, -0.504257, 0.689401, -0.442075, 0.322143, 0.232546, 0.255974, -0.738097, -0.0392377, 2.18266, 1.50729, 0.0245842, -2.17978, 2
0.268191, -1.68106, -1.73049, 1.3132, -0.47484, 0.0112165, -0.760356, -0.797325, -0.423188, 1.70145, 1.72027, 1.74019, 0.254663, 0.361923, -0.715824, -1.02726, -1.08368, 0.193096, -2.16184, 0.903745, -0.00462506, -0.496629, -0.178606, 0.455795, 0.521841, 0.073307, 0.567195, -0.947616, 0.281692, -0.507113, 0.608602, 0.876567, -1.13636, 0.993576, 0.776083, 1.10848, 1.49729, 1.0654, 1.60798, 1.3004, 2
-1.19979, 1.39963, 0.771807, -0.220413, -1.15208, -1.90539, -0.917784, -0.273848, 0.283823, -1.04029, 1.25951, 1.20479, 2.0382, 1.45584, 1.14112, 0.548156, 0.720263, 0.95677, -0.761338, 1.26094, 0.323323, 0.342052, -0.854521, 0.781777, -0.257629, 1.18417, 1.19548, 0.712688, 0.42276, -0.669353, 0.688654, 1.2193, -0.368195, 0.485229, -0.210126, 0.856785, 0.0559908, 0.432693, 0.964727, 0.662203, 2
1.86599, -0.429531, 0.313759, -1.03646, 0.0465736, -1.52425, -1.07029, -1.37201, -0.842602, -0.823837, -0.298561, 0.0948092, 1.50193, 1.65421, 0.587035, 1.82402, 1.42147, 0.850704, 1.54782, 1.16694, 0.909654, -0.406771, 0.876233, 0.76202, 0.911575, -0.456648, -0.709646, 0.185765, 0.573904, -0.963411, 0.938815, 0.332223, -1.13636, -1.20926, -0.598633, -1.25743, -0.00448314, -1.77676, 0.301679, -2.1, 2
-0.890215, 0.128844, 0.788772, -0.0164012, 1.51492, 1.42145, 0.272766, 1.07467, 0.727204, 0.455205, 0.386507, 0.72815, -0.619028, -1.54251, -1.22499, -0.899674, -1.11964, 0.369873, -0.936401, 0.0953459, 0.740711, 0.66155, 1.50094, 1.19666, 0.401922, -0.599328, 0.131448, -0.221854, 0.442913, -0.922851, -1.06247, 1.10842, -0.161383, -1.29897, -0.190203, -0.00903472, 1.06389, -0.380787, -1.13328, -0.025855, 1
-0.201163, 0.590947, -0.0425, -0.030471, -0.00137246, -1.25745, -0.71116, -1.17855, -1.25602, -1.14524, -1.14126, -0.127187, -0.173144, 0.2599, 1.28089, 1.21383, 1.96085, -0.110959, -0.427886, 1.11994, -0.84934, -0.446708, 0.13887, -1.62851, -1.19699, -0.629902, 0.323987, 0.603327, -1.6731, 0.88206, 0.748693, -1.05888, -1.02803, -1.31891, -1.08676, -0.0593731, 0.610336, -0.330572, -1.37079, 0.273301, 0
