@relation waveform-noise
@attribute f1 real [-3.5166, 3.36393]
@attribute f2 real [-3.41395, 3.77754]
@attribute f3 real [-3.15553, 3.45223]
@attribute f4 real [-3.00624, 3.29]
@attribute f5 real [-2.89012, 3.18105]
@attribute f6 real [-2.85825, 3.15837]
@attribute f7 real [-2.77248, 2.88509]
@attribute f8 real [-3.06762, 2.77598]
@attribute f9 real [-2.95765, 2.78832]
@attribute f10 real [-3.09332, 3.19039]
@attribute f11 real [-2.64477, 2.99947]
@attribute f12 real [-3.10454, 3.15052]
@attribute f13 real [-3.00511, 2.56241]
@attribute f14 real [-3.06718, 3.48496]
@attribute f15 real [-2.57277, 3.03302]
@attribute f16 real [-2.66924, 3.19974]
@attribute f17 real [-3.1813, 3.18346]
@attribute f18 real [-3.26465, 3.58013]
@attribute f19 real [-3.56234, 3.46517]
@attribute f20 real [-3.23225, 4.03394]
@attribute f21 real [-3.61205, 3.65249]
@attribute f22 real [-3.22234, 3.73672]
@attribute f23 real [-3.43529, 3.98954]
@attribute f24 real [-3.54489, 3.29085]
@attribute f25 real [-3.72527, 3.87955]
@attribute f26 real [-3.58542, 3.99701]
@attribute f27 real [-3.47614, 3.90117]
@attribute f28 real [-3.72142, 3.55608]
@attribute f29 real [-3.65813, 3.81846]
@attribute f30 real [-3.48826, 3.52859]
@attribute f31 real [-3.54407, 3.78065]
@attribute f32 real [-3.46811, 3.18499]
@attribute f33 real [-3.40144, 3.31504]
@attribute f34 real [-3.751, 3.99382]
@attribute f35 real [-3.48753, 3.52551]
@attribute f36 real [-3.56292, 3.33343]
@attribute f37 real [-3.39103, 3.37198]
@attribute f38 real [-3.29325, 3.74687]
@attribute f39 real [-3.46879, 3.30024]
@attribute f40 real [-3.7653, 3.4643]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40
@outputs clase
@data
-0.670518, 0.64871, 0.364654, 0.335344, 0.651893, 0.751723, 0.208811, 0.795866, 1.67987, 0.402732, -1.72932, -0.858467, -0.179169, -2.10363, -1.00535, -1.58199, -1.28146, -0.25238, -0.252823, -0.402853, -1.40586, 2.1592, 0.568998, 1.19666, -1.63669, 0.215987, 0.0706458, 0.623211, 0.412684, -0.111655, 0.928809, 0.26166, 1.08934, 0.564969, 0.268036, 2.16558, 0.207176, -0.0794981, -1.31141, 0.971331, 1
-0.790353, 1.21671, -1.13673, 0.110227, 1.71869, 1.61746, 0.912318, -0.080389, 1.75177, 1.09145, 0.562321, -0.92376, -0.082762, -0.15386, -0.411324, -0.910769, 0.45057, -0.492796, -2.60366, 2.01294, -0.243133, -0.636409, 0.753339, 0.189083, 0.311984, 0.226179, 1.20562, -0.559881, -1.44135, -0.284034, -0.0718363, 0.594315, 0.124215, 1.2926, -1.87373, 1.47091, 0.00559586, -0.571603, 0.925142, 0.373019, 1
-0.281053, -0.718345, -0.339383, -1.13495, -1.64352, -1.42079, -0.470098, 0.756037, 0.169982, 1.84575, 1.96277, 1.75978, 1.69475, 0.0275144, -0.685873, 0.0766407, 0.270774, -0.556435, 0.447426, -0.0738538, 1.39661, 0.0624918, 0.558757, 0.258231, 2.06079, -0.629902, -0.192829, -0.748778, 0.150701, 0.699541, -0.602178, -0.0306728, 0.26209, 0.574937, -0.40936, -1.99237, 1.29571, -0.712205, 1.99394, 0.921472, 2
-1.42947, 2.29495, 2.0272, 1.55238, 1.74267, 1.6338, 1.75849, 1.37055, 0.763153, 1.20951, -0.710815, -2.15127, -0.673257, -2.18865, -1.99372, -0.311666, -0.796012, -0.00489317, -0.544594, -0.515653, 0.70096, 0.15235, 0.630445, 0.366891, 0.811643, -0.0286074, 0.546928, -0.689126, 1.07772, 0.0708641, -0.402049, -1.22017, 0.055278, 1.87072, -0.160318, -0.290929, 1.94076, 1.15579, -0.0446894, 0.0140324, 0
-0.510737, 0.456167, -0.466618, -0.529949, -0.45686, -1.301, -1.37531, -1.34925, -1.20809, -0.135122, -0.00755879, 0.303746, 0.851184, 0.775683, 0.816658, 1.10843, 1.90092, 0.589075, 1.38943, 0.236346, -0.104003, -0.606457, 0.476828, 0.445917, -1.95647, 0.37905, 0.546928, -0.60959, -0.756164, -0.294174, -0.352017, -1.47218, 0.567385, -1.2591, -0.429284, -0.180185, -1.40546, 0.543166, 1.06369, -0.574307, 2
0.507861, -0.236988, -0.432689, -0.389251, 0.783744, 0.180008, -0.0568493, -1.27528, -0.602937, -0.895988, -1.00788, -0.956406, 0.104027, 0.373259, 0.831633, 0.03781, 0.180877, -0.323091, -0.16946, -0.00805391, 1.77424, -0.26699, 0.302728, -1.20375, -2.14634, -0.945837, 0.536794, 1.15013, -1.27005, -0.284034, 0.638622, -0.242362, 0.971161, 0.624775, 0.596772, -1.15675, -0.13551, -1.51564, -1.3312, -0.763773, 0
0.677628, -0.333259, 0.822701, 0.293135, 1.85654, 2.06939, 1.46824, 0.602407, -0.369264, 0.448646, -0.456188, -1.96845, -1.39029, -2.47205, -1.73914, -0.483631, -1.16759, -0.627146, -0.41955, 0.273946, 1.21773, 1.21069, 0.794304, -1.15436, 0.691725, -0.0387988, -0.22323, 0.00681023, -0.151587, -0.598373, 0.708667, -0.353247, 1.56205, 2.41894, 0.018993, -0.522486, 0.136623, -0.822677, 0.153235, -0.574307, 1
1.01716, 1.24559, 0.322242, 0.813717, 0.0046208, 0.691829, 0.243248, 0.921046, 1.14662, 0.940585, 0.447133, 0.192748, -1.2276, -1.73521, -0.745774, -1.03281, -1.22153, 0.023391, 0.689179, 1.55234, -0.153692, 1.64001, -1.54068, -0.364098, 1.3113, -1.20062, -0.689379, -0.361042, 0.493294, -1.82531, -0.0318105, -0.151638, 1.54236, 0.156298, -1.34576, 0.735973, -0.699934, 0.0611034, -0.549397, 0.153638, 1
-0.740421, -1.26709, 0.373136, 0.222786, 1.31115, 2.03672, 1.35016, 0.767417, 1.45219, -0.777922, -1.49895, -0.669117, -1.30593, -1.50283, -0.356414, -1.16594, 0.408618, -1.59588, -0.194469, 0.565345, -1.08785, 0.381989, 1.47022, 0.475552, -0.957152, 0.297519, 1.48936, 0.593385, 1.511, -0.618653, 1.18898, -0.897591, 0.183305, -0.00318365, 0.865738, -0.371471, 1.03365, 0.0209315, 0.925142, 1.05111, 0
-1.10991, -0.910889, 0.449477, -0.368146, -0.325008, 0.582931, 0.794246, 0.790176, 1.65591, 0.651981, 1.21101, 0.2711, -0.0405839, -0.624299, -0.571061, -0.744351, -0.760053, -0.393801, -1.9701, 0.461945, 1.08853, -2.31377, 0.0262173, -1.07533, 0.272011, -2.4134, 1.22588, 1.65717, -0.877079, 0.293943, -0.452081, 1.22938, 0.15376, 0.0865247, 0.895623, 1.54139, -1.04262, -0.149799, 0.0641692, -2.0302, 1
