@relation iris
@attribute f1 real [-1.86378, 2.4837]
@attribute f2 real [-2.43084, 3.10428]
@attribute f3 real [-1.5635, 1.78038]
@attribute f4 real [-1.43963, 1.70519]
@attribute clase integer [0, 2]
@inputs f1, f2, f3, f4
@outputs clase
@data
0.22222206887668258,0.625,0.0677984855915882,0.04166852156880204,0
0.11111034438341291,0.5,0.050848116559206645,0.04166852156880204,0
0.08333333333333333,0.4583333333333333,0.08474586408603178,0.04166852156880204,0
0.19444367771674625,0.6666666666666666,0.0677984855915882,0.04166852156880204,0
0.3055554022100159,0.7916666666666666,0.11864361161285686,0.12500238487417406,0
0.08333333333333333,0.5833335139978898,0.0677984855915882,0.08333386330537201,0
0.19444367771674625,0.5833335139978898,0.08474586408603178,0.04166852156880204,0
0.02777701105007958,0.37499981933544346,0.0677984855915882,0.04166852156880204,0
0.16666666666666666,0.4583333333333333,0.08474586408603178,0.0,0
0.3055554022100159,0.7083333333333333,0.08474586408603178,0.04166852156880204,0
0.1388896556165871,0.41666666666666663,0.0677984855915882,0.0,0
0.0,0.41666666666666663,0.016950369032381497,0.0,0
0.3055554022100159,0.7916666666666666,0.050848116559206645,0.12500238487417406,0
0.22222206887668258,0.625,0.0677984855915882,0.08333386330537201,0
0.38888873554334924,0.7499999999999999,0.11864361161285686,0.08333386330537201,0
0.3055554022100159,0.5833335139978898,0.11864361161285686,0.04166852156880204,0
0.22222206887668258,0.7083333333333333,0.08474586408603178,0.12500238487417406,0
0.08333333333333333,0.6666666666666666,0.0,0.04166852156880204,0
0.22222206887668258,0.5416668473312232,0.11864361161285686,0.16666740862752077,0
0.1388896556165871,0.5833335139978898,0.15254434967761998,0.04166852156880204,0
0.19444367771674625,0.41666666666666663,0.10169623311841329,0.04166852156880204,0
0.19444367771674625,0.5833335139978898,0.10169623311841329,0.12500238487417406,0
0.24999976998169057,0.5833335139978898,0.0677984855915882,0.04166852156880204,0
0.1388896556165871,0.4583333333333333,0.10169623311841329,0.04166852156880204,0
0.3055554022100159,0.5833335139978898,0.08474586408603178,0.12500238487417406,0
0.24999976998169057,0.875,0.08474586408603178,0.0,0
0.33333310331502386,0.9166666666666666,0.0677984855915882,0.04166852156880204,0
0.16666666666666666,0.4583333333333333,0.08474586408603178,0.0,0
0.19444367771674625,0.5,0.033897747526825076,0.04166852156880204,0
0.16666666666666666,0.4583333333333333,0.08474586408603178,0.0,0
0.19444367771674625,0.625,0.050848116559206645,0.08333386330537201,0
0.02777701105007958,0.5,0.050848116559206645,0.04166852156880204,0
0.19444367771674625,0.625,0.10169623311841329,0.2083340222969836,0
0.22222206887668258,0.7499999999999999,0.15254434967761998,0.12500238487417406,0
0.1388896556165871,0.41666666666666663,0.0677984855915882,0.08333386330537201,0
0.08333333333333333,0.5,0.0677984855915882,0.04166852156880204,0
0.27777770110500793,0.7083333333333333,0.08474586408603178,0.04166852156880204,0
0.75,0.5,0.6271184970752539,0.541666931652686,1
0.7222229889499204,0.4583333333333333,0.6610165436558727,0.5833335453221488,1
0.33333310331502386,0.12499999999999999,0.5084745864086032,0.5000003179832232,1
0.38888873554334924,0.3333331526687768,0.5932201514408412,0.5000003179832232,1
0.5555554022100159,0.5416668473312232,0.6271184970752539,0.6250001589916115,1
0.16666666666666666,0.16666666666666663,0.38983067574195246,0.3750004769748348,1
0.6388887355433492,0.37499981933544346,0.6101693242580475,0.5000003179832232,1
0.24999976998169057,0.2916664860021101,0.49152535378063805,0.541666931652686,1
0.19444367771674625,0.0,0.42372902137636514,0.3750004769748348,1
0.4722220688766826,0.08333333333333329,0.5084745864086032,0.3750004769748348,1
0.4999997699816905,0.37499981933544346,0.6271184970752539,0.541666931652686,1
0.3611110344383413,0.37499981933544346,0.44067798485591586,0.5000003179832232,1
0.6666666666666666,0.4583333333333333,0.5762709786236347,0.541666931652686,1
0.3611110344383413,0.41666666666666663,0.5932201514408412,0.5833335453221488,1
0.5277774710866985,0.08333333333333329,0.5932201514408412,0.5833335453221488,1
0.3611110344383413,0.20833333333333331,0.49152535378063805,0.4166670906442976,1
0.44444425276251986,0.5,0.6440673708386665,0.7083333863305371,1
0.5555554022100159,0.20833333333333331,0.6610165436558727,0.5833335453221488,1
0.4999997699816905,0.3333331526687768,0.6271184970752539,0.4583337424717472,1
0.5833331033150239,0.37499981933544346,0.5593218058064284,0.5000003179832232,1
0.6388887355433492,0.41666666666666663,0.5762709786236347,0.541666931652686,1
0.6666666666666666,0.41666666666666663,0.6779657164730792,0.6666667726610744,1
0.38888873554334924,0.24999999999999997,0.42372902137636514,0.3750004769748348,1
