@relation iris
@attribute f1 real [-1.86378, 2.4837]
@attribute f2 real [-2.43084, 3.10428]
@attribute f3 real [-1.5635, 1.78038]
@attribute f4 real [-1.43963, 1.70519]
@attribute clase integer [0, 2]
@inputs f1, f2, f3, f4
@outputs clase
@data
0.5434796392076577,0.5443482233025844,0.6180100448470789,0.6159833786586961,0
0.5317222200574494,0.5375482954542053,0.6134628039674068,0.6117701356767,0
0.5287828226752266,0.5307483499153254,0.6134628039674068,0.6075572142181306,0
0.536131255281254,0.533468329310244,0.6149784617762,0.6033439712361346,0
0.5434796392076577,0.5416282498044992,0.6149784617762,0.6075572142181306,0
0.5346616174396722,0.5321083425612015,0.6134628039674068,0.6033439712361346,0
0.5390706039838531,0.5416282498044992,0.6149784617762,0.6159833786586961,0
0.5390706039838531,0.5361883087051629,0.6180100448470789,0.6201962679649229,0
0.5449493135589573,0.5484281835497119,0.6134628039674068,0.6075572142181306,0
0.536131255281254,0.533468329310244,0.6149784617762,0.6033439712361346,0
0.5376008931228358,0.5389082763064141,0.611946878705321,0.6117701356767,0
0.5287828226752266,0.5348283160592866,0.611946878705321,0.6075572142181306,0
0.5346616174396722,0.5321083425612015,0.6134628039674068,0.6117701356767,0
0.5655248640063045,0.533468329310244,0.666516176341019,0.6623267686443235,1
0.5449493135589573,0.5225884353179039,0.652873865304759,0.6539006685084434,1
0.536131255281254,0.5239484220669465,0.6422631640847074,0.6412615183046232,1
0.5405402783351527,0.5280283764172403,0.6513580416749244,0.6581137185763835,1
0.5625854666240817,0.533468329310244,0.6589371116825046,0.6581137185763835,1
0.5552370583578661,0.5212284485688613,0.6604529299632732,0.6623267686443235,1
0.5537673840065664,0.5293883631662828,0.6634845665248107,0.6496876222987845,1
0.5625854666240817,0.5321083425612015,0.6680319946217876,0.6707528687802037,1
0.5493583512167431,0.5280283764172403,0.6513580416749244,0.6496876222987845,1
0.5537673840065664,0.5321083425612015,0.6619687482440421,0.6581137185763835,1
0.5552370583578661,0.5307483499153254,0.6574212934017359,0.6539006685084434,1
0.5390706039838531,0.5253084088159888,0.6377157092424013,0.6454745683725633,1
0.5493583512167431,0.5280283764172403,0.6695478129025563,0.6791789689160838,2
0.5758125722954955,0.5321083425612015,0.6922850336234284,0.6876049725949359,2
0.5714035370716909,0.5307483499153254,0.6877375252904637,0.6749659188481436,2
0.5655248640063045,0.5348283160592866,0.6786427760778271,0.6960311370355015,2
0.5567067448790716,0.5280283764172403,0.666516176341019,0.6749659188481436,2
0.5625854666240817,0.5361883087051629,0.6786427760778271,0.6876049725949359,2
0.5699338992301092,0.5348283160592866,0.683190016957499,0.6749659188481436,2
0.5699338992301092,0.5321083425612015,0.6801584338866201,0.6665398187122635,2
0.5728731749132726,0.5293883631662828,0.6847059422195848,0.6791789689160838,2
0.5581764192303712,0.533468329310244,0.6756110592803019,0.6749659188481436,2
0.5655248640063045,0.533468329310244,0.6695478129025563,0.6960311370355015,2
0.5596460935816706,0.5321083425612015,0.671063631183325,0.6833920511363665,2
0.5552370583578661,0.5375482954542053,0.6740952409995332,0.6960311370355015,2
