@relation bands
@attribute at1 real [25.0, 72.5]
@attribute at2 integer [35, 72]
@attribute at3 real [0.133, 0.533]
@attribute at4 real [11.2, 24.5]
@attribute at5 integer [57, 105]
@attribute at6 real [0.056, 1.25]
@attribute at7 integer [16, 70]
@attribute at8 real [0.0, 35.8]
@attribute at9 integer [0, 2600]
@attribute at10 real [41.0, 76.9]
@attribute at11 real [22.0, 53.4]
@attribute at12 real [0.0, 16.0]
@attribute at13 real [0.0, 6.0]
@attribute at14 real [0.0, 3.1]
@attribute at15 real [0.0, 3.0]
@attribute at16 real [28.0, 60.0]
@attribute at17 integer [30, 45]
@attribute at18 real [83.33, 117.86]
@attribute at19 integer [90, 100]
@attribute class {band, noband}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16, at17, at18, at19
@outputs class
@data
45.0, 44, 0.267, 14.1, 78, 0.625, 22, 7.6, 1510, 54.3, 38.0, 0.0, 0.0, 2.5, 0.7, 34.0, 40, 114.28, 100, noband
47.5, 41, 0.233, 16.5, 72, 0.75, 20, 14.1, 1300, 50.5, 35.4, 4.0, 0.0, 2.5, 1.0, 50.0, 40, 96.97, 100, band
40.0, 46, 0.2, 15.0, 68, 0.75, 28, 0.0, 1700, 58.8, 41.2, 0.0, 0.0, 1.0, 1.0, 33.0, 40, 103.22, 100, noband
40.0, 46, 0.267, 16.5, 68, 0.875, 25, 0.0, 1700, 58.8, 41.2, 0.0, 0.0, 1.0, 1.0, 33.0, 40, 103.125, 100, noband
40.0, 35, 0.233, 18.0, 85, 0.625, 30, 0.0, 2000, 62.5, 37.5, 0.0, 0.0, 2.5, 0.9, 30.0, 40, 103.125, 100, noband
<null>, 48, 0.233, 14.0, 80, 0.75, 30, 0.0, 2000, 62.5, 37.5, 0.0, 0.0, <null>, <null>, 40.0, 40, 109.67, 100, band
40.0, 40, 0.35, 18.5, 85, 0.562, 30, 0.0, 1900, 62.5, 37.5, 4.0, 0.0, 1.8, 1.4, 40.0, 40, 106.45, 100, band
52.5, 37, 0.233, 14.0, 73, 0.75, <null>, 9.6, 1600, 53.2, 37.2, 0.0, 0.0, 2.3, 1.0, 40.0, 40, 109.67, 100, noband
40.0, 44, 0.2, 16.1, 78, 0.938, 30, 5.6, 1800, 55.6, 38.9, 0.0, 0.0, 2.0, 1.0, 35.0, 40, 103.22, 100, noband
40.0, 49, 0.233, 16.8, 78, 0.938, 30, 0.0, 2000, 62.5, 37.5, 0.0, 0.0, 2.4, 0.9, 35.0, 40, 100.0, 100, noband
35.0, 48, 0.233, 16.0, 76, 0.812, 30, 8.9, 1900, 49.5, 41.6, 0.0, 0.0, 2.5, 1.2, 30.0, 40, 103.22, 100, noband
55.0, 55, 0.3, 16.3, 100, 1.0, <null>, 0.0, 1650, 58.8, 41.2, 0.0, 0.0, <null>, <null>, 40.0, 40, 106.66, 100, band
30.0, 63, 0.3, 13.0, 94, 1.0, 29, 0.0, 1800, 56.2, 43.8, 0.0, 0.0, 2.5, 1.0, 30.0, 40, 110.0, 100, band
55.0, 49, 0.2, 15.0, 78, 0.625, 20, 17.1, 1900, 47.6, 35.2, 0.0, 0.0, 2.5, 0.85, 34.0, 40, 106.45, 100, band
37.5, 59, 0.233, 16.0, 75, 0.75, 20, 4.3, <null>, 54.3, 41.3, 0.0, 0.0, 2.5, 1.5, 33.0, 40, 106.45, 100, noband
40.0, 62, 0.3, 16.0, 84, 0.938, 28, 0.0, 2200, 58.8, 41.2, 4.0, 0.0, 2.5, 0.6, 30.0, 40, 106.45, 100, noband
50.0, 68, 0.367, 13.4, 70, <null>, <null>, 20.4, 1700, 46.3, 33.3, 0.0, 0.0, 2.5, 1.0, 40.0, 40, 106.45, 100, band
30.0, 69, 0.3, 16.0, 98, 0.75, 35, 0.0, 2050, 62.5, 37.5, 0.0, 0.0, 2.75, 1.0, 33.0, 40, 100.0, 100, noband
55.0, 54, 0.267, 15.0, 70, 0.625, 60, 3.4, 1600, 56.8, 39.8, 0.0, 0.0, 1.0, 0.4, 45.0, 40, 103.3, 100, noband
45.0, 55, 0.3, 15.0, 75, 0.75, 25, 0.0, 2300, 59.8, 40.2, 0.0, 0.0, 2.0, 2.3, 30.0, 33, 96.6, 100, noband
47.5, 54, 0.2, 16.08, 69, 1.0, <null>, 3.3, 1700, 55.5, 41.1, 0.0, 0.0, 2.5, 0.9, 40.0, 30, 103.3, 100, noband
40.0, 54, 0.3, 15.0, 88, 0.75, 28, 0.0, 1800, 58.8, 41.2, 0.0, 0.0, 2.5, 1.2, 30.0, 33, 100.0, 100, noband
60.0, 58, 0.333, 15.1, 93, 1.0, 25, 0.0, 1650, 56.1, 33.9, 0.0, 0.0, 2.5, 1.0, 40.0, 35, 100.0, 100, band
55.0, 56, 0.4, 15.0, 87, 0.75, <null>, 0.0, 1250, 62.5, 37.5, 0.0, 0.0, 2.5, 1.0, 40.0, 40, 96.8, 100, noband
60.0, 53, 0.3, 14.7, 70, 0.75, 50, 20.2, 1550, 42.0, 37.8, 3.0, 0.0, 3.0, 1.0, 40.0, 35, 111.1, 100, noband
30.0, 54, 0.167, 14.6, 70, 0.812, 30, 0.0, 2000, 58.8, 41.2, 0.0, 0.0, 1.5, 0.6, 30.0, 35, 106.9, 100, noband
45.0, 54, 0.367, 15.0, 100, 0.75, 33, 2.3, 2000, 56.8, 40.9, 0.0, 0.0, 2.75, 0.9, 33.0, 35, 106.9, 100, noband
40.0, 55, 0.533, 15.4, 80, 0.812, 30, 10.2, 2400, 51.0, 38.8, 0.0, 0.0, 1.7, 0.7, 30.0, 45, 93.75, 100, noband
55.0, 47, 0.2, 14.0, 71, <null>, <null>, 0.0, 1600, 62.5, 37.5, 0.0, 0.0, 2.5, 0.7, 40.0, 40, 90.3, 100, noband
35.0, 48, 0.233, 14.5, 76, 0.75, 20, 0.0, 2225, 62.5, 37.5, 4.0, 0.0, 2.7, 1.2, 33.0, 40, 106.25, 90, noband
35.0, 48, 0.3, 14.5, 74, 0.75, 20, 0.0, 2225, 62.5, 37.5, 4.0, 0.0, 2.0, 1.2, 33.0, 40, 106.25, 90, noband
47.5, 49, 0.433, 14.5, 88, 0.625, 25, 34.5, 2000, 43.5, 22.0, 0.0, 0.0, 2.5, 0.7, 40.0, 40, 96.97, 90, noband
30.0, 53, 0.3, 15.0, 80, 0.75, 30, 15.0, 2290, 50.0, 35.0, 0.0, 0.0, 2.5, 1.0, 33.0, 40, 110.7, 100, noband
40.0, 43, 0.267, 16.4, 79, 0.312, 35, 0.5, 2400, 59.5, 40.0, 0.5, 0.0, 2.6, 1.1, 35.0, 40, 96.77, 100, noband
70.0, 43, 0.233, 16.0, 77, 0.818, 28, 15.9, 2125, 46.5, 37.6, 3.0, 0.0, 1.75, 0.6, 33.0, 40, 100.0, 100, noband
45.0, 42, 0.4, 14.8, 72, 0.625, 20, 0.0, 1800, 58.8, 41.2, 0.0, 0.0, 2.5, 0.9, 34.0, 40, 106.25, 100, noband
50.0, 42, 0.367, 15.5, 73, 0.625, 20, 3.6, 1800, 60.2, 36.2, 0.0, 0.0, 2.5, 0.9, 34.0, 40, 106.25, 100, noband
40.0, 42, 0.2, 12.7, 84, 0.5, 32, 0.0, 1750, 62.5, 37.5, 0.0, 0.0, 2.5, 0.9, 40.0, 40, 100.0, 100, noband
42.0, 42, 0.267, 14.5, 78, 1.0, 28, 0.0, 1800, 61.7, 38.3, 0.0, 0.0, 2.5, 2.0, 40.0, 40, 100.0, 100, band
65.0, 50, 0.2, 15.1, 75, 0.625, 20, 19.0, 1800, 47.6, 33.4, 0.0, 0.0, 2.7, 0.6, 34.0, 40, 110.71, 100, noband
40.0, 54, 0.267, 22.2, 77, 0.625, 32, 6.25, 1000, 56.25, 37.5, 0.0, 0.0, 3.0, 1.2, 40.0, 40, 106.45, 100, band
50.0, 41, 0.2, 15.7, 80, 1.0, 43, 0.0, 1800, 62.5, 37.5, 1.0, 0.0, 2.5, 1.5, 30.0, 40, 106.45, 100, noband
52.0, 52, 0.267, 16.0, 78, 0.75, 30, 14.1, 1250, 50.5, 53.4, 0.0, 0.0, 3.0, 0.9, 34.0, 40, 103.22, 100, band
40.0, 60, 0.2, 14.5, 85, 1.0, 35, 0.0, 1250, 58.8, 41.2, 2.5, 0.0, 1.5, 1.0, 30.0, 40, 100.0, 100, band
40.0, 69, 0.2, 14.5, 76, 0.625, 22, 0.0, 1250, 58.8, 41.2, 1.0, 0.0, 2.5, 1.0, 35.0, 40, 100.0, 100, band
45.0, 61, 0.2, 14.0, 98, 0.75, 30, 0.0, 1600, 58.8, 41.2, 2.0, 0.0, 2.4, 0.9, 30.0, 40, 100.0, 100, band
40.0, 65, 0.2, 15.0, 80, 0.625, 50, 10.4, 1640, 47.2, 42.4, 1.0, 0.0, 3.0, 1.5, 32.0, 40, 103.13, 100, band
45.0, 63, 0.267, 15.0, 80, 0.75, 50, 0.0, 1470, 58.8, 41.2, 2.0, 0.0, 3.0, 1.0, 34.0, 40, 100.0, 100, band
50.0, 66, 0.3, 14.8, 80, 0.625, 30, <null>, 1840, <null>, <null>, <null>, <null>, 2.5, 1.0, <null>, 40, 100.0, 100, band
<null>, 62, 0.333, 14.5, 84, <null>, 23, <null>, 1200, <null>, <null>, <null>, <null>, 2.5, <null>, <null>, 40, 103.22, 100, band
<null>, 46, 0.3, 17.0, 80, 0.25, 25, <null>, 1700, <null>, <null>, <null>, <null>, 2.5, 1.5, <null>, 30, 117.7, 95, band
<null>, 56, 0.2, 17.0, 75, 0.75, 25, <null>, 1600, <null>, <null>, <null>, <null>, 2.0, 1.0, <null>, 40, 103.125, 95, band
<null>, 54, 0.267, 15.5, 80, 0.75, 40, <null>, 2000, <null>, <null>, <null>, <null>, 1.8, 1.3, <null>, 40, 107.14, <null>, band
<null>, 46, 0.267, 16.4, 76, 1.0, 34, <null>, 1903, <null>, <null>, <null>, <null>, 1.5, 2.3, <null>, 40, 108.0, 100, band
