@relation pittsburg-bridges-span
@attribute f1 real [-2.17817, 1.93947]
@attribute f2 real [-1.86675, 1.95674]
@attribute f3 real [-1.72261, 1.72261]
@attribute f4 real [-3.99826, 0.717636]
@attribute f5 real [-1.48229, 1.31985]
@attribute f6 real [-1.80138, 1.68761]
@attribute f7 real [-3.29034, 0.615613]
@attribute clase integer [0, 2]
@inputs f1, f2, f3, f4, f5, f6, f7
@outputs clase
@data
0.6666663428565878,0.05769336391621264,0.0,1.0,0.0,0.49999979936887173,0.49999833587347314,0
0.3333326857131756,0.48076958485572086,0.0,1.0,0.6666665477099645,0.49999979936887173,0.49999833587347314,0
0.3333326857131756,0.7500006538528935,0.0,0.33333432289431325,0.0,0.25000014330794873,0.49999833587347314,0
0.3333326857131756,0.5576925792927404,0.0,1.0,0.6666665477099645,0.49999979936887173,0.49999833587347314,0
0.3333326857131756,0.5192311213054043,0.0,1.0,0.33333238167971624,0.49999979936887173,0.49999833587347314,1
0.6666663428565878,0.05769336391621264,0.0,1.0,0.6666665477099645,0.49999979936887173,0.49999833587347314,0
0.3333326857131756,0.7500006538528935,0.0,0.6666667373495939,0.0,0.49999979936887173,0.49999833587347314,0
0.6666663428565878,0.11538411242085107,0.0,1.0,0.6666665477099645,0.49999979936887173,0.49999833587347314,1
0.3333326857131756,0.6346154952674128,0.0,1.0,0.0,0.49999979936887173,0.49999833587347314,0
0.3333326857131756,0.5384617195284935,0.0,0.6666667373495939,0.0,0.49999979936887173,0.49999833587347314,0
0.3333326857131756,0.48076958485572086,0.0,1.0,0.6666665477099645,0.49999979936887173,0.49999833587347314,1
0.6666663428565878,0.07692448522161689,0.0,0.6666667373495939,0.6666665477099645,0.49999979936887173,0.49999833587347314,1
0.3333326857131756,0.5384617195284935,0.0,0.6666667373495939,0.6666665477099645,0.49999979936887173,0.49999833587347314,0
0.3333326857131756,0.5576925792927404,0.0,1.0,0.6666665477099645,0.49999979936887173,0.49999833587347314,1
0.3333326857131756,0.6153848970443234,0.33333313982851603,1.0,0.6666665477099645,0.49999979936887173,0.49999833587347314,1
0.6666663428565878,0.30769271006331916,0.33333313982851603,0.6666667373495939,0.0,0.49999979936887173,0.0,0
0.6666663428565878,0.019231121305404195,0.33333313982851603,1.0,0.6666665477099645,0.0,0.0,2
0.3333326857131756,0.46153880355382126,0.33333313982851603,1.0,0.6666665477099645,1.0,1.0,0
