@relation horse-colic
@attribute f1 real [-2.80861, 1.22289]
@attribute f2 real [-0.294392, 3.38551]
@attribute f3 real [-1.99484, 0.670666]
@attribute f4 real [-1.9631, 3.49656]
@attribute f5 real [-1.23356, 3.59277]
@attribute f6 real [-1.45313, 1.59007]
@attribute f7 real [-1.24405, 1.95952]
@attribute f8 real [-1.32638, 1.98039]
@attribute f9 real [-1.92639, 3.02719]
@attribute f10 real [-1.46553, 1.57499]
@attribute f11 real [-1.81465, 1.10045]
@attribute f12 real [-1.41192, 1.65192]
@attribute f13 real [-1.16123, 1.87687]
@attribute f14 real [-1.02706, 1.98386]
@attribute f15 real [-0.420183, 3.36904]
@attribute f16 real [-1.09882, 1.31617]
@attribute f17 real [-1.04315, 1.28531]
@attribute f18 real [-2.47368, 1.96262]
@attribute f19 real [-0.805446, 2.48788]
@attribute f20 real [-0.797617, 1.81277]
@attribute f21 real [-0.559929, 4.94846]
@attribute f22 real [-2.08618, 1.96029]
@attribute f23 real [-0.677446, 6.9362]
@attribute f24 real [-0.138902, 10.8084]
@attribute f25 real [-1.42251, 0.700639]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25
@outputs clase
@data
0.5,0.0,0.9607841813149175,0.47826018470014614,0.20833262541102662,0.0,0.0,0.6666659610435561,0.33333286229353315,0.5999993422177786,1.0,0.5,0.0,0.0,0.0,1.0,0.4,0.6666665915289768,0.9550545557894966,0.6666655174117859,0.19801996554709556,1.0,0.05370961560335219,0.0,1.0,1
1.0,0.0,0.9387253301999695,0.21739064337339686,0.2499993784096819,0.25000032860147214,0.24999890746885509,0.4999993951801909,0.33333286229353315,0.5999993422177786,0.7500000000000001,0.25000065277560185,0.0,0.0,0.0,0.25000020704019477,0.20000085893680805,0.4399997745869305,0.07528073443078519,0.0,0.0,0.333333250957007,0.0,0.0,0.0,1
0.5,1.0,0.958333239542511,0.8913027551166188,0.875000258995966,1.0,0.24999890746885509,1.0,0.6666673395806668,0.4,1.0,1.0,0.3333333333333333,0.6666663345422662,0.6666651711973669,0.7499993788794156,0.0,0.6399997745869305,0.08089876313489765,1.0,0.5247521553034834,0.666666749042993,0.05370961560335219,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.5000006900630914,0.24999890746885509,0.4999993951801909,0.33333286229353315,0.4,0.7500000000000001,0.5,0.6666673249728449,0.3333339311572543,0.0,0.7499993788794156,0.5999995705315961,0.0,0.0,0.0,0.0,0.333333250957007,0.0,0.0,1.0,1
0.5,0.0,0.936274388427563,0.4130427535780616,0.29166613140833725,0.7500009858044163,0.24999890746885509,0.16666596104355605,0.33333286229353315,0.5999993422177786,1.0,0.25000065277560185,0.6666673249728449,0.6666663345422662,0.0,1.0,0.7999991410631921,0.6133331830579537,0.9101121480230017,0.333332797014389,0.19801996554709556,0.333333250957007,0.0513743349769611,0.0,1.0,0
1.0,0.0,0.9656860648597303,0.5978247729712106,0.3645826124612283,1.0,0.7499976588618323,1.0,0.0,0.0,0.7500000000000001,0.7499996736121991,0.0,0.0,0.0,0.0,0.0,0.7333331830579537,0.09775284924723517,0.0,0.0,0.333333250957007,0.0,0.0,1.0,1
0.5,0.0,0.9460785306804788,0.22826018470014617,0.3541660019103543,0.5000006900630914,0.24999890746885509,0.6666659610435561,0.0,0.4,0.7500000000000001,0.25000065277560185,0.0,0.0,0.0,0.25000020704019477,0.0,0.6399997745869305,0.08089876313489765,0.0,0.0,0.333333250957007,0.07567504451874962,0.0,1.0,0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666749042993,0.10459745567366803,0.0,1.0,1
1.0,0.0,0.9387253301999695,0.6086954132674928,0.16666597601075767,0.0,0.7499976588618323,0.8333328293168256,0.6666673395806668,0.0,0.0,0.25000065277560185,0.3333333333333333,0.6666663345422662,0.0,0.0,1.0,0.6799997745869305,0.06741573716054831,0.6666655174117859,0.09900996461941958,1.0,0.1266116128856004,0.0,0.0,1
0.5,0.0,0.0,0.47826018470014614,0.0,0.7500009858044163,0.7499976588618323,1.0,0.6666673395806668,1.0,0.7500000000000001,0.7499996736121991,0.3333333333333333,1.0,0.0,1.0,1.0,0.8399995491738611,0.07303376586466082,1.0,0.0,0.666666749042993,0.10228660486710309,0.0,1.0,0
