@relation wine-quality-white
@attribute f1 real [-3.61998, 8.70422]
@attribute f2 real [-1.96678, 8.15281]
@attribute f3 real [-2.76146, 10.9553]
@attribute f4 real [-1.14183, 11.7129]
@attribute f5 real [-1.6831, 13.7417]
@attribute f6 real [-1.95848, 14.9168]
@attribute f7 real [-3.04392, 7.09772]
@attribute f8 real [-2.3128, 15.0298]
@attribute f9 real [-3.10109, 4.18365]
@attribute f10 real [-2.36447, 5.17107]
@attribute f11 real [-2.04309, 2.99502]
@attribute clase integer [0, 6]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11
@outputs clase
@data
0.326922883432596,0.1470585270747135,0.19277103339272542,0.12116598326063635,0.14540026450910223,0.1567944946691255,0.41067322444890575,0.1636779952256294,0.4272725176190228,0.20930258481807537,0.3064518241959782,3
0.41346132000454394,0.1960781217420864,0.2409638281926636,0.09662606682520751,0.12166141538301956,0.09756110713422236,0.2041764448353521,0.15403849480470055,0.4909088038831859,0.2558143145680336,0.33870975425308303,3
0.4615382742896091,0.1470585270747135,0.2409638281926636,0.055215006460656885,0.07715108137544734,0.0522652068587899,0.23201868731290012,0.14632690600025372,0.3818180195861486,0.3604654742725803,0.2741936956517424,2
0.26923061943168725,0.08823480002648329,0.22891564771855746,0.013803868303729433,0.06824905347233028,0.09059245239190104,0.23897919863059625,0.08270645693263987,0.48181801958614856,0.38372127279531393,0.5483871928163537,4
0.2884613686892456,0.17647029178059584,0.25301200866676976,0.016871377306252242,0.11869405113842643,0.13588858970043757,0.26218106736188623,0.11355275448894629,0.6818184314059252,0.3023259248839499,0.4032259319467022,5
0.26923061943168725,0.18627418699769455,0.24698791842971665,0.010736125924076193,0.1275961438722058,0.04878082022935323,0.3085847555227754,0.15403849480470055,0.6363631371881495,0.29069807870437947,0.3225808884680962,3
0.3461536651466221,0.16666633727255747,0.21686739434093769,0.022239518060667155,0.12166141538301956,0.10104543450538303,0.21113695615304823,0.09427381130856967,0.4272725176190228,0.2558143145680336,0.45161300567077733,3
0.3365382742896091,0.1568623827645191,0.23493973795561052,0.26610438336705633,0.1424329002645091,0.14982583992680418,0.3248260636346784,0.24657721448917694,0.44545433330496353,0.16279125318159016,0.09677438563270746,2
0.2788460102887003,0.1568623827645191,0.23493973795561052,0.035276275736635464,0.4866461801773767,0.21254343631631595,0.34338755861971043,0.12704802048135805,0.34545433330496356,0.13953479113640163,0.22580670132251973,3
0.2884613686892456,0.11764666355059837,0.3554213968896445,0.004601419088537824,0.40949445049530636,0.1254356075869556,0.2853829360931763,0.11355275448894629,0.2999998627267411,0.18604678629534177,0.17741970699329707,3
0.326922883432596,0.12745061805863675,0.20481922844753428,0.17331363630352406,0.10088993050153001,0.12195131577076056,0.4733179249115528,0.17524534960155916,0.3363634117346673,0.32558174994758166,0.2580646313796245,3
0.2884613686892456,0.13725457256667511,0.14457823859278723,0.06595121017710989,0.2462903895026192,0.09756110713422236,0.2645012049333244,0.15403849480470055,0.2818178823128897,0.2790701130907672,0.09677438563270746,3
0.21153827428960909,0.10784280786079276,0.15662641906689337,0.18098163088606292,0.11572668689383331,0.16724747678260746,0.32018568988842044,0.19452446576637875,0.5272724901643709,0.16279125318159016,0.14516157844906125,3
0.2499998377176612,0.17647029178059584,0.14457823859278723,0.08895734332809789,0.09198783776775064,0.0871081250207404,0.26682144110814426,0.06149942915133833,0.4545452548752598,0.31395383874281074,0.7419349716461133,4
0.2788460102887003,0.1470585270747135,0.18674694315567233,0.023006317518921043,0.10979199081997823,0.09756110713422236,0.20185620866053222,0.10584116568449944,0.5545452548752599,0.4883724324998606,0.4354839413986594,5
0.2884613686892456,0.21568601099451656,0.13855414835573415,0.06134994667332569,0.15430229241221927,0.1689896108390498,0.5324829120339512,0.16753376079711232,0.5454543333049635,0.44186083545439336,0.24193556710750658,2
0.30769210171857,0.23529382119236053,0.20481922844753428,0.010736125924076193,0.09792256625693689,0.06271789268089181,0.13921121238774006,0.07885069136115692,0.5363634117346673,0.49999999999999994,0.6451605860134059,4
0.2788460102887003,0.45097973336864433,0.16867467244451315,0.0736199048910401,0.15133492816762617,0.06620222005205247,0.22273793982038412,0.15018272923321763,0.49999972545348226,0.17441882068172948,0.16129064272117913,2
0.2884613686892456,0.13725457256667511,0.18674694315567233,0.012270113802468032,0.13056344328613662,0.11149836328641657,0.24361957237685428,0.11162484287246434,0.6090910588435552,0.6395347911364015,0.41935495652139393,3
0.317307492575583,0.11764666355059837,0.20481922844753428,0.23619710410098071,0.12166141538301956,0.17073174489549212,0.3642691911761806,0.2195870284732393,0.44545433330496353,0.44186083545439336,0.19354877126541498,3
0.326922883432596,0.3039214039303964,0.3795181952589387,0.15950953462266418,0.10385728177999067,0.1846689358635827,0.3410673224448906,0.19838028899934265,0.3363634117346673,0.2558143145680336,0.11290344990482541,3
0.3557690560036351,0.08823480002648329,0.19277103339272542,0.016871377306252242,0.09198783776775064,0.17073174489549212,0.3225058274598586,0.08656228016560379,0.44545433330496353,0.2558143145680336,0.5645162570884716,4
0.317307492575583,0.17647029178059584,0.17469876268156623,0.18098163088606292,0.10385728177999067,0.20905904968687927,0.5359626253741998,0.18874055793248995,0.29090894115644483,0.23255851604529998,0.19354877126541498,3
