@relation credit-approval
@attribute f1 real [-1.49549, 0.681488]
@attribute f2 real [-2.47124, 3.92213]
@attribute f3 real [-0.95592, 4.66864]
@attribute f4 real [-0.566656, 3.87644]
@attribute f5 real [-0.569329, 3.97214]
@attribute f6 real [-1.33095, 1.59268]
@attribute f7 real [-0.57072, 3.25719]
@attribute f8 real [-0.664395, 7.85193]
@attribute f9 real [-0.953958, 1.04674]
@attribute f10 real [-1.15631, 0.86357]
@attribute f11 real [-0.493529, 13.2841]
@attribute f12 real [-1.08712, 0.918529]
@attribute f13 real [-0.316941, 3.26813]
@attribute f14 real [-1.03781, 10.4584]
@attribute f15 real [-0.195272, 18.9982]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15
@outputs clase
@data
0.681488, -0.01507, -0.95592, -0.566656, -0.569329, 0.693099, -0.57072, -0.290872, -0.953958, -1.15631, -0.287892, 0.918529, -0.316941, 0.123309, -0.195272, 0
0.681488, 0.450192, -0.0690465, 1.65489, 1.70141, -0.206479, -0.57072, -0.58969, -0.953958, -1.15631, 1.56284, -1.08712, -0.316941, 0.801586, -0.195272, 0
-1.49549, -0.618954, 0.224234, -0.566656, -0.569329, 0.468205, -0.57072, 0.28286, -0.953958, -1.15631, 1.56284, 0.918529, -0.316941, -0.348035, -0.148248, 0
0.681488, -0.732083, -0.9057, -0.566656, -0.569329, -1.10606, -0.0922306, -0.46568, -0.953958, 0.86357, -0.493529, -1.08712, -0.316941, -1.03781, -0.195272, 0
-1.49549, 1.33291, 0.651099, -0.566656, -0.569329, -1.33095, -0.57072, 1.6888, -0.953958, -1.15631, 0.740293, -1.08712, -0.316941, -1.03781, 0.0465662, 0
-1.49549, -0.286738, 1.9568, -0.566656, -0.569329, 0.917994, -0.0922306, 0.25746, -0.953958, -1.15631, -0.287892, 0.918529, -0.316941, -0.348035, -0.19316, 0
-1.49549, -1.21009, -0.838407, -0.566656, -0.569329, -1.33095, -0.0922306, -0.216167, -0.953958, -1.15631, -0.0822548, 0.918529, -0.316941, -0.462998, -0.195272, 0
-1.49549, 1.27316, 1.65549, -0.566656, -0.569329, -0.656269, 0.386259, 0.879003, -0.953958, -1.15631, 1.3572, -1.08712, -0.316941, -1.03781, -0.195272, 0
-1.49549, 0.456565, 0.0735764, -0.566656, -0.569329, 1.14289, -0.57072, 0.829698, -0.953958, 0.86357, -0.493529, -1.08712, -0.316941, -1.03781, 0.572468, 0
-1.49549, -0.638871, 1.40439, -0.566656, -0.569329, 0.917994, -0.0922306, -0.514985, -0.953958, -1.15631, -0.0822548, -1.08712, -0.316941, 0.686624, -0.0895156, 0
0.681488, 1.87705, 0.93534, -0.566656, -0.569329, 1.59268, 2.77871, 3.64307, -0.953958, -1.15631, 1.76848, -1.08712, -0.316941, -0.865365, -0.137691, 0
0.681488, -0.107485, -0.671678, -0.566656, -0.569329, 0.693099, -0.0922306, -0.440281, -0.953958, -1.15631, -0.287892, 0.918529, -0.316941, 0.341737, -0.176078, 0
0.681488, 0.251021, -0.646569, -0.566656, -0.569329, -0.881164, -0.57072, -0.204214, -0.953958, -1.15631, -0.287892, -1.08712, -0.316941, 1.95121, 9.40147, 0
-1.49549, 0.396814, -0.755042, -0.566656, -0.569329, -1.33095, -0.57072, -0.0667578, -0.953958, -1.15631, 1.76848, 0.918529, -0.316941, -1.03781, -0.107749, 0
-1.49549, -0.944, -0.838407, 1.65489, 1.70141, 1.36778, -0.57072, -0.489586, -0.953958, 0.86357, -0.493529, -1.08712, -0.316941, -0.118111, -0.195272, 1
-1.49549, -2.47124, -0.252849, -0.566656, -0.569329, -1.10606, -0.57072, 0.232061, -0.953958, 0.86357, -0.493529, -1.08712, -0.316941, 0.686624, -0.195272, 1
0.681488, 0.490026, -0.152411, -0.566656, -0.569329, -1.33095, 0.386259, 0.829698, -0.953958, 0.86357, -0.493529, -1.08712, 3.26813, 0.571662, -0.195272, 1
0.681488, -2.47124, -0.880591, -0.566656, -0.569329, -1.10606, -0.57072, -0.402929, -0.953958, 0.86357, -0.493529, -1.08712, 3.26813, 4.29643, -0.195272, 1
0.681488, -2.47124, 0.0484667, 1.65489, 1.70141, 1.36778, -0.57072, 1.87556, -0.953958, 0.86357, -0.493529, 0.918529, -0.316941, -1.03781, -0.195272, 1
0.681488, 0.337063, 2.35856, 1.65489, 1.70141, -1.33095, -0.57072, 0.530879, -0.953958, 0.86357, -0.493529, 0.918529, -0.316941, -0.57796, -0.195272, 1
0.681488, -0.983834, 0.0484667, -0.566656, -0.569329, 0.468205, -0.57072, -0.552338, -0.953958, -1.15631, -0.0822548, 0.918529, -0.316941, -1.03781, -0.187978, 1
0.681488, -0.479535, 1.45461, -0.566656, -0.569329, -0.206479, -0.57072, 0.00794684, -0.953958, -1.15631, -0.0822548, -1.08712, -0.316941, -0.348035, -0.194312, 1
-1.49549, -0.479535, 1.25373, 1.65489, 1.70141, 1.36778, -0.57072, 0.680288, -0.953958, 0.86357, -0.493529, 0.918529, -0.316941, -0.348035, -0.195272, 1
-1.49549, -0.519369, -0.747007, 1.65489, 1.70141, 1.59268, 2.77871, -0.514985, -0.953958, -1.15631, 0.123382, 0.918529, -0.316941, -0.00314896, -0.167057, 1
-1.49549, 0.217561, -0.805262, -0.566656, -0.569329, -0.206479, 0.386259, -0.365576, -0.953958, -1.15631, 0.123382, -1.08712, -0.316941, 0.18079, -0.195272, 1
0.681488, 1.71134, 0.349783, -0.566656, -0.569329, -0.206479, -0.57072, 1.21517, -0.953958, -1.15631, 2.59103, 0.918529, -0.316941, -1.03781, 1.95478, 0
0.681488, 0.310772, 0.0484667, -0.566656, -0.569329, 0.917994, -0.0922306, 1.57674, -0.953958, -1.15631, 0.740293, -1.08712, -0.316941, -1.03781, -0.00333688, 0
-1.49549, -0.20707, -0.252849, -0.566656, -0.569329, 0.693099, -0.57072, -0.414881, -0.953958, 0.86357, -0.493529, 0.918529, 3.26813, 0.571662, -0.195272, 0
-1.49549, 1.30662, 0.651099, -0.566656, -0.569329, 1.14289, 0.386259, 1.27793, -0.953958, -1.15631, 0.740293, 0.918529, -0.316941, 1.11773, 9.6126, 0
0.681488, 0.416731, 0.0484667, -0.566656, -0.569329, -1.33095, 0.386259, 0.0826515, -0.953958, -1.15631, 0.740293, 0.918529, -0.316941, -1.03781, -0.124832, 0
0.681488, 0.131519, 0.148905, -0.566656, -0.569329, 0.468205, -0.0922306, 0.979107, -0.953958, -1.15631, 1.97411, -1.08712, -0.316941, 1.30742, -0.00333688, 0
0.681488, 0.709113, -0.847446, 1.65489, 1.70141, 1.36778, -0.57072, -0.514985, -0.953958, -1.15631, 0.123382, 0.918529, -0.316941, 0.111813, -0.00333688, 0
-1.49549, 2.1758, 1.05285, -0.566656, -0.569329, 0.468205, -0.57072, 0.530879, -0.953958, -1.15631, 2.38539, 0.918529, -0.316941, -1.03781, 0.112208, 0
0.681488, 0.137893, -0.654604, -0.566656, -0.569329, -0.881164, -0.0922306, 0.979107, -0.953958, -1.15631, 0.123382, -1.08712, -0.316941, -1.03781, -0.195272, 0
-1.49549, -0.74483, 1.35417, 1.65489, 1.70141, -0.431374, 0.864748, -0.664395, -0.953958, -1.15631, 1.76848, -1.08712, -0.316941, -1.03781, -0.195272, 0
0.681488, -0.240531, -0.554165, -0.566656, -0.569329, -0.206479, -0.0922306, 0.580184, -0.953958, -1.15631, -0.0822548, -1.08712, -0.316941, 0.00259914, -0.195272, 0
0.681488, -0.473161, -0.61242, -0.566656, -0.569329, 0.917994, -0.57072, -0.166862, -0.953958, -1.15631, -0.287892, -1.08712, -0.316941, 1.23269, -0.191433, 0
0.681488, 0.516316, -0.729933, 1.65489, 1.70141, -1.10606, -0.57072, -0.216167, 1.04674, 0.86357, -0.493529, -1.08712, -0.316941, 1.43963, -0.195272, 0
0.681488, 1.99018, 1.55505, -0.566656, -0.569329, -0.206479, -0.0922306, 1.72615, -0.953958, 0.86357, -0.493529, -1.08712, -0.316941, -0.899854, 0.193972, 0
-1.49549, 1.49862, 1.773, -0.566656, -0.569329, -0.206479, -0.0922306, 1.87556, -0.953958, 0.86357, -0.493529, -1.08712, -0.316941, -1.03781, -0.195272, 0
-1.49549, -1.00375, 0.902195, -0.566656, -0.569329, 0.468205, -0.57072, -0.302824, -0.953958, -1.15631, 0.329019, 0.918529, -0.316941, -0.692922, -0.0916269, 0
-1.49549, -0.685079, 0.18205, -0.566656, -0.569329, 0.468205, -0.57072, 0.108051, -0.953958, -1.15631, 0.94593, 0.918529, -0.316941, -0.296302, 0.42986, 0
0.681488, 1.41258, 0.751537, -0.566656, -0.569329, -1.33095, -0.0922306, 3.07084, -0.953958, -1.15631, 1.3572, 0.918529, -0.316941, 0.00259914, 0.12238, 0
0.681488, 0.715486, 0.349783, -0.566656, -0.569329, 1.36778, 0.386259, 0.38147, -0.953958, -1.15631, -0.287892, 0.918529, -0.316941, -1.03781, -0.0993043, 0
0.681488, 0.761694, 0.0484667, -0.566656, -0.569329, -1.33095, -0.57072, 0.829698, -0.953958, -1.15631, 0.94593, 0.918529, -0.316941, -1.03781, 0.393008, 0
0.681488, 0.874822, -0.91474, -0.566656, -0.569329, -0.656269, -0.0922306, 0.86705, -0.953958, 0.86357, -0.493529, 0.918529, -0.316941, 1.26143, -0.195272, 0
0.681488, -0.665162, -0.637529, 1.65489, 1.70141, 0.693099, -0.57072, 0.25746, -0.953958, -1.15631, 0.740293, 0.918529, -0.316941, -0.57796, -0.195272, 0
-1.49549, 0.821445, -0.755042, -0.566656, -0.569329, -0.656269, 0.386259, 0.00794684, -0.953958, 0.86357, -0.493529, -1.08712, -0.316941, -1.03781, -0.137691, 0
0.681488, 0.423104, -0.529055, 1.65489, 1.70141, 0.693099, -0.57072, -0.638995, -0.953958, -1.15631, -0.287892, 0.918529, -0.316941, -0.750403, 0.0325549, 0
-1.49549, 3.2314, -0.95592, 2.76567, 1.70141, 0.130863, 1.34324, -0.664395, 1.04674, 0.86357, -0.493529, 0.918529, 1.47559, -1.03781, -0.195272, 0
0.681488, -0.187153, 0.91927, -0.566656, -0.569329, 0.468205, -0.0922306, 1.02841, -0.953958, -1.15631, 0.740293, 0.918529, -0.316941, 1.15222, -0.163027, 0
0.681488, 0.33069, -0.453727, -0.566656, -0.569329, -0.206479, -0.57072, 0.680288, -0.953958, -1.15631, 0.94593, 0.918529, -0.316941, -0.175592, 0.0484855, 0
-1.49549, -0.963917, 0.902195, 1.65489, 1.70141, -1.33095, -0.57072, -0.365576, -0.953958, -1.15631, 0.329019, -1.08712, -0.316941, -0.57796, -0.0993043, 0
-1.49549, 0.536233, 0.148905, -0.566656, -0.569329, 0.468205, -0.57072, -0.627042, -0.953958, 0.86357, -0.493529, -1.08712, -0.316941, 0.27276, -0.195272, 0
0.681488, -1.03084, 0.148905, -0.566656, -0.569329, -0.206479, -0.57072, -0.514985, -0.953958, 0.86357, -0.493529, 0.918529, -0.316941, -0.57796, -0.195272, 0
0.681488, -0.386323, -0.9057, -0.566656, -0.569329, -0.656269, 0.386259, -0.664395, -0.953958, 0.86357, -0.493529, -1.08712, -0.316941, -1.03781, -0.195272, 0
0.681488, -0.21424, 0.0484667, -0.566656, -0.569329, 0.693099, -0.57072, 2.62261, -0.953958, 0.86357, -0.493529, -1.08712, -0.316941, -0.635441, -0.195272, 0
0.681488, -2.47124, -0.830371, -0.566656, -0.569329, -0.206479, -0.57072, -0.58969, 1.04674, 0.86357, -0.493529, 0.918529, -0.316941, 1.14647, 0.190517, 1
0.681488, -0.877875, 1.26277, -0.566656, -0.569329, -1.33095, -0.57072, -0.0667578, 1.04674, 0.86357, -0.493529, -1.08712, -0.316941, -0.256066, -0.195272, 1
0.681488, -0.877875, -0.95592, -0.566656, -0.569329, -1.10606, -0.57072, -0.514985, 1.04674, 0.86357, -0.493529, 0.918529, -0.316941, -0.210081, -0.195272, 1
-1.49549, -0.519369, -0.604384, 1.65489, 1.70141, -1.33095, -0.57072, -0.61509, 1.04674, 0.86357, -0.493529, 0.918529, -0.316941, -0.279058, -0.195272, 1
0.681488, 1.57192, -0.838407, -0.566656, -0.569329, 1.59268, 2.77871, -0.664395, 1.04674, 0.86357, -0.493529, 0.918529, -0.316941, -0.204333, -0.195272, 1
0.681488, 0.576067, 1.07796, 1.65489, 1.70141, -0.206479, -0.57072, -0.627042, 1.04674, 0.86357, -0.493529, 0.918529, -0.316941, -0.118111, -0.195272, 1
-1.49549, -0.944, 0.131831, -0.566656, -0.569329, -0.656269, -0.0922306, -0.577737, 1.04674, 0.86357, -0.493529, 0.918529, -0.316941, -0.57796, -0.102375, 1
