@relation credit-approval
@attribute f1 real [-1.49549, 0.681488]
@attribute f2 real [-2.47124, 3.92213]
@attribute f3 real [-0.95592, 4.66864]
@attribute f4 real [-0.566656, 3.87644]
@attribute f5 real [-0.569329, 3.97214]
@attribute f6 real [-1.33095, 1.59268]
@attribute f7 real [-0.57072, 3.25719]
@attribute f8 real [-0.664395, 7.85193]
@attribute f9 real [-0.953958, 1.04674]
@attribute f10 real [-1.15631, 0.86357]
@attribute f11 real [-0.493529, 13.2841]
@attribute f12 real [-1.08712, 0.918529]
@attribute f13 real [-0.316941, 3.26813]
@attribute f14 real [-1.03781, 10.4584]
@attribute f15 real [-0.195272, 18.9982]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15
@outputs clase
@data
-1.49549, -0.519369, -0.855481, -0.566656, -0.569329, 0.468205, -0.0922306, -0.216167, -0.953958, 0.86357, -0.493529, 0.918529, -0.316941, 0.571662, -0.0371174, 0
0.681488, -0.254074, -0.646569, -0.566656, -0.569329, 0.693099, -0.57072, 0.456175, -0.953958, -1.15631, 0.534656, -1.08712, -0.316941, -0.462998, -0.194696, 0
-1.49549, -0.645244, 1.37124, -0.566656, -0.569329, -0.881164, -0.57072, -0.652442, -0.953958, 0.86357, -0.493529, 0.918529, -0.316941, -0.57796, 0.0636484, 0
0.681488, 1.8643, -0.855481, 1.65489, 1.70141, -0.206479, -0.0922306, 0.518926, -0.953958, 0.86357, -0.493529, 0.918529, -0.316941, -0.00314896, -0.135004, 0
0.681488, -0.712166, -0.789192, -0.566656, -0.569329, -1.33095, -0.0922306, -0.0174527, 1.04674, 0.86357, -0.493529, -1.08712, -0.316941, -0.302051, -0.195272, 0
-1.49549, -0.944, 0.768612, -0.566656, -0.569329, -0.881164, -0.0922306, -0.440281, -0.953958, -1.15631, 0.94593, 0.918529, -0.316941, -0.48599, -0.195272, 0
0.681488, -0.479535, 1.30395, -0.566656, -0.569329, -1.33095, -0.57072, 0.0826515, -0.953958, -1.15631, 3.0023, 0.918529, -0.316941, 0.111813, 0.0365856, 0
0.681488, -0.618954, -0.755042, -0.566656, -0.569329, -1.33095, -0.57072, -0.414881, -0.953958, 0.86357, -0.493529, 0.918529, 3.26813, 0.686624, -0.195272, 0
-1.49549, 0.808698, 0.349783, -0.566656, -0.569329, 0.468205, -0.57072, -0.514985, -0.953958, -1.15631, 0.123382, -1.08712, -0.316941, -0.204333, -0.195272, 0
0.681488, 0.881196, -0.747007, -0.566656, -0.569329, 0.693099, -0.57072, 0.829698, -0.953958, -1.15631, 0.740293, -1.08712, -0.316941, 1.83625, 1.72408, 0
0.681488, 0.251021, 0.886125, -0.566656, -0.569329, -1.33095, -0.57072, 0.680288, -0.953958, -1.15631, 1.97411, -1.08712, -0.316941, -1.03781, -0.152854, 0
0.681488, -0.167236, 2.05724, -0.566656, -0.569329, -1.33095, -0.0922306, 0.929802, -0.953958, -1.15631, 1.76848, 0.918529, -0.316941, -1.03781, 0.242915, 0
