@relation ozone
@attribute f1 real [-1.10767, 4.63054]
@attribute f2 real [-1.08453, 4.86064]
@attribute f3 real [-1.0794, 4.52557]
@attribute f4 real [-1.0948, 4.81903]
@attribute f5 real [-1.097, 4.76615]
@attribute f6 real [-1.13047, 4.99693]
@attribute f7 real [-1.19725, 4.91186]
@attribute f8 real [-1.42703, 4.47009]
@attribute f9 real [-1.6326, 5.04304]
@attribute f10 real [-1.72801, 4.08625]
@attribute f11 real [-1.70253, 3.92189]
@attribute f12 real [-1.64702, 3.78195]
@attribute f13 real [-1.6394, 3.82479]
@attribute f14 real [-1.64319, 4.08318]
@attribute f15 real [-1.68019, 3.7468]
@attribute f16 real [-1.74033, 3.66114]
@attribute f17 real [-1.803, 3.72759]
@attribute f18 real [-1.75443, 3.6937]
@attribute f19 real [-1.5993, 3.67605]
@attribute f20 real [-1.49314, 3.74553]
@attribute f21 real [-1.4039, 5.20302]
@attribute f22 real [-1.32458, 5.85423]
@attribute f23 real [-1.22742, 4.70895]
@attribute f24 real [-1.1532, 5.18435]
@attribute f25 real [-2.18573, 3.44908]
@attribute f26 real [-1.82946, 3.83581]
@attribute f27 real [-2.2821, 1.51372]
@attribute f28 real [-2.29527, 1.43894]
@attribute f29 real [-2.3156, 1.44476]
@attribute f30 real [-2.31827, 1.41061]
@attribute f31 real [-2.34032, 1.40844]
@attribute f32 real [-2.36743, 1.43072]
@attribute f33 real [-2.28225, 1.44607]
@attribute f34 real [-2.22083, 1.4514]
@attribute f35 real [-2.20786, 1.42393]
@attribute f36 real [-2.24714, 1.52016]
@attribute f37 real [-2.32605, 1.64849]
@attribute f38 real [-2.28458, 1.7575]
@attribute f39 real [-2.30902, 1.88507]
@attribute f40 real [-2.34131, 1.93727]
@attribute f41 real [-2.36636, 1.94334]
@attribute f42 real [-2.39847, 1.92639]
@attribute f43 real [-2.40357, 1.96098]
@attribute f44 real [-2.44373, 1.94672]
@attribute f45 real [-2.34659, 1.88293]
@attribute f46 real [-2.27726, 1.86564]
@attribute f47 real [-2.23409, 1.81616]
@attribute f48 real [-2.24253, 1.76104]
@attribute f49 real [-2.31153, 1.73284]
@attribute f50 real [-2.25365, 1.63236]
@attribute f51 real [-2.51499, 1.87734]
@attribute f52 real [-2.26023, 1.65254]
@attribute f53 real [-3.69366, 2.09883]
@attribute f54 real [-1.992, 1.60803]
@attribute f55 real [-3.87178, 3.61367]
@attribute f56 real [-3.31482, 3.47693]
@attribute f57 real [-5.02963, 0.572729]
@attribute f58 real [-3.92558, 2.64829]
@attribute f59 real [-1.40971, 2.2247]
@attribute f60 real [-2.95448, 3.50045]
@attribute f61 real [-4.10663, 4.1051]
@attribute f62 real [-4.91939, 0.370521]
@attribute f63 real [-3.37289, 2.29113]
@attribute f64 real [-1.15107, 2.82288]
@attribute f65 real [-2.51722, 3.49801]
@attribute f66 real [-3.79726, 4.20945]
@attribute f67 real [-4.64155, 0.336386]
@attribute f68 real [-3.28548, 1.58256]
@attribute f69 real [-3.35262, 1.73373]
@attribute f70 real [-5.0662, 0.293393]
@attribute f71 real [-3.88885, 4.04006]
@attribute f72 real [-0.282034, 15.3975]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59, f60, f61, f62, f63, f64, f65, f66, f67, f68, f69, f70, f71, f72
@outputs clase
@data
0.10666723594988681,0.2337658973586962,0.33802821424557133,0.2876705958744164,0.27777832734963287,0.2837834970786957,0.20270260316150798,0.22666691537564096,0.20652162189692674,0.2705876586186376,0.42528740741267546,0.6249988487687351,0.5666658736244531,0.5624994542790633,0.5934062896743868,0.5280895756155268,0.49425341600082445,0.4320985365620864,0.46666647710578446,0.40845099996754897,0.36781586578920283,0.34408627613768855,0.3636360267301398,0.31325322877137063,0.5729172767138555,0.4843755019619542,0.22081921692809453,0.26366487155248364,0.27706921677711704,0.28617171912209566,0.2971249159722149,0.2893066361254822,0.2633223543043515,0.24924092445189974,0.27327295906426313,0.33714357762854036,0.41755322628530595,0.4510309048806555,0.4529690588423233,0.45762636201730483,0.4591354386616238,0.4576268364756316,0.4452548372684469,0.4419754239314877,0.44736896858272335,0.4459830070723406,0.4450875871859762,0.4510389477391428,0.47647050096801236,0.4984616611897551,0.4591339903877896,0.37202391144892233,0.4367085657463371,0.11000186109560196,0.5709293362456499,0.45305525085581766,0.9817294821699217,0.29118768700932635,0.30000000000000004,0.5061060305843751,0.48354329721021033,0.9783009581824722,0.37499867585213326,0.15000088073579185,0.4467526594993043,0.43307900498456925,0.9715004371289627,0.45164583692820925,0.4043312001730121,0.9980675771462497,0.29090883866761,0.0,0
0.13333391423457838,0.194804757475396,0.1690142855358726,0.16438298023446735,0.0972228239086498,0.06756699415739141,0.16216208252920639,0.18666705103508152,0.16304339359222486,0.24705826708815912,0.2988506548230751,0.3636356435935362,0.34444428176911857,0.40625020737395595,0.45054956799257045,0.4044937766941221,0.3908051401387555,0.3703700168681731,0.38666647710578445,0.3521130363241052,0.21839056625477526,0.21505333056592946,0.16883112070170828,0.14457858320644412,0.4270834331592369,0.32812559683827963,0.21766574811239725,0.23151081487115077,0.23248306013254044,0.22829375040226554,0.2236419509384437,0.21697931887892793,0.21316571538923693,0.19756932436149152,0.19819703231739721,0.23714331218644652,0.3191488826379908,0.36082462494557255,0.3836622485449764,0.39225116744340416,0.40144302387637193,0.41162187908972775,0.3990262455465054,0.38024712728763566,0.3526319771510715,0.35457022858384224,0.352601938151966,0.362018148802194,0.38823500322670773,0.39692357971286746,0.4086532660342005,0.2976203559115409,0.3481007304285377,0.38000072221620373,0.8392080636434683,0.34451076673905845,0.8730206329155272,0.3045983568278655,0.2099999724852177,0.6956310912744214,0.3636736716867214,0.9212064815457197,0.24193417396125014,0.5100008807357918,0.26047466181675516,0.46073368462202324,0.9362951030306538,0.5397472083220352,0.6209385905413509,0.9777777902165332,0.6909095953920527,0.0,0
0.5600004182488965,0.6623376623376623,0.7183089293965891,0.6986301601500211,0.76388971798436,0.6756764696282272,0.7297298624513228,0.746666169248718,0.5760870867811925,0.6470591270428223,0.6551715554670526,0.6704549850155739,0.5999992679610335,0.5729161755178238,0.5824186151070851,0.6067403873390022,0.5402298850574713,0.3703700168681731,0.1733327646506867,0.08450809079403741,0.06896511536389117,0.021504956949689458,0.051948076012782216,0.024096062358482363,0.614583277874498,0.6250011032130861,0.4258674015100821,0.4180067537712126,0.3917194098437383,0.37298974490999975,0.3290741471846691,0.31131998472940775,0.28212975281091746,0.24924092445189974,0.21321442043730504,0.17428662437289308,0.17021340834411025,0.16752513557376403,0.19554420625213093,0.23728666987645433,0.28605935447943015,0.3171917703694455,0.3260336117125477,0.3308642622054687,0.2921064328812725,0.2520770474788192,0.2312153570767237,0.21364931798369954,0.20294137282197222,0.1938466447590202,0.322113775604292,0.24999936106645673,0.5031644422346867,0.8600011666569444,0.5875328804547489,0.4232489417307763,0.8903775891548542,0.4042139561628083,0.540000165088694,0.6122591569544519,0.5406338250283437,0.9390581240402722,0.28225712479828813,0.360000754916393,0.6326807121257209,0.765998768532893,0.9488684466815163,0.7858232471384786,0.8815889586835355,0.9772945445670967,0.3454547976960264,0.0,0
0.040000627373344644,0.07792157331077161,0.1549296427991586,0.15068441263952465,0.23611164646990102,0.2567563730130235,0.3513513425032452,0.4133339664107225,0.2717390392531652,0.2705876586186376,0.42528740741267546,0.48863596593829034,0.5111114364617628,0.48958415191473836,0.46153853240930975,0.46067348332953806,0.42528789875944517,0.3456787925398256,0.33333295421156894,0.4929571818801337,0.4367814352224637,0.4193550184501331,0.45454545454545453,0.37349448919535155,0.48958349970983933,0.4531254468012999,0.3406937104499159,0.33762161206788044,0.36624179599825546,0.3569125313767137,0.3865824966122131,0.402515435146058,0.3918488756329928,0.3799388927164148,0.37837843047092484,0.3800005308841876,0.4361702234724018,0.46649472548786763,0.4653455219129775,0.46489022058720414,0.466346845488085,0.460047955309536,0.44282182584687996,0.449382865082167,0.4631584671546653,0.4875343358516981,0.511561508548855,0.5370922701488922,0.5617646258873445,0.5815384443169215,0.4663456525352148,0.42857157461338136,0.496835212490656,0.1500015277650464,0.5677251200662619,0.44957779659145286,0.9077344561460629,0.5440614128359704,0.13999988994087073,0.5420384109510096,0.4303128573394401,0.9481378420166237,0.4758060529447283,0.15000088073579185,0.40380570651496284,0.45116083884641756,0.9631182482056819,0.37367195010723003,0.3870024673882057,0.9830916265470159,0.5818183079389222,0.0,0
0.09333380967235427,0.11688261227181057,0.12676071415190446,0.19178023379096118,0.34722273863025854,0.43243300584260863,0.37837917470793625,0.22666691537564096,0.3043477479312845,0.48235201040201164,0.5057463702924034,0.5909095095386417,0.6444450138080849,0.645833224189146,0.5164833544930063,0.516853745369316,0.5747126436781609,0.5432102391095661,0.5866662875449024,0.591549000032451,0.4367814352224637,0.3870961900370674,0.4415577196165333,0.43373543403996817,0.6458336660863454,0.5468759653114503,0.507886306516115,0.5144697271979883,0.5127384080247636,0.5369770547724786,0.5495217085116145,0.5597485617998237,0.5517235645009011,0.5258355277311061,0.5135137218836993,0.4857149682796698,0.5026596788559179,0.4948452281993429,0.4801968961085718,0.4673115846846384,0.4423085133535977,0.4406776173101557,0.440388814425313,0.4419754239314877,0.4315794700107814,0.4321328055227015,0.44219739522251716,0.4569736510164678,0.47352912814604003,0.4892308563282132,0.4663456525352148,0.4732143724266952,0.4525307769197702,0.8300005833284722,0.4325662451823204,0.3944363382044392,0.9062119189434308,0.37356382161496965,0.2,0.42414278698607116,0.40430713138400803,0.9422898797352167,0.21774110967122287,0.29000087318662787,0.3784914292554067,0.4373335614753126,0.9488684466815163,0.7012662180261461,0.8743676703333432,0.9801930855570563,0.4727272727272727,0.0014527855228350533,0
0.5600004182488965,0.4675324675324675,0.478873214308016,0.4794507112987692,0.5138892915924035,0.5,0.6081082187094357,0.5733324063271563,0.44565165287522995,0.4470582670881591,0.5287354073842282,0.48863596593829034,0.4888885635382371,0.4166667539820165,0.3736264485469846,0.4494376530833273,0.4367821516330084,0.45678994443965176,0.46666647710578446,0.5070428181198663,0.4827589860328261,0.4838712822877329,0.5454545454545454,0.43373543403996817,0.47916682195140564,0.609376075632759,0.42271287890363607,0.44373026691053796,0.458598378878618,0.46945275793267677,0.4792342001088361,0.48113213011597755,0.4639491781821302,0.4376896327299761,0.40840852582335435,0.3714291402330582,0.3537231981562646,0.31443217353441794,0.2970274839118855,0.2905566800200067,0.28365547485903886,0.29539915742937345,0.30656768739045265,0.33333348517805694,0.3578952221528684,0.37673103381689155,0.39306437874205297,0.40652842338213147,0.42941150290403696,0.42461573696413546,0.3269221574881669,0.3660716065600585,0.5158225564480905,0.8600011666569444,0.4118846562330923,0.5201194095777966,0.8696711510276296,0.41187763068025385,0.5600001100591293,0.3421793884674195,0.4624136448714218,0.928439470909813,0.33870996218233695,0.6900011323745894,0.298009552419442,0.6383620738105914,0.9446773321312286,0.8329118084485747,0.8527079339801626,0.9729468263728235,0.3454547976960264,0.03922520911654644,0
0.10666723594988681,0.12986962525882356,0.11267624982827738,0.054793932189460964,0.23611164646990102,0.24324297418154522,0.2972973149935097,0.38666671188648016,0.2717390392531652,0.2235288755576806,0.1494255407668702,0.19318102697196704,0.23333321132683893,0.19791683038294766,0.2417581384892915,0.2247182711373015,0.24138003359496904,0.1604934170073034,0.07999848351294224,0.04225309095629233,0.08045942738825351,0.05376294956963621,0.11688304468892605,0.14457858320644412,0.30208330005803213,0.21875073915276771,0.3091479574900811,0.3054675553865476,0.3152863023753045,0.3247570316019823,0.3450500965652643,0.37421349867698744,0.36990521199897003,0.3556228776519989,0.3393395543244516,0.2800015926525628,0.24467988748383457,0.21907285358033488,0.21782079068403393,0.21549673022357888,0.216346845488085,0.22518185559763784,0.23357505355649497,0.25432017219191655,0.25,0.2465374496125902,0.24855502746744032,0.2670616474796244,0.28235299935465846,0.2923075339487032,0.23317237092841384,0.2529767913779752,0.32911407702041784,0.310000472218287,0.4459657068045341,0.38748142967570953,0.8842874581939502,0.33908032863442694,0.19000002751478232,0.33748235844540536,0.48110519951337904,0.9285933638581064,0.29435453970854625,0.17000088073579184,0.6277931184676231,0.5009746824850657,0.9438391132389007,0.46886015727068797,0.5299637264443068,0.9787439083527425,0.4909091501858389,0.02566587757008595,0
0.28000038339482175,0.25973992333272217,0.32394357150885733,0.32876646775439944,0.34722273863025854,0.43243300584260863,0.41891863135546753,0.4,0.44565165287522995,0.5294104494811033,0.5862062221526843,0.5909095095386417,0.5444448307983433,0.48958415191473836,0.4945061627163492,0.43820163770232917,0.41379364588588197,0.38271572080695576,0.31999965879041203,0.18309876361748303,0.09195373941261585,0.16128982380088064,0.15584405958523473,0.16867489802841792,0.5416668885020081,0.4687504743816271,0.32807403933800855,0.33762161206788044,0.34713431692710267,0.36334341679002813,0.36741322463961423,0.36163500651633035,0.3291536134237404,0.2917927254011867,0.2552542960909084,0.2399994691158124,0.24733931473830933,0.24742211930491229,0.26237395954783993,0.2832925877277041,0.3028865118221686,0.3171917703694455,0.32116713063202396,0.3283945836987097,0.30263245001796896,0.2770088585290497,0.24855502746744032,0.25519224092497445,0.2588239948372676,0.24000195573351588,0.3173076704163849,0.2738085806219124,0.2721523904227715,0.8000008333263889,0.602679999198445,0.3030308830566496,0.8830694177220703,0.13793092957420822,0.6899992020713128,0.5465005817259057,0.40430713138400803,0.9218220495581118,0.0766116645068344,0.320000754916393,0.5249649639332162,0.4827155723137219,0.9304275426602512,0.7594941701382897,0.8086645629970413,0.9801930855570563,0.5454546715752859,0.0,0
0.14666716624173742,0.15584365123284952,0.22535214283038088,0.16438298023446735,0.19444503381288217,0.216215850115873,0.31081090371592596,0.21333362726212116,0.1847824328453901,0.25882296285339834,0.31034488889521056,0.18181736130426213,0.10000018300974159,0.09375049114884297,0.14285690594602166,0.03370749073863225,0.10344827586206896,0.09876416311651887,0.22666609798402004,0.23943691814907217,0.1609193088458767,0.08602108148843611,0.0909090909090909,0.16867489802841792,0.28124994454116464,0.21875073915276771,0.4447948005964455,0.4308683764437458,0.4171970236892212,0.39871301838621787,0.3865824966122131,0.3867922541237182,0.36990521199897003,0.3525833076904224,0.35735739125885585,0.40000053088418763,0.4388296507268765,0.4304123124727863,0.4356425350910448,0.4406772807800719,0.43990463373320654,0.46489065542005986,0.4768851313422919,0.47901240191779887,0.4447374642985492,0.41828236259624907,0.4046251465958891,0.3976263684661439,0.4058820038720493,0.41230799714874644,0.47115312374070256,0.40773825192894037,0.3670891102099443,0.4500006944386575,0.5356832254573873,0.441877866529245,0.9074299415656869,0.2030645571025895,0.4300001926034762,0.7104275336835567,0.5093457773209787,0.9378269691115787,0.16129003781766305,0.25000088073579185,0.7170033398556664,0.47633372508808236,0.9430008943465725,0.6734181395387054,0.7249098076223619,0.9821255084108066,0.4909091501858389,0.0,0
0.16000041824889644,0.025973521362719656,0.1690142855358726,0.16438298023446735,0.16666723518927543,0.2297294121487091,0.2567567125162258,0.29333352551754077,0.39130435433905963,0.3999994840272021,0.4367815703663667,0.5568183283385246,0.6111116194715044,0.5520827330403031,0.4175824904781472,0.10112247221589676,0.14942601060646332,0.09876416311651887,0.1733327646506867,0.197183254528344,0.24137903894704335,0.3763437115622227,0.5714283307812686,0.4939763788845848,0.5729172767138555,0.39062551299408504,0.4290219241165281,0.4276529707756125,0.43630530055632966,0.43729833086610453,0.4345058099211473,0.4402514382001764,0.42319677495493946,0.39817604017177566,0.42042050889506277,0.4400005308841876,0.46010632676989033,0.45876281518426154,0.4356425350910448,0.4188854713479706,0.38221221894795465,0.3583531027593957,0.35036441328430196,0.3629630220136888,0.3763162250089845,0.3822711144367472,0.39306437874205297,0.38575696191149395,0.4117645022586954,0.41846186705644095,0.42307636265945403,0.39583338657779527,0.3702535524446309,0.5700006388835648,0.46489950503977717,0.37158479037067027,0.9186967489944861,0.5172414422554752,0.2,0.6594649361031026,0.46485162079123404,0.9509078697165225,0.3870960907623914,0.44000075491639296,0.5457400631397303,0.4724337087268054,0.9606035513514034,0.5493675072513784,0.6043321831962016,0.9840579312645569,0.563636489757104,0.007263927614175268,0
