@relation pendigits
@attribute f1 real [-1.12191, 1.87911]
@attribute f2 real [-5.02595, 0.909323]
@attribute f3 real [-1.52367, 2.28498]
@attribute f4 real [-4.22075, 0.871269]
@attribute f5 real [-1.4567, 1.4064]
@attribute f6 real [-2.37585, 1.27681]
@attribute f7 real [-1.6777, 1.58175]
@attribute f8 real [-1.45468, 1.80696]
@attribute f9 real [-1.69624, 1.27285]
@attribute f10 real [-1.24068, 2.40098]
@attribute f11 real [-1.65408, 1.0391]
@attribute f12 real [-1.30136, 2.33555]
@attribute f13 real [-2.42037, 2.00445]
@attribute f14 real [-1.07757, 1.93234]
@attribute f15 real [-1.12718, 1.28062]
@attribute f16 real [-0.797669, 1.99476]
@attribute clase integer [0, 9]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16
@outputs clase
@data
0.4699998667119846,1.0,0.2699990810392134,0.8100000608795843,0.5700010478153051,0.36999885015303907,0.260000613600454,0.0,0.0,0.22999950571991895,0.5599993316451184,0.5299996425537062,1.0,0.9000003322358477,0.4,0.9799994914821467,8
0.0,0.8900000050545275,0.2699990810392134,1.0,0.4200010478153051,0.7499991786807422,0.29000076700056754,0.4499996934057714,0.1499988211876366,0.14999945079990995,0.36999903459850436,0.0,0.6900009491911535,0.020000598024525588,1.0,0.06000009310890266,2
0.0,0.5699990548033763,0.3099990810392134,0.6800000157108606,0.7200010478153052,0.8999991786807422,1.0,1.0,0.7599998652785871,0.7499986269997749,0.49999925738346496,0.5099994225867562,0.2800000903991575,0.2499998338820762,0.1600004153168868,0.0,1
0.0,1.0,0.06999855591876392,0.920000102120593,0.05000174635884187,0.6799995072084453,0.19000138060102162,0.4499996934057714,0.8599998652785871,0.3399995633859284,1.0,0.44999931260328135,0.7400009491911536,0.22999990032924572,0.6699991693662265,0.0,4
0.0,0.6699995097108423,0.48999908103921336,0.8300000628434419,1.0,1.0,0.8099998465998864,0.7999993868115426,0.5999999326392935,0.5999997253999549,0.39999925738346487,0.3999994500826251,0.33000076839283854,0.1999996677641524,0.4699997092781793,0.0,1
1.0,1.0,0.8799994748795504,0.9900000373132937,0.4900011875240124,0.7399993429445938,0.17000107380079457,0.46999966274634847,0.0,0.15999956063992793,0.36999903459850436,0.0,0.7300009943907322,0.15999980065849145,0.2000004153168868,0.20000042973339693,6
0.0,1.0,0.030000131280112384,0.7200000628434419,0.2600013970870735,0.349999726226914,0.8499992329994324,0.35,1.0,0.7100003844400631,0.729999851476693,0.9699992576115438,0.6500009039915747,0.48999970098773715,0.6599991693662264,0.0,4
0.0,0.39000059474939064,0.019999212319325763,0.6199996504333547,0.11000314344591527,0.04999917868074215,0.6300001534001134,0.0,1.0,0.42999950571991896,0.8899999257383466,0.9899997525371811,0.36000085879199606,1.0,0.0,0.5700005264234113,0
0.13000013328801538,0.8900000050545275,0.119997899518202,0.5000000981928779,0.7200010478153052,0.3799997809815312,0.560000306800227,0.0,0.03999878750728337,0.16999939587990093,0.0,0.6099996975454437,0.3200017175839921,0.9399982059264231,1.0,1.0,5
0.5699995334919461,1.0,0.21999921231932576,0.7200000628434419,0.0,0.3099987406438047,0.25000076700056756,0.0,0.7499998315982338,0.12999950571991895,1.0,0.4999994500826251,0.7500009039915747,0.8699994351990592,0.26000041531688683,0.8500015577835639,0
0.739998400543815,0.8699999140730342,0.3099990810392134,1.0,0.0,0.6899993429445938,0.6199999999999999,0.6399992028550054,1.0,0.789999615559937,1.0,0.3799993400991501,0.8400002711974723,0.0,0.18000041531688682,0.010000254258926538,9
0.4799998000679769,0.9599999865212603,0.6199989497591011,0.6500001276507412,0.8800006985435367,0.27000049279155464,0.21000076700056755,0.0,0.21000037048388565,0.32999956063992797,0.7899999257383465,0.6700000824876061,1.0,1.0,0.0,0.8500015577835639,8
1.0,1.0,0.719997899518202,0.9900000373132937,0.36000139708707346,0.7799992334353594,0.340000613600454,0.5399995094492341,0.7899999663196468,0.46999967047994595,0.6399996286917324,0.12999909263633141,0.19000094919115354,0.0,0.0,0.020000150406688916,5
0.0,0.8499999578789383,0.37999910729523584,1.0,0.810001047815305,0.8799992334353594,0.8699995397996595,0.49999969340577133,0.8400001347214129,0.11999939587990092,0.5799995172992521,0.0,0.5300009265913642,0.21999960131698287,1.0,0.2400003724356107,7
0.3499998333899807,0.7599999191275616,0.5699990810392133,1.0,1.0,0.919999123926125,0.68,0.6599992641738512,0.8100000336803532,0.3799995057199189,0.8199997772150396,0.08999892766111894,0.3200017175839921,0.0,0.0,0.1700003831789456,3
0.4999996667799615,0.8399999629334658,0.6599989497591009,1.0,0.750001047815305,0.7499991786807422,0.510000306800227,0.5099995707680799,1.0,0.41999967047994596,0.970000148523307,0.12999909263633141,0.49000094919115356,0.0,0.0,0.0700003473678292,3
0.9900000666440076,0.7999999326063013,0.6299990810392134,1.0,0.2500013970870735,0.7599992881899765,0.7899998465998863,0.679999325492697,1.0,0.6200002196800362,0.970000148523307,0.2299990926363314,0.5400009265913641,0.0,0.0,0.16000012892001905,9
0.24000006664400772,0.6599999696728356,0.4299990810392134,1.0,0.590001047815305,0.6499994305519813,0.340000613600454,0.27999993868115425,0.0,0.009998187639702788,0.16000044556992102,0.10999914762806891,0.5800009943907323,0.0,1.0,0.010000254258926538,2
0.0,0.7299999511395685,0.18999908103921337,0.9900000373132937,0.7200010478153052,1.0,0.7,0.729999325492697,0.31999973055717407,0.47999950571991895,0.05000037130826755,0.17999923011567512,0.4600008587919961,0.0,1.0,0.0,2
0.11999986671198457,0.7699999646183082,0.19999921231932574,0.6199996504333547,0.7800010478153051,0.39999972622691404,0.5000003374802497,0.0,0.009999696876820842,0.16999939587990093,0.0,0.63999934009915,0.23000031639705118,0.9799994019754743,1.0,1.0,5
0.7299984671878228,0.6200001246783425,0.5299990810392134,1.0,0.0,0.719999397699211,0.8199996931997728,0.3899998160434628,1.0,0.0,0.14999740084212712,0.13999906514046265,0.5200008135924172,0.5699994351990592,0.9,0.9400020555580821,8
0.5399997334239691,1.0,0.3399992123193258,0.7500001472893169,0.060001397087073485,0.4299997809815312,0.0,0.1099998773623085,0.7,0.0,1.0,0.2799992301156751,0.44000094919115357,0.45999946842264394,0.36000000000000004,0.21000032588115936,6
0.10999993335599229,1.0,0.0,0.6900001747833227,0.1500017463588418,0.4299997809815312,0.8699995397996595,0.46999966274634847,1.0,0.6500002746000451,0.7399999257383465,0.6700000824876061,0.7100010847898898,0.3299996677641524,0.6599991693662264,0.0,4
0.3599998333899807,0.9199999730425206,0.06999855591876392,0.8300000628434419,0.0,0.36999885015303907,0.260000613600454,0.0,0.7699998989589403,0.060000109840017996,1.0,0.4599995600661,0.8400002711974723,0.8900000332235849,0.36000000000000004,1.0,0
0.45999960013595376,1.0,0.09999868719887624,0.8300000628434419,0.3400013970870735,0.639999452453828,1.0,0.7699991415361598,0.7100000336803532,0.8199996704799459,0.4899991831218114,0.5399996150578376,0.21999990960084254,0.2699997674349067,0.0,0.0,4
0.6099996001359537,0.5899998197218561,0.579998949759101,1.0,0.0,0.8399993429445938,0.440000306800227,0.4199997547246171,0.7999999999999999,0.0,0.07999836624362275,0.04999848772721898,0.33000076839283854,0.43999953486981336,1.0,0.6999995344554866,8
1.0,0.8399999629334658,0.3099990810392134,1.0,0.0,0.8799992334353594,0.08000122720090809,0.6999993868115426,0.1499988211876366,0.529999780319964,0.14999740084212712,0.3499993126032814,0.0,0.1699997674349067,0.0,0.0,1
0.3199998667119846,0.5899998197218561,0.5299990810392134,1.0,1.0,0.9499980835883985,0.7899998465998863,0.45999966274634846,0.4799999326392935,0.0,0.9300002227849605,0.18999920261980638,0.5800009943907323,0.5499995016462287,0.0,0.6300006195323139,8
0.39999980006797686,0.9899999545092535,0.5099990810392134,0.6600000903374477,0.7900010478153051,0.25999956196306245,0.39000046020034046,0.0,0.0,0.26999939587990096,0.07999836624362275,0.7699998075289187,0.4600008587919961,1.0,1.0,0.9400020555580821,5
0.0,0.9800000775027535,0.35999921231932575,1.0,0.800001047815305,0.8499991786807423,0.68,0.4199997547246171,0.5599998989589403,0.0,0.24999888607519735,0.2299990926363314,0.5000009039915748,0.3699996345405676,1.0,0.32000032946227097,7
0.26999986671198456,0.7599999191275616,0.009998293358539145,0.42000039669922673,0.16000139708707345,0.0,0.7,0.030000245275382934,1.0,0.399999725399955,0.9200001485233071,0.8399987901817751,0.44000094919115357,1.0,0.0,0.7300020877880868,0
0.0,0.0,0.3099990810392134,0.14999944030059587,0.6300010478153051,0.3000005475461718,0.8799981591986378,0.5199994481303885,1.0,0.789999615559937,0.8199997772150396,1.0,0.5600009265913641,0.8199979401377451,0.7899987540493397,0.6400005156800763,9
0.3,0.8599999696728357,0.6699985559187639,1.0,0.7700010478153051,0.7699993976992109,0.5300002761202043,0.49999969340577133,0.7799999326392936,0.399999725399955,1.0,0.16999898265285643,0.5600009265913641,0.0,0.0,0.05000019696114025,3
0.2899997334239692,0.9099999275517741,0.13999921231932577,0.5699998369998227,0.6600010478153051,0.3899996167176797,0.30000061360045405,0.0,0.0,0.18999961555993697,0.0299979949353552,0.7199985702148252,0.3900009491911535,0.9699991029632115,1.0,1.0,5
0.769998200611792,0.970000032012007,0.39999909285442353,1.0,0.0,0.5899996167176798,0.08999984659988648,0.2900001226376915,0.8400001347214129,0.32999956063992797,1.0,0.63999934009915,0.770001039590311,0.43999953486981336,0.4799996677464906,0.0,4
