@relation yeast
@attribute f1 real [-2.84139, 3.6408]
@attribute f2 real [-2.98515, 4.03526]
@attribute f3 real [-3.3464, 5.7686]
@attribute f4 real [-1.90511, 5.38896]
@attribute f5 real [-0.0975571, 10.2435]
@attribute f6 real [-0.099098, 10.8677]
@attribute f7 real [-8.64905, 3.98146]
@attribute f8 real [-2.59365, 6.79685]
@attribute clase integer [0, 9]
@inputs f1, f2, f3, f4, f5, f6, f7, f8
@outputs clase
@data
0.5280892722984053,0.5517244719325509,0.3291137685134394,0.1300001233879028,0.0,0.0,0.6575340979897091,0.21999989350939775,2
0.5955055313096346,0.5632186724137194,0.35443017004936916,0.15000006854883488,0.0,0.0,0.7260272150530739,0.21999989350939775,2
0.5280892722984053,0.3563220666599244,0.4556961053208996,0.1300001233879028,0.0,0.0,0.7397257909617267,0.21999989350939775,1
0.41572971480317605,0.36781640958291606,0.48101261656609984,0.20000013709766976,0.0,0.0,0.7945205696365388,0.3399998935093978,1
0.4943813741960665,0.4252876631136928,0.5696204059243006,0.36000024677580555,0.0,0.0,0.6712326738983619,0.21999989350939775,2
0.3258421922220731,0.33333366569758743,0.4556961053208996,0.3500002056465047,0.0,0.0,0.7260272150530739,0.24999989350939777,0
0.39325783415790033,0.3563220666599244,0.3924049369171695,0.11000031532464045,0.0,0.0,0.6849313321473163,0.21999989350939775,0
0.30337031157679734,0.5517244719325509,0.5063291278113,0.12000021935627163,0.0,0.0,0.7260272150530739,0.470000532453011,0
0.7078641631917608,0.6206902445868546,0.3291137685134394,0.3400001645172037,0.0,0.0,0.5753425633644247,0.21999989350939775,6
0.3258421922220731,0.36781640958291606,0.4556961053208996,0.18000019193673766,0.0,0.0,0.767123417819233,0.2599998935093978,0
0.5393252897554685,0.45977044075773355,0.27848074602303896,0.4399998903218642,0.0,0.0,0.6849313321473163,0.21999989350939775,2
0.7640442504770764,0.5057475275660539,0.2531640153592979,0.28000019193673764,0.0,0.0,0.8082191455451918,0.21999989350939775,4
0.33707805541028574,0.471264641238902,0.22784750411409765,0.20000013709766976,0.0,0.0,0.6986299840624013,0.21999989350939775,3
0.5056173916531296,0.4022991534682447,0.4683543609434997,0.2700001645172037,0.0,0.0,0.6986299840624013,0.21999989350939775,0
0.5955055313096346,0.5287359285283908,0.4430378496982995,0.2300001233879028,0.0,0.0,0.6301368669990365,0.21999989350939775,0
