@relation spambase
@attribute f1 real [-0.342396, 14.5254]
@attribute f2 real [-0.165054, 10.8998]
@attribute f3 real [-0.5567, 9.55948]
@attribute f4 real [-0.0468945, 30.6379]
@attribute f5 real [-0.464264, 14.4053]
@attribute f6 real [-0.350228, 21.1234]
@attribute f7 real [-0.291762, 18.2806]
@attribute f8 real [-0.262533, 27.4383]
@attribute f9 real [-0.323267, 18.5558]
@attribute f10 real [-0.371324, 27.8254]
@attribute f11 real [-0.296827, 12.6532]
@attribute f12 real [-0.628644, 10.5934]
@attribute f13 real [-0.312021, 18.1243]
@attribute f14 real [-0.174908, 29.6595]
@attribute f15 real [-0.190094, 16.8472]
@attribute f16 real [-0.301345, 23.9178]
@attribute f17 real [-0.321101, 15.758]
@attribute f18 real [-0.347838, 16.7669]
@attribute f19 real [-0.936141, 9.62438]
@attribute f20 real [-0.167875, 35.4955]
@attribute f21 real [-0.674346, 8.57774]
@attribute f22 real [-0.118159, 16.5525]
@attribute f23 real [-0.290178, 15.2685]
@attribute f24 real [-0.212971, 28.027]
@attribute f25 real [-0.328779, 12.1342]
@attribute f26 real [-0.299207, 18.4842]
@attribute f27 real [-0.22787, 9.67029]
@attribute f28 real [-0.231805, 16.646]
@attribute f29 real [-0.166713, 23.901]
@attribute f30 real [-0.225215, 12.6503]
@attribute f31 real [-0.160522, 30.8267]
@attribute f32 real [-0.143196, 14.3443]
@attribute f33 real [-0.174901, 32.5284]
@attribute f34 real [-0.145199, 14.3033]
@attribute f35 real [-0.198046, 37.3776]
@attribute f36 real [-0.242104, 18.8576]
@attribute f37 real [-0.32342, 15.9476]
@attribute f38 real [-0.0598297, 37.6921]
@attribute f39 real [-0.180892, 25.3786]
@attribute f40 real [-0.185284, 13.418]
@attribute f41 real [-0.120892, 19.6463]
@attribute f42 real [-0.172581, 18.4498]
@attribute f43 real [-0.205971, 15.7449]
@attribute f44 real [-0.127329, 32.0283]
@attribute f45 real [-0.297744, 20.8748]
@attribute f46 real [-0.197366, 24.0036]
@attribute f47 real [-0.0713801, 28.3786]
@attribute f48 real [-0.111534, 34.886]
@attribute f49 real [-0.158436, 17.8519]
@attribute f50 real [-0.514251, 35.5568]
@attribute f51 real [-0.155181, 37.1503]
@attribute f52 real [-0.329876, 39.4876]
@attribute f53 real [-0.308321, 24.1058]
@attribute f54 real [-0.103037, 46.0816]
@attribute f55 real [-0.132102, 34.5833]
@attribute f56 real [-0.262571, 50.9865]
@attribute f57 real [-0.465557, 25.6581]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57
@outputs clase
@data
0.0,0.0,0.0,0.0,0.06300016597662177,0.0,0.04264104910296279,0.05670562325688906,0.05893527471458202,0.034653493788852914,0.11877326587813292,0.0320577962446057,0.05585593785224285,0.0,0.0,0.01550003107046099,0.0,0.0,0.16960006045156298,0.0,0.027902788625181394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014048406296783533,0.0,0.004218223174166037,0.0,0.0,0.0023032284056511854,0.0039046873649670644,0.011994951549088244,1
0.0,0.0,0.0,0.0,0.06300016597662177,0.0,0.04264104910296279,0.05670562325688906,0.05893527471458202,0.034653493788852914,0.11877326587813292,0.0320577962446057,0.05585593785224285,0.0,0.0,0.01550003107046099,0.0,0.0,0.16960006045156298,0.0,0.027902788625181394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013843319952057953,0.0,0.004156642173903741,0.0,0.0,0.0023032284056511854,0.0039046873649670644,0.011994951549088244,1
0.0,0.0,0.0,0.0,0.18500031339183853,0.0,0.0,0.16651640042738064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02286711856552225,0.0,0.0,0.0,0.0,0.001815712806667196,0.001401683944670919,0.0033459710483872917,1
0.0,0.0,0.0,0.0,0.1920005186433173,0.0,0.0,0.0,0.0,0.03520352222478044,0.36781444548339554,0.13236786453519517,0.0,0.0,0.0,0.04800008423088428,0.0,0.035203460315898494,0.2053337141226271,0.0,0.05760581991996184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005537321327288189,0.0,0.005049566677707045,0.008995494861355034,0.0,6.091820570016731E-4,3.003566640261633E-4,0.007007594687068506,1
0.0,0.0,0.0,0.0,0.188000401356758,0.0,0.0,0.16921668023485067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02112386467474984,0.0,0.0,0.0,0.0,0.0013163926490034593,0.0010012083926360343,0.0030303184580933664,1
0.0,0.0,0.04901960028390163,0.0,0.03800010545030103,0.04251703531420028,0.03438792545611593,0.0,0.0,0.0,0.04597681533791397,0.012409504008360687,0.021621634815319167,0.0,0.0,0.0,0.0,0.0,0.06186673933984887,0.0,0.06930698655416735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005017096849275883,0.004511900692885273,0.0,0.02041382532634665,0.0,0.0,2.2062253520785955E-4,0.0010012083926360343,0.011553014954988882,1
0.0,0.04831920963439735,0.06666666666666667,0.0,0.034000102491236465,0.0,0.0,0.0,0.0,0.0,0.0,0.07135455893774788,0.0,0.0,0.0,0.017000022089962298,0.0,0.15291487371877968,0.11146665964681099,0.0,0.09360948439087141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005742416543393759,0.0,0.02420100661327704,0.0,0.0,0.0024766298255742506,0.006007211330718561,0.016414129920630943,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18991890045120635,0.0,0.12844073256095412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06081038386260345,0.061636091670062586,0.0,0.03128550837464016,0.009411292548112725,0.02904038282235906,1
0.0,0.044117527443199876,0.0,0.0,0.15900022354387794,0.05272113310335822,0.0,0.0,0.05893527471458202,0.0,0.0,0.06514980693356755,0.0,0.0,0.28798258690611317,0.03150003850259784,0.043417352748763766,0.34983404361784565,0.11840002969550462,0.0,0.17191733842508594,0.0,0.05688079668465406,0.05039987470242091,0.0,0.0,0.0,0.03410348679819443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334032870298084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819934467670487,0.0,0.0016934523926127316,0.08262558377588118,0.0,0.0022778102929644885,0.009010816996077841,0.011679298958794321,1
0.0,0.0,0.5019612146086764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27306711477587137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031583277127134435,0.0,0.04750918918115252,0.0,0.0,0.0016132608805739881,5.005944400436061E-4,0.0015151783687865756,1
