@relation flags
@attribute f1 real [-1.65624, 1.5633]
@attribute f2 real [-0.925907, 1.36719]
@attribute f3 real [-0.322464, 9.99663]
@attribute f4 real [-0.253095, 10.7113]
@attribute f5 real [-1.24129, 1.3327]
@attribute f6 real [-0.43686, 4.37852]
@attribute f7 real [-0.66647, 5.34726]
@attribute f8 real [-1.8951, 3.48888]
@attribute f9 real [-1.92678, 0.516326]
@attribute f10 real [-0.937519, 1.06115]
@attribute f11 real [-1.0182, 0.977062]
@attribute f12 real [-0.937519, 1.06115]
@attribute f13 real [-1.73954, 0.571902]
@attribute f14 real [-0.603581, 1.64824]
@attribute f15 real [-0.392383, 2.5354]
@attribute f16 real [-0.968392, 3.1541]
@attribute f17 real [-0.367334, 8.27058]
@attribute f18 real [-0.387882, 4.80171]
@attribute f19 real [-0.318976, 3.11887]
@attribute f20 real [-0.342965, 8.8343]
@attribute f21 real [-0.315409, 11.0581]
@attribute f22 real [-0.244539, 4.06824]
@attribute f23 real [-0.401053, 2.48059]
@attribute f24 real [-0.579818, 1.71579]
@attribute f25 real [-0.500316, 1.98843]
@attribute f26 real [-0.299039, 3.32681]
@attribute f27 real [-1.12457, 2.28429]
@attribute f28 real [-0.946807, 3.42654]
@attribute clase integer [0, 7]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28
@outputs clase
@data
0.40000093181013435,0.0,0.0,0.0,0.555553828880454,0.6000004153358613,0.0,0.28571484292289345,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.42857184440867313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333263906408594,0.0,0
0.20000062120675624,0.6666669573943014,0.12396204550515773,0.02777774788303413,0.1111096002703973,0.0,0.2142858093063706,0.28571484292289345,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.28571456293911546,0.0,0.0,0.0,0.0,0.01999994900430465,0.0,0.0,0.0,0.0,0.0,0.33333263906408594,0.285714351045092,0
0.0,1.0,0.0010266405170841542,0.0,0.0,0.0,0.14285709534681468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28571456293911546,0.2499994790408888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
0.20000062120675624,0.6666669573943014,0.04905808591335635,0.0059523576084225364,0.1111096002703973,0.0,0.2142858093063706,0.28571484292289345,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285717552254598,0
0.6000006212067562,0.3333334786971507,0.026783300937078387,9.921204042721945E-4,1.0,0.0,0.3571427383670367,0.28571484292289345,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.28571456293911546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333263906408594,0.285714351045092,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.28571456293911546,0.0,0.4999992292264979,1.0,0.24999986379384273,0.0,0.0,0.0,1.0,1.0,1.0,0.6666656888226563,0.285714351045092,1
0.40000093181013435,0.0,0.004954892357798074,0.008928536412633803,0.44444283000322454,0.0,0.2142858093063706,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01999994900430465,0.0,0.0,1.0,1.0,0.0,0.6666656888226563,0.0,6
0.8000006212067563,0.0,0.030265127926928467,0.03472220765486833,1.0,0.0,0.0,0.28571484292289345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24999986379384273,0.2799996905088834,0.0,0.0,1.0,1.0,0.0,0.33333263906408594,0.0,3
0.6000006212067562,0.3333334786971507,0.0012499159325421365,0.003968299208483461,1.0,0.0,0.0,0.28571484292289345,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2499994790408888,0.0,1.0,0.0,0.059999864597636496,0.0,0.0,0.0,0.0,0.0,0.6666656888226563,0.5714289307480059,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.28571456293911546,0.2499994790408888,0.4999992292264979,1.0,0.24999986379384273,0.07999984877138622,0.0,0.0,1.0,1.0,1.0,0.6666656888226563,0.285714351045092,1
