@relation seeds
@attribute f1 real [-1.46322, 2.17633]
@attribute f2 real [-1.64575, 2.06034]
@attribute f3 real [-2.66188, 2.0018]
@attribute f4 real [-1.64657, 2.36189]
@attribute f5 real [-1.66423, 2.05021]
@attribute f6 real [-1.9521, 3.16303]
@attribute f7 real [-1.80897, 2.32345]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4, f5, f6, f7
@outputs clase
@data
0.141759, 0.214949, 6.04573E-5, 0.303493, 0.141364, -0.983801, -0.382663, 0
-0.191609, -0.359342, 1.43894, -0.761817, 0.207552, -0.665888, -1.18636, 0
-0.0885053, -0.213855, 1.19772, -0.626396, 0.196962, 0.322435, -1.27588, 0
0.354839, 0.260892, 1.17656, -0.0237739, 0.657627, -1.9521, -0.645135, 0
-0.951137, -1.01786, -0.194612, -1.19516, -0.854097, -1.51986, -0.909642, 0
0.0558395, 0.153691, -0.224236, 0.362175, -0.0360186, -1.26979, -0.828256, 0
-0.62808, -0.61203, -0.291948, -0.527088, -0.615822, -0.217618, -1.18636, 0
-0.579965, -0.566087, -0.203076, -0.393924, -0.750844, -1.89225, -0.716349, 0
-0.260344, -0.114311, -0.765934, 0.19967, -0.192221, 0.146186, -0.221924, 0
-0.0163329, -0.0300819, 0.478278, 0.0619926, 0.077824, -0.391206, -0.201578, 0
-0.449367, -0.543115, 0.681415, -0.633167, -0.271646, -0.740378, -0.468119, 0
-0.0197697, -0.0300819, 0.46135, -0.188536, 0.0857665, -0.662563, -0.604442, 0
-1.24326, -1.47729, 0.550222, -1.6398, -1.005, -0.951877, -1.43459, 0
-0.676195, -0.811117, 0.715271, -1.10488, -0.369604, -0.896674, -1.62991, 0
-0.174425, -0.14494, 0.0677727, 0.00331029, -0.181631, -1.5877, -0.52509, 0
-0.287839, -0.206198, -0.359661, -0.044087, -0.266351, -0.986461, -0.561714, 0
-0.164114, -0.129626, 0.0677727, -0.134368, -0.279589, -1.48727, -0.21989, 0
0.956276, 1.08787, -0.156524, 1.26949, 0.800592, 0.24994, 1.32646, 1
0.660713, 0.812211, -0.304644, 0.673643, 0.474949, 0.811275, 0.787271, 1
1.40649, 1.47839, 0.169341, 1.84278, 1.0071, 0.907048, 1.94093, 1
1.17623, 1.1721, 0.677183, 1.22887, 1.03887, -0.836151, 1.60521, 1
1.80516, 1.86125, 0.152413, 2.14973, 1.39363, -1.16071, 2.11794, 1
1.34463, 1.25633, 1.15963, 1.22661, 1.42276, -0.385886, 1.31222, 1
1.20716, 1.50136, -1.0918, 2.34158, 0.599382, 0.819922, 2.11591, 1
1.53366, 1.55496, 0.444422, 1.60805, 1.45982, -0.148449, 1.68863, 1
1.37556, 1.23336, 1.46434, 1.18147, 1.44923, -0.570115, 1.61131, 1
0.956276, 0.995984, 0.380942, 0.912886, 0.832362, 0.0311256, 1.05992, 1
1.47867, 1.44776, 0.761823, 1.39137, 1.47306, -0.409829, 1.58079, 1
1.38931, 1.2793, 1.2612, 1.35075, 1.35127, -0.0407041, 1.1352, 1
1.7811, 1.79233, 0.427494, 1.95111, 1.58425, -0.423796, 1.85547, 1
1.3412, 1.24101, 1.22311, 1.08893, 1.61602, 0.32443, 1.1881, 1
1.07656, 0.988327, 1.19772, 0.791008, 1.13418, -0.959858, 1.03957, 1
1.18654, 1.01896, 1.6844, 0.791008, 1.31421, -0.574106, 1.12706, 1
0.183, 0.260892, -0.0168676, 0.576592, 0.0248739, 0.506665, 0.787271, 1
0.183, 0.077119, 1.18502, -0.342013, 0.546432, -0.0666426, 0.0629294, 1
-0.903022, -0.948947, -0.245396, -0.913037, -0.772024, 1.17641, -0.380628, 2
-1.20546, -1.29352, -0.482389, -1.29899, -1.08443, -0.23491, -0.824186, 2
-0.961448, -0.880032, -1.24415, -0.815985, -1.08972, 0.856502, -0.736695, 2
-0.944264, -1.07912, 0.351318, -1.18162, -0.840859, -0.997103, -0.716349, 2
-1.18484, -1.13272, -1.41766, -1.11165, -1.31211, 1.25556, -0.649205, 2
-1.38073, -1.22461, -2.5857, -0.791158, -1.63511, 0.985529, -0.453876, 2
-1.39105, -1.52324, -0.507781, -1.46149, -1.15856, 0.713507, -0.702106, 2
-1.41167, -1.40072, -1.61234, -1.09134, -1.63246, 0.666286, -0.905573, 2
-1.35324, -1.34712, -1.43036, -1.21999, -1.5451, 0.318444, -0.919816, 2
-1.38417, -1.32415, -1.92127, -1.01235, -1.66423, 0.766714, -0.649205, 2
-0.703689, -0.834089, 0.634862, -1.05749, -0.351071, 0.780016, -1.00527, 2
-0.707126, -0.788146, 0.321693, -0.913037, -0.541692, 1.18572, -0.915746, 2
-0.848034, -0.857061, -0.427373, -0.924322, -0.713779, 1.1784, -0.73873, 2
-1.26045, -1.40838, -0.1269, -1.39829, -1.18768, 0.233313, -1.18025, 2
-0.738057, -0.880032, 0.694111, -1.00557, -0.443734, 3.16303, -0.83029, 2
-1.24326, -1.28586, -0.84211, -1.10263, -1.22739, 0.415547, -0.824186, 2
-1.03362, -1.03318, -0.79979, -1.02363, -1.11885, -0.0679728, -0.740765, 2
