@relation statlog-australian-credit
@attribute f1 real [-1.50323, 4.10703]
@attribute f2 real [-0.95592, 4.66864]
@attribute f3 real [-1.78269, 2.8678]
@attribute f4 real [-1.73011, 1.79936]
@attribute f5 real [-1.8535, 2.16193]
@attribute f6 real [-0.664395, 7.85193]
@attribute f7 real [-1.04674, 0.953958]
@attribute f8 real [-0.86357, 1.15631]
@attribute f9 real [-0.493529, 13.2841]
@attribute f10 real [-0.918529, 1.08712]
@attribute f11 real [-3.10892, 3.58423]
@attribute f12 real [-1.06886, 10.5483]
@attribute f13 real [-0.195272, 18.9982]
@attribute f14 real [-0.894654, 1.11613]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14
@outputs clase
@data
-0.750696, 0.450221, 0.542556, 0.170375, -0.347713, -0.61509, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, -0.13949, -0.195272, -0.894654, 0
-1.19361, 0.349783, 0.542556, -1.18712, -0.347713, -0.627042, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, -0.720347, -0.176078, -0.894654, 1
-0.315373, -0.755042, -1.78269, -1.45861, 1.66, 0.232061, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, -0.0465528, -0.0922027, -0.894654, 1
2.04009, 0.466292, 0.542556, -0.915618, 1.66, 1.35263, 0.953958, 1.15631, 0.123382, 1.08712, 0.237655, -0.488004, -0.185675, -0.894654, 0
0.162976, -0.604384, 0.542556, 1.79936, 1.66, 0.680288, 0.953958, 1.15631, 0.329019, 1.08712, 0.237655, 0.400707, -0.0307836, 1.11613, 1
1.39302, 0.257379, 0.542556, -0.915618, -0.347713, -0.652442, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, -1.06886, 0.321033, 1.11613, 1
-0.167735, -0.0519719, 0.542556, 0.441873, -0.347713, 1.57674, 0.953958, 1.15631, -0.0822548, 1.08712, 0.237655, 0.847968, -0.195272, 1.11613, 1
-0.97595, -0.704823, -1.78269, -0.915618, -0.347713, -0.627042, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, -0.255661, -0.194504, -0.894654, 1
0.810055, -0.687749, 0.542556, -1.45861, -0.347713, -0.61509, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, -0.0930214, -0.195272, -0.894654, 1
-0.716106, -0.453727, 0.542556, 0.170375, -0.347713, -0.340177, 0.953958, 1.15631, 1.76848, 1.08712, 0.237655, -0.720347, 0.223914, 1.11613, 1
-0.385396, -0.805262, 0.542556, 0.170375, 1.66, 0.605584, 0.953958, 1.15631, 0.123382, 1.08712, 0.237655, 0.743413, -0.166481, 1.11613, 1
3.64978, 2.86075, -1.78269, -1.73011, -1.8535, -0.652442, -1.04674, 1.15631, -0.0822548, -0.918529, 0.237655, -1.06886, -0.127903, -0.894654, 1
-0.758289, -0.654604, -1.78269, -0.372622, -0.347713, -0.503033, -1.04674, -0.86357, -0.493529, 1.08712, 0.237655, -0.371833, -0.182412, -0.894654, 1
-1.29907, -0.947885, 0.542556, 0.170375, -0.347713, -0.652442, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, -1.06886, -0.195272, 1.11613, 1
-0.174484, -0.554165, -1.78269, 0.713372, 1.66, -0.0667578, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, 0.418133, -0.192009, -0.894654, 0
1.79375, 2.05724, 0.542556, 0.170375, -0.347713, 0.979107, 0.953958, 1.15631, 2.38539, -0.918529, 0.237655, -1.06886, 0.226985, 1.11613, 0
0.0642689, -0.252849, 0.542556, -0.915618, -0.347713, -0.514985, -1.04674, -0.86357, -0.493529, 1.08712, 0.237655, 0.278727, -0.195272, -0.894654, 1
-0.336464, -0.303069, -1.78269, 0.98487, 1.66, 0.855097, -1.04674, 1.15631, -0.0822548, 1.08712, 0.237655, 1.0745, -0.19508, -0.894654, 1
0.486093, -0.453727, 0.542556, -1.18712, 1.66, -0.601643, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, 0.441367, -0.148056, -0.894654, 0
-1.1025, -0.554165, 0.542556, -1.18712, -0.347713, -0.216167, 0.953958, 1.15631, -0.0822548, -0.918529, 0.237655, -0.371833, -0.137691, 1.11613, 1
0.880077, 1.01067, 0.542556, 1.79936, 1.66, 1.7142, 0.953958, 1.15631, 1.15157, -0.918529, 0.237655, -1.06886, -0.195272, 1.11613, 1
-0.0268452, -0.386433, 0.542556, -1.73011, -1.8535, -0.664395, -1.04674, 1.15631, 0.534656, -0.918529, 0.237655, -0.0465528, -0.167249, -0.894654, 1
1.44954, 4.33418, -1.78269, -1.73011, -1.8535, -0.664395, 0.953958, -0.86357, -0.493529, 1.08712, 0.237655, -1.06886, -0.195272, -0.894654, 1
-0.096868, -0.679713, 0.542556, 0.441873, 1.66, -0.652442, -1.04674, 1.15631, 0.123382, -0.918529, 0.237655, -1.06886, -0.188938, -0.894654, 0
-0.27994, 0.0565018, -1.78269, 0.170375, 0.154216, -0.216167, 0.953958, 1.15631, 1.15157, 1.08712, 0.237655, -0.232427, -0.193928, 1.11613, 1
0.732439, 3.36294, 0.542556, 0.713372, 2.16193, 5.31197, 0.953958, 1.15631, 1.76848, -0.918529, 0.237655, -1.06886, 0.0350501, 1.11613, 1
0.41607, -0.102191, 0.542556, 0.98487, -0.347713, 0.38147, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, 1.56823, -0.185675, -0.894654, 1
-0.575217, 1.78907, 0.542556, 0.98487, 1.66, -0.216167, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, 0.557539, -0.19508, -0.894654, 0
-0.322122, -0.696788, 0.542556, -0.915618, 1.66, -0.58969, -1.04674, -0.86357, -0.493529, 1.08712, -3.10892, -0.255661, -0.195272, -0.894654, 1
0.633732, -0.152411, 0.542556, 0.170375, -0.347713, 0.232061, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, 1.71925, -0.195272, -0.894654, 0
-0.328871, 1.80614, 0.542556, 0.441873, -0.347713, 1.05381, 0.953958, -0.86357, -0.493529, 1.08712, 0.237655, 1.75991, -0.0993043, 1.11613, 1
-0.322122, -0.838407, -1.78269, 1.52787, -0.347713, -0.58969, 0.953958, 1.15631, -0.0822548, -0.918529, 0.237655, 0.441367, -0.0993043, 1.11613, 1
-0.315373, -0.152411, -1.78269, -1.18712, 1.66, 1.05381, 0.953958, 1.15631, -0.0822548, 1.08712, 0.237655, -0.633219, -0.195272, -0.894654, 1
0.352797, -0.772117, 0.542556, -0.372622, -0.347713, -0.440281, 0.953958, 1.15631, 0.329019, -0.918529, 0.237655, -1.06886, 0.108561, 1.11613, 0
-0.912676, 1.12015, 0.542556, 1.52787, 1.66, -0.564291, 0.953958, 1.15631, -0.287892, 1.08712, 0.237655, -0.604176, -0.185675, 1.11613, 0
0.135135, -0.755042, 0.542556, 1.79936, -0.347713, -0.440281, 0.953958, 1.15631, 0.94593, 1.08712, 0.237655, 0.906053, 0.586095, 1.11613, 1
0.760279, 0.0484667, 0.542556, 0.170375, -0.347713, 0.829698, 0.953958, 1.15631, 0.94593, -0.918529, 0.237655, -1.06886, 0.393008, 1.11613, 1
0.605891, -0.654604, 0.542556, -1.73011, -1.8535, -0.664395, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, -0.62741, -0.195272, -0.894654, 0
2.25776, 1.05285, 0.542556, 0.98487, -0.347713, 0.530879, 0.953958, 1.15631, 2.38539, -0.918529, 0.237655, -1.06886, 0.112208, 1.11613, 0
0.570458, -0.0690465, 0.542556, 0.170375, -0.347713, -0.627042, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, -0.13949, -0.195272, -0.894654, 0
-1.00379, 1.05285, -1.78269, -0.915618, 1.66, -0.414881, 0.953958, -0.86357, -0.493529, 1.08712, 0.237655, -0.255661, -0.195272, -0.894654, 1
