@relation statlog-australian-credit
@attribute f1 real [-1.50323, 4.10703]
@attribute f2 real [-0.95592, 4.66864]
@attribute f3 real [-1.78269, 2.8678]
@attribute f4 real [-1.73011, 1.79936]
@attribute f5 real [-1.8535, 2.16193]
@attribute f6 real [-0.664395, 7.85193]
@attribute f7 real [-1.04674, 0.953958]
@attribute f8 real [-0.86357, 1.15631]
@attribute f9 real [-0.493529, 13.2841]
@attribute f10 real [-0.918529, 1.08712]
@attribute f11 real [-3.10892, 3.58423]
@attribute f12 real [-1.06886, 10.5483]
@attribute f13 real [-0.195272, 18.9982]
@attribute f14 real [-0.894654, 1.11613]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14
@outputs clase
@data
-0.800471, 1.34613, 0.542556, -0.915618, -0.347713, -0.190767, -1.04674, -0.86357, -0.493529, 1.08712, 0.237655, -0.488004, 0.0373533, -0.894654, 1
-0.167735, -0.604384, -1.78269, -0.915618, -0.347713, -0.290872, -1.04674, -0.86357, -0.493529, 1.08712, 0.237655, 0.557539, -0.195272, -0.894654, 0
-0.961608, 0.685248, 0.542556, -0.372622, -0.347713, -0.0787105, 0.953958, 1.15631, 2.38539, -0.918529, 0.237655, -0.720347, -0.164946, 1.11613, 1
-0.919426, -0.704823, -1.78269, 0.170375, 1.66, -0.253519, 0.953958, 1.15631, 0.123382, 1.08712, 0.237655, -0.255661, -0.154965, -0.894654, 1
-1.04597, -0.838407, -1.78269, -0.372622, -0.347713, -0.489586, 0.953958, -0.86357, -0.493529, 1.08712, 0.237655, -0.13949, -0.195272, -0.894654, 0
-1.01813, 0.969489, 0.542556, -0.372622, -0.347713, -0.428328, -1.04674, -0.86357, -0.493529, -0.918529, 0.237655, -0.604176, -0.128095, -0.894654, 1
0.135135, -0.345253, -1.78269, 0.170375, 1.66, -0.054805, 0.953958, 1.15631, -0.287892, 1.08712, 0.237655, -0.0233185, 3.26474, 1.11613, 1
0.675914, 1.83929, 0.542556, 0.441873, -0.347713, 1.91291, 0.953958, 1.15631, 0.740293, 1.08712, 0.237655, -0.662262, -0.195272, 1.11613, 1
-1.06031, -0.604384, -1.78269, 0.170375, -0.347713, 0.0333464, -1.04674, -0.86357, -0.493529, 1.08712, 0.237655, -0.418302, -0.19412, -0.894654, 1
-0.659582, -0.813297, 0.542556, 0.441873, -0.347713, -0.58969, -1.04674, 1.15631, -0.287892, 1.08712, 0.237655, 0.325196, -0.194504, -0.894654, 0
