@relation magic
@attribute f1 real [-1.15583, 6.63113]
@attribute f2 real [-1.20903, 12.7657]
@attribute f3 real [-1.86991, 5.28627]
@attribute f4 real [-2.00876, 2.80435]
@attribute f5 real [-1.93969, 4.1674]
@attribute f6 real [-7.66111, 9.78907]
@attribute f7 real [-6.71225, 4.46618]
@attribute f8 real [-9.89773, 8.6233]
@attribute f9 real [-1.05908, 2.38872]
@attribute f10 real [-2.57635, 4.03768]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10
@outputs clase
@data
0.05921193893380729,0.037338038015761306,0.11744534095005994,0.6837159341880821,0.5806791778080888,0.4695577352210693,0.570629685921905,0.5152186460472231,0.11610128197691283,0.23358073670666754,0
0.06822238717034632,0.053668013621730085,0.18060319891338672,0.46653120331760545,0.32167691977684953,0.47190315515370046,0.617848123573704,0.5261639336473187,0.009023145194036769,0.4771627887989623,0
0.12876372807873676,0.05928386451831269,0.18843866420352756,0.36890638277537807,0.2830045078752728,0.4671806250709162,0.65893045803391,0.5164373147713707,0.08750130518011487,0.2042733401572113,0
0.17730885994020773,0.11666364931558607,0.411531012355754,0.2663947011391803,0.18639744952178533,0.4104019557391385,0.6829748005757518,0.5953810344241113,0.11016126225419108,0.6510735512236866,0
0.0875986264216074,0.04862083203038627,0.16386745442400832,0.5188098755274656,0.35694135832286733,0.42673284745486867,0.5432434608437858,0.512551083822012,0.46587882127733626,0.08112603057440021,0
0.07635958063223645,0.08759639005547872,0.2023949928593188,0.33481158751825746,0.2573710228603148,0.46076286892169593,0.6217904482114215,0.5678922284559768,0.5337386159289982,0.4306141641329115,0
0.12263296588142228,0.06098872751029894,0.20600236438993988,0.33822102549079497,0.2536668036659031,0.45681259448326605,0.6472615564081898,0.5659505437872516,0.03612361505887815,0.4461518922653814,0
0.26480885994020775,0.2803703542036232,0.563897218907294,0.07375896250033763,0.06326744816270924,0.38832957596999,0.7087891591216299,0.6893498903678683,0.18468994721271534,0.5748401504075428,0
0.2614369407316848,0.06970896754355897,0.32279707888845727,0.2262765654639101,0.15957862091437985,0.3876459154002996,0.7303950554773794,0.5725556839981362,0.022656766633795487,0.5477794929868779,0
0.25145949125204187,0.10895874195780526,0.27897691226324656,0.34367633401272774,0.2671503121781405,0.4255945210880346,0.6989398332323951,0.5043500820418735,0.04918469748825339,0.6903415920399515,0
