@relation statlog-australian-credit
@attribute f1 real [-1.50323, 4.10703]
@attribute f2 real [-0.95592, 4.66864]
@attribute f3 real [-1.78269, 2.8678]
@attribute f4 real [-1.73011, 1.79936]
@attribute f5 real [-1.8535, 2.16193]
@attribute f6 real [-0.664395, 7.85193]
@attribute f7 real [-1.04674, 0.953958]
@attribute f8 real [-0.86357, 1.15631]
@attribute f9 real [-0.493529, 13.2841]
@attribute f10 real [-0.918529, 1.08712]
@attribute f11 real [-3.10892, 3.58423]
@attribute f12 real [-1.06886, 10.5483]
@attribute f13 real [-0.195272, 18.9982]
@attribute f14 real [-0.894654, 1.11613]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14
@outputs clase
@data
0.11909768887716433,0.4107147936905287,0.0,0.30769208974718587,0.2500003735589961,0.0,1.0,1.0,0.16417984545816988,1.0,0.5000000000000001,0.0,0.0,1.0,0
0.03127840777432776,0.020892834283926208,0.5000002150311043,0.5384618653792212,0.8749996887008363,0.05263162220793593,1.0,1.0,0.02985086911543343,0.0,0.5000000000000001,0.04999982784088366,0.0,1.0,0
0.6754891930142275,0.15928588191787446,0.5000002150311043,0.7692316410112567,0.8749996887008363,0.10666666666666666,1.0,1.0,0.08955256379744293,0.0,0.5000000000000001,0.021499833005657148,0.005600018589653816,1.0,0
0.4160905198689544,0.1785716038232324,0.5000002150311043,0.7692316410112567,0.8749996887008363,0.1754387015526063,1.0,1.0,0.08955256379744293,1.0,0.5000000000000001,0.2349997761931488,0.0,1.0,1
0.31834603030875575,0.1785716038232324,0.5000002150311043,1.0,0.8749996887008363,0.26315752393197767,1.0,1.0,0.08955256379744293,1.0,0.5000000000000001,0.0,0.010000020840419076,1.0,1
0.674136314538007,0.09678588191787448,0.5000002150311043,0.5384618653792212,0.37500018677949803,0.08473689061889958,0.0,0.0,0.0,1.0,0.5000000000000001,0.1599996901135906,0.0,0.0,1
0.07774505994374595,0.3214288762143172,0.5000002150311043,0.3846152538483115,0.37500018677949803,0.026315811103967964,1.0,1.0,0.02985086911543343,0.0,0.5000000000000001,0.04399982439770134,0.005910019823406625,1.0,0
0.21684217843736298,0.020892834283926208,0.5000002150311043,0.3846152538483115,0.37500018677949803,0.0014035396723351904,0.0,0.0,0.0,0.0,0.5000000000000001,0.12999967289767897,0.01004002089877225,0.0,0
0.41849646896935255,0.06250017779168503,0.5000002150311043,0.2307689256460602,0.37500018677949803,0.0073684365028342524,1.0,0.0,0.0,0.0,0.5000000000000001,0.07999975897723713,0.0,0.0,1
0.13157892860580436,0.0044643492113160795,0.0,0.2307689256460602,0.37500018677949803,0.004386046798354921,0.0,0.0,0.0,0.0,0.5000000000000001,0.0999997417613255,7.000296767567641E-4,0.0,1
0.10030069907633514,0.375,0.0,1.0,0.8749996887008363,0.0,0.0,0.0,0.0,1.0,0.5000000000000001,0.07699980029542505,3.200046349092029E-4,0.0,0
0.5801513655338613,0.04910730794942182,0.0,0.5384618653792212,0.8749996887008363,0.3319301459256193,1.0,0.0,0.0,1.0,0.5000000000000001,0.0999997417613255,0.0010000275093531795,0.0,1
