@relation wine-quality-red
@attribute f1 real [-2.13638, 4.35379]
@attribute f2 real [-2.27757, 5.87614]
@attribute f3 real [-1.39104, 3.7424]
@attribute f4 real [-1.16233, 9.19281]
@attribute f5 real [-1.60344, 11.1236]
@attribute f6 real [-1.42206, 5.36561]
@attribute f7 real [-1.2302, 7.37285]
@attribute f8 real [-3.53762, 3.6789]
@attribute f9 real [-3.69924, 4.52687]
@attribute f10 real [-1.9359, 7.9162]
@attribute f11 real [-1.89832, 4.20114]
@attribute clase integer [0, 5]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11
@outputs clase
@data
0.2477879624108459,0.3972603882159164,0.0,0.06849284509914884,0.10684416800764357,0.14084553315055093,0.09894002708341809,0.5675477931191212,0.6062987244274632,0.13772444453466773,0.15384542238165347,2
0.2477879624108459,0.3698631665830646,0.0,0.06164358956035361,0.10517465176506086,0.16901455138508503,0.12014146145843625,0.5675477931191212,0.6062987244274632,0.13772444453466773,0.15384542238165347,2
0.38053117252706786,0.0684939739088096,0.47999976623862367,0.06164358956035361,0.10851360567736097,0.39436654993539755,0.19081279313731758,0.4941262409028174,0.5118105641670243,0.11976035566021458,0.15384542238165347,3
0.29203564775653024,0.2123289888897201,0.21000050648298216,0.0479449819123643,0.15692745524489593,0.12676102403328388,0.10954068615200423,0.4794419332309756,0.3385821487920779,0.3473056505719593,0.16923006298918264,2
0.26548703654911965,0.19863031675151555,0.24000066232389977,0.06164358956035361,0.11352191868651314,0.04225455863352225,0.017668152573796492,0.45007330403019735,0.42519635647955106,0.1556884319079181,0.16923006298918264,2
0.18584104884771893,0.3801371400258287,0.0699998441590824,0.10273945113248108,0.1285468970004023,0.22535244052819303,0.2685512696078717,0.4207047164007028,0.4803145107468779,0.12574831761756375,0.2615377426854181,2
0.2389384253417091,0.22602753838436734,0.36000050648298215,0.342465674051727,0.10350521409534347,0.15493004226781798,0.2862194221816681,0.5675477931191212,0.4645664840368048,0.29940114290354336,0.3230763051155348,2
0.0,0.2739727804888817,0.15000058440344097,0.082191549317537,0.07011638212813034,0.09859215312470997,0.20848059699757646,0.24449319062373553,0.9133855491842438,0.13772444453466773,0.7230771248602336,1
0.15929166724446356,0.19178104200419194,0.23000054544321158,0.0479449819123643,0.09014971273760436,0.05633892042482916,0.021201783088555793,0.4207047164007028,0.4724404366097706,0.13772444453466773,0.12307646906447456,2
0.371681635457931,0.19178104200419194,0.40000058440344094,0.08904080485633223,0.11185248101679575,0.25352145876272714,0.16254421397062668,0.5822320176483956,0.5511805701601364,0.18562864769947524,0.12307646906447456,2
0.23008873419340325,0.4143831458317747,0.049999610397706014,0.25684925553879523,0.12353856827667707,0.04225455863352225,0.017668152573796492,0.45007330403019735,0.5275585908770974,0.03592838075131189,0.3846148675456516,2
0.17699151177858208,0.40068496426779954,0.0699998441590824,0.0479449819123643,0.10684416800764357,0.07042313489017588,0.03180220968145018,0.45007330403019735,0.5511805701601364,0.1497004699505689,0.3538455863305932,2
0.371681635457931,0.19863031675151555,0.6399996883181648,0.08904080485633223,0.13522468696570453,0.112676662241977,0.12720860625010896,0.6262849683781102,0.6299210684029267,0.19760465281513587,0.3230763051155348,2
0.2389384253417091,0.3767124413303882,0.260000584403441,0.06164358956035361,0.6494133749874283,0.21126801980650206,0.1590106996937133,0.5014683947387383,0.33070819621911207,0.48502958760061304,0.15384542238165347,2
0.20354012298599264,0.2945206537882755,0.15000058440344097,0.08904080485633223,0.10684416800764357,0.25352145876272714,0.12014146145843625,0.44273112248008734,0.5275585908770974,0.1556884319079181,0.2615377426854181,2
0.3539825613196572,0.2534248826607765,0.28000058440344094,0.06849284509914884,0.16360520592376546,0.2676059678799942,0.45936383026949745,0.5234948423894065,0.14960534201463388,0.970060190213254,0.23076862541929943,3
0.008850307464981682,0.32876727281200824,0.17000062336367036,0.0958901569655263,0.0767941328069999,0.22535244052819303,0.3533572395836361,0.2298088275235155,0.8740157863194147,0.16167649536647008,0.6923071878494161,3
0.2831861106873934,0.2602741574081001,0.30000058440344096,0.06849284509914884,0.10517465176506086,0.09859215312470997,0.056537158333381764,0.42804689795081285,0.44881840262286793,0.13772444453466773,0.3076916809028996,3
0.48672530919837226,0.13013707870405006,0.4400006623238997,0.0958901569655263,0.11352191868651314,0.29577498611452824,0.1413428260907469,0.6409696086202213,0.4566924220561116,0.20359268582332699,0.19999934420424106,3
0.32743384225682837,0.2876713913053076,0.28000058440344094,0.06849284509914884,0.10851360567736097,0.14084553315055093,0.12014146145843625,0.5675477931191212,0.5118105641670243,0.16766455882502207,0.24615326602682863,3
0.309734721894804,0.828767518099123,0.0,0.06164358956035361,0.11686079402594791,0.028170196842215382,0.021201783088555793,0.46475766713041744,0.6299210684029267,0.0898204443722658,0.3846148675456516,2
0.08849537069136863,0.2602741574081001,0.09000066232389976,0.0958901569655263,0.061769193779543395,0.22535244052819303,0.32862182598032097,0.2665190424193379,0.7007868846879023,0.17964058424092325,0.7076921563548249,2
0.08849537069136863,0.2602741574081001,0.09000066232389976,0.0958901569655263,0.061769193779543395,0.22535244052819303,0.32862182598032097,0.2665190424193379,0.7007868846879023,0.17964058424092325,0.7076921563548249,2
0.05309722241482116,0.15068478030246354,0.0,0.06164358956035361,0.06343863144926079,0.3661978263527838,0.20141345220590373,0.11233392272175508,0.7401566475527315,0.27544899057053823,0.8615385624301168,3
0.40707978373447845,0.2739727804888817,1.0,0.17123254731466692,0.9983263979684199,0.43661963530931824,0.22261488658092188,0.6997070610211016,0.0,1.0,0.15384542238165347,1
0.2212391971242664,0.2123289888897201,0.4200006233636704,0.31506865189654604,0.0984969010861913,0.3802821881440907,0.43109478615142305,0.5308370239395165,0.5354325434500632,0.22754478740573075,0.3230763051155348,2
0.2212391971242664,0.2123289888897201,0.4200006233636704,0.31506865189654604,0.0968274634164739,0.39436654993539755,0.43462841666618235,0.5308370239395165,0.5354325434500632,0.23353285086428274,0.3230763051155348,2
0.26548703654911965,0.38356171607771183,0.020000233761376395,0.02739702215518091,0.10016633875590869,0.112676662241977,0.049470013541709046,0.47209984868052746,0.3385821487920779,0.44910120684930116,0.12307646906447456,1
0.19469058591685579,0.35616449444486004,0.10000058440344098,0.082191549317537,0.12186912274967315,0.23943694964546008,0.33568908700983957,0.4060203533004828,0.4724404366097706,0.1137722922016626,0.27692238329294727,2
0.2566374994799828,0.2739727804888817,0.4200006233636704,0.0958901569655263,0.12520801066076637,0.09859215312470997,0.11307431666676353,0.5234948423894065,0.661417121823073,0.16766455882502207,0.3230763051155348,3
0.38053117252706786,0.13013707870405006,0.5699998441590824,0.07534219720834291,0.16527464359348287,0.3521128752576363,0.2791521611521495,0.5161526608392966,0.4094483297694779,0.11976035566021458,0.19999934420424106,2
0.27433657361825653,0.40068496426779954,0.10000058440344098,0.11643807809455016,0.12019967722266922,0.112676662241977,0.0706714479167272,0.552863430018901,0.5118105641670243,0.09580820332720942,0.19999934420424106,2
0.31858428977977465,0.2602741574081001,0.35000058440344095,0.1369859799094942,0.10851360567736097,0.28169047699726124,0.42756231801512257,0.552863430018901,0.3858262289222974,0.17365252078237126,0.15384542238165347,2
