@relation spambase
@attribute f1 real [-0.342396, 14.5254]
@attribute f2 real [-0.165054, 10.8998]
@attribute f3 real [-0.5567, 9.55948]
@attribute f4 real [-0.0468945, 30.6379]
@attribute f5 real [-0.464264, 14.4053]
@attribute f6 real [-0.350228, 21.1234]
@attribute f7 real [-0.291762, 18.2806]
@attribute f8 real [-0.262533, 27.4383]
@attribute f9 real [-0.323267, 18.5558]
@attribute f10 real [-0.371324, 27.8254]
@attribute f11 real [-0.296827, 12.6532]
@attribute f12 real [-0.628644, 10.5934]
@attribute f13 real [-0.312021, 18.1243]
@attribute f14 real [-0.174908, 29.6595]
@attribute f15 real [-0.190094, 16.8472]
@attribute f16 real [-0.301345, 23.9178]
@attribute f17 real [-0.321101, 15.758]
@attribute f18 real [-0.347838, 16.7669]
@attribute f19 real [-0.936141, 9.62438]
@attribute f20 real [-0.167875, 35.4955]
@attribute f21 real [-0.674346, 8.57774]
@attribute f22 real [-0.118159, 16.5525]
@attribute f23 real [-0.290178, 15.2685]
@attribute f24 real [-0.212971, 28.027]
@attribute f25 real [-0.328779, 12.1342]
@attribute f26 real [-0.299207, 18.4842]
@attribute f27 real [-0.22787, 9.67029]
@attribute f28 real [-0.231805, 16.646]
@attribute f29 real [-0.166713, 23.901]
@attribute f30 real [-0.225215, 12.6503]
@attribute f31 real [-0.160522, 30.8267]
@attribute f32 real [-0.143196, 14.3443]
@attribute f33 real [-0.174901, 32.5284]
@attribute f34 real [-0.145199, 14.3033]
@attribute f35 real [-0.198046, 37.3776]
@attribute f36 real [-0.242104, 18.8576]
@attribute f37 real [-0.32342, 15.9476]
@attribute f38 real [-0.0598297, 37.6921]
@attribute f39 real [-0.180892, 25.3786]
@attribute f40 real [-0.185284, 13.418]
@attribute f41 real [-0.120892, 19.6463]
@attribute f42 real [-0.172581, 18.4498]
@attribute f43 real [-0.205971, 15.7449]
@attribute f44 real [-0.127329, 32.0283]
@attribute f45 real [-0.297744, 20.8748]
@attribute f46 real [-0.197366, 24.0036]
@attribute f47 real [-0.0713801, 28.3786]
@attribute f48 real [-0.111534, 34.886]
@attribute f49 real [-0.158436, 17.8519]
@attribute f50 real [-0.514251, 35.5568]
@attribute f51 real [-0.155181, 37.1503]
@attribute f52 real [-0.329876, 39.4876]
@attribute f53 real [-0.308321, 24.1058]
@attribute f54 real [-0.103037, 46.0816]
@attribute f55 real [-0.132102, 34.5833]
@attribute f56 real [-0.262571, 50.9865]
@attribute f57 real [-0.465557, 25.6581]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57
@outputs clase
@data
-0.145906, -0.0720722, 0.970645, -0.0468945, -0.181741, 0.818405, 0.679009, -0.262533, -0.107917, -0.371324, -0.296827, 0.114075, 0.518445, -0.174908, 0.273507, -0.301345, -0.321101, -0.121902, 0.00444976, -0.050174, -0.083078, -0.118159, 0.252236, -0.212971, -0.328779, -0.299207, -0.22787, -0.231805, -0.166713, -0.225215, -0.160522, -0.143196, -0.174901, -0.145199, -0.198046, -0.242104, -0.32342, -0.0598297, -0.180892, -0.185284, -0.120892, -0.172581, -0.205971, -0.0308627, -0.297744, -0.197366, -0.0713801, -0.111534, 0.00585425, -0.403286, -0.155181, -0.0307365, 0.0211049, -0.103037, -0.109126, -0.0470662, 0.768059, 1
-0.342396, 0.160382, 0.276397, -0.0468945, 1.42418, -0.350228, 0.781195, -0.262533, -0.323267, 1.59842, -0.296827, -0.628644, -0.312021, -0.174908, -0.190094, 1.23657, -0.321101, -0.347838, 0.0213466, 0.656031, 0.383274, -0.118159, -0.290178, 0.735891, -0.328779, -0.299207, -0.22787, -0.231805, -0.166713, -0.225215, -0.160522, -0.143196, -0.174901, -0.145199, -0.198046, -0.242104, 2.67574, -0.0598297, -0.180892, 1.015, -0.120892, -0.172581, -0.205971, -0.127329, -0.297744, -0.197366, -0.0713801, -0.111534, -0.158436, -0.281224, -0.155181, 0.371386, -0.052101, -0.103037, 0.0147335, 0.0145066, -0.0565505, 1
-0.342396, -0.165054, -0.5567, -0.0468945, -0.464264, -0.350228, -0.291762, -0.262533, -0.323267, -0.371324, -0.296827, -0.628644, -0.312021, -0.174908, -0.190094, -0.301345, -0.321101, -0.347838, -0.936141, -0.167875, -0.674346, -0.118159, -0.290178, -0.212971, -0.328779, -0.299207, -0.22787, -0.231805, -0.166713, -0.225215, -0.160522, -0.143196, -0.174901, -0.145199, -0.198046, -0.242104, -0.32342, -0.0598297, -0.180892, -0.185284, -0.120892, -0.172581, -0.205971, -0.127329, -0.297744, -0.197366, -0.0713801, -0.111534, -0.158436, 2.1822, -0.155181, 0.563866, -0.308321, -0.103037, -0.0428156, -0.221522, -0.429274, 1
-0.178654, -0.110815, -0.358344, -0.0468945, 0.665826, -0.167629, 0.091437, -0.212667, 1.65078, -0.371324, 0.199341, -0.0832099, -0.245584, -0.174908, -0.190094, -0.301345, -0.276061, -0.103073, 0.241005, 0.0282932, 0.633105, -0.118159, -0.147437, -0.212971, -0.328779, -0.299207, -0.22787, -0.231805, -0.166713, -0.225215, -0.160522, -0.143196, -0.174901, -0.145199, -0.198046, -0.19243, -0.0872658, -0.0598297, -0.180892, -0.185284, -0.120892, -0.172581, -0.205971, -0.127329, -0.297744, -0.197366, -0.0713801, -0.111534, 0.0140688, -0.140668, -0.00892072, -0.0233806, -0.12124, 0.0343824, -0.0826524, 0.0709483, 3.25838, 1
-0.342396, -0.165054, -0.5567, -0.0468945, -0.464264, -0.350228, -0.291762, -0.262533, -0.323267, -0.371324, -0.296827, -0.628644, -0.312021, -0.174908, -0.190094, -0.301345, -0.321101, -0.347838, -0.936141, -0.167875, -0.674346, -0.118159, -0.290178, -0.212971, -0.328779, -0.299207, -0.22787, -0.231805, -0.166713, -0.225215, -0.160522, -0.143196, -0.174901, -0.145199, -0.198046, -0.242104, -0.32342, -0.0598297, -0.180892, -0.185284, -0.120892, -0.172581, -0.205971, -0.127329, 1.12562, -0.197366, -0.0713801, -0.111534, -0.158436, 0.210721, -0.155181, 0.150709, 0.488809, -0.103037, 0.00865079, -0.154819, -0.33197, 1
-0.178654, -0.110815, -0.358344, -0.0468945, 0.665826, -0.167629, 0.091437, -0.212667, 1.65078, -0.371324, 0.199341, -0.0832099, -0.245584, -0.174908, -0.190094, -0.301345, -0.276061, -0.103073, 0.241005, 0.0282932, 0.633105, -0.118159, -0.147437, -0.212971, -0.328779, -0.299207, -0.22787, -0.231805, -0.166713, -0.225215, -0.160522, -0.143196, -0.174901, -0.145199, -0.198046, -0.19243, -0.0872658, -0.0598297, -0.180892, -0.185284, -0.120892, -0.172581, -0.205971, -0.127329, -0.297744, -0.197366, -0.0713801, -0.111534, 0.0140688, -0.140668, -0.00892072, -0.0233806, -0.12124, 0.0343824, -0.0827785, 0.0709483, 3.25673, 1
3.48918, -0.165054, -0.5567, -0.0468945, -0.464264, -0.350228, -0.291762, -0.262533, -0.323267, -0.371324, -0.296827, 0.729139, -0.312021, -0.174908, -0.190094, -0.301345, 2.31371, -0.347838, 1.04642, -0.167875, -0.674346, -0.118159, -0.290178, -0.212971, -0.328779, -0.299207, -0.22787, -0.231805, -0.166713, -0.225215, -0.160522, -0.143196, -0.174901, -0.145199, -0.198046, -0.242104, -0.32342, -0.0598297, -0.180892, -0.185284, -0.120892, -0.172581, -0.205971, -0.127329, 0.85874, -0.197366, -0.0713801, -0.111534, -0.158436, -0.514251, -0.155181, 0.756345, -0.308321, -0.103037, -0.101657, -0.216391, -0.369902, 1
-0.342396, -0.165054, -0.5567, -0.0468945, 2.34609, 0.635806, -0.291762, -0.262533, -0.323267, -0.371324, -0.296827, 0.31136, -0.312021, -0.174908, -0.190094, 0.0256141, -0.321101, -0.347838, 1.04079, -0.167875, 1.57414, -0.118159, -0.290178, 0.397011, -0.328779, -0.299207, -0.22787, -0.231805, -0.166713, -0.225215, -0.160522, -0.143196, -0.174901, -0.145199, -0.198046, -0.242104, -0.32342, -0.0598297, -0.180892, -0.185284, -0.120892, -0.172581, -0.205971, -0.127329, -0.297744, -0.197366, -0.0713801, -0.111534, -0.158436, -0.347803, -0.155181, -0.329876, 0.0617748, -0.103037, -0.11981, -0.21126, -0.320425, 1
0.640058, -0.165054, -0.5567, -0.0468945, 0.442782, 3.00959, -0.291762, 5.8461, -0.323267, -0.371324, -0.296827, -0.280495, 4.77043, -0.174908, -0.190094, -0.301345, -0.321101, 0.217003, 0.618368, -0.167875, -0.166355, -0.118159, 0.566264, 1.16514, -0.328779, -0.299207, -0.22787, -0.231805, -0.166713, -0.225215, -0.160522, -0.143196, -0.174901, -0.145199, -0.198046, -0.242104, 0.385043, -0.0598297, -0.180892, -0.185284, -0.120892, -0.172581, -0.205971, -0.127329, -0.297744, -0.197366, -0.0713801, -0.111534, -0.158436, -0.32561, -0.155181, -0.0760978, 0.533546, -0.103037, -0.0964251, -0.11377, -0.0944825, 1
-0.342396, -0.165054, -0.5567, -0.0468945, 0.308956, -0.350228, 0.37245, 1.03399, -0.323267, 0.0319297, 0.993209, -0.0251849, -0.312021, -0.174908, -0.190094, 0.0135045, 3.19198, 0.141691, 0.0889339, 3.91242, -0.457825, -0.118159, -0.290178, -0.212971, -0.328779, -0.299207, -0.22787, -0.231805, -0.166713, -0.225215, -0.160522, -0.143196, -0.174901, -0.145199, -0.198046, -0.242104, -0.32342, -0.0598297, -0.180892, -0.185284, -0.120892, -0.172581, -0.205971, -0.127329, -0.297744, -0.197366, -0.0713801, -0.111534, -0.158436, -0.244236, -0.155181, 0.666848, -0.16191, 0.239347, -0.0960154, -0.0727215, 0.0918791, 1
