@relation pittsburg-bridges-rel-l
@attribute f1 real [-2.16609, 1.86597]
@attribute f2 real [-1.85069, 1.91295]
@attribute f3 real [-1.75664, 1.41764]
@attribute f4 real [-4.1739, 0.674728]
@attribute f5 real [-1.52136, 1.31057]
@attribute f6 real [-1.71065, 3.00891]
@attribute f7 real [-3.43353, 0.58526]
@attribute clase integer [0, 2]
@inputs f1, f2, f3, f4, f5, f6, f7
@outputs clase
@data
0.6666666666666667,0.05769149015314963,0.0,1.0,0.0,0.33333340396138617,0.5000012441555792,0
0.3333328373089687,0.5576920215536024,0.0,1.0,0.6666665489613091,0.33333340396138617,0.5000012441555792,0
0.6666666666666667,0.4423074470459449,0.0,1.0,0.0,0.33333340396138617,0.5000012441555792,0
0.6666666666666667,0.05769149015314963,0.0,1.0,0.6666665489613091,0.33333340396138617,0.5000012441555792,0
0.3333328373089687,0.7499997342997736,0.0,0.3333334708292737,0.0,0.16666701980693116,0.5000012441555792,0
0.6666666666666667,0.019231382385137764,0.333332913290573,1.0,0.6666665489613091,0.0,0.0,2
0.6666666666666667,0.23076914901531498,0.333332913290573,0.6666667354146368,0.6666665489613091,0.33333340396138617,1.0,0
0.3333328373089687,0.5961537235229725,0.333332913290573,0.6666667354146368,0.0,0.33333340396138617,1.0,2
0.3333328373089687,0.5769228725382874,0.333332913290573,1.0,0.0,0.33333340396138617,1.0,2
0.3333328373089687,0.5192305852844586,0.6666667716773568,0.3333334708292737,0.6666665489613091,0.16666701980693116,0.5000012441555792,0
0.3333328373089687,0.6346151597921161,0.6666667716773568,1.0,0.6666665489613091,0.33333340396138617,1.0,2
0.3333328373089687,0.7307688833150887,0.6666667716773568,1.0,1.0,0.33333340396138617,1.0,2
0.6666666666666667,0.30769228725382874,0.6666667716773568,0.6666667354146368,0.6666665489613091,0.33333340396138617,1.0,0
0.3333328373089687,0.6730765960612598,0.6666667716773568,0.6666667354146368,1.0,0.33333340396138617,1.0,0
0.6666666666666667,0.11538563730856298,0.6666667716773568,0.6666667354146368,0.6666665489613091,0.33333340396138617,1.0,2
0.6666666666666667,0.4038460107768012,0.6666667716773568,0.6666667354146368,0.6666665489613091,0.0,1.0,2
0.3333328373089687,0.5384614362691437,0.6666667716773568,0.6666667354146368,0.33333309792261817,0.6666659603861377,1.0,1
0.0,0.0,0.6666667716773568,1.0,0.6666665489613091,0.0,1.0,2
0.6666666666666667,0.4423074470459449,0.6666667716773568,1.0,0.0,0.0,1.0,2
0.3333328373089687,0.6923074470459449,0.6666667716773568,1.0,0.6666665489613091,0.33333340396138617,1.0,2
0.3333328373089687,0.7499997342997736,0.6666667716773568,0.6666667354146368,0.0,0.0,1.0,2
0.3333328373089687,0.5961537235229725,0.6666667716773568,0.6666667354146368,1.0,0.33333340396138617,1.0,2
0.3333328373089687,0.4999998405798642,0.6666667716773568,1.0,0.33333309792261817,0.6666659603861377,1.0,1
0.3333328373089687,0.4807690958752697,0.6666667716773568,1.0,0.33333309792261817,0.6666659603861377,1.0,1
0.3333328373089687,0.7596156911925689,1.0,1.0,0.6666665489613091,0.6666659603861377,1.0,1
1.0,0.9038457450765749,1.0,1.0,0.6666665489613091,0.33333340396138617,1.0,2
