@relation image-segmentation
@attribute f1 real [-1.66857, 1.71856]
@attribute f2 real [-1.92222, 2.18857]
@attribute f3 real [-0.286499, 3.4738]
@attribute f4 real [-0.211099, 7.17738]
@attribute f5 real [-0.609564, 7.46463]
@attribute f6 real [-0.131496, 13.0421]
@attribute f7 real [-0.542744, 8.77775]
@attribute f8 real [-0.119503, 14.1153]
@attribute f9 real [-0.95899, 2.74977]
@attribute f10 real [-0.927608, 2.92402]
@attribute f11 real [-1.00472, 2.43988]
@attribute f12 real [-0.925444, 2.92148]
@attribute f13 real [-3.10152, 1.56992]
@attribute f14 real [-1.62175, 3.09231]
@attribute f15 real [-2.01432, 2.75173]
@attribute f16 real [-1.03824, 2.45172]
@attribute f17 real [-1.86172, 2.53711]
@attribute f18 real [-0.763466, 2.69675]
@attribute clase {0, 1, 2, 3, 4, 5, 6}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18
@outputs clase
@data
-0.265136, 0.279376, -0.286499, -0.211099, -0.52161, -0.129026, -0.369071, -0.114141, -0.800987, -0.715019, -0.839844, -0.829496, 1.44496, -0.928853, 0.0657785, -0.863482, 0.481222, 0.240125, 0
-1.15578, -0.202222, -0.286499, -0.211099, -0.380883, -0.122895, -0.357492, -0.115091, -0.802902, -0.73065, -0.829698, -0.832494, 1.32001, -0.845942, 0.0556809, -0.855772, 0.614466, 0.105569, 0
-1.46615, 0.0901769, -0.286499, -0.211099, -0.451247, -0.129708, -0.403805, -0.116308, -0.815351, -0.733777, -0.852526, -0.841489, 1.41613, -0.928853, 0.0960712, -0.873762, 0.60826, 0.227386, 0
-1.49314, -0.219422, -0.286499, -0.211099, -0.0642484, -0.00845318, 0.0130118, -0.109007, -0.495514, -0.396134, -0.515168, -0.56264, 1.32001, -0.54391, -0.459295, -0.542242, -0.239217, -0.00301286, 0
-1.53362, -0.253822, -0.286499, -0.211099, -0.187384, -0.113103, -0.253288, -0.109729, -0.502217, -0.393008, -0.522778, -0.577631, 1.41613, -0.555755, -0.540076, -0.549951, -0.151644, 0.0245376, 0
0.180184, -0.116223, -0.286499, -0.211099, -0.416065, -0.128005, -0.450118, -0.117373, -0.791411, -0.715019, -0.817015, -0.826497, 1.34884, -0.828175, -0.00490459, -0.845493, 0.59798, 0.0957591, 0
0.274646, -0.357022, -0.286499, -0.211099, -0.328111, -0.117531, 0.00143348, -0.104253, -0.362408, -0.305471, -0.324929, -0.457696, 0.82018, -0.0346025, -0.802613, -0.349497, -0.0240512, -0.221266, 0
0.180184, 0.176177, -0.286499, -0.211099, -0.398474, -0.121278, -0.299601, -0.117335, -0.792368, -0.708766, -0.824625, -0.826497, 1.41613, -0.875553, 0.00519306, -0.848063, 0.593714, 0.168486, 0
-0.791423, -1.40622, -0.286499, -0.211099, -0.416065, -0.123961, -0.461696, -0.116138, 1.8774, 1.74852, 1.93765, 1.91103, -2.71704, 1.96117, -0.489588, 1.94287, -0.709023, -0.682534, 1
-0.0357284, -1.92222, -0.286499, -0.211099, -0.292929, -0.124343, 0.0593251, -0.0676304, 2.74977, 2.92402, 2.43988, 2.92148, -0.631235, 0.0838413, 0.520169, 2.45172, -1.45362, -0.757501, 1
