@relation optical
@attribute f1 real [-0.347565, 8.8798]
@attribute f2 real [-1.18357, 2.27096]
@attribute f3 real [-2.77146, 0.984571]
@attribute f4 real [-2.52371, 1.00242]
@attribute f5 real [-0.980813, 1.86968]
@attribute f6 real [-0.411513, 4.33423]
@attribute f7 real [-0.135315, 15.0796]
@attribute f8 real [-0.0236261, 56.4279]
@attribute f9 real [-0.642292, 4.27195]
@attribute f10 real [-1.94597, 0.997649]
@attribute f11 real [-2.91998, 1.0679]
@attribute f12 real [-2.21901, 1.12259]
@attribute f13 real [-1.39761, 1.29801]
@attribute f14 real [-0.541607, 3.39717]
@attribute f15 real [-0.1537, 15.0165]
@attribute f16 real [-0.0414655, 41.675]
@attribute f17 real [-0.75154, 3.88068]
@attribute f18 real [-1.62767, 1.09058]
@attribute f19 real [-1.138, 1.56548]
@attribute f20 real [-1.16993, 1.4348]
@attribute f21 real [-1.27925, 1.26387]
@attribute f22 real [-0.571241, 3.89586]
@attribute f23 real [-0.112928, 18.2584]
@attribute f24 real [-0.0323592, 30.895]
@attribute f25 real [-0.756858, 4.42799]
@attribute f26 real [-1.50766, 1.10327]
@attribute f27 real [-1.5474, 1.16327]
@attribute f28 real [-1.53962, 1.00697]
@attribute f29 real [-1.31075, 1.35486]
@attribute f30 real [-0.645649, 3.76846]
@attribute f31 real [-0.0485707, 30.899]
@attribute f32 real [-0.0361835, 27.6297]
@attribute f33 real [-0.636088, 4.0344]
@attribute f34 real [-1.22363, 1.33245]
@attribute f35 real [-1.49237, 1.09237]
@attribute f36 real [-1.74787, 0.954772]
@attribute f37 real [-1.56482, 1.15657]
@attribute f38 real [-0.835459, 3.1803]
@attribute f39 real [-0.0868626, 22.0515]
@attribute f40 real [-0.479074, 4.97385]
@attribute f41 real [-0.992519, 1.46699]
@attribute f42 real [-1.11102, 1.36229]
@attribute f43 real [-1.25413, 1.27897]
@attribute f44 real [-1.49414, 1.26167]
@attribute f45 real [-0.803439, 2.85862]
@attribute f46 real [-0.0930402, 27.9879]
@attribute f47 real [-0.0660959, 37.0934]
@attribute f48 real [-0.408178, 7.55591]
@attribute f49 real [-1.38865, 1.4349]
@attribute f50 real [-1.9227, 1.18919]
@attribute f51 real [-1.83723, 1.17313]
@attribute f52 real [-1.56261, 1.13059]
@attribute f53 real [-0.763807, 2.5004]
@attribute f54 real [-0.193176, 15.4367]
@attribute f55 real [-0.0161733, 61.8142]
@attribute f56 real [-0.304968, 10.4704]
@attribute f57 real [-1.17588, 2.03697]
@attribute f58 real [-2.75532, 0.935983]
@attribute f59 real [-2.29593, 0.909235]
@attribute f60 real [-1.1601, 1.61008]
@attribute f61 real [-0.522725, 3.44921]
@attribute f62 real [-0.175718, 13.7289]
@attribute clase integer [0, 9]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59, f60, f61, f62
@outputs clase
@data
0.0,0.6249999276312552,1.0,0.37500035449628905,0.0,0.0,0.0,0.0,0.4666664767424965,1.0,0.5000007522794065,1.0,0.31250064920129694,0.0,0.0,0.0,0.6874997301509859,1.0,0.0,0.37499971206228666,0.8749984271288811,0.18750012592059148,0.0,0.0,0.7500003857393698,0.7499990424867767,0.0,0.0,0.687498546298971,0.6874997876128569,0.0,0.0,0.7999994861350677,0.7499996087759383,0.0,0.0,0.500001102377829,0.8571428215687246,0.0,0.4374999541530379,0.9374997204726633,0.06249802895714644,0.0,0.8124986845972689,0.6874982079753493,0.0,0.0,0.0,1.0,0.5000000000000001,0.6249996678138162,0.9375003713055101,0.18749975108808972,0.0,0.0,0.0,0.625000233437602,1.0,0.9374999415006716,0.18750117320896112,0.0,0.0,0
0.0,0.5,0.9374999833600948,1.0,0.8124991010326985,0.0,0.0,0.0,0.06666663953464236,0.6874998768522692,0.5625008776593077,0.6874997306679436,1.0,0.06249985718917318,0.0,0.0,0.0,0.0,0.0,0.4374995488975824,0.8749984271288811,0.0,0.0,0.0,0.0,0.18750023937830582,0.25000055336872434,0.8750006871934626,0.749998311831063,0.12500008495485726,0.0,0.0,0.06666648110433,1.0,1.0,1.0,1.0,0.7142856431374492,0.0,0.1249999083060758,0.7499988818906538,1.0,0.6250013817062098,0.0,0.0,0.0,0.0,0.0,0.12500221352552635,1.0,0.24999999999999997,0.0,0.0,0.0,0.0,0.0,0.562500272343869,0.8749996952295706,0.0,0.0,0.0,0.0,7
0.0,0.0,0.18749845248881059,0.6874993264570506,1.0,0.0,0.0,0.0,0.0,0.3124996815144895,1.0,0.6874997306679436,0.8125010201734666,0.4375005236396983,0.0,0.0,0.18750016190940844,0.9375005978110915,0.4999996301063814,0.06250167963666094,0.9374980339111013,0.3749995802646952,0.0,0.0,0.6874990356515754,1.0,1.0,1.0,1.0,0.6250001982280003,0.0,0.0,0.06666648110433,0.24999882632781448,0.2500011606583254,0.812499768744806,0.625001194242648,0.14285692941234768,0.0,0.0,0.0,0.0,0.9375034542655244,0.24999981856514053,0.0,0.0,0.0,0.0,0.0,0.1875002008425748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06249825603587679,0.9374999415006716,0.12500126345580428,0.0,0.0,4
0.0,0.3125001085531172,0.8749999667201895,0.2499992910074217,0.0,0.0,0.0,0.0,0.0,0.8124998513734285,0.5000007522794065,0.0,0.0,0.0,0.0,0.0,0.18750016190940844,0.8750004598546859,0.25,0.0,0.0,0.0,0.0,0.0,0.37499999999999994,1.0,0.8750017523342936,0.5625000490852473,0.12499840561822625,0.0,0.0,0.0,0.2666663526380969,1.0,0.18750048360763558,0.24999981499584478,0.6875012401750575,0.14285692941234768,0.0,0.0,0.8749994409453269,0.18749813003626714,0.0,0.24999981856514053,0.6874982079753493,0.0,0.0,0.0,0.6250000885410211,0.5000000000000001,0.24999999999999997,0.6875003713055102,0.7500005361179607,0.0,0.0,0.0,0.2500010893754766,0.7499995800940752,0.8749998830013431,0.43750034293800405,0.0,0.0,6
0.0,0.06250025329060684,0.6874999168004737,0.8124992555577927,0.6875003727425396,0.4375000921878829,0.0,0.0,0.0,0.5624997664439589,0.8750005015196044,0.3750002992578406,0.2500003709721697,0.18749982545343388,0.0,0.0,0.0,1.0,0.7499996301063815,1.0,0.9374980339111013,0.12500001678941222,0.0,0.0,0.3125,1.0,0.6250011989655693,0.24999980365901064,0.749998311831063,0.3749995752257138,0.0,0.0,0.06666648110433,0.06249804387969081,0.0,0.0,0.625001194242648,0.2857141078436231,0.0,0.0,0.0,0.0,0.312501283012909,0.6249991835431324,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.9374998339069082,0.18750185652755086,0.0,0.0,0.0,0.0,0.06250151734441382,0.812499542844356,0.3124987325145507,0.0,0.0,0.0,5
0.0,0.5,0.6249996339220842,0.4999994328059373,0.4375004604466666,0.1250000263393951,0.0,0.0,0.06666663953464236,0.9375000636971021,0.8750005015196044,0.7499997007421595,0.7500007419443393,0.24999968264260708,0.0,0.0,0.43750080954704224,0.9375005978110915,0.7499996301063815,0.31249995201038105,0.0,0.0,0.0,0.0,0.3125,0.8749989467354545,0.7500012911936902,0.93750073627871,0.4374983587246447,0.0,0.0,0.0,0.0,0.0,0.0,0.12499990749792243,0.8125013320398766,0.0,0.0,0.0,0.0,0.0,0.2500011843196084,0.7499990928257027,0.0,0.0,0.0,0.0,0.3750006197871473,0.437500040168515,0.8749996678138163,0.3125003713055102,0.0,0.0,0.0,0.0,0.2500010893754766,0.812499542844356,0.4999992200089542,0.0,0.0,0.0,5
0.0,0.937499457234414,0.12499896832587379,0.8749992201081638,0.8124991010326985,0.1250000263393951,0.0,0.0,0.0,1.0,0.9375006268995055,0.7499997007421595,0.8125010201734666,0.4999996191711285,0.0,0.0,0.12500010793960561,1.0,0.7499996301063815,0.06250167963666094,0.3749996067822203,0.6250006435941342,0.0,0.0,0.4374994213909452,0.9374988988597934,0.1874997694296982,0.0,0.3124984525118078,0.5000010194582871,0.0,0.0,0.33333304785281537,0.7499996087759383,0.0,0.0,0.500001102377829,0.5714284647061738,0.0,0.31249912890772,0.7499988818906538,0.0,0.4375014803995105,0.9374993196192769,0.31249960746126704,0.0,0.0,0.3125000627818276,1.0,0.8125007632017842,1.0,0.37500037130551017,0.0,0.0,0.0,0.0,0.625000233437602,0.7499995800940752,0.3124987325145507,0.0,0.0,0.0,0
0.0,0.37500007236874483,0.8749999667201895,0.8749992201081638,1.0,1.0,0.5000011501871683,0.0,0.0,0.43749955412028524,0.6875006268995054,0.5,0.6250009274304242,0.9374983656094266,0.20000065918709048,0.0,0.0,0.0,0.0,0.2500001919584755,0.9374980339111013,0.6250006435941342,0.0,0.0,0.0625,0.9374988988597934,1.0,1.0,1.0,0.8750008212302869,0.0,0.0,0.19999987153376692,0.6874996087759382,0.8124995163923644,0.812499768744806,0.0,0.0,0.0,0.0,0.0,0.9374967149285776,0.312501283012909,0.0,0.0,0.0,0.0,0.0,0.43750066405765786,0.8125007632017842,0.0,0.0,0.0,0.0,0.0,0.0,0.625000233437602,0.7499995800940752,0.0,0.0,0.0,0.0,7
0.0,0.4375000361843724,0.6874999168004737,0.6874993264570506,0.3750002543419682,0.0,0.0,0.0,0.5999993488314168,1.0,0.750000677051466,0.625,0.8750009274304242,0.0,0.0,0.0,0.3125002698490141,0.12499954014531406,0.0,0.2500001919584755,0.8749984271288811,0.0,0.0,0.0,0.0,0.062498803108470974,0.3125005994827847,0.8750006871934626,0.37499821804389993,0.0,0.0,0.0,0.06666648110433,0.9375019561203093,1.0,1.0,0.625001194242648,0.0,0.0,0.0,0.4374991512533599,0.24999818057582754,0.2500011843196084,0.9374993196192769,0.3749994197253512,0.0,0.0,0.0,0.3125009296807211,0.24999919662970096,0.49999966781381633,0.8125003713055102,0.7500005361179607,0.0,0.0,0.0,0.8749988328119892,1.0,0.7499997660026863,0.6249998195063137,0.06250001573540354,0.0,3
0.1250000406399877,0.6249999276312552,0.9374999833600948,0.4999994328059373,0.0,0.0,0.0,0.0,0.3999990232471253,1.0,0.4375006268995055,0.6874997306679436,0.5000007048471223,0.0,0.0,0.0,0.43750080954704224,1.0,0.18750018494680926,0.06250167963666094,0.8124988203466609,0.06250004197353048,0.0,0.0,0.4374994213909452,0.8124989946111156,0.0,0.0,0.6249984056182263,0.3749995752257138,0.0,0.0,0.5333335617177478,0.7499996087759383,0.0,0.0,0.875001377972286,0.2857141078436231,0.0,0.18749995415303788,1.0,0.0,0.3750013817062098,0.9374993196192769,0.1249998975985914,0.0,0.0,0.0,0.9375006640576579,0.5625002811796047,1.0,0.25000037130551017,0.0,0.0,0.0,0.0,0.562500272343869,0.9374998476147853,0.4999992200089542,0.0,0.0,0.0,0
