@relation oocytes_merluccius_nucleus_4d
@attribute f1 real [-0.744925, 7.3308]
@attribute f2 real [-2.4933, 1.68921]
@attribute f3 real [-1.1671, 3.67902]
@attribute f4 real [-0.748693, 8.49609]
@attribute f5 real [-1.52066, 3.11333]
@attribute f6 real [-0.749263, 7.04209]
@attribute f7 real [-2.48008, 1.68279]
@attribute f8 real [-1.18744, 3.55508]
@attribute f9 real [-0.774411, 8.21558]
@attribute f10 real [-1.51121, 3.17731]
@attribute f11 real [-0.723846, 7.11837]
@attribute f12 real [-2.46526, 1.6687]
@attribute f13 real [-1.13936, 3.78126]
@attribute f14 real [-1.00416, 8.15202]
@attribute f15 real [-1.42594, 3.20268]
@attribute f16 real [-0.699408, 7.30667]
@attribute f17 real [-2.48783, 1.67947]
@attribute f18 real [-1.09457, 3.87523]
@attribute f19 real [-1.95163, 9.0134]
@attribute f20 real [-1.35729, 3.30839]
@attribute f21 real [-2.92548, 2.35745]
@attribute f22 real [-1.13426, 4.53328]
@attribute f23 real [-6.51916, 1.32584]
@attribute f24 real [-0.666154, 6.35137]
@attribute f25 real [-2.52155, 1.79074]
@attribute f26 real [-3.56173, 3.23523]
@attribute f27 real [-1.18336, 3.73698]
@attribute f28 real [-6.40546, 1.69934]
@attribute f29 real [-0.772652, 5.98908]
@attribute f30 real [-2.66978, 1.61479]
@attribute f31 real [-3.29138, 2.34214]
@attribute f32 real [-1.12365, 4.08418]
@attribute f33 real [-6.6032, 1.1249]
@attribute f34 real [-0.69322, 6.35116]
@attribute f35 real [-2.55023, 1.80594]
@attribute f36 real [-3.8665, 1.2698]
@attribute f37 real [-2.32883, 1.81058]
@attribute f38 real [-1.88741, 2.1423]
@attribute f39 real [-1.76448, 2.33828]
@attribute f40 real [-1.73346, 2.41204]
@attribute f41 real [-1.72114, 2.44663]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41
@outputs clase
@data
0.009834534979831527,0.8041950885951258,0.28314610451247596,0.016942853066426764,0.13503438721274752,0.009399394431236786,0.8100476354053815,0.30857329014954077,0.02017588226729037,0.11690938718401543,0.00709786621536566,0.8233606517721507,0.3382242481638493,0.048802338966686974,0.08421732611447905,0.005797845087195012,0.8214892136395269,0.3495603444806632,0.12523841704035465,0.06798365940227365,0.5528565322652391,0.2546235227276737,0.8329346845124282,0.07506379743054674,0.7634813521354084,0.5001940573432828,0.3676623973140068,0.7827447932089626,0.13707981919425377,0.8455817036482075,0.5876362735909342,0.27863236703195,0.852577878133047,0.08159383792470024,0.7605479125011191,0.9184574499153086,0.7914983053140423,0.6943139828920691,0.6357493492185748,0.617755397418888,0.616493952401404,1
0.021628274860771006,0.6991469237371817,0.23297990970095664,0.029163258888824116,0.20482996294769734,0.02060373852911041,0.7106698023238776,0.24688309168965025,0.03252027727280261,0.17175057374182046,0.017568121051498714,0.7207079894338599,0.23301461604431964,0.053508340814619186,0.13571453262527494,0.01771291761084516,0.7025661699421688,0.19473660911907925,0.1289757529163167,0.1294150048867475,0.5359026525053332,0.1953922336675171,0.8698089228808157,0.05346999882009667,0.7145892321713057,0.5032380652527012,0.22619666527109916,0.8250335603592933,0.06632487061007446,0.747876216283081,0.5884435486161405,0.19151969246307965,0.8941628602114362,0.04435691998444149,0.6816389167548557,0.8713864065572493,0.6763475954302667,0.5762566040732461,0.5187171562557888,0.4872608852973103,0.47601499123032215,1
0.7288825461491074,0.10581206022221112,0.026245738859128568,0.07206699172928127,0.9627146368464324,0.7392160257659999,0.10339501353633437,0.029764766411106324,0.10146661993321239,0.9686105636746777,0.7358131936177225,0.0986245633726499,0.032664379691990014,0.17515230150564973,0.9678219426092443,0.7334300265373382,0.1019964965325271,0.036256589802406536,0.2802983667167349,0.961251093088253,0.9840259098644122,0.021571969496465844,0.8898475462077756,0.007508916250232991,0.06768561483573692,0.9396377203926461,0.20344915188787768,0.7240453805152502,0.0683366332767995,0.23465598648172395,1.0,0.05978267339755715,0.9078050232269251,0.014682484476987327,0.1893084980613704,0.05268773241438382,0.04308585039896991,0.040591010271210586,0.040073024013103364,0.03990592208418766,0.0405420644613306,1
0.027862390064049964,0.7629100707469915,0.2960902742812807,0.011781347382626506,0.22924607088060178,0.02810975192627006,0.7680540108146544,0.3130559280719955,0.015348402462249399,0.21507554622780747,0.022317033858797058,0.7888683006124877,0.3588436010096289,0.04958825623786338,0.18004502421888166,0.015121136716379727,0.8001931706380631,0.4121640709887721,0.12969130043419855,0.13695795682515732,0.5916569025143243,0.3289827685380253,0.7087482472912683,0.16239801958639544,0.7583358262083487,0.5667516066005979,0.4790929082136601,0.6101186950942652,0.2626992610768956,0.8342557129420223,0.619307821752652,0.35774554852980994,0.7232967999896481,0.17138172557414563,0.7553463248679458,0.8376276697233417,0.6906155708180636,0.619176566055622,0.5860584094609482,0.5766344228681703,0.5787632234984176,1
0.01980639509146237,0.7026479315052444,0.20141350193556906,0.037504395722430695,0.1718314023120464,0.019267128571892462,0.7096997984563536,0.2211752401676746,0.03885198550254388,0.15542068712514823,0.01692825089234981,0.7112954648811309,0.20481240168921802,0.055275671732097874,0.13374720759103145,0.01655941898142886,0.7019019509034627,0.1696372087407944,0.13598558325877813,0.13819614718540493,0.551373234171189,0.14905443984515326,0.8847664754620778,0.031044282855320487,0.6639008508240402,0.4843006285162778,0.17764646345577745,0.8523423156647912,0.04350157622336999,0.7164555603012671,0.5936881558954259,0.14782030135392285,0.9170666787438051,0.029261482202834026,0.6455836204739483,0.9046138270739636,0.7244708787001046,0.5822317238709486,0.5102172683754351,0.49220600651308644,0.4903058470117113,1
0.019360862337437192,0.7029680741946821,0.21458238755953218,0.035544263180650106,0.16512983411703522,0.019244026037582945,0.7052603131973856,0.22728085490414382,0.03746889179310635,0.15886783036011365,0.01715012695391201,0.705572622860405,0.18643971694623848,0.06571375835774305,0.1528732105897654,0.016214805801292476,0.7014150649101337,0.15885327377359248,0.1506495650262699,0.1550256339911867,0.5813344110181281,0.15832724603619913,0.8754135117909496,0.041853223444622355,0.6705622766557907,0.5354837898119158,0.18489453980822462,0.8601943292863489,0.04505665116570725,0.719975866889793,0.6430895780968204,0.14986625907527704,0.9135577955771793,0.03342863388971066,0.6484790538477607,0.9094651792146098,0.7287809132219326,0.5922674336366637,0.5233362419444472,0.5048085876251357,0.4967042327191759,1
0.022093620077454343,0.6732564895242329,0.14635295865558426,0.03993701096066831,0.2291772317160805,0.020398511015994266,0.6858744087612633,0.159980348000641,0.04757190524439902,0.20160029177650943,0.01647327745116941,0.6993272794124761,0.160743971288171,0.0753724806633334,0.16364207906460243,0.015665473156769152,0.6980236604036186,0.15134371604491126,0.1507680325544025,0.15881543526345573,0.4487627131156384,0.13670234352117497,0.8857603569152327,0.022824574593546098,0.6454626196290137,0.411503672229938,0.19018827967173002,0.8587340835060706,0.043445377604436265,0.7305505569987187,0.4944205399111035,0.13449498159502135,0.9195137226485165,0.022011021551932165,0.625841966681741,0.8585584954149874,0.6499339277819786,0.4974980829886022,0.4322079965681639,0.4159605475817151,0.4125925326973417,1
0.0972266019459553,0.6291633492806951,0.2723116637640009,0.011812716426118388,0.4051227991428553,0.10071751337668823,0.6293115086466788,0.28743031131128605,0.015802018044289472,0.40624696066136007,0.09246308058844592,0.6411864168980832,0.3160020485223407,0.05275180260763767,0.385612558386733,0.0753721110386384,0.6552350442732705,0.36905267817618415,0.13537573540610467,0.34045776821385093,0.6981951303537998,0.2999860609717796,0.670810707456979,0.1731429774946263,0.6639936089641466,0.683910159836162,0.4998069239117623,0.4089120027637943,0.37122175205997515,0.6963328875476419,0.7111397492154105,0.33949936921904134,0.6661391545140462,0.19214707326975544,0.6502207214135353,0.6546262874053306,0.5162146296211295,0.4659503463028357,0.4522992570854742,0.4509788927752985,0.45109782929480274,1
0.012714524082977066,0.8624031980796218,0.6183647949287264,0.007589685988302812,0.11323891506023964,0.01392017535336931,0.8569136196902618,0.6406488533522262,0.006982098202323002,0.12118365710288106,0.011770270035918415,0.851183852770709,0.5918014396559783,0.03618310256023799,0.11302332012565301,0.009589339499315392,0.8423271662707268,0.5262586019558131,0.12298871959310644,0.10180123797602923,0.7283020975102831,0.45851462892189554,0.5538393881453155,0.3321191348971518,0.8192027901648543,0.6427336632847624,0.4899275253336152,0.5307829927943936,0.34680345213326996,0.8552417162048934,0.7498318990613329,0.445484971667662,0.6168256104346476,0.2885874981190679,0.799283315389436,0.91695130736133,0.839368412406599,0.7944715624697559,0.7693357642172587,0.7608201664455433,0.7585951240111618,0
0.3538611084453718,0.24652182541105697,0.029761953893011332,0.14962200843437862,0.7767431522295042,0.35850422898307904,0.25376723270243845,0.035651931884314696,0.18430596871565277,0.7624751520735756,0.36026245642813204,0.255713649865988,0.04020245416228035,0.2051403532914381,0.7578781580687116,0.34532488941526673,0.2748086290883786,0.04254939836613144,0.22250199041863086,0.7180175237050119,0.9374116257455616,0.019805771110570008,0.8977811344805608,0.003693325452111029,0.14921770103587653,0.6784827334573104,0.07149444957055814,0.8364286595597671,0.018909060577970264,0.4188282604788812,0.8480594725855237,0.04642471048402118,0.9147645604999936,0.011389220910853745,0.24060585330691864,0.31581683312890596,0.13746886633602373,0.09775889580143483,0.08326589905332021,0.07877457484018814,0.07772501841512365,1
