@relation flags
@attribute f1 real [-1.65624, 1.5633]
@attribute f2 real [-0.925907, 1.36719]
@attribute f3 real [-0.322464, 9.99663]
@attribute f4 real [-0.253095, 10.7113]
@attribute f5 real [-1.24129, 1.3327]
@attribute f6 real [-0.43686, 4.37852]
@attribute f7 real [-0.66647, 5.34726]
@attribute f8 real [-1.8951, 3.48888]
@attribute f9 real [-1.92678, 0.516326]
@attribute f10 real [-0.937519, 1.06115]
@attribute f11 real [-1.0182, 0.977062]
@attribute f12 real [-0.937519, 1.06115]
@attribute f13 real [-1.73954, 0.571902]
@attribute f14 real [-0.603581, 1.64824]
@attribute f15 real [-0.392383, 2.5354]
@attribute f16 real [-0.968392, 3.1541]
@attribute f17 real [-0.367334, 8.27058]
@attribute f18 real [-0.387882, 4.80171]
@attribute f19 real [-0.318976, 3.11887]
@attribute f20 real [-0.342965, 8.8343]
@attribute f21 real [-0.315409, 11.0581]
@attribute f22 real [-0.244539, 4.06824]
@attribute f23 real [-0.401053, 2.48059]
@attribute f24 real [-0.579818, 1.71579]
@attribute f25 real [-0.500316, 1.98843]
@attribute f26 real [-0.299039, 3.32681]
@attribute f27 real [-1.12457, 2.28429]
@attribute f28 real [-0.946807, 3.42654]
@attribute clase {0, 1, 2, 3, 4, 5, 6, 7}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28
@outputs clase
@data
0.919394, -0.925907, -0.0239743, -0.0790571, 1.3327, -0.43686, 0.622187, 1.18146, 0.516326, 1.06115, -1.0182, 1.06115, 0.571902, 1.64824, -0.392383, -0.379464, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, -0.401053, 1.71579, -0.500316, -0.299039, 1.71614, -0.322043, 2
-0.368421, -0.925907, -0.309106, -0.220463, 0.1887, -0.43686, -0.66647, -0.356817, 0.516326, -0.937519, -1.0182, 1.06115, -1.73954, 1.64824, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, -0.401053, -0.579818, 1.98843, -0.299039, -1.12457, -0.946807, 6
1.5633, -0.161541, 3.2198, -0.0899344, -1.24129, -0.43686, -0.66647, -0.356817, 0.516326, -0.937519, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, 0.209464, -0.367334, 2.20691, 3.11887, 1.95135, 1.04941, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 1.148, 0.302721, 1
0.275486, -0.925907, -0.270413, -0.220463, -0.669296, -0.43686, -0.66647, -1.12596, 0.516326, 1.06115, -1.0182, -0.937519, -1.73954, -0.603581, -0.392383, -0.379464, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -0.556429, -0.322043, 5
0.919394, -0.925907, -0.3197, -0.253095, 1.3327, -0.43686, -0.66647, 0.412322, 0.516326, -0.937519, -1.0182, 1.06115, 0.571902, 1.64824, -0.392383, 0.798392, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, 2.48059, 1.71579, 1.98843, 3.32681, 1.148, 0.927484, 2
0.275486, -0.925907, -0.0354901, -0.23134, 1.3327, 0.526217, -0.66647, 1.18146, 0.516326, 1.06115, 0.977062, 1.06115, 0.571902, -0.603581, -0.392383, 0.798392, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 0.0117143, 0.927484, 5
0.919394, -0.925907, 4.08164, 10.7113, 0.474699, -0.43686, -0.66647, -1.12596, 0.516326, -0.937519, -1.0182, 1.06115, -1.73954, -0.603581, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, -0.342965, 0.82194, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -1.12457, -0.946807, 6
0.275486, -0.161541, -0.164928, -0.23134, 1.3327, -0.43686, -0.66647, -0.356817, 0.516326, 1.06115, -1.0182, 1.06115, -1.73954, -0.603581, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, -0.401053, 1.71579, 1.98843, -0.299039, -1.12457, -0.946807, 5
-1.65624, 1.36719, -0.298972, -0.23134, -0.955295, -0.43686, 1.48129, -0.356817, 0.516326, -0.937519, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, 0.209464, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 0.0117143, 0.302721, 0
-0.368421, -0.925907, -0.263503, -0.0899344, -0.0972986, -0.43686, -0.66647, -0.356817, 0.516326, -0.937519, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, 1.38732, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, 2.48059, -0.579818, -0.500316, -0.299039, 1.148, -0.946807, 6
-1.65624, 1.36719, -0.322464, -0.253095, -1.24129, -0.43686, -0.66647, 1.9506, 0.516326, 1.06115, 0.977062, 1.06115, 0.571902, 1.64824, -0.392383, -0.379464, 1.79214, -0.387882, -0.318976, -0.342965, 1.95929, -0.244539, -0.401053, -0.579818, 1.98843, -0.299039, -0.556429, -0.322043, 1
-1.65624, 1.36719, -0.299893, -0.187831, -0.955295, -0.43686, -0.66647, -0.356817, 0.516326, -0.937519, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, 0.209464, -0.367334, 2.20691, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 0.0117143, 0.302721, 0
